"expt"	"row"	"col"	"yield"
"E1"	11	6	3.6
"E1"	12	6	4.4
"E1"	13	6	3.7
"E1"	14	6	3.6
"E1"	15	6	3
"E1"	16	6	3.8
"E1"	17	6	5.2
"E1"	18	6	4.9
"E1"	19	6	4.4
"E1"	20	6	4.6
"E1"	21	6	4.8
"E1"	22	6	4.9
"E1"	23	6	4.6
"E1"	24	6	5
"E1"	25	6	3.5
"E1"	26	6	4.4
"E1"	27	6	4.2
"E1"	28	6	2.9
"E1"	29	6	3
"E1"	30	6	3.3
"E1"	31	6	3.6
"E1"	32	6	4.9
"E1"	33	6	3.4
"E1"	34	6	3.5
"E1"	35	6	3.3
"E1"	36	6	4
"E1"	1	7	3.6
"E1"	2	7	4.8
"E1"	3	7	4.5
"E1"	4	7	4.8
"E1"	5	7	4.2
"E1"	6	7	4.4
"E1"	7	7	3.8
"E1"	8	7	3.7
"E1"	9	7	4.6
"E1"	10	7	3
"E1"	11	7	4.6
"E1"	12	7	3.3
"E1"	13	7	3.9
"E1"	14	7	3.2
"E1"	15	7	2.5
"E1"	16	7	4.1
"E1"	17	7	4.1
"E1"	18	7	4.7
"E1"	19	7	5.4
"E1"	20	7	4.6
"E1"	21	7	4.4
"E1"	22	7	4.5
"E1"	23	7	5
"E1"	24	7	5
"E1"	25	7	4.1
"E1"	26	7	4.6
"E1"	27	7	3.4
"E1"	28	7	3.6
"E1"	29	7	3
"E1"	30	7	4.2
"E1"	31	7	3.3
"E1"	32	7	3.9
"E1"	33	7	3.1
"E1"	34	7	4.6
"E1"	35	7	3.3
"E1"	36	7	4.4
"E1"	1	8	3.4
"E1"	2	8	3.6
"E1"	3	8	4.6
"E1"	4	8	4.6
"E1"	5	8	3.5
"E1"	6	8	4.5
"E1"	7	8	4.3
"E1"	8	8	3.7
"E1"	9	8	4.1
"E1"	10	8	4.6
"E1"	11	8	3.8
"E1"	12	8	3.5
"E1"	13	8	3.3
"E1"	14	8	3.5
"E1"	15	8	3.9
"E1"	16	8	3.4
"E1"	17	8	5.2
"E1"	18	8	4.5
"E1"	19	8	5.2
"E1"	20	8	5.7
"E1"	21	8	4.8
"E1"	22	8	5
"E1"	23	8	4.6
"E1"	24	8	5.5
"E1"	25	8	4.1
"E1"	26	8	3.5
"E1"	27	8	3.3
"E1"	28	8	2
"E1"	29	8	2.7
"E1"	30	8	3.3
"E1"	31	8	3.7
"E1"	32	8	3.2
"E1"	33	8	3.8
"E1"	34	8	4.5
"E1"	35	8	3.3
"E1"	36	8	5
"E1"	1	9	4.2
"E1"	2	9	4.7
"E1"	3	9	4.5
"E1"	4	9	4.4
"E1"	5	9	5.2
"E1"	6	9	5
"E1"	7	9	4.9
"E1"	8	9	4
"E1"	9	9	4.4
"E1"	10	9	4.3
"E1"	11	9	4.5
"E1"	12	9	3.8
"E1"	13	9	4.6
"E1"	14	9	4.7
"E1"	15	9	4.3
"E1"	16	9	3.5
"E1"	17	9	4.7
"E1"	18	9	4.6
"E1"	19	9	4.8
"E1"	20	9	5.6
"E1"	21	9	4
"E1"	22	9	5.1
"E1"	23	9	5.5
"E1"	24	9	4.9
"E1"	25	9	3.9
"E1"	26	9	3.4
"E1"	27	9	1.4
"E1"	28	9	3.5
"E1"	29	9	3.9
"E1"	30	9	4.2
"E1"	31	9	3.8
"E1"	32	9	3.7
"E1"	33	9	4.8
"E1"	34	9	4.5
"E1"	35	9	3.3
"E1"	36	9	4.6
"E1"	1	10	3.9
"E1"	2	10	4.3
"E1"	3	10	4.6
"E1"	4	10	3.2
"E1"	5	10	4.8
"E1"	6	10	2.9
"E1"	7	10	3.9
"E1"	8	10	3.4
"E1"	9	10	4.1
"E1"	10	10	4.9
"E1"	11	10	4.4
"E1"	12	10	3
"E1"	13	10	4.2
"E1"	14	10	2.9
"E1"	15	10	4.4
"E1"	16	10	4.3
"E1"	17	10	4.6
"E1"	18	10	4.4
"E1"	19	10	3.2
"E1"	20	10	4.5
"E1"	21	10	4.7
"E1"	22	10	5.6
"E1"	23	10	3.1
"E1"	24	10	2.7
"E1"	25	10	3.3
"E1"	26	10	4
"E1"	27	10	3.6
"E1"	28	10	4.2
"E1"	29	10	3.8
"E1"	30	10	4.4
"E1"	31	10	4.2
"E1"	32	10	4.4
"E1"	33	10	4.1
"E1"	34	10	4
"E1"	35	10	4.5
"E1"	36	10	5.2
"E1"	1	11	3.8
"E1"	2	11	5.2
"E1"	3	11	5.7
"E1"	4	11	4.6
"E1"	5	11	5
"E1"	6	11	4.1
"E1"	7	11	4.3
"E1"	8	11	4.3
"E1"	9	11	4.1
"E1"	10	11	4.6
"E1"	11	11	3.4
"E1"	12	11	4.8
"E1"	13	11	4
"E1"	14	11	5.2
"E1"	15	11	4.8
"E1"	16	11	2.7
"E1"	17	11	5.1
"E1"	18	11	4.9
"E1"	19	11	5.1
"E1"	20	11	5.1
"E1"	21	11	5.6
"E1"	22	11	4.6
"E1"	23	11	4.9
"E1"	24	11	5.2
"E1"	25	11	5.5
"E1"	26	11	5.3
"E1"	27	11	3.7
"E1"	28	11	4
"E1"	29	11	5.7
"E1"	30	11	4.4
"E1"	31	11	3.5
"E1"	32	11	4.2
"E1"	33	11	4.7
"E1"	34	11	5.4
"E1"	35	11	5.3
"E1"	36	11	4
"E1"	1	12	5.7
"E1"	2	12	3.6
"E1"	3	12	4.7
"E1"	4	12	5.8
"E1"	5	12	5.3
"E1"	6	12	4.6
"E1"	7	12	4.8
"E1"	8	12	3.2
"E1"	9	12	3.9
"E1"	10	12	3.9
"E1"	11	12	4.1
"E1"	12	12	4.8
"E1"	13	12	5.9
"E1"	14	12	3.9
"E1"	15	12	4
"E1"	16	12	4.2
"E1"	17	12	4.2
"E1"	18	12	4.1
"E1"	19	12	4.3
"E1"	20	12	4.3
"E1"	21	12	5.1
"E1"	22	12	5.1
"E1"	23	12	3.7
"E1"	24	12	5.2
"E1"	25	12	5.1
"E1"	26	12	5.8
"E1"	27	12	3.9
"E1"	28	12	5.4
"E1"	29	12	4.5
"E1"	30	12	5
"E1"	31	12	4.9
"E1"	32	12	4.9
"E1"	33	12	5.2
"E1"	34	12	3.5
"E1"	35	12	3.5
"E1"	36	12	4.6
"E1"	1	13	4.8
"E1"	2	13	3.5
"E1"	3	13	5.1
"E1"	4	13	5.2
"E1"	5	13	4.6
"E1"	6	13	3.7
"E1"	7	13	3
"E1"	8	13	3.3
"E1"	9	13	3.4
"E1"	10	13	3.7
"E1"	11	13	4.4
"E1"	12	13	4.9
"E1"	13	13	5.6
"E1"	14	13	5.1
"E1"	15	13	5.8
"E1"	16	13	3.7
"E1"	17	13	4.1
"E1"	18	13	4.1
"E1"	19	13	4.3
"E1"	20	13	4.7
"E1"	21	13	3.6
"E1"	22	13	4.7
"E1"	23	13	4.2
"E1"	24	13	4.4
"E1"	25	13	4.5
"E1"	26	13	4.6
"E1"	27	13	4.2
"E1"	28	13	6.2
"E1"	29	13	5.3
"E1"	30	13	5.1
"E1"	31	13	4.3
"E1"	32	13	5
"E1"	33	13	4.7
"E1"	34	13	4.6
"E1"	35	13	4.8
"E1"	36	13	4
"E1"	1	14	3.4
"E1"	2	14	4.8
"E1"	3	14	3.7
"E1"	4	14	5.2
"E1"	5	14	3.4
"E1"	6	14	2.6
"E1"	7	14	2.2
"E1"	8	14	5
"E1"	9	14	3
"E1"	10	14	4.6
"E1"	11	14	4
"E1"	12	14	3
"E1"	13	14	4.3
"E1"	14	14	5.4
"E1"	15	14	3.6
"E1"	16	14	2.5
"E1"	17	14	4.3
"E1"	18	14	4.1
"E1"	19	14	4.6
"E1"	20	14	4.4
"E1"	21	14	5.2
"E1"	22	14	3.1
"E1"	23	14	4.1
"E1"	24	14	4.2
"E1"	25	14	4.4
"E1"	26	14	3.5
"E1"	27	14	3.2
"E1"	28	14	5.1
"E1"	29	14	3.1
"E1"	30	14	3.4
"E1"	31	14	3.6
"E1"	32	14	3.9
"E1"	33	14	4.9
"E1"	34	14	5.6
"E1"	35	14	5
"E1"	36	14	4.4
"E1"	1	15	4.4
"E1"	2	15	3.8
"E1"	3	15	4.7
"E1"	4	15	4.9
"E1"	5	15	5.4
"E1"	6	15	5
"E1"	7	15	3.5
"E1"	8	15	5
"E1"	9	15	4.1
"E1"	10	15	3.9
"E1"	11	15	2.7
"E1"	12	15	3.8
"E1"	13	15	4.2
"E1"	14	15	2.8
"E1"	15	15	4
"E1"	16	15	3.8
"E1"	17	15	4.3
"E1"	18	15	3.2
"E1"	19	15	2.8
"E1"	20	15	2.6
"E1"	21	15	4.8
"E1"	22	15	4.2
"E1"	23	15	3.8
"E1"	24	15	4.6
"E1"	25	15	4.6
"E1"	26	15	4.6
"E1"	27	15	3.6
"E1"	28	15	3.9
"E1"	29	15	4.6
"E1"	30	15	3.5
"E1"	31	15	3.5
"E1"	32	15	4.6
"E1"	33	15	5.4
"E1"	34	15	4.5
"E1"	35	15	4.2
"E1"	36	15	4.8
"E1"	1	16	4
"E1"	2	16	4.1
"E1"	3	16	4
"E1"	4	16	4.4
"E1"	5	16	4.1
"E1"	6	16	3.2
"E1"	7	16	3.3
"E1"	8	16	4.1
"E1"	9	16	4.9
"E1"	10	16	4.7
"E1"	11	16	4
"E1"	12	16	4.1
"E1"	13	16	4
"E1"	14	16	3.7
"E1"	15	16	4.3
"E1"	16	16	4.3
"E1"	17	16	3.4
"E1"	18	16	4
"E1"	19	16	3.3
"E1"	20	16	4.2
"E1"	21	16	4.7
"E1"	22	16	3.5
"E1"	23	16	4.7
"E1"	24	16	4.5
"E1"	25	16	5.7
"E1"	26	16	4.7
"E1"	27	16	4.6
"E1"	28	16	3.6
"E1"	29	16	3.9
"E1"	30	16	3.5
"E1"	31	16	3.4
"E1"	32	16	4.1
"E1"	33	16	4.7
"E1"	34	16	3.9
"E1"	35	16	3.8
"E1"	36	16	5.1
"E1"	1	17	5.3
"E1"	2	17	5.3
"E1"	3	17	4.4
"E1"	4	17	4.3
"E1"	5	17	5.4
"E1"	6	17	3.7
"E1"	7	17	3.3
"E1"	8	17	4
"E1"	9	17	5.5
"E1"	10	17	3.9
"E1"	11	17	2.6
"E1"	12	17	3.8
"E1"	13	17	4.3
"E1"	14	17	3.5
"E1"	15	17	4.2
"E1"	16	17	2.7
"E1"	17	17	5.4
"E1"	18	17	2
"E1"	19	17	4
"E1"	20	17	3.2
"E1"	21	17	4.9
"E1"	22	17	4.1
"E1"	23	17	4.3
"E1"	24	17	5
"E1"	25	17	4.5
"E1"	26	17	5
"E1"	27	17	3.8
"E1"	28	17	4.8
"E1"	29	17	4.7
"E1"	30	17	5
"E1"	31	17	5.3
"E1"	32	17	4.5
"E1"	33	17	6.5
"E1"	34	17	5.7
"E1"	35	17	4.5
"E1"	36	17	4.7
"E1"	1	18	4.2
"E1"	2	18	4.1
"E1"	3	18	5.1
"E1"	4	18	5.1
"E1"	5	18	4.7
"E1"	6	18	4.9
"E1"	7	18	5.8
"E1"	8	18	4.1
"E1"	9	18	3.2
"E1"	10	18	3.7
"E1"	11	18	2.8
"E1"	12	18	4.1
"E1"	13	18	3.8
"E1"	14	18	2.6
"E1"	15	18	1.3
"E1"	16	18	1.7
"E1"	17	18	4.4
"E1"	18	18	3.2
"E1"	19	18	2.7
"E1"	20	18	3.1
"E1"	21	18	2.8
"E1"	22	18	3.7
"E1"	23	18	4.7
"E1"	24	18	3.8
"E1"	25	18	3.7
"E1"	26	18	4.3
"E1"	27	18	3.7
"E1"	28	18	4.2
"E1"	29	18	4.8
"E1"	30	18	6.2
"E1"	31	18	4.1
"E1"	32	18	5.1
"E1"	33	18	5.9
"E1"	34	18	6.1
"E1"	35	18	5
"E1"	36	18	5.4
"E1"	1	19	2.9
"E1"	2	19	2.9
"E1"	3	19	2.8
"E1"	4	19	4
"E1"	5	19	2.6
"E1"	6	19	4
"E1"	7	19	2.5
"E1"	8	19	3.5
"E1"	9	19	3
"E1"	10	19	2.2
"E1"	11	19	2.5
"E1"	12	19	3.5
"E1"	13	19	3.4
"E1"	14	19	3.1
"E1"	15	19	2
"E1"	16	19	2.6
"E1"	17	19	2.8
"E1"	18	19	1.8
"E1"	19	19	2.2
"E1"	20	19	3.2
"E1"	21	19	3.2
"E1"	22	19	2.9
"E1"	23	19	2
"E1"	24	19	2.5
"E1"	25	19	3.4
"E1"	26	19	4
"E1"	27	19	3.5
"E1"	28	19	4.3
"E1"	29	19	3.2
"E1"	30	19	3.1
"E1"	31	19	1.9
"E1"	32	19	6.5
"E1"	33	19	5.2
"E1"	34	19	4.5
"E1"	35	19	4.3
"E1"	36	19	5.9
"E1"	1	20	4.3
"E1"	2	20	3.7
"E1"	3	20	3.3
"E1"	4	20	3.4
"E1"	5	20	4.5
"E1"	6	20	4
"E1"	7	20	3.3
"E1"	8	20	4.5
"E1"	9	20	3.5
"E1"	10	20	2
"E1"	11	20	3
"E1"	12	20	3.3
"E1"	13	20	2.5
"E1"	14	20	1.8
"E1"	15	20	1.1
"E1"	16	20	1.4
"E1"	17	20	2.1
"E1"	18	20	2
"E1"	19	20	1.6
"E1"	20	20	1.6
"E1"	21	20	1.1
"E1"	22	20	3.2
"E1"	23	20	2.7
"E1"	24	20	2.6
"E1"	25	20	2.4
"E1"	26	20	2
"E1"	27	20	2.3
"E1"	28	20	4.2
"E1"	29	20	3.8
"E1"	30	20	3.7
"E1"	31	20	4.2
"E1"	32	20	4
"E1"	33	20	3.6
"E1"	34	20	4.3
"E1"	35	20	3
"E1"	36	20	2.8
"E1"	1	21	5.1
"E1"	2	21	3.2
"E1"	3	21	4.4
"E1"	4	21	4.7
"E1"	5	21	3.9
"E1"	6	21	4.1
"E1"	7	21	4.7
"E1"	8	21	3.1
"E1"	9	21	2.8
"E1"	10	21	1.7
"E1"	11	21	1.7
"E1"	12	21	1.8
"E1"	13	21	2.7
"E1"	14	21	3
"E1"	15	21	2.3
"E1"	16	21	2.8
"E1"	17	21	3.6
"E1"	18	21	1.9
"E1"	19	21	3
"E1"	20	21	1.7
"E1"	21	21	3.4
"E1"	22	21	3.8
"E1"	23	21	3.2
"E1"	24	21	1.8
"E1"	25	21	3.7
"E1"	26	21	3.4
"E1"	27	21	2.9
"E1"	28	21	4.2
"E1"	29	21	4.2
"E1"	30	21	3.3
"E1"	31	21	5
"E1"	32	21	4.7
"E1"	33	21	5.1
"E1"	34	21	4.8
"E1"	35	21	4.5
"E1"	36	21	4
"E1"	1	22	5.1
"E1"	2	22	3.4
"E1"	3	22	2.4
"E1"	4	22	5.7
"E1"	5	22	4
"E1"	6	22	3.2
"E1"	7	22	2.9
"E1"	8	22	2.8
"E1"	9	22	5.1
"E1"	10	22	2.7
"E1"	11	22	3.7
"E1"	12	22	2.7
"E1"	13	22	2.2
"E1"	14	22	3
"E1"	15	22	3
"E1"	16	22	1.8
"E1"	17	22	2.6
"E1"	18	22	3.7
"E1"	19	22	3.1
"E1"	20	22	2.8
"E1"	21	22	3.8
"E1"	22	22	3.7
"E1"	23	22	4.3
"E1"	24	22	3.6
"E1"	25	22	3.4
"E1"	26	22	3.1
"E1"	27	22	4.3
"E1"	28	22	4.5
"E1"	29	22	3.2
"E1"	30	22	3.4
"E1"	31	22	4.7
"E1"	32	22	3.7
"E1"	33	22	4.1
"E1"	34	22	4.1
"E1"	35	22	4.3
"E1"	36	22	5
"E1"	1	23	3.6
"E1"	2	23	4.2
"E1"	3	23	4.2
"E1"	4	23	5.4
"E1"	5	23	3.8
"E1"	6	23	3.6
"E1"	7	23	3.6
"E1"	8	23	3.8
"E1"	9	23	4.2
"E1"	10	23	3
"E1"	11	23	2.3
"E1"	12	23	2.8
"E1"	13	23	2.5
"E1"	14	23	1.8
"E1"	15	23	2.4
"E1"	16	23	2.1
"E1"	17	23	3.3
"E1"	18	23	2.7
"E1"	19	23	1.8
"E1"	20	23	2.2
"E1"	21	23	3.5
"E1"	22	23	4.1
"E1"	23	23	5.3
"E1"	24	23	4.7
"E1"	25	23	3.8
"E1"	26	23	4.1
"E1"	27	23	3.9
"E1"	28	23	4
"E1"	29	23	2
"E1"	30	23	3
"E1"	31	23	3.6
"E1"	32	23	2.7
"E1"	33	23	3.5
"E1"	34	23	3.2
"E1"	35	23	2.8
"E1"	36	23	4.9
"E1"	1	24	3.3
"E1"	2	24	3.4
"E1"	3	24	5.6
"E1"	4	24	4.8
"E1"	5	24	4
"E1"	6	24	4.2
"E1"	7	24	4.4
"E1"	8	24	4.5
"E1"	9	24	4.7
"E1"	10	24	3.1
"E1"	11	24	2.5
"E1"	12	24	3.2
"E1"	13	24	3.9
"E1"	14	24	2.8
"E1"	15	24	2.2
"E1"	16	24	2.7
"E1"	17	24	3.5
"E1"	18	24	3.5
"E1"	19	24	2
"E1"	20	24	2.4
"E1"	21	24	4
"E1"	22	24	4.7
"E1"	23	24	4.6
"E1"	24	24	5.1
"E1"	25	24	5.6
"E1"	26	24	4.1
"E1"	27	24	3.9
"E1"	28	24	3
"E1"	29	24	4
"E1"	30	24	2.8
"E1"	31	24	3.5
"E1"	32	24	3.2
"E1"	33	24	3.5
"E1"	34	24	3.1
"E1"	35	24	3.4
"E1"	36	24	3.2
"E1"	1	25	4.2
"E1"	2	25	4.4
"E1"	3	25	4.3
"E1"	4	25	5.2
"E1"	5	25	2.5
"E1"	6	25	5.8
"E1"	7	25	4.5
"E1"	8	25	3.6
"E1"	9	25	5.1
"E1"	10	25	4.6
"E1"	11	25	4.4
"E1"	12	25	4
"E1"	13	25	3.8
"E1"	14	25	4
"E1"	15	25	4.2
"E1"	16	25	2
"E1"	17	25	3.7
"E1"	18	25	3.3
"E1"	19	25	3.3
"E1"	20	25	4
"E1"	21	25	3.4
"E1"	22	25	4.8
"E1"	23	25	4.3
"E1"	24	25	4.7
"E1"	25	25	4.2
"E1"	26	25	5.3
"E1"	27	25	4.7
"E1"	28	25	4.8
"E1"	29	25	4.1
"E1"	30	25	5.2
"E1"	31	25	4
"E1"	32	25	5
"E1"	33	25	5.3
"E1"	34	25	2.8
"E1"	35	25	2.5
"E1"	36	25	2.6
"E1"	1	26	4.2
"E1"	2	26	4.7
"E1"	3	26	4
"E1"	4	26	4.3
"E1"	5	26	3.8
"E1"	6	26	4.1
"E1"	7	26	4.3
"E1"	8	26	2.6
"E1"	9	26	3
"E1"	10	26	4.1
"E1"	11	26	4.5
"E1"	12	26	1.7
"E1"	13	26	3.5
"E1"	14	26	2.8
"E1"	15	26	2.8
"E1"	16	26	2.5
"E1"	17	26	2.3
"E1"	18	26	4.4
"E1"	19	26	3.9
"E1"	20	26	4.6
"E1"	21	26	3.1
"E1"	22	26	4
"E1"	23	26	3.5
"E1"	24	26	3
"E1"	25	26	4.8
"E1"	26	26	4.6
"E1"	27	26	4.1
"E1"	28	26	5.9
"E1"	29	26	4.6
"E1"	30	26	4.3
"E1"	31	26	5.5
"E1"	32	26	5.3
"E1"	33	26	5.1
"E1"	34	26	3.3
"E1"	35	26	3.3
"E1"	36	26	3.6
"E1"	1	27	3.8
"E1"	2	27	4
"E1"	3	27	4.9
"E1"	4	27	5.4
"E1"	5	27	3.7
"E1"	6	27	4.2
"E1"	7	27	3.6
"E1"	8	27	4
"E1"	9	27	2.9
"E1"	10	27	4.2
"E1"	11	27	2.5
"E1"	12	27	0.8
"E1"	13	27	3
"E1"	14	27	3
"E1"	15	27	3.8
"E1"	16	27	3.1
"E1"	17	27	3.7
"E1"	18	27	3.3
"E1"	19	27	4
"E1"	20	27	3.9
"E1"	21	27	2.8
"E1"	22	27	4
"E1"	23	27	3.7
"E1"	24	27	3
"E1"	25	27	4.3
"E1"	26	27	4.6
"E1"	27	27	4.5
"E1"	28	27	5.2
"E1"	29	27	5.4
"E1"	30	27	4.2
"E1"	31	27	5.3
"E1"	32	27	5
"E1"	33	27	3.8
"E1"	34	27	5
"E1"	35	27	3.3
"E1"	36	27	5
"E1"	1	28	5.4
"E1"	2	28	3.6
"E1"	3	28	3.5
"E1"	4	28	4.4
"E1"	5	28	3.4
"E1"	6	28	4.4
"E1"	7	28	4.4
"E1"	8	28	3.9
"E1"	9	28	3.1
"E1"	10	28	1.1
"E1"	11	28	1.7
"E1"	12	28	1.2
"E1"	13	28	2.4
"E1"	14	28	3.9
"E1"	15	28	4
"E1"	16	28	2.6
"E1"	17	28	3.2
"E1"	18	28	3.2
"E1"	19	28	4
"E1"	20	28	5.9
"E1"	21	28	4
"E1"	22	28	4.1
"E1"	23	28	3.3
"E1"	24	28	5
"E1"	25	28	4.4
"E1"	26	28	4.8
"E1"	27	28	3.9
"E1"	28	28	4.6
"E1"	29	28	4.7
"E1"	30	28	4.6
"E1"	31	28	4.4
"E1"	32	28	4
"E1"	33	28	3.9
"E1"	34	28	3.6
"E1"	35	28	4
"E1"	36	28	4.3
"E1"	1	29	5.6
"E1"	2	29	4
"E1"	3	29	2.5
"E1"	4	29	3.6
"E1"	5	29	3.6
"E1"	6	29	5
"E1"	7	29	3.2
"E1"	8	29	4.7
"E1"	9	29	4.3
"E1"	10	29	1.3
"E1"	11	29	0.7
"E1"	12	29	0.9
"E1"	13	29	3.2
"E1"	14	29	3.3
"E1"	15	29	3.1
"E1"	16	29	2
"E1"	17	29	2.8
"E1"	18	29	4.3
"E1"	19	29	3.9
"E1"	20	29	4.4
"E1"	21	29	4.4
"E1"	22	29	4.6
"E1"	23	29	4.9
"E1"	24	29	3.5
"E1"	25	29	3.9
"E1"	26	29	3.2
"E1"	27	29	5.1
"E1"	28	29	4.4
"E1"	29	29	4.9
"E1"	30	29	5.1
"E1"	31	29	3.4
"E1"	32	29	3.7
"E1"	33	29	3
"E1"	34	29	2.9
"E1"	35	29	4.3
"E1"	36	29	4.4
"E1"	1	30	6
"E1"	2	30	4.4
"E1"	3	30	3.5
"E1"	4	30	3.6
"E1"	5	30	4.5
"E1"	6	30	4.2
"E1"	7	30	3.6
"E1"	8	30	4.9
"E1"	9	30	5.3
"E1"	10	30	4.5
"E1"	11	30	3
"E1"	12	30	2.4
"E1"	13	30	3
"E1"	14	30	3.4
"E1"	15	30	4.6
"E1"	16	30	4
"E1"	17	30	5.8
"E1"	18	30	4.6
"E1"	19	30	4.1
"E1"	20	30	2.9
"E1"	21	30	3.2
"E1"	22	30	4
"E1"	23	30	3.3
"E1"	24	30	4.1
"E1"	25	30	4.7
"E1"	26	30	3.9
"E1"	27	30	4.7
"E1"	28	30	3.8
"E1"	29	30	5.3
"E1"	30	30	3.8
"E1"	31	30	5.4
"E1"	32	30	4.3
"E1"	33	30	4.7
"E1"	34	30	3.9
"E1"	35	30	4.5
"E1"	36	30	5
"E1"	1	31	4.3
"E1"	2	31	4.7
"E1"	3	31	4.7
"E1"	4	31	4.4
"E1"	5	31	3.5
"E1"	6	31	3.6
"E1"	7	31	4.3
"E1"	8	31	2.4
"E1"	9	31	3.1
"E1"	10	31	2.3
"E1"	11	31	3.7
"E1"	12	31	3.6
"E1"	13	31	3
