"row"	"col"	"plot"	"year"	"crop"	"yield"
18	3	118	1924	"wheat"	15.3
18	4	168	1924	"wheat"	12.2
18	5	218	1924	"wheat"	16.3
18	6	268	1924	"wheat"	14.4
19	1	19	1924	"wheat"	10.8
19	2	69	1924	"wheat"	13.3
19	3	119	1924	"wheat"	17.4
19	4	169	1924	"wheat"	20.5
19	5	219	1924	"wheat"	16.1
19	6	269	1924	"wheat"	14.9
2	1	2	1924	"wheat"	9.6
2	2	52	1924	"wheat"	17.3
2	3	102	1924	"wheat"	15.8
2	4	152	1924	"wheat"	9.6
2	5	202	1924	"wheat"	9
2	6	252	1924	"wheat"	10.9
20	1	20	1924	"wheat"	10.9
20	2	70	1924	"wheat"	10.7
20	3	120	1924	"wheat"	16.8
20	4	170	1924	"wheat"	14.7
20	5	220	1924	"wheat"	12.9
20	6	270	1924	"wheat"	17.5
21	1	21	1924	"wheat"	10.4
21	2	71	1924	"wheat"	11.2
21	3	121	1924	"wheat"	18.3
21	4	171	1924	"wheat"	20.3
21	5	221	1924	"wheat"	15.3
21	6	271	1924	"wheat"	18.6
22	1	22	1924	"wheat"	13.5
22	2	72	1924	"wheat"	11.7
22	3	122	1924	"wheat"	13.7
22	4	172	1924	"wheat"	19.6
22	5	222	1924	"wheat"	19.2
22	6	272	1924	"wheat"	17.7
23	1	23	1924	"wheat"	18.2
23	2	73	1924	"wheat"	10.2
23	3	123	1924	"wheat"	14.8
23	4	173	1924	"wheat"	15.5
23	5	223	1924	"wheat"	12.7
23	6	273	1924	"wheat"	14.7
24	1	24	1924	"wheat"	12.1
24	2	74	1924	"wheat"	9.7
24	3	124	1924	"wheat"	20.8
24	4	174	1924	"wheat"	19.3
24	5	224	1924	"wheat"	20.4
24	6	274	1924	"wheat"	17.9
25	1	25	1924	"wheat"	13.6
25	2	75	1924	"wheat"	11.4
25	3	125	1924	"wheat"	14.6
25	4	175	1924	"wheat"	18.2
25	5	225	1924	"wheat"	14.6
25	6	275	1924	"wheat"	21.1
26	1	26	1924	"wheat"	14.8
26	2	76	1924	"wheat"	16.1
26	3	126	1924	"wheat"	19.1
26	4	176	1924	"wheat"	17.8
26	5	226	1924	"wheat"	19.4
26	6	276	1924	"wheat"	18
27	1	27	1924	"wheat"	17.5
27	2	77	1924	"wheat"	13.7
27	3	127	1924	"wheat"	14.6
27	4	177	1924	"wheat"	16.2
27	5	227	1924	"wheat"	16.6
27	6	277	1924	"wheat"	12.9
28	1	28	1924	"wheat"	16.8
28	2	78	1924	"wheat"	17.1
28	3	128	1924	"wheat"	15.7
28	4	178	1924	"wheat"	9.7
28	5	228	1924	"wheat"	13.9
28	6	278	1924	"wheat"	15.1
29	1	29	1924	"wheat"	19.7
29	2	79	1924	"wheat"	12.7
29	3	129	1924	"wheat"	16.4
29	4	179	1924	"wheat"	13.4
29	5	229	1924	"wheat"	13.7
29	6	279	1924	"wheat"	11.6
3	1	3	1924	"wheat"	15
3	2	53	1924	"wheat"	15.3
3	3	103	1924	"wheat"	11.5
3	4	153	1924	"wheat"	10.6
3	5	203	1924	"wheat"	8.9
3	6	253	1924	"wheat"	11
30	1	30	1924	"wheat"	17.3
30	2	80	1924	"wheat"	11.8
30	3	130	1924	"wheat"	14.4
30	4	180	1924	"wheat"	18
30	5	230	1924	"wheat"	10.7
30	6	280	1924	"wheat"	16.9
31	1	31	1924	"wheat"	26.7
31	2	81	1924	"wheat"	18.6
31	3	131	1924	"wheat"	17.3
31	4	181	1924	"wheat"	16.1
31	5	231	1924	"wheat"	13.9
31	6	281	1924	"wheat"	15.8
32	1	32	1924	"wheat"	26.5
32	2	82	1924	"wheat"	21
32	3	132	1924	"wheat"	18.5
32	4	182	1924	"wheat"	17.2
32	5	232	1924	"wheat"	12.6
32	6	282	1924	"wheat"	15.2
33	1	33	1924	"wheat"	26.1
33	2	83	1924	"wheat"	17.2
33	3	133	1924	"wheat"	14.9
33	4	183	1924	"wheat"	16.6
33	5	233	1924	"wheat"	18.1
33	6	283	1924	"wheat"	16.9
34	1	34	1924	"wheat"	21.6
34	2	84	1924	"wheat"	21.1
34	3	134	1924	"wheat"	16.5
34	4	184	1924	"wheat"	18
34	5	234	1924	"wheat"	16.1
34	6	284	1924	"wheat"	15.7
35	1	35	1924	"wheat"	20.8
35	2	85	1924	"wheat"	19.8
35	3	135	1924	"wheat"	17
35	4	185	1924	"wheat"	16.5
35	5	235	1924	"wheat"	14.4
35	6	285	1924	"wheat"	20.7
36	1	36	1924	"wheat"	17.2
36	2	86	1924	"wheat"	20.3
36	3	136	1924	"wheat"	21.7
36	4	186	1924	"wheat"	19.7
36	5	236	1924	"wheat"	19.7
36	6	286	1924	"wheat"	20.9
37	1	37	1924	"wheat"	18
37	2	87	1924	"wheat"	15.9
37	3	137	1924	"wheat"	18.4
37	4	187	1924	"wheat"	25.5
37	5	237	1924	"wheat"	13.2
37	6	287	1924	"wheat"	16.3
38	1	38	1924	"wheat"	9.9
38	2	88	1924	"wheat"	16.5
38	3	138	1924	"wheat"	24
38	4	188	1924	"wheat"	30.6
38	5	238	1924	"wheat"	13.3
38	6	288	1924	"wheat"	15.4
39	1	39	1924	"wheat"	14.7
39	2	89	1924	"wheat"	17.5
39	3	139	1924	"wheat"	20.3
39	4	189	1924	"wheat"	28.2
39	5	239	1924	"wheat"	16.5
39	6	289	1924	"wheat"	18.6
4	1	4	1924	"wheat"	12.5
4	2	54	1924	"wheat"	13.2
4	3	104	1924	"wheat"	8.6
4	4	154	1924	"wheat"	10.3
4	5	204	1924	"wheat"	7.8
4	6	254	1924	"wheat"	14.4
40	1	40	1924	"wheat"	15.4
40	2	90	1924	"wheat"	14.2
40	3	140	1924	"wheat"	24.4
40	4	190	1924	"wheat"	23.5
40	5	240	1924	"wheat"	14.3
40	6	290	1924	"wheat"	18.8
41	1	41	1924	"wheat"	16.1
41	2	91	1924	"wheat"	10.5
41	3	141	1924	"wheat"	20.9
41	4	191	1924	"wheat"	17.5
41	5	241	1924	"wheat"	12.9
41	6	291	1924	"wheat"	12.3
42	1	42	1924	"wheat"	14.8
42	2	92	1924	"wheat"	15.3
42	3	142	1924	"wheat"	17.5
42	4	192	1924	"wheat"	16.5
42	5	242	1924	"wheat"	14.2
42	6	292	1924	"wheat"	19.9
43	1	43	1924	"wheat"	14.9
43	2	93	1924	"wheat"	11.9
43	3	143	1924	"wheat"	11.1
43	4	193	1924	"wheat"	17.2
43	5	243	1924	"wheat"	12.4
43	6	293	1924	"wheat"	12
44	1	44	1924	"wheat"	11.6
44	2	94	1924	"wheat"	13.5
44	3	144	1924	"wheat"	10.5
44	4	194	1924	"wheat"	12
44	5	244	1924	"wheat"	16
44	6	294	1924	"wheat"	15.2
45	1	45	1924	"wheat"	15.2
45	2	95	1924	"wheat"	10.5
45	3	145	1924	"wheat"	12.6
45	4	195	1924	"wheat"	13.9
45	5	245	1924	"wheat"	12.7
45	6	295	1924	"wheat"	12.8
5	1	5	1924	"wheat"	14.3
5	2	55	1924	"wheat"	10.6
5	3	105	1924	"wheat"	14.3
5	4	155	1924	"wheat"	13.1
5	5	205	1924	"wheat"	7.9
5	6	255	1924	"wheat"	13.6
6	1	6	1924	"wheat"	17.3
6	2	56	1924	"wheat"	11.8
6	3	106	1924	"wheat"	14.2
6	4	156	1924	"wheat"	16
6	5	206	1924	"wheat"	11.7
6	6	256	1924	"wheat"	11.5
7	1	7	1924	"wheat"	15.5
7	2	57	1924	"wheat"	17.4
7	3	107	1924	"wheat"	22
7	4	157	1924	"wheat"	15.1
7	5	207	1924	"wheat"	10
7	6	257	1924	"wheat"	11.4
8	1	8	1924	"wheat"	13.4
8	2	58	1924	"wheat"	17.2
8	3	108	1924	"wheat"	13.6
8	4	158	1924	"wheat"	12.3
8	5	208	1924	"wheat"	14.4
8	6	258	1924	"wheat"	12.2
9	1	9	1924	"wheat"	19.1
9	2	59	1924	"wheat"	19.1
9	3	109	1924	"wheat"	12.7
9	4	159	1924	"wheat"	10.4
9	5	209	1924	"wheat"	11.5
9	6	259	1924	"wheat"	12.6
1	1	NA	1927	"corn"	NA
2	1	NA	1927	"corn"	NA
3	1	NA	1927	"corn"	NA
4	1	NA	1927	"corn"	NA
5	1	NA	1927	"corn"	NA
6	1	NA	1927	"corn"	NA
7	1	NA	1927	"corn"	NA
8	1	NA	1927	"corn"	NA
9	1	NA	1927	"corn"	NA
10	1	510	1927	"corn"	79.0679
11	1	511	1927	"corn"	77.3176
12	1	512	1927	"corn"	87.8955
13	1	513	1927	"corn"	89.798
14	1	514	1927	"corn"	90.7873
15	1	515	1927	"corn"	82.7207
16	1	516	1927	"corn"	80.666
17	1	517	1927	"corn"	82.8729
18	1	518	1927	"corn"	84.0905
19	1	519	1927	"corn"	82.7968
20	1	520	1927	"corn"	83.3295
21	1	521	1927	"corn"	79.0679
22	1	522	1927	"corn"	78.2308
23	1	523	1927	"corn"	90.3307
24	1	524	1927	"corn"	90.1785
25	1	525	1927	"corn"	84.3949
26	1	526	1927	"corn"	80.666
27	1	527	1927	"corn"	80.5899
28	1	528	1927	"corn"	88.1999
29	1	529	1927	"corn"	80.2094
30	1	530	1927	"corn"	73.2082
31	1	531	1927	"corn"	84.471
32	1	532	1927	"corn"	86.5257
33	1	533	1927	"corn"	91.7766
34	1	534	1927	"corn"	83.71
35	1	535	1927	"corn"	86.3735
36	1	536	1927	"corn"	84.0905
37	1	537	1927	"corn"	91.0156
38	1	538	1927	"corn"	81.8836
39	1	539	1927	"corn"	77.3176
40	1	301	1927	"corn"	85.7647
41	1	302	1927	"corn"	82.0358
42	1	303	1927	"corn"	88.8087
43	1	304	1927	"corn"	92.7659
44	1	305	1927	"corn"	87.8955
45	1	306	1927	"corn"	85.6125
46	1	307	1927	"corn"	83.6339
47	1	308	1927	"corn"	79.3723
48	1	309	1927	"corn"	79.2962
49	1	310	1927	"corn"	80.9704
50	1	311	1927	"corn"	88.276
51	1	312	1927	"corn"	88.7326
52	1	313	1927	"corn"	88.1238
53	1	314	1927	"corn"	85.9169
54	1	315	1927	"corn"	89.4175
55	1	316	1927	"corn"	85.7647
56	1	317	1927	"corn"	92.5376
57	1	318	1927	"corn"	86.5257
58	1	319	1927	"corn"	86.9062
59	1	320	1927	"corn"	85.0037
60	1	321	1927	"corn"	81.7314
61	1	322	1927	"corn"	83.6339
62	1	323	1927	"corn"	75.1107
63	1	324	1927	"corn"	90.7112
64	1	325	1927	"corn"	87.9716
65	1	326	1927	"corn"	83.1012
66	1	327	1927	"corn"	85.232
67	1	328	1927	"corn"	85.6125
68	1	329	1927	"corn"	85.0037
69	1	330	1927	"corn"	84.0905
70	1	331	1927	"corn"	84.3188
71	1	332	1927	"corn"	80.8943
72	1	333	1927	"corn"	80.8182
73	1	334	1927	"corn"	75.2629
74	1	335	1927	"corn"	79.9811
75	1	336	1927	"corn"	76.4805
76	1	337	1927	"corn"	77.622
77	1	338	1927	"corn"	85.6886
78	1	339	1927	"corn"	84.7754
79	1	340	1927	"corn"	85.0037
80	1	341	1927	"corn"	88.4282
81	1	342	1927	"corn"	86.2974
82	1	343	1927	"corn"	89.1131
83	1	344	1927	"corn"	81.427
84	1	345	1927	"corn"	101.2891
1	2	551	1927	"corn"	72.5233
2	2	552	1927	"corn"	76.6327
3	2	553	1927	"corn"	67.729
4	2	554	1927	"corn"	69.6315
5	2	555	1927	"corn"	69.6315
6	2	556	1927	"corn"	73.5887
7	2	557	1927	"corn"	69.0227
8	2	558	1927	"corn"	55.0964
9	2	559	1927	"corn"	56.0096
10	2	560	1927	"corn"	67.8051
11	2	561	1927	"corn"	86.6779
12	2	562	1927	"corn"	75.1107
13	2	563	1927	"corn"	83.3295
14	2	564	1927	"corn"	83.4056
15	2	565	1927	"corn"	69.6315
16	2	566	1927	"corn"	82.188
17	2	567	1927	"corn"	71.6862
18	2	568	1927	"corn"	69.0227
19	2	569	1927	"corn"	77.9264
20	2	570	1927	"corn"	82.2641
21	2	571	1927	"corn"	85.232
22	2	572	1927	"corn"	81.2748
23	2	573	1927	"corn"	75.1868
24	2	574	1927	"corn"	78.6874
25	2	575	1927	"corn"	79.6006
26	2	576	1927	"corn"	77.3937
27	2	577	1927	"corn"	73.6648
28	2	578	1927	"corn"	69.0227
29	2	579	1927	"corn"	69.4793
30	2	580	1927	"corn"	67.5007
31	2	581	1927	"corn"	63.3913
32	2	582	1927	"corn"	68.4139
33	2	583	1927	"corn"	82.2641
34	2	584	1927	"corn"	76.9371
35	2	585	1927	"corn"	83.6339
36	2	586	1927	"corn"	80.2094
37	2	587	1927	"corn"	82.4163
38	2	588	1927	"corn"	85.232
39	2	589	1927	"corn"	87.8955
40	2	351	1927	"corn"	89.1131
41	2	352	1927	"corn"	94.6684
42	2	353	1927	"corn"	84.7754
43	2	354	1927	"corn"	97.4841
44	2	355	1927	"corn"	89.4175
45	2	356	1927	"corn"	98.3212
46	2	357	1927	"corn"	85.9169
47	2	358	1927	"corn"	88.7326
48	2	359	1927	"corn"	83.3295
49	2	360	1927	"corn"	86.6779
50	2	361	1927	"corn"	91.3961
51	2	362	1927	"corn"	78.383
52	2	363	1927	"corn"	89.4175
53	2	364	1927	"corn"	82.7968
54	2	365	1927	"corn"	86.6779
55	2	366	1927	"corn"	83.3295
56	2	367	1927	"corn"	94.1357
57	2	368	1927	"corn"	92.6137
58	2	369	1927	"corn"	85.6125
59	2	370	1927	"corn"	85.993
60	2	371	1927	"corn"	88.5804
61	2	372	1927	"corn"	79.3723
62	2	373	1927	"corn"	83.7861
63	2	374	1927	"corn"	89.1892
64	2	375	1927	"corn"	86.9823
65	2	376	1927	"corn"	83.3295
66	2	377	1927	"corn"	85.232
67	2	378	1927	"corn"	85.9169
68	2	379	1927	"corn"	83.7861
69	2	380	1927	"corn"	82.188
70	2	381	1927	"corn"	82.8729
71	2	382	1927	"corn"	81.1987
72	2	383	1927	"corn"	83.6339
73	2	384	1927	"corn"	88.5043
74	2	385	1927	"corn"	83.71
75	2	386	1927	"corn"	78.6113
76	2	387	1927	"corn"	82.4924
77	2	388	1927	"corn"	78.3069
78	2	389	1927	"corn"	82.8729
79	2	390	1927	"corn"	76.3283
80	2	391	1927	"corn"	75.4151
81	2	392	1927	"corn"	73.1321
82	2	393	1927	"corn"	79.0679
83	2	394	1927	"corn"	91.3961
84	2	395	1927	"corn"	88.5804
1	3	601	1927	"corn"	83.71
2	3	602	1927	"corn"	81.1987
3	3	603	1927	"corn"	88.7326
4	3	604	1927	"corn"	84.0144
5	3	605	1927	"corn"	78.3069
6	3	606	1927	"corn"	69.7837
7	3	607	1927	"corn"	74.5019
8	3	608	1927	"corn"	51.6719
9	3	609	1927	"corn"	66.1309
10	3	610	1927	"corn"	76.6327
11	3	611	1927	"corn"	68.1095
12	3	612	1927	"corn"	90.1024
13	3	NA	1927	"corn"	NA
14	3	NA	1927	"corn"	NA
15	3	NA	1927	"corn"	NA
16	3	NA	1927	"corn"	NA
17	3	NA	1927	"corn"	NA
18	3	NA	1927	"corn"	NA
19	3	NA	1927	"corn"	NA
20	3	NA	1927	"corn"	NA
21	3	NA	1927	"corn"	NA
22	3	NA	1927	"corn"	NA
23	3	NA	1927	"corn"	NA
24	3	NA	1927	"corn"	NA
25	3	625	1927	"corn"	83.3295
26	3	626	1927	"corn"	80.8943
27	3	627	1927	"corn"	87.9716
28	3	628	1927	"corn"	89.798
29	3	629	1927	"corn"	79.6006
30	3	630	1927	"corn"	68.7183
31	3	631	1927	"corn"	68.1856
32	3	632	1927	"corn"	64.9133
33	3	633	1927	"corn"	81.5031
34	3	634	1927	"corn"	73.1321
35	3	635	1927	"corn"	66.5114
36	3	636	1927	"corn"	71.2296
37	3	637	1927	"corn"	80.9704
38	3	638	1927	"corn"	80.9704
39	3	639	1927	"corn"	83.8622
40	3	401	1927	"corn"	86.3735
41	3	402	1927	"corn"	86.8301
42	3	403	1927	"corn"	93.9074
43	3	404	1927	"corn"	90.7873
44	3	405	1927	"corn"	92.0049
45	3	406	1927	"corn"	89.037
46	3	407	1927	"corn"	91.3961
47	3	408	1927	"corn"	92.3854
48	3	409	1927	"corn"	91.0917
49	3	410	1927	"corn"	85.6125
50	3	411	1927	"corn"	90.1024
51	3	412	1927	"corn"	81.1226
52	3	413	1927	"corn"	87.8955
53	3	414	1927	"corn"	84.6993
54	3	415	1927	"corn"	97.408
55	3	416	1927	"corn"	95.2011
56	3	417	1927	"corn"	88.276
57	3	418	1927	"corn"	89.798
58	3	419	1927	"corn"	81.5031
59	3	420	1927	"corn"	81.2748
