"expt"	"row"	"col"	"yield"
"K23E"	51	6	11.49
"K23E"	52	6	10.32
"K23E"	53	6	12.38
"K23E"	54	6	12.84
"K23E"	55	6	13.33
"K23E"	56	6	11.73
"K23E"	57	6	12.05
"K23E"	58	6	10.42
"K23N"	2	1	12.78
"K23N"	3	1	12.08
"K23N"	4	1	12.29
"K23N"	5	1	13.16
"K23N"	6	1	11.24
"K23N"	7	1	11.9
"K23N"	8	1	12.4
"K23N"	9	1	11.75
"K23N"	10	1	11.2
"K23N"	11	1	13.13
"K23N"	12	1	11.49
"K23N"	13	1	11.05
"K23N"	14	1	12.25
"K23N"	15	1	12.62
"K23N"	16	1	11.67
"K23N"	17	1	11.25
"K23N"	18	1	11.36
"K23N"	19	1	12.17
"K23N"	20	1	11.62
"K23N"	21	1	10.18
"K23N"	22	1	12.01
"K23N"	23	1	10.69
"K23N"	24	1	10.24
"K23N"	25	1	11.34
"K23N"	26	1	12.5
"K23N"	27	1	13.62
"K23N"	28	1	10.4
"K23N"	29	1	10.95
"K23N"	30	1	10.99
"K23N"	31	1	11.46
"K23N"	32	1	10.39
"K23N"	33	1	10.27
"K23N"	34	1	9.25
"K23N"	35	1	9.23
"K23N"	36	1	10.43
"K23N"	37	1	10.43
"K23N"	38	1	11.36
"K23N"	39	1	9.22
"K23N"	40	1	9.84
"K23N"	41	1	10.43
"K23N"	42	1	11.33
"K23N"	43	1	12.22
"K23N"	44	1	11.05
"K23N"	45	1	11.47
"K23N"	46	1	11.88
"K23N"	47	1	10.23
"K23N"	48	1	11.89
"K23N"	49	1	11.43
"K23N"	2	2	14.64
"K23N"	3	2	12.53
"K23N"	4	2	14.23
"K23N"	5	2	12.28
"K23N"	6	2	13.45
"K23N"	7	2	10.76
"K23N"	8	2	12.76
"K23N"	9	2	11.35
"K23N"	10	2	12.57
"K23N"	11	2	11.95
"K23N"	12	2	10.37
"K23N"	13	2	11.21
"K23N"	14	2	11.14
"K23N"	15	2	9.86
"K23N"	16	2	11.49
"K23N"	17	2	10.76
"K23N"	18	2	9.71
"K23N"	19	2	12.29
"K23N"	20	2	11.4
"K23N"	21	2	10.2
"K23N"	22	2	9.39
"K23N"	23	2	10.98
"K23N"	24	2	12.13
"K23N"	25	2	10.47
"K23N"	26	2	8.9
"K23N"	27	2	12.5
"K23N"	28	2	9.91
"K23N"	29	2	11.87
"K23N"	30	2	11.47
"K23N"	31	2	12.01
"K23N"	32	2	11.26
"K23N"	33	2	7.82
"K23N"	34	2	8.09
"K23N"	35	2	10.88
"K23N"	36	2	12.15
"K23N"	37	2	10.29
"K23N"	38	2	10.55
"K23N"	39	2	9.22
"K23N"	40	2	8.99
"K23N"	41	2	11.06
"K23N"	42	2	10.02
"K23N"	43	2	10.33
"K23N"	44	2	12.28
"K23N"	45	2	11.47
"K23N"	46	2	14.06
"K23N"	47	2	10.96
"K23N"	48	2	11.89
"K23N"	49	2	11.84
"K23N"	2	3	13
"K23N"	3	3	13.88
"K23N"	4	3	12.63
"K23N"	5	3	11.56
"K23N"	6	3	12.28
"K23N"	7	3	12.39
"K23N"	8	3	12.42
"K23N"	9	3	12.98
"K23N"	10	3	11.81
"K23N"	11	3	12.77
"K23N"	12	3	11.45
"K23N"	13	3	12.74
"K23N"	14	3	12.23
"K23N"	15	3	13.54
"K23N"	16	3	11.47
"K23N"	17	3	12.63
"K23N"	18	3	12.36
"K23N"	19	3	13.08
"K23N"	20	3	12.01
"K23N"	21	3	11.25
"K23N"	22	3	12.28
"K23N"	23	3	12.12
"K23N"	24	3	12.95
"K23N"	25	3	14
"K23N"	26	3	11.2
"K23N"	27	3	13.1
"K23N"	28	3	13.39
"K23N"	29	3	11.31
"K23N"	30	3	12.63
"K23N"	31	3	12.12
"K23N"	32	3	11.27
"K23N"	33	3	10.58
"K23N"	34	3	11.24
"K23N"	35	3	12.45
"K23N"	36	3	11.87
"K23N"	37	3	12.16
"K23N"	38	3	10.4
"K23N"	39	3	11.86
"K23N"	40	3	10.76
"K23N"	41	3	10.7
"K23N"	42	3	12.1
"K23N"	43	3	12.13
"K23N"	44	3	11.31
"K23N"	45	3	13.82
"K23N"	46	3	11.29
"K23N"	47	3	12.95
"K23N"	48	3	12.4
"K23N"	49	3	11.42
"K23N"	2	4	12.76
"K23N"	3	4	10.97
"K23N"	4	4	13.1
"K23N"	5	4	10.89
"K23N"	6	4	11.65
"K23N"	7	4	10.55
"K23N"	8	4	10.42
"K23N"	9	4	12.22
"K23N"	10	4	13.1
"K23N"	11	4	13.79
"K23N"	12	4	10.32
"K23N"	13	4	13.41
"K23N"	14	4	12.51
"K23N"	15	4	11.35
"K23N"	16	4	12.1
"K23N"	17	4	11.61
"K23N"	18	4	12.59
"K23N"	19	4	12.41
"K23N"	20	4	13.01
"K23N"	21	4	12.59
"K23N"	22	4	14.48
"K23N"	23	4	12.5
"K23N"	24	4	13.38
"K23N"	25	4	13.03
"K23N"	26	4	13.77
"K23N"	27	4	12.07
"K23N"	28	4	13.37
"K23N"	29	4	13.19
"K23N"	30	4	12.58
"K23N"	31	4	13.22
"K23N"	32	4	11.25
"K23N"	33	4	12.32
"K23N"	34	4	12.72
"K23N"	35	4	12
"K23N"	36	4	10.74
"K23N"	37	4	12.27
"K23N"	38	4	12.37
"K23N"	39	4	11.71
"K23N"	40	4	14.03
"K23N"	41	4	11.91
"K23N"	42	4	11.3
"K23N"	43	4	10.76
"K23N"	44	4	13.98
"K23N"	45	4	12.13
"K23N"	46	4	14.08
"K23N"	47	4	12.04
"K23N"	48	4	11.55
"K23N"	49	4	12.45
"K23N"	2	5	12.13
"K23N"	3	5	10.32
"K23N"	4	5	11.47
"K23N"	5	5	10.7
"K23N"	6	5	10.62
"K23N"	7	5	11.7
"K23N"	8	5	10.09
"K23N"	9	5	11.11
"K23N"	10	5	11.93
"K23N"	11	5	9.82
"K23N"	12	5	11.66
"K23N"	13	5	12.3
"K23N"	14	5	11.7
"K23N"	15	5	12.58
"K23N"	16	5	13.35
"K23N"	17	5	12.68
"K23N"	18	5	14
"K23N"	19	5	13.71
"K23N"	20	5	12.26
"K23N"	21	5	13.87
"K23N"	22	5	13.5
"K23N"	23	5	13.64
"K23N"	24	5	13.7
"K23N"	25	5	13.7
"K23N"	26	5	14.67
"K23N"	27	5	11.04
"K23N"	28	5	12.56
"K23N"	29	5	13.77
"K23N"	30	5	13.12
"K23N"	31	5	11.11
"K23N"	32	5	13.58
"K23N"	33	5	13.79
"K23N"	34	5	12.17
"K23N"	35	5	13.41
"K23N"	36	5	12.88
"K23N"	37	5	12.63
"K23N"	38	5	12.59
"K23N"	39	5	12.79
"K23N"	40	5	12.77
"K23N"	41	5	10.98
"K23N"	42	5	10.23
"K23N"	43	5	12.59
"K23N"	44	5	11.59
"K23N"	45	5	13.26
"K23N"	46	5	12.95
"K23N"	47	5	11.25
"K23N"	48	5	12.75
"K23N"	49	5	13.2
"K23N"	2	6	12.45
"K23N"	3	6	12.98
"K23N"	4	6	12.97
"K23N"	5	6	12.01
"K23N"	6	6	9.7
"K23N"	7	6	11.77
"K23N"	8	6	11.58
"K23N"	9	6	11.9
"K23N"	10	6	13.15
"K23N"	11	6	12.37
"K23N"	12	6	12.32
"K23N"	13	6	11.48
"K23N"	14	6	13.65
"K23N"	15	6	9.68
"K23N"	16	6	14.26
"K23N"	17	6	13.53
"K23N"	18	6	13.22
"K23N"	19	6	12.65
"K23N"	20	6	11.56
"K23N"	21	6	16.06
"K23N"	22	6	12.85
"K23N"	23	6	12.14
"K23N"	24	6	14.7
"K23N"	25	6	13.56
"K23N"	26	6	15.1
"K23N"	27	6	12.54
"K23N"	28	6	12.87
"K23N"	29	6	14.72
"K23N"	30	6	10.19
"K23N"	31	6	13.45
"K23N"	32	6	14.14
"K23N"	33	6	13.3
"K23N"	34	6	10.55
"K23N"	35	6	11.25
"K23N"	36	6	11.01
"K23N"	37	6	8.28
"K23N"	38	6	12.8
"K23N"	39	6	10.8
"K23N"	40	6	13.16
"K23N"	41	6	10.95
"K23N"	42	6	11.67
"K23N"	43	6	11.06
"K23N"	44	6	12.9
"K23N"	45	6	12.95
"K23N"	46	6	11.62
"K23N"	47	6	10.21
"K23N"	48	6	10.58
"K23N"	49	6	13.57
"I25E"	51	1	8.86
"I25E"	52	1	9.39
"I25E"	53	1	9.89
"I25E"	54	1	7.93
"I25E"	55	1	9.96
"I25E"	56	1	10.77
"I25E"	57	1	9.19
"I25E"	58	1	9.34
"I25E"	59	1	8.7
"I25E"	60	1	8.71
"I25E"	61	1	7.9
"I25E"	62	1	8.13
"I25E"	63	1	8.87
"I25E"	64	1	8.53
"I25E"	65	1	9.61
"I25E"	66	1	9.53
"I25E"	67	1	8.38
"I25E"	68	1	9.23
"I25E"	69	1	7.28
"I25E"	70	1	8.23
"I25E"	71	1	7.19
"I25E"	72	1	7.46
"I25E"	73	1	6.87
"I25E"	74	1	6.8
"I25E"	75	1	7.11
"I25E"	76	1	7.95
"I25E"	77	1	7.12
"I25E"	78	1	7.5
"I25E"	79	1	8.22
"I25E"	80	1	8.91
"I25E"	81	1	7.97
"I25E"	82	1	8.73
"I25E"	83	1	7.85
"I25E"	84	1	7.71
"I25E"	85	1	7.32
"I25E"	86	1	9.66
"I25E"	87	1	9.14
"I25E"	88	1	9.48
"I25E"	89	1	8.94
"I25E"	90	1	8.44
"I25E"	91	1	9.37
"I25E"	92	1	6.98
"I25E"	93	1	8.96
"I25E"	94	1	8.65
"I25E"	95	1	10.22
"I25E"	96	1	8.86
"I25E"	97	1	9.67
"I25E"	98	1	7.79
"I25E"	51	2	9.83
"I25E"	52	2	9.93
"I25E"	53	2	11.28
"I25E"	54	2	9.51
"I25E"	55	2	10.22
"I25E"	56	2	10.21
"I25E"	57	2	9.84
"I25E"	58	2	9.41
"I25E"	59	2	10.66
"I25E"	60	2	10
"I25E"	61	2	10.45
"I25E"	62	2	9.81
"I25E"	63	2	10.17
"I25E"	64	2	10.01
"I25E"	65	2	9.24
"I25E"	66	2	9.22
"I25E"	67	2	8.69
"I25E"	68	2	8.95
"I25E"	69	2	9.05
"I25E"	70	2	9.71
"I25E"	71	2	8.05
"I25E"	72	2	7.1
"I25E"	73	2	7.66
"I25E"	74	2	7.25
"I25E"	75	2	6.54
"I25E"	76	2	7.26
"I25E"	77	2	7.05
"I25E"	78	2	6.89
"I25E"	79	2	7.52
"I25E"	80	2	8.13
"I25E"	81	2	8.64
"I25E"	82	2	7.32
"I25E"	83	2	7.22
"I25E"	84	2	7.35
"I25E"	85	2	5.56
"I25E"	86	2	8.19
"I25E"	87	2	8.39
"I25E"	88	2	7.87
"I25E"	89	2	6.78
"I25E"	90	2	8.27
"I25E"	91	2	9.56
"I25E"	92	2	9.53
"I25E"	93	2	8.89
"I25E"	94	2	9.58
"I25E"	95	2	8.59
"I25E"	96	2	9.74
"I25E"	97	2	9.16
"I25E"	98	2	10.18
"I25E"	51	3	11.13
"I25E"	52	3	12.33
"I25E"	53	3	12.46
"I25E"	54	3	12.27
"I25E"	55	3	14.25
"I25E"	56	3	13.75
"I25E"	57	3	12.39
"I25E"	58	3	13.03
"I25E"	59	3	12.99
"I25E"	60	3	13.54
"I25E"	61	3	12.14
"I25E"	62	3	12.92
"I25E"	63	3	11.22
"I25E"	64	3	12
"I25E"	65	3	11.82
"I25E"	66	3	11.9
"I25E"	67	3	11.97
"I25E"	68	3	12.25
"I25E"	69	3	8.3
"I25E"	70	3	10.46
"I25E"	71	3	9.93
"I25E"	72	3	8.66
"I25E"	73	3	8.53
"I25E"	74	3	9.4
"I25E"	75	3	8.44
"I25E"	76	3	8.33
"I25E"	77	3	9.48
"I25E"	78	3	8.82
"I25E"	79	3	9.76
"I25E"	80	3	9.56
"I25E"	81	3	9.24
"I25E"	82	3	8.91
"I25E"	83	3	9.32
"I25E"	84	3	9.12
"I25E"	85	3	9.16
"I25E"	86	3	10.24
"I25E"	87	3	9.19
"I25E"	88	3	9.86
"I25E"	89	3	8.65
"I25E"	90	3	9.96
"I25E"	91	3	10.18
"I25E"	92	3	10.13
"I25E"	93	3	10.81
"I25E"	94	3	10.13
"I25E"	95	3	10.97
"I25E"	96	3	9.94
"I25E"	97	3	9.57
"I25E"	98	3	8.78
"I25E"	51	4	11.77
"I25E"	52	4	12.42
"I25E"	53	4	13.4
"I25E"	54	4	11.96
"I25E"	55	4	12.34
"I25E"	56	4	12.51
"I25E"	57	4	12.65
"I25E"	58	4	11.97
"I25E"	59	4	12.59
"I25E"	60	4	13.4
"I25E"	61	4	11.41
"I25E"	62	4	13.04
"I25E"	63	4	12.61
"I25E"	64	4	12.99
"I25E"	65	4	13.76
"I25E"	66	4	11.94
"I25E"	67	4	13.25
"I25E"	68	4	11.93
"I25E"	69	4	10.98
"I25E"	70	4	13.25
"I25E"	71	4	12.72
"I25E"	72	4	12.44
"I25E"	73	4	13.88
"I25E"	74	4	13.5
"I25E"	75	4	11.51
"I25E"	76	4	11
"I25E"	77	4	11.06
"I25E"	78	4	11.08
"I25E"	79	4	12.16
"I25E"	80	4	11.05
"I25E"	81	4	11.69
"I25E"	82	4	12.17
"I25E"	83	4	9.55
"I25E"	84	4	10.7
"I25E"	85	4	9.76
"I25E"	86	4	11.19
"I25E"	87	4	10.29
"I25E"	88	4	9.67
"I25E"	89	4	9.99
"I25E"	90	4	10.21
"I25E"	91	4	10.18
"I25E"	92	4	9.03
"I25E"	93	4	10.87
"I25E"	94	4	8.84
"I25E"	95	4	10.98
"I25E"	96	4	9.65
"I25E"	97	4	10.07
"I25E"	98	4	10.66
"I25E"	51	5	10.09
"I25E"	52	5	10.57
"I25E"	53	5	11.43
"I25E"	54	5	9.9
"I25E"	55	5	8.73
"I25E"	56	5	10.36
"I25E"	57	5	10.78
"I25E"	58	5	10.1
"I25E"	59	5	10.12
"I25E"	60	5	11.88
"I25E"	61	5	9.85
"I25E"	62	5	10.98
"I25E"	63	5	11.15
"I25E"	64	5	11.68
"I25E"	65	5	11.73
"I25E"	66	5	11.7
"I25E"	67	5	12.23
"I25E"	68	5	11.19
"I25E"	69	5	11.44
"I25E"	70	5	11.67
"I25E"	71	5	12.37
"I25E"	72	5	10.81
"I25E"	73	5	11.36
"I25E"	74	5	11.46
"I25E"	75	5	10.52
"I25E"	76	5	10.93
"I25E"	77	5	11.17
"I25E"	78	5	10.54
"I25E"	79	5	11.33
"I25E"	80	5	11.41
"I25E"	81	5	10.03
"I25E"	82	5	10.3
"I25E"	83	5	9.76
"I25E"	84	5	9.31
"I25E"	85	5	9.94
"I25E"	86	5	10.38
"I25E"	87	5	10.14
"I25E"	88	5	9.47
"I25E"	89	5	10.34
"I25E"	90	5	12.12
"I25E"	91	5	10.84
"I25E"	92	5	10.13
"I25E"	93	5	10.75
"I25E"	94	5	10.61
"I25E"	95	5	10.95
"I25E"	96	5	8.75
"I25E"	97	5	8.74
"I25E"	98	5	10.87
"I25E"	51	6	9.21
"I25E"	52	6	10.57
"I25E"	53	6	11.5
"I25E"	54	6	10.75
"I25E"	55	6	10.28
"I25E"	56	6	10.36
"I25E"	57	6	11.47
"I25E"	58	6	11.81
"I25E"	59	6	9.92
"I25E"	60	6	12.33
"I25E"	61	6	10.8
"I25E"	62	6	11.49
"I25E"	63	6	9.95
"I25E"	64	6	10.73
"I25E"	65	6	11.2
"I25E"	66	6	13.04
"I25E"	67	6	11.06
"I25E"	68	6	11.26
"I25E"	69	6	8.58
"I25E"	70	6	12.24
"I25E"	71	6	11.31
"I25E"	72	6	9.72
"I25E"	73	6	11.37
"I25E"	74	6	10.97
"I25E"	75	6	9.93
"I25E"	76	6	10.77
"I25E"	77	6	11.35
"I25E"	78	6	10.51
"I25E"	79	6	8.79
"I25E"	80	6	10.23
"I25E"	81	6	11.57
"I25E"	82	6	10.84
"I25E"	83	6	10.78
"I25E"	84	6	9.29
"I25E"	85	6	11.48
"I25E"	86	6	11.97
"I25E"	87	6	12.52
"I25E"	88	6	11.02
"I25E"	89	6	10.96
"I25E"	90	6	12.03
"I25E"	91	6	11.29
"I25E"	92	6	12.48
"I25E"	93	6	12.36
"I25E"	94	6	10.82
"I25E"	95	6	11.1
"I25E"	96	6	11.53
"I25E"	97	6	11.62
"I25E"	98	6	10.18
"I25N"	3	1	8.93
"I25N"	4	1	9.95
"I25N"	5	1	8.93
"I25N"	6	1	10.25
"I25N"	7	1	8.27
"I25N"	8	1	9.55
"I25N"	9	1	8.58
"I25N"	10	1	10.87
"I25N"	11	1	8.82
"I25N"	12	1	10.2
"I25N"	13	1	8.9
"I25N"	14	1	9.44
"I25N"	15	1	9.37
"I25N"	16	1	10.83
"I25N"	17	1	10.67
"I25N"	18	1	12
"I25N"	19	1	11.39
"I25N"	20	1	12.58
"I25N"	21	1	12.49
"I25N"	22	1	12.99
"I25N"	23	1	13.92
"I25N"	24	1	13.22
"I25N"	25	1	11.74
"I25N"	26	1	13.28
"I25N"	27	1	13.11
"I25N"	28	1	13.97
"I25N"	29	1	13.11
"I25N"	30	1	12.38
"I25N"	31	1	11.97
"I25N"	32	1	12.37
"I25N"	33	1	10.4
"I25N"	34	1	11.71
"I25N"	35	1	11.97
"I25N"	36	1	11.18
"I25N"	37	1	9.64
"I25N"	38	1	10.63
"I25N"	39	1	9.73
"I25N"	40	1	10.22
"I25N"	41	1	9.46
"I25N"	42	1	9.13
"I25N"	43	1	9.47
"I25N"	44	1	10.35
"I25N"	45	1	11.22
"I25N"	46	1	11.44
"I25N"	47	1	11.39
"I25N"	48	1	10.4
"I25N"	49	1	11.76
"I25N"	50	1	9.92
"I25N"	3	2	8.26
"I25N"	4	2	8.18
"I25N"	5	2	8.84
"I25N"	6	2	7.72
"I25N"	7	2	9.4
"I25N"	8	2	8.67
"I25N"	9	2	9.12
"I25N"	10	2	9.79
"I25N"	11	2	8.41
"I25N"	12	2	8.95
"I25N"	13	2	8.79
"I25N"	14	2	9.55
"I25N"	15	2	11.21
"I25N"	16	2	10.56
"I25N"	17	2	10.36
"I25N"	18	2	11.73
"I25N"	19	2	11.67
"I25N"	20	2	12.81
"I25N"	21	2	10.97
"I25N"	22	2	12.55
"I25N"	23	2	12.84
"I25N"	24	2	11.88
"I25N"	25	2	12.26
"I25N"	26	2	13.55
"I25N"	27	2	14.28
"I25N"	28	2	13.24
"I25N"	29	2	13.11
"I25N"	30	2	10.88
"I25N"	31	2	14.03
"I25N"	32	2	12.9
"I25N"	33	2	11.65
"I25N"	34	2	11.65
"I25N"	35	2	11.28
"I25N"	36	2	9.25
"I25N"	37	2	12.19
"I25N"	38	2	11.24
"I25N"	39	2	11.39
"I25N"	40	2	11.5
"I25N"	41	2	11.11
"I25N"	42	2	11.13
"I25N"	43	2	11.88
"I25N"	44	2	10.77
"I25N"	45	2	11.17
"I25N"	46	2	11.35
"I25N"	47	2	13.41
"I25N"	48	2	8.66
"I25N"	49	2	11.32
"I25N"	50	2	10.9
"I25N"	3	3	7.76
"I25N"	4	3	7.23
"I25N"	5	3	7.26
"I25N"	6	3	7.65
"I25N"	7	3	8.02
"I25N"	8	3	6.77
"I25N"	9	3	8.37
"I25N"	10	3	8.38
"I25N"	11	3	7.37
"I25N"	12	3	9.58
"I25N"	13	3	7.5
"I25N"	14	3	7.77
"I25N"	15	3	7.29
"I25N"	16	3	9.36
"I25N"	17	3	9.05
"I25N"	18	3	8.54
"I25N"	19	3	7.56
"I25N"	20	3	9.81
"I25N"	21	3	9.97
"I25N"	22	3	9.41
"I25N"	23	3	11.26
"I25N"	24	3	10.76
"I25N"	25	3	9.68
"I25N"	26	3	11.05
"I25N"	27	3	13.52
"I25N"	28	3	12.82
"I25N"	29	3	13.19
"I25N"	30	3	12.49
"I25N"	31	3	11.86
"I25N"	32	3	13.92
"I25N"	33	3	12.88
"I25N"	34	3	11.27
"I25N"	35	3	12.09
"I25N"	36	3	10.3
"I25N"	37	3	11.84
"I25N"	38	3	11.85
"I25N"	39	3	11.52
"I25N"	40	3	12.48
"I25N"	41	3	12.12
