"loc"	"rep"	"iblock"	"gen_new"	"gen_check"	"gen"	"col"	"row"	"yield"
"Alliance"	"R1"	"I01"	1	"0"	"NE16627"	2	25	60.8
"Alliance"	"R2"	"I01"	1	"0"	"NE16504"	2	26	67.7
"Alliance"	"R2"	"I01"	1	"0"	"NE16637"	2	27	54.2
"Alliance"	"R2"	"I01"	1	"0"	"NE16404"	2	28	52
"Alliance"	"R2"	"I01"	1	"0"	"NE16435"	2	29	45.4
"Alliance"	"R2"	"I01"	0	"Camelot"	"Camelot"	2	30	57
"Alliance"	"R2"	"I01"	1	"0"	"NE16500"	2	31	58.7
"Alliance"	"R2"	"I01"	1	"0"	"NE16474"	2	32	28.8
"Alliance"	"R2"	"I01"	1	"0"	"NE16599"	2	33	64.1
"Alliance"	"R2"	"I01"	1	"0"	"NE16613"	2	34	54.1
"Alliance"	"R2"	"I01"	1	"0"	"NE16663"	2	35	59.9
"Alliance"	"R1"	"I01"	1	"0"	"NE16538"	3	16	55.9
"Alliance"	"R1"	"I01"	1	"0"	"NE16410"	3	17	49.7
"Alliance"	"R1"	"I01"	1	"0"	"NE16417"	3	18	48.8
"Alliance"	"R1"	"I01"	1	"0"	"NE16404"	3	19	48.8
"Alliance"	"R1"	"I01"	1	"0"	"NE16489"	3	20	57.4
"Alliance"	"R1"	"I01"	0	"Freeman"	"Freeman"	3	21	73.3
"Alliance"	"R1"	"I01"	1	"0"	"NE16636"	3	22	57.7
"Alliance"	"R1"	"I01"	0	"GOODSTREAK"	"GOODSTREAK"	3	23	52.1
"Alliance"	"R1"	"I01"	1	"0"	"NE16469"	3	24	51.2
"Alliance"	"R1"	"I01"	1	"0"	"NE16654"	3	25	45.9
"Alliance"	"R2"	"I01"	0	"Freeman"	"Freeman"	3	26	78.3
"Alliance"	"R2"	"I01"	1	"0"	"NE16563V"	3	27	62.6
"Alliance"	"R2"	"I01"	1	"0"	"NE16671"	3	28	74.2
"Alliance"	"R2"	"I01"	1	"0"	"NE16515"	3	29	69.8
"Alliance"	"R2"	"I01"	1	"0"	"NE16489"	3	30	61
"Alliance"	"R2"	"I01"	1	"0"	"NE16638"	3	31	55.6
"Alliance"	"R2"	"I01"	1	"0"	"NE16540"	3	32	49.9
"Alliance"	"R2"	"I01"	0	"GOODSTREAK"	"GOODSTREAK"	3	33	56.1
"Alliance"	"R2"	"I01"	1	"0"	"NE16484"	3	34	48.2
"Alliance"	"R2"	"I01"	1	"0"	"NE16579"	3	35	64.8
"Alliance"	"R1"	"I02"	1	"0"	"NE16612"	4	16	56.4
"Alliance"	"R1"	"I02"	1	"0"	"NE16525"	4	17	49.6
"Alliance"	"R1"	"I02"	1	"0"	"NE16568"	4	18	42.1
"Alliance"	"R1"	"I02"	1	"0"	"NE16665"	4	19	46.9
"Alliance"	"R1"	"I02"	1	"0"	"NE16575"	4	20	57.5
"Alliance"	"R1"	"I02"	1	"0"	"NE16572"	4	21	37.3
"Alliance"	"R1"	"I02"	1	"0"	"NE16679"	4	22	56.2
"Alliance"	"R1"	"I02"	1	"0"	"NE16403"	4	23	48.7
"Alliance"	"R1"	"I02"	1	"0"	"NE16586"	4	24	56.4
"Alliance"	"R1"	"I02"	1	"0"	"NE16558"	4	25	57.3
"Alliance"	"R2"	"I02"	1	"0"	"NE16623"	4	26	52.2
"Alliance"	"R2"	"I02"	1	"0"	"NE16538"	4	27	66.6
"Alliance"	"R2"	"I02"	1	"0"	"NE16621"	4	28	45.1
"Alliance"	"R2"	"I02"	1	"0"	"NE16513"	4	29	61.7
"Alliance"	"R2"	"I02"	1	"0"	"NE16573"	4	30	47.6
"Alliance"	"R2"	"I02"	1	"0"	"NE16570"	4	31	62.4
"Alliance"	"R2"	"I02"	1	"0"	"NE16416"	4	32	58.2
"Alliance"	"R2"	"I02"	1	"0"	"NE16445"	4	33	53.2
"Alliance"	"R2"	"I02"	0	"GOODSTREAK"	"GOODSTREAK"	4	34	50.5
"Alliance"	"R2"	"I02"	1	"0"	"NE16655"	4	35	58
"Alliance"	"R1"	"I02"	1	"0"	"NE16428"	5	16	46.2
"Alliance"	"R1"	"I02"	0	"GOODSTREAK"	"GOODSTREAK"	5	17	56.2
"Alliance"	"R1"	"I02"	1	"0"	"NE16634"	5	18	59.9
"Alliance"	"R1"	"I02"	1	"0"	"NE16423"	5	19	59.8
"Alliance"	"R1"	"I02"	1	"0"	"NE16579"	5	20	68.3
"Alliance"	"R1"	"I02"	1	"0"	"NE16521"	5	21	56.2
"Alliance"	"R1"	"I02"	1	"0"	"NE16655"	5	22	64.8
"Alliance"	"R1"	"I02"	1	"0"	"NE16663"	5	23	53
"Alliance"	"R1"	"I02"	1	"0"	"NE16695"	5	24	64.4
"Alliance"	"R1"	"I02"	1	"0"	"NE16500"	5	25	59.9
"Alliance"	"R2"	"I02"	1	"0"	"NE16598"	5	26	73.1
"Alliance"	"R2"	"I02"	0	"Camelot"	"Camelot"	5	27	67.5
"Alliance"	"R2"	"I02"	1	"0"	"NE16458"	5	28	60.2
"Alliance"	"R2"	"I02"	1	"0"	"NE16485"	5	29	61.7
"Alliance"	"R2"	"I02"	1	"0"	"NE16661"	5	30	49.6
"Alliance"	"R2"	"I02"	1	"0"	"NE16659"	5	31	77.4
"Alliance"	"R2"	"I02"	1	"0"	"NE16468"	5	32	65
"Alliance"	"R2"	"I02"	1	"0"	"NE16521"	5	33	60.6
"Alliance"	"R2"	"I02"	1	"0"	"NE16507"	5	34	61.3
"Alliance"	"R2"	"I02"	1	"0"	"NE16459"	5	35	55.5
"Alliance"	"R1"	"I02"	1	"0"	"NE16653"	6	16	45.3
"Alliance"	"R1"	"I02"	1	"0"	"NE16676"	6	17	47.9
"Alliance"	"R1"	"I02"	1	"0"	"NE16600"	6	18	67.5
"Alliance"	"R1"	"I02"	1	"0"	"NE16476"	6	19	52.7
"Alliance"	"R1"	"I02"	1	"0"	"NE16656"	6	20	50.2
"Alliance"	"R1"	"I02"	0	"Camelot"	"Camelot"	6	21	57.6
"Alliance"	"R1"	"I02"	1	"0"	"NE16401"	6	22	62
"Alliance"	"R1"	"I02"	1	"0"	"NE16478"	6	23	63.4
"Alliance"	"R1"	"I02"	0	"Freeman"	"Freeman"	6	24	72.7
"Alliance"	"R1"	"I02"	1	"0"	"NE16700"	6	25	65.8
"Alliance"	"R2"	"I02"	1	"0"	"NE16432"	6	26	66.8
"Alliance"	"R2"	"I02"	1	"0"	"NE16664"	6	27	59.1
"Alliance"	"R2"	"I02"	1	"0"	"NE16601"	6	28	81.3
"Alliance"	"R2"	"I02"	1	"0"	"NE16401"	6	29	63.7
"Alliance"	"R2"	"I02"	1	"0"	"NE16444"	6	30	64
"Alliance"	"R2"	"I02"	1	"0"	"NE16464"	6	31	57.5
"Alliance"	"R2"	"I02"	0	"Freeman"	"Freeman"	6	32	80.6
"Alliance"	"R2"	"I02"	1	"0"	"NE16558"	6	33	53.3
"Alliance"	"R2"	"I02"	1	"0"	"NE16625"	6	34	58.5
"Alliance"	"R2"	"I02"	1	"0"	"NE16517"	6	35	56.1
"Alliance"	"R1"	"I03"	1	"0"	"NE16647"	7	16	58.3
"Alliance"	"R1"	"I03"	1	"0"	"NE16412"	7	17	54.7
"Alliance"	"R1"	"I03"	1	"0"	"NE16512"	7	18	35
"Alliance"	"R1"	"I03"	1	"0"	"NE16616"	7	19	68.9
"Alliance"	"R1"	"I03"	1	"0"	"NE16580V"	7	20	52.8
"Alliance"	"R1"	"I03"	1	"0"	"NE16540"	7	21	59.9
"Alliance"	"R1"	"I03"	1	"0"	"NE16564"	7	22	49.4
"Alliance"	"R1"	"I03"	0	"Freeman"	"Freeman"	7	23	80.7
"Alliance"	"R1"	"I03"	1	"0"	"NE16496"	7	24	59.7
"Alliance"	"R1"	"I03"	1	"0"	"NE16485"	7	25	62.2
"Alliance"	"R2"	"I03"	1	"0"	"NE16539"	7	26	70.2
"Alliance"	"R2"	"I03"	1	"0"	"NE16493"	7	27	70
"Alliance"	"R2"	"I03"	1	"0"	"NE16557"	7	28	60.8
"Alliance"	"R2"	"I03"	1	"0"	"NE16494"	7	29	56.3
"Alliance"	"R2"	"I03"	1	"0"	"NE16524"	7	30	59.3
"Alliance"	"R2"	"I03"	1	"0"	"NE16434"	7	31	54.6
"Alliance"	"R2"	"I03"	1	"0"	"NE16697"	7	32	54
"Alliance"	"R2"	"I03"	1	"0"	"NE16438"	7	33	57.4
"Alliance"	"R2"	"I03"	1	"0"	"NE16548"	7	34	62.4
"Alliance"	"R2"	"I03"	0	"Freeman"	"Freeman"	7	35	72
"Alliance"	"R1"	"I03"	1	"0"	"NE16621"	8	16	40.4
"Alliance"	"R1"	"I03"	0	"GOODSTREAK"	"GOODSTREAK"	8	17	55.3
"Alliance"	"R1"	"I03"	1	"0"	"NE16445"	8	18	50
"Alliance"	"R1"	"I03"	1	"0"	"NE16573"	8	19	44.1
"Alliance"	"R1"	"I03"	1	"0"	"NE16465"	8	20	57.6
"Alliance"	"R1"	"I03"	1	"0"	"NE16518"	8	21	55
"Alliance"	"R1"	"I03"	1	"0"	"NE16457"	8	22	51.8
"Alliance"	"R1"	"I03"	1	"0"	"NE16437"	8	23	46.8
"Alliance"	"R1"	"I03"	1	"0"	"NE16674"	8	24	44.8
"Alliance"	"R1"	"I03"	1	"0"	"NE16657"	8	25	61.5
"Alliance"	"R2"	"I03"	1	"0"	"NE16631"	8	26	65.2
"Alliance"	"R2"	"I03"	1	"0"	"NE16604"	8	27	83
"Alliance"	"R2"	"I03"	1	"0"	"NE16576V"	8	28	71.5
"Alliance"	"R2"	"I03"	1	"0"	"NE16465"	8	29	75.9
"Alliance"	"R2"	"I03"	1	"0"	"NE16556"	8	30	64.2
"Alliance"	"R2"	"I03"	0	"GOODSTREAK"	"GOODSTREAK"	8	31	52.4
"Alliance"	"R2"	"I03"	1	"0"	"NE16629"	8	32	67.7
"Alliance"	"R2"	"I03"	1	"0"	"NE16471"	8	33	69.9
"Alliance"	"R2"	"I03"	1	"0"	"NE16612"	8	34	66.5
"Alliance"	"R2"	"I03"	1	"0"	"NE16449"	8	35	68
"Alliance"	"R1"	"I03"	1	"0"	"NE16557"	9	16	45.4
"Alliance"	"R1"	"I03"	1	"0"	"NE16623"	9	17	53.7
"Alliance"	"R1"	"I03"	1	"0"	"NE16581"	9	18	61.2
"Alliance"	"R1"	"I03"	1	"0"	"NE16686"	9	19	54.8
"Alliance"	"R1"	"I03"	1	"0"	"NE16619"	9	20	50.4
"Alliance"	"R1"	"I03"	0	"Camelot"	"Camelot"	9	21	60.2
"Alliance"	"R1"	"I03"	1	"0"	"NE16693"	9	22	59.7
"Alliance"	"R1"	"I03"	1	"0"	"NE16537"	9	23	51.8
"Alliance"	"R1"	"I03"	1	"0"	"NE16533"	9	24	62.1
"Alliance"	"R1"	"I03"	1	"0"	"NE16543"	9	25	70.7
"Alliance"	"R2"	"I03"	1	"0"	"NE16679"	9	26	58
"Alliance"	"R2"	"I03"	0	"Camelot"	"Camelot"	9	27	71.8
"Alliance"	"R2"	"I03"	1	"0"	"NE16609V"	9	28	73.1
"Alliance"	"R2"	"I03"	1	"0"	"NE16592"	9	29	69.5
"Alliance"	"R2"	"I03"	1	"0"	"NE16544"	9	30	56.4
"Alliance"	"R2"	"I03"	1	"0"	"NE16689"	9	31	58.7
"Alliance"	"R2"	"I03"	1	"0"	"NE16531"	9	32	57.8
"Alliance"	"R2"	"I03"	1	"0"	"NE16424"	9	33	72.6
"Alliance"	"R2"	"I03"	1	"0"	"NE16656"	9	34	51.4
"Alliance"	"R2"	"I03"	1	"0"	"NE16562"	9	35	65.7
"Alliance"	"R1"	"I04"	1	"0"	"NE16472"	10	16	29
"Alliance"	"R1"	"I04"	1	"0"	"NE16451"	10	17	80
"Alliance"	"R1"	"I04"	1	"0"	"NE16515"	10	18	66.2
"Alliance"	"R1"	"I04"	1	"0"	"NE16660"	10	19	74.8
"Alliance"	"R1"	"I04"	1	"0"	"NE16596"	10	20	63.3
"Alliance"	"R1"	"I04"	1	"0"	"NE16503V"	10	21	57.4
"Alliance"	"R1"	"I04"	1	"0"	"NE16444"	10	22	55.1
"Alliance"	"R1"	"I04"	1	"0"	"NE16536"	10	23	53
"Alliance"	"R1"	"I04"	1	"0"	"NE16452"	10	24	58.1
"Alliance"	"R1"	"I04"	0	"Camelot"	"Camelot"	10	25	67.3
"Alliance"	"R2"	"I04"	1	"0"	"NE16641"	10	26	73.6
"Alliance"	"R2"	"I04"	1	"0"	"NE16567"	10	27	69.7
"Alliance"	"R2"	"I04"	1	"0"	"NE16554"	10	28	61.6
"Alliance"	"R2"	"I04"	1	"0"	"NE16428"	10	29	40.8
"Alliance"	"R2"	"I04"	1	"0"	"NE16673"	10	30	53.3
"Alliance"	"R2"	"I04"	0	"Camelot"	"Camelot"	10	31	65.9
"Alliance"	"R2"	"I04"	1	"0"	"NE16684"	10	32	53.8
"Alliance"	"R2"	"I04"	1	"0"	"NE16417"	10	33	57
"Alliance"	"R2"	"I04"	1	"0"	"NE16662"	10	34	55.1
"Alliance"	"R2"	"I04"	1	"0"	"NE16439"	10	35	58.9
"Alliance"	"R1"	"I04"	1	"0"	"NE16459"	11	16	52.9
"Alliance"	"R1"	"I04"	1	"0"	"NE16520"	11	17	58.3
"Alliance"	"R1"	"I04"	1	"0"	"NE16662"	11	18	52.5
"Alliance"	"R1"	"I04"	1	"0"	"NE16644"	11	19	50.6
"Alliance"	"R1"	"I04"	0	"Freeman"	"Freeman"	11	20	77.2
"Alliance"	"R1"	"I04"	1	"0"	"NE16528"	11	21	55.7
"Alliance"	"R1"	"I04"	1	"0"	"NE16546"	11	22	66
"Alliance"	"R1"	"I04"	1	"0"	"NE16613"	11	23	47.8
"Alliance"	"R1"	"I04"	1	"0"	"NE16524"	11	24	48.6
"Alliance"	"R1"	"I04"	1	"0"	"NE16680"	11	25	66.1
"Alliance"	"R2"	"I04"	1	"0"	"NE16686"	11	26	56.6
"Alliance"	"R2"	"I04"	0	"Freeman"	"Freeman"	11	27	86.8
"Alliance"	"R2"	"I04"	1	"0"	"NE16574"	11	28	57.5
"Alliance"	"R2"	"I04"	1	"0"	"NE16640"	11	29	70.4
"Alliance"	"R2"	"I04"	1	"0"	"NE16608"	11	30	52.9
"Alliance"	"R2"	"I04"	1	"0"	"NE16550"	11	31	55.6
"Alliance"	"R2"	"I04"	1	"0"	"NE16510"	11	32	49.1
"Alliance"	"R2"	"I04"	0	"GOODSTREAK"	"GOODSTREAK"	11	33	52.6
"Alliance"	"R2"	"I04"	1	"0"	"NE16698"	11	34	41.5
"Alliance"	"R2"	"I04"	1	"0"	"NE16564"	11	35	44.3
"Alliance"	"R1"	"I04"	1	"0"	"NE16598"	12	16	65
"Alliance"	"R1"	"I04"	1	"0"	"NE16495"	12	17	59.2
"Alliance"	"R1"	"I04"	0	"GOODSTREAK"	"GOODSTREAK"	12	18	53.5
"Alliance"	"R1"	"I04"	1	"0"	"NE16699"	12	19	66.5
"Alliance"	"R1"	"I04"	1	"0"	"NE16638"	12	20	51.6
"Alliance"	"R1"	"I04"	1	"0"	"NE16402"	12	21	65.1
"Alliance"	"R1"	"I04"	1	"0"	"NE16688"	12	22	62.9
"Alliance"	"R1"	"I04"	1	"0"	"NE16483"	12	23	50.7
"Alliance"	"R1"	"I04"	1	"0"	"NE16529"	12	24	50.5
"Alliance"	"R1"	"I04"	1	"0"	"NE16561"	12	25	65.4
"Alliance"	"R2"	"I04"	1	"0"	"NE16668"	12	26	65.8
"Alliance"	"R2"	"I04"	1	"0"	"NE16536"	12	27	59.4
"Alliance"	"R2"	"I04"	1	"0"	"NE16699"	12	28	75.9
"Alliance"	"R2"	"I04"	1	"0"	"NE16647"	12	29	62.3
"Alliance"	"R2"	"I04"	1	"0"	"NE16593"	12	30	81.4
"Alliance"	"R2"	"I04"	1	"0"	"NE16555"	12	31	59.8
"Alliance"	"R2"	"I04"	1	"0"	"NE16519"	12	32	65.8
"Alliance"	"R2"	"I04"	1	"0"	"NE16522"	12	33	58.9
"Alliance"	"R2"	"I04"	1	"0"	"NE16535"	12	34	43.1
"Alliance"	"R2"	"I04"	1	"0"	"NE16685"	12	35	60.3
"Alliance"	"R1"	"I05"	1	"0"	"NE16692"	13	16	39.4
"Alliance"	"R1"	"I05"	1	"0"	"NE16484"	13	17	51.9
"Alliance"	"R1"	"I05"	1	"0"	"NE16462"	13	18	41.3
"Alliance"	"R1"	"I05"	1	"0"	"NE16542"	13	19	53.6
"Alliance"	"R1"	"I05"	1	"0"	"NE16614"	13	20	58.5
"Alliance"	"R1"	"I05"	1	"0"	"NE16610"	13	21	53
"Alliance"	"R1"	"I05"	0	"GOODSTREAK"	"GOODSTREAK"	13	22	57
"Alliance"	"R1"	"I05"	1	"0"	"NE16436"	13	23	60.3
"Alliance"	"R1"	"I05"	1	"0"	"NE16449"	13	24	63.1
"Alliance"	"R1"	"I05"	1	"0"	"NE16643"	13	25	58.7
"Alliance"	"R2"	"I05"	1	"0"	"NE16478"	13	26	74.4
"Alliance"	"R2"	"I05"	1	"0"	"NE16482"	13	27	60.7
"Alliance"	"R2"	"I05"	1	"0"	"NE16580V"	13	28	61
"Alliance"	"R2"	"I05"	1	"0"	"NE16407"	13	29	52.6
"Alliance"	"R2"	"I05"	1	"0"	"NE16615"	13	30	62.8
"Alliance"	"R2"	"I05"	1	"0"	"NE16611"	13	31	70.7
"Alliance"	"R2"	"I05"	1	"0"	"NE16479"	13	32	77.8
"Alliance"	"R2"	"I05"	1	"0"	"NE16692"	13	33	34.1
"Alliance"	"R2"	"I05"	1	"0"	"NE16525"	13	34	48.3
"Alliance"	"R2"	"I05"	1	"0"	"NE16657"	13	35	54.7
"Alliance"	"R1"	"I05"	1	"0"	"NE16604"	14	16	68.4
"Alliance"	"R1"	"I05"	1	"0"	"NE16526"	14	17	58.8
"Alliance"	"R1"	"I05"	1	"0"	"NE16560"	14	18	75.6
"Alliance"	"R1"	"I05"	1	"0"	"NE16648"	14	19	62.3
"Alliance"	"R1"	"I05"	1	"0"	"NE16414"	14	20	57.9
"Alliance"	"R1"	"I05"	1	"0"	"NE16659"	14	21	70.7
"Alliance"	"R1"	"I05"	1	"0"	"NE16519"	14	22	58.4
"Alliance"	"R1"	"I05"	1	"0"	"NE16583"	14	23	44.4
"Alliance"	"R1"	"I05"	1	"0"	"NE16466"	14	24	50
"Alliance"	"R1"	"I05"	1	"0"	"NE16420"	14	25	38
"Alliance"	"R2"	"I05"	0	"GOODSTREAK"	"GOODSTREAK"	14	26	52.6
"Alliance"	"R2"	"I05"	1	"0"	"NE16518"	14	27	65.7
"Alliance"	"R2"	"I05"	1	"0"	"NE16617"	14	28	64.2
"Alliance"	"R2"	"I05"	1	"0"	"NE16457"	14	29	49.2
"Alliance"	"R2"	"I05"	1	"0"	"NE16463"	14	30	52.3
"Alliance"	"R2"	"I05"	1	"0"	"NE16545"	14	31	65.5
"Alliance"	"R2"	"I05"	1	"0"	"NE16421"	14	32	66.6
"Alliance"	"R2"	"I05"	1	"0"	"NE16566"	14	33	63.8
"Alliance"	"R2"	"I05"	1	"0"	"NE16414"	14	34	69.8
"Alliance"	"R2"	"I05"	1	"0"	"NE16508"	14	35	54.6
"Alliance"	"R1"	"I05"	0	"Camelot"	"Camelot"	15	16	66.5
"Alliance"	"R1"	"I05"	1	"0"	"NE16535"	15	17	40.5
"Alliance"	"R1"	"I05"	1	"0"	"NE16461"	15	18	44.9
"Alliance"	"R1"	"I05"	1	"0"	"NE16527"	15	19	59.7
"Alliance"	"R1"	"I05"	1	"0"	"NE16607"	15	20	56
"Alliance"	"R1"	"I05"	1	"0"	"NE16697"	15	21	53.7
"Alliance"	"R1"	"I05"	1	"0"	"NE16625"	15	22	63.9
"Alliance"	"R1"	"I05"	1	"0"	"NE16549"	15	23	58.2
"Alliance"	"R1"	"I05"	1	"0"	"NE16443"	15	24	70.2
"Alliance"	"R1"	"I05"	0	"Freeman"	"Freeman"	15	25	82.1
"Alliance"	"R2"	"I05"	1	"0"	"NE16600"	15	26	77.3
"Alliance"	"R2"	"I05"	1	"0"	"NE16406"	15	27	75.4
"Alliance"	"R2"	"I05"	1	"0"	"NE16511"	15	28	72.2
"Alliance"	"R2"	"I05"	1	"0"	"NE16666"	15	29	64.4
"Alliance"	"R2"	"I05"	1	"0"	"NE16591"	15	30	88.1
"Alliance"	"R2"	"I05"	1	"0"	"NE16415"	15	31	NA
"Alliance"	"R2"	"I05"	0	"Camelot"	"Camelot"	15	32	63
"Alliance"	"R2"	"I05"	0	"Freeman"	"Freeman"	15	33	86.5
"Alliance"	"R2"	"I05"	1	"0"	"NE16635"	15	34	68.4
"Alliance"	"R2"	"I05"	1	"0"	"NE16587"	15	35	79.5
"Alliance"	"R1"	"I06"	1	"0"	"NE16431"	16	16	52.9
"Alliance"	"R1"	"I06"	1	"0"	"NE16696"	16	17	67.7
"Alliance"	"R1"	"I06"	0	"Freeman"	"Freeman"	16	18	72
"Alliance"	"R1"	"I06"	1	"0"	"NE16603"	16	19	45.4
"Alliance"	"R1"	"I06"	1	"0"	"NE16424"	16	20	59.9
"Alliance"	"R1"	"I06"	0	"GOODSTREAK"	"GOODSTREAK"	16	21	46.1
"Alliance"	"R1"	"I06"	1	"0"	"NE16534"	16	22	45.9
"Alliance"	"R1"	"I06"	0	"Camelot"	"Camelot"	16	23	54
"Alliance"	"R1"	"I06"	1	"0"	"NE16531"	16	24	49.8
"Alliance"	"R1"	"I06"	1	"0"	"NE16609V"	16	25	64.8
"Alliance"	"R2"	"I06"	1	"0"	"NE16418"	16	26	69.2
"Alliance"	"R2"	"I06"	1	"0"	"NE16596"	16	27	74.1
"Alliance"	"R2"	"I06"	1	"0"	"NE16403"	16	28	66.1
"Alliance"	"R2"	"I06"	1	"0"	"NE16420"	16	29	44.4
"Alliance"	"R2"	"I06"	1	"0"	"NE16622"	16	30	34.5
"Alliance"	"R2"	"I06"	1	"0"	"NE16503V"	16	31	NA
"Alliance"	"R2"	"I06"	1	"0"	"NE16614"	16	32	57.1
"Alliance"	"R2"	"I06"	1	"0"	"NE16470"	16	33	49.9
"Alliance"	"R2"	"I06"	1	"0"	"NE16486"	16	34	59.1
"Alliance"	"R2"	"I06"	1	"0"	"NE16672"	16	35	65.4
"Alliance"	"R1"	"I06"	1	"0"	"NE16683"	17	16	55
"Alliance"	"R1"	"I06"	1	"0"	"NE16446"	17	17	55.8
"Alliance"	"R1"	"I06"	1	"0"	"NE16602"	17	18	53.1
"Alliance"	"R1"	"I06"	1	"0"	"NE16635"	17	19	47.5
"Alliance"	"R1"	"I06"	1	"0"	"NE16550"	17	20	49.1
"Alliance"	"R1"	"I06"	1	"0"	"NE16666"	17	21	39.2
"Alliance"	"R1"	"I06"	1	"0"	"NE16681"	17	22	42.7
"Alliance"	"R1"	"I06"	1	"0"	"NE16413"	17	23	42.7
"Alliance"	"R1"	"I06"	1	"0"	"NE16429"	17	24	56.9
"Alliance"	"R1"	"I06"	1	"0"	"NE16475"	17	25	60.3
"Alliance"	"R2"	"I06"	0	"Freeman"	"Freeman"	17	26	84.3
"Alliance"	"R2"	"I06"	1	"0"	"NE16443"	17	27	73.9
"Alliance"	"R2"	"I06"	1	"0"	"NE16490"	17	28	51.6
"Alliance"	"R2"	"I06"	1	"0"	"NE16462"	17	29	48.1
"Alliance"	"R2"	"I06"	0	"GOODSTREAK"	"GOODSTREAK"	17	30	53.9
"Alliance"	"R2"	"I06"	1	"0"	"NE16674"	17	31	NA
"Alliance"	"R2"	"I06"	1	"0"	"NE16675"	17	32	34.7
"Alliance"	"R2"	"I06"	1	"0"	"NE16636"	17	33	71.5
"Alliance"	"R2"	"I06"	1	"0"	"NE16476"	17	34	59.5
"Alliance"	"R2"	"I06"	1	"0"	"NE16466"	17	35	65.4
"Alliance"	"R1"	"I06"	1	"0"	"NE16468"	18	16	74.9
"Alliance"	"R1"	"I06"	1	"0"	"NE16622"	18	17	39
"Alliance"	"R1"	"I06"	1	"0"	"NE16467"	18	18	61.9
"Alliance"	"R1"	"I06"	1	"0"	"NE16545"	18	19	60.5
"Alliance"	"R1"	"I06"	1	"0"	"NE16541"	18	20	57.2
"Alliance"	"R1"	"I06"	1	"0"	"NE16448"	18	21	56
"Alliance"	"R1"	"I06"	1	"0"	"NE16685"	18	22	57.2
"Alliance"	"R1"	"I06"	1	"0"	"NE16438"	18	23	42.7
"Alliance"	"R1"	"I06"	1	"0"	"NE16690"	18	24	60.4
"Alliance"	"R1"	"I06"	1	"0"	"NE16460"	18	25	54
"Alliance"	"R2"	"I06"	1	"0"	"NE16409"	18	26	58
"Alliance"	"R2"	"I06"	1	"0"	"NE16526"	18	27	58.6
"Alliance"	"R2"	"I06"	1	"0"	"NE16695"	18	28	67.4
"Alliance"	"R2"	"I06"	1	"0"	"NE16483"	18	29	62.4
"Alliance"	"R2"	"I06"	1	"0"	"NE16571"	18	30	70
"Alliance"	"R2"	"I06"	1	"0"	"NE16585"	18	31	46.7
"Alliance"	"R2"	"I06"	1	"0"	"NE16472"	18	32	30.5
"Alliance"	"R2"	"I06"	1	"0"	"NE16552"	18	33	48
"Alliance"	"R2"	"I06"	1	"0"	"NE16654"	18	34	42
"Alliance"	"R2"	"I06"	0	"Camelot"	"Camelot"	18	35	66.6
"Alliance"	"R1"	"I07"	1	"0"	"NE16658"	19	16	67.1
"Alliance"	"R1"	"I07"	1	"0"	"NE16513"	19	17	54.7
