year	state	acres	yield
1935	Texas	2387000	15
1936	Arizona	22000	26.5
1936	Arkansas	13000	7.9
1936	California	114000	36
1936	Colorado	131000	8.6
1936	Illinois	2000	16
1936	Iowa	3000	17
1936	Kansas	185000	5
1936	Louisiana	3000	15
1936	Missouri	26000	6.4
1936	Nebraska	12000	7.4
1936	NewMexico	118000	9
1936	Oklahoma	350000	6
1936	SouthDakota	4000	6.5
1936	Texas	1810000	11
1937	Arizona	25000	29
1937	Arkansas	17000	15.9
1937	California	136000	33
1937	Colorado	93000	6.8
1937	Illinois	2000	28
1937	Iowa	3000	25
1937	Kansas	1120000	9.9
1937	Louisiana	2000	16
1937	Missouri	74000	17.8
1937	Nebraska	40000	9.9
1937	NewMexico	252000	12.5
1937	Oklahoma	883000	11
1937	SouthDakota	33000	6.9
1937	Texas	2235000	16.9
1938	Arizona	23000	30
1938	Arkansas	13000	13.8
1938	California	136000	34
1938	Colorado	179000	11.3
1938	Illinois	2000	25
1938	Iowa	5000	25
1938	Kansas	1103000	11.8
1938	Louisiana	2000	11.5
1938	Missouri	59000	17.2
1938	Nebraska	130000	14.5
1938	NewMexico	164000	9
1938	Oklahoma	740000	11.4
1938	SouthDakota	83000	8.9
1938	Texas	2060000	15.9
1939	Arizona	16000	34
1939	Arkansas	8000	13.8
1939	California	99000	32.5
1939	Colorado	146000	6.8
1939	Illinois	2000	27.5
1939	Iowa	7000	25.5
1939	Kansas	853000	9.5
1939	Louisiana	1000	15.6
1939	Missouri	88000	19.6
1939	Nebraska	360000	10.1
1939	NewMexico	178000	14
1939	NorthDakota	1000	13.1
1939	Oklahoma	645000	8.7
1939	SouthDakota	154000	8.6
1939	Texas	2202000	11.5
1940	Arizona	21000	26.5
1940	Arkansas	13000	17.8
1940	California	135000	36
1940	Colorado	202000	9.4
1940	Illinois	2000	27.5
1940	Indiana	2000	22
1940	Iowa	5000	24.5
1940	Kansas	1885000	12.8
1940	Louisiana	1000	16
1940	Missouri	70000	20.9
1940	Nebraska	464000	11
1940	NewMexico	145000	9.5
1940	NorthDakota	2000	16
1940	Oklahoma	9e+05	11.5
1940	SouthDakota	172000	9.4
1940	Texas	2355000	14.4
1941	Arizona	46000	33
1941	Arkansas	8000	15.8
1941	California	204000	36
1941	Colorado	170000	13.2
1941	Illinois	2000	24.5
1941	Indiana	2000	26
1941	Iowa	4000	22
1941	Kansas	1275000	17.2
1941	Louisiana	1000	13.5
1941	Missouri	49000	18.9
1941	Nebraska	226000	17
1941	NewMexico	269000	22.9
1941	NorthDakota	3000	15
1941	Oklahoma	667000	13
1941	SouthDakota	250000	10.4
1941	Texas	2839000	20.4
1942	Arizona	30000	35
1942	Arkansas	8000	14.8
1942	California	158000	37
1942	Colorado	127000	13.7
1942	Illinois	2000	32.5
1942	Indiana	2000	28
1942	Iowa	1000	20
1942	Kansas	1173000	16.7
1942	Louisiana	2000	17.5
1942	Missouri	79000	20
1942	Nebraska	133000	16
1942	NewMexico	247000	17
1942	NorthDakota	5000	16.5
1942	Oklahoma	821000	13.5
1942	SouthDakota	199000	12
1942	Texas	3004000	19.9
1943	Arizona	36000	36
1943	Arkansas	5000	10
1943	California	142000	37
1943	Colorado	143000	12.7
1943	Illinois	1000	30
1943	Indiana	2000	30
1943	Iowa	2000	18
1943	Kansas	1161000	14.5
1943	Louisiana	2000	17
1943	Missouri	40000	19
1943	Nebraska	72000	15.5
1943	NewMexico	179000	8.5
1943	NorthDakota	11000	12
1943	Oklahoma	640000	9
1943	SouthDakota	96000	9
1943	Texas	4357000	17
1944	Alabama	2000	16.3
1944	Arizona	54000	37.2
1944	Arkansas	7000	14.3
1944	California	121000	35
1944	Colorado	240000	15.7
1944	Illinois	1000	24
1944	Indiana	2000	23.9
1944	Iowa	1000	24
1944	Kansas	2229000	22.1
1944	Louisiana	1000	15
1944	Missouri	61000	21.6
1944	Nebraska	115000	22.3
1944	NewMexico	369000	16.6
1944	NorthDakota	8000	16.3
1944	Oklahoma	979000	15
1944	SouthCarolina	1000	16.5
1944	SouthDakota	92000	15.3
1944	Texas	5103000	19.4
1945	Alabama	13000	15
1945	Arizona	44000	34
1945	Arkansas	10000	17
1945	California	102000	39
1945	Colorado	180000	14.9
1945	Illinois	1000	29
1945	Indiana	2000	30
1945	Iowa	1000	20
1945	Kansas	1149000	15.4
1945	Louisiana	1000	18
1945	Missouri	29000	15
1945	Nebraska	75000	18
1945	NewMexico	84000	7
1945	NorthCarolina	2000	25
1945	NorthDakota	1000	16
1945	Oklahoma	636000	12
1945	SouthCarolina	1000	17
1945	SouthDakota	43000	11.5
1945	Texas	3950000	15
1946	Alabama	23000	16
1946	Arizona	55000	36
1946	Arkansas	8000	15
1946	California	145000	42
1946	Colorado	191000	13
1946	Illinois	1000	30
1946	Indiana	1000	30
1946	Iowa	1000	20
1946	Kansas	851000	13.5
1946	Louisiana	1000	14
1946	Missouri	44000	22
1946	Nebraska	78000	20
1946	NewMexico	108000	10.4
1946	NorthCarolina	3000	23
1946	NorthDakota	1000	13.5
1946	Oklahoma	624000	11.5
1946	SouthCarolina	3000	18.5
1946	SouthDakota	37000	16
1946	Texas	4494000	16
1947	Alabama	34000	16.5
1947	Arizona	53000	41
1947	Arkansas	10000	15
1947	California	70000	38.5
1947	Colorado	160000	15
1947	Indiana	1000	26
1947	Iowa	1000	16
1947	Kansas	754000	14.5
1947	Louisiana	2000	14
1947	Missouri	44000	16
1947	Nebraska	75000	15
1947	NewMexico	167000	10.6
1947	NorthCarolina	5000	25
1947	NorthDakota	1000	15.5
1947	Oklahoma	440000	11
1947	SouthCarolina	5000	15.5
1947	SouthDakota	18000	9
1947	Texas	3640000	18
1948	Alabama	45000	19.5
1948	Arizona	75000	40
1948	Arkansas	16000	18
1948	California	116000	37.5
1948	Colorado	192000	17
1948	Indiana	1000	32
1948	Iowa	1000	19.5
1948	Kansas	1339000	21.5
1948	Louisiana	2000	15.5
1948	Missouri	30000	24
1948	Nebraska	117000	22.5
1948	NewMexico	287000	14
1948	NorthCarolina	16000	27
1948	NorthDakota	1000	16
1948	Oklahoma	556000	15
1948	SouthCarolina	7000	17.5
1948	SouthDakota	20000	15.5
1948	Texas	4496000	16.5
1949	Alabama	33000	18.1
1949	Arizona	61000	44.6
1949	Arkansas	14000	17.2
1949	California	71000	39
1949	Colorado	308000	17.2
1949	Indiana	1000	32
1949	Iowa	1000	22.5
1949	Kansas	1392000	21.5
1949	Louisiana	3000	17
1949	Mississippi	5000	16
1949	Missouri	31000	20
1949	Nebraska	109000	23.6
1949	NewMexico	415000	22.2
1949	NorthCarolina	15000	25
1949	Oklahoma	548000	15.5
1949	SouthCarolina	7000	18
1949	SouthDakota	20000	12.2
1949	Tennessee	5000	23
1949	Texas	3563000	23.9
1950	Alabama	34000	17.5
1950	Arizona	80000	44
1950	Arkansas	29000	17
1950	California	114000	41
1950	Colorado	103000	12
1950	Indiana	2000	27
1950	Kansas	1943000	23
1950	Louisiana	2000	25
1950	Mississippi	5000	20
1950	Missouri	30000	20.5
1950	Nebraska	194000	25
1950	NewMexico	443000	19
1950	NorthCarolina	23000	30
1950	Oklahoma	947000	18.5
1950	SouthCarolina	8000	20
1950	SouthDakota	94000	12.5
1950	Tennessee	6000	22
1950	Texas	6289000	23
1951	Alabama	19000	17
1951	Arizona	26000	42
1951	Arkansas	15000	21
1951	California	65000	40
1951	Colorado	278000	12
1951	Indiana	1000	28
1951	Kansas	2605000	22
1951	Louisiana	2000	23
1951	Mississippi	3000	13
1951	Missouri	23000	17
1951	Nebraska	128000	13
1951	NewMexico	359000	9.5
1951	NorthCarolina	30000	30
1951	Oklahoma	1048000	16
1951	SouthCarolina	4000	19.5
1951	SouthDakota	18000	12
1951	Tennessee	7000	22
1951	Texas	3913000	19
1952	Alabama	12000	16
1952	Arizona	34000	46
1952	Arkansas	10000	17
1952	California	95000	45
1952	Colorado	129000	8
1952	Indiana	2000	33
1952	Kansas	1324000	14
1952	Louisiana	3000	24
1952	Mississippi	3000	17
1952	Missouri	30000	18
1952	Nebraska	97000	23
1952	NewMexico	129000	7
1952	NorthCarolina	38000	28
1952	Oklahoma	534000	10
1952	SouthCarolina	4000	16.5
1952	SouthDakota	14000	14.5
1952	Tennessee	8000	21.5
1952	Texas	2860000	19
1953	Alabama	25000	18
1953	Arizona	41000	46
1953	Arkansas	24000	15
1953	California	99000	47
1953	Colorado	216000	10.5
1953	Georgia	13000	20
1953	Indiana	2000	28
1953	Kansas	2009000	16
1953	Louisiana	3000	22
1953	Mississippi	3000	17
1953	Missouri	34000	15
1953	Nebraska	187000	16
1953	NewMexico	106000	19
1953	NorthCarolina	51000	24
1953	Oklahoma	673000	13.5
1953	SouthCarolina	6000	17
1953	SouthDakota	27000	20
1953	Tennessee	10000	22
1953	Texas	2766000	20.5
1954	Alabama	19000	15.5
1954	Arizona	112000	49.5
1954	Arkansas	18000	15
1954	California	140000	52
1954	Colorado	396000	10.5
1954	Georgia	11000	13
1954	Indiana	2000	33
1954	Iowa	6000	40
1954	Kansas	3567000	14.5
1954	Louisiana	4000	20.5
1954	Mississippi	6000	14
1954	Missouri	65000	18
1954	Nebraska	540000	27
1954	NewMexico	281000	16.5
1954	NorthCarolina	73000	25
1954	Oklahoma	614000	10.5
1954	SouthCarolina	5000	12.5
1954	SouthDakota	65000	17.5
1954	Tennessee	12000	17
1954	Texas	5782000	23.5
1955	Alabama	42000	20
1955	Arizona	129000	51
1955	Arkansas	68000	23
1955	California	162000	60
1955	Colorado	660000	7.5
1955	Georgia	29000	22
1955	Indiana	2000	33
1955	Iowa	6000	35
1955	Kansas	2891000	11.5
1955	Kentucky	5000	30
1955	Louisiana	10000	24
1955	Mississippi	20000	19
1955	Missouri	93000	27
1955	Nebraska	720000	11
1955	NewMexico	340000	15
1955	NorthCarolina	92000	28
1955	Oklahoma	1179000	13
1955	SouthCarolina	13000	20
1955	SouthDakota	84000	15.5
1955	Tennessee	30000	25
1955	Texas	6316000	23.5
1956	Alabama	32000	19
1956	Arizona	94000	45
1956	Arkansas	79000	22
1956	California	179000	60.5
1956	Colorado	205000	12.5
1956	Georgia	29000	19.5
1956	Illinois	6000	40
1956	Indiana	4000	40
1956	Iowa	81000	40
1956	Kansas	1626000	15
1956	Kentucky	9000	25
1956	Louisiana	5000	23
1956	Mississippi	13000	18
1956	Missouri	193000	28
1956	Nebraska	889000	14
1956	NewMexico	245000	12.5
1956	NorthCarolina	75000	27
1956	Oklahoma	490000	10.5
1956	SouthCarolina	6000	18.5
1956	SouthDakota	123000	17
1956	Tennessee	40000	24
1956	Texas	4777000	26
1956	Virginia	9000	33
1957	Alabama	37000	19
1957	Arizona	109000	54
1957	Arkansas	158000	26.5
1957	California	229000	60
1957	Colorado	820000	20
1957	Georgia	29000	21
1957	Illinois	19000	55
1957	Indiana	24000	55
1957	Iowa	308000	45
1957	Kansas	6071000	21
1957	Kentucky	37000	40
1957	Louisiana	7000	24
1957	Mississippi	43000	30
1957	Missouri	562000	40
1957	Nebraska	1983000	39
1957	NewMexico	269000	22
1957	NorthCarolina	78000	26
1957	Oklahoma	1006000	16.5
1957	SouthCarolina	13000	19
1957	SouthDakota	283000	29
1957	Tennessee	76000	28
1957	Texas	7510000	32.5
1957	Virginia	11000	28
1958	Alabama	31000	24
1958	Arizona	1e+05	51
1958	Arkansas	92000	31
1958	California	260000	57
1958	Colorado	498000	25
1958	Georgia	29000	24
1958	Illinois	19000	60
1958	Indiana	28000	55
1958	Iowa	249000	55
1958	Kansas	3860000	34
1958	Kentucky	44000	45
1958	Louisiana	20000	25
1958	Mississippi	54000	30
1958	Missouri	603000	44
1958	Nebraska	1624000	47
1958	NewMexico	245000	31.5
1958	NorthCarolina	87000	32.5
1958	Oklahoma	767000	25
1958	SouthCarolina	13000	25
1958	SouthDakota	215000	28.5
1958	Tennessee	57000	32
1958	Texas	7619000	33
1958	Virginia	10000	35
1959	Alabama	23000	26
1959	Arizona	110000	57.5
1959	Arkansas	33000	27.5
1959	California	260000	63.5
1959	Colorado	413000	22.5
1959	Georgia	28000	25
1959	Illinois	13000	48
1959	Indiana	16000	56
1959	Iowa	62000	54
1959	Kansas	4053000	34
1959	Kentucky	24000	45
1959	Louisiana	9000	27
1959	Mississippi	21000	33
1959	Missouri	501000	45
1959	Nebraska	1418000	43.5
1959	NewMexico	228000	35
1959	NorthCarolina	86000	31
1959	Oklahoma	745000	25
1959	SouthCarolina	12000	22.5
1959	SouthDakota	145000	23
1959	Tennessee	37000	34
1959	Texas	7162000	36
1959	Virginia	7000	32.5
1960	Alabama	20000	24
1960	Arizona	117000	58
1960	Arkansas	24000	24
1960	California	233000	67
1960	Colorado	380000	23
1960	Georgia	30000	24
1960	Illinois	14000	50
1960	Indiana	24000	53
1960	Iowa	43000	55
1960	Kansas	4296000	39
1960	Kentucky	21000	44
1960	Louisiana	6000	27
1960	Mississippi	14000	35
1960	Missouri	452000	45
1960	Nebraska	1796000	50.5
1960	NewMexico	237000	38
1960	NorthCarolina	84000	38
1960	Oklahoma	779000	30.5
1960	SouthCarolina	7000	23.5
1960	SouthDakota	180000	36
1960	Tennessee	32000	34
1960	Texas	6804000	38
1960	Virginia	8000	38
1961	Alabama	14000	26
1961	Arizona	115000	71
1961	Arkansas	20000	27
1961	California	2e+05	69
1961	Colorado	277000	32
1961	Georgia	20000	25
1961	Illinois	7000	58
1961	Indiana	11000	59
1961	Iowa	18000	58
1961	Kansas	2792000	40
1961	Kentucky	13000	50
1961	Louisiana	5000	28
1961	Mississippi	16000	35
1961	Missouri	208000	47
1961	Nebraska	1185000	50.5
1961	NewMexico	198000	43
1961	NorthCarolina	54000	40
1961	Oklahoma	553000	30.5
1961	SouthCarolina	6000	28
1961	SouthDakota	142000	34
1961	Tennessee	21000	38
1961	Texas	5103000	45
1961	Virginia	7000	37
1962	Alabama	10000	24
1962	Arizona	98000	65
1962	Arkansas	20000	30
1962	California	210000	67
1962	Colorado	302000	34
1962	Georgia	10000	24
1962	Illinois	6000	54
1962	Indiana	11000	69
1962	Iowa	13000	70
1962	Kansas	2960000	43.5
1962	Kentucky	10000	48
1962	Louisiana	4000	25
1962	Mississippi	6000	28
1962	Missouri	177000	47
1962	Nebraska	1540000	66
1962	NewMexico	194000	45
1962	NorthCarolina	46000	43
1962	Oklahoma	658000	30
1962	SouthCarolina	6000	23
1962	SouthDakota	115000	41
1962	Tennessee	15000	35
1962	Texas	5154000	39
1962	Virginia	6000	34
1963	Alabama	11000	28
1963	Arizona	104000	72
1963	Arkansas	14000	27
1963	California	246000	69
1963	Colorado	290000	30.5
1963	Georgia	10000	35
1963	Illinois	6000	60
1963	Indiana	8000	68
1963	Iowa	12000	64
1963	Kansas	3789000	39
1963	Kentucky	8000	52
1963	Louisiana	3000	26
1963	Mississippi	15000	35
1963	Missouri	209000	52
1963	Nebraska	1863000	55
1963	NewMexico	248000	49
1963	NorthCarolina	51000	43
1963	Oklahoma	730000	29.5
1963	SouthCarolina	5000	27
1963	SouthDakota	171000	46
1963	Tennessee	13000	40
1963	Texas	5515000	44
1963	Virginia	5000	39
1964	Alabama	7000	27
1964	Arizona	123000	75.5
1964	Arkansas	17000	32
1964	California	280000	70
1964	Colorado	307000	25
1964	Georgia	13000	31
1964	Illinois	7000	56
1964	Indiana	8000	63
1964	Iowa	31000	70
1964	Kansas	3031000	32.5
1964	Kentucky	7000	41
1964	Louisiana	2000	27.5
1964	Mississippi	7000	38
1964	Missouri	196000	48
1964	Nebraska	1975000	46
1964	NewMexico	184000	50
1964	NorthCarolina	51000	44
1964	Oklahoma	562000	25
1964	SouthCarolina	5000	30
1964	SouthDakota	226000	34
1964	Tennessee	11000	45
1964	Texas	4688000	46
1964	Virginia	4000	47
1965	Alabama	10000	27
1965	Arizona	166000	75
1965	Arkansas	41000	38
1965	California	316000	75
1965	Colorado	350000	35.5
1965	Georgia	15000	34
1965	Illinois	8000	59
1965	Indiana	8000	70
1965	Iowa	44000	71
1965	Kansas	3031000	46
1965	Kentucky	7000	40
1965	Louisiana	3000	33
1965	Mississippi	9000	33
1965	Missouri	223000	60
1965	Nebraska	2271000	53.5
1965	NewMexico	223000	56
1965	NorthCarolina	41000	45
1965	Oklahoma	590000	37
1965	SouthCarolina	5000	30
1965	SouthDakota	402000	29
1965	Tennessee	8000	41
1965	Texas	5251000	56
1965	Virginia	7000	42
1966	Alabama	7000	30
1966	Arizona	195000	77
1966	Arkansas	52000	42
1966	California	382000	72
1966	Colorado	248000	38
1966	Georgia	12000	38
1966	Illinois	6000	52
1966	Indiana	10000	55
1966	Iowa	32000	75
1966	Kansas	2849000	49
1966	Kentucky	7000	48
1966	Louisiana	15000	34
1966	Mississippi	12000	43
1966	Missouri	210000	56
1966	Nebraska	2089000	68
1966	NewMexico	253000	63
1966	NorthCarolina	40000	36
1966	Oklahoma	507000	40
1966	SouthCarolina	5000	29
1966	SouthDakota	302000	40
1966	Tennessee	8000	39
1966	Texas	5566000	56
1966	Virginia	6000	45
1967	Alabama	8000	35
1967	Arizona	246000	81
1967	Arkansas	47000	43
1967	California	424000	65
1967	Colorado	335000	36
1967	Georgia	18000	37
1967	Illinois	12000	55
1967	Indiana	10000	65
1967	Iowa	36000	65
1967	Kansas	3248000	46
1967	Kentucky	8000	57
1967	Louisiana	25000	36
1967	Mississippi	10000	40
1967	Missouri	248000	58
1967	Nebraska	2193000	56.5
1967	NewMexico	314000	61
1967	NorthCarolina	46000	50
1967	Oklahoma	679000	38
1967	SouthCarolina	7000	40
1967	SouthDakota	317000	24
1967	Tennessee	14000	50
1967	Texas	6735000	51
1967	Virginia	8000	50
1968	Alabama	10000	28
1968	Arizona	216000	79
1968	Arkansas	50000	41
1968	California	330000	70
1968	Colorado	312000	36
1968	Georgia	20000	28
1968	Illinois	15000	60
1968	Indiana	10000	66
1968	Iowa	36000	70
1968	Kansas	3475000	47
1968	Kentucky	8000	52
1968	Louisiana	34000	40
1968	Mississippi	26000	43
1968	Missouri	216000	66
1968	Nebraska	1700000	58
1968	NewMexico	269000	56
1968	NorthCarolina	45000	52
1968	Oklahoma	650000	40
1968	SouthCarolina	7000	33
1968	SouthDakota	244000	34
1968	Tennessee	13000	57
1968	Texas	6196000	55
1968	Virginia	8000	48
1969	Alabama	17000	34
1969	Arizona	175000	75
1969	Arkansas	80000	44
1969	California	340000	70
1969	Colorado	280000	36
1969	Georgia	23000	39
1969	Illinois	14000	61
1969	Indiana	8000	69
1969	Iowa	33000	78
1969	Kansas	3266000	56
1969	Kentucky	8000	55
1969	Louisiana	45000	32
1969	Mississippi	31000	39
1969	Missouri	214000	62
1969	Nebraska	1514000	73
1969	NewMexico	285000	50
1969	NorthCarolina	49000	53
1969	Oklahoma	610000	44
1969	SouthCarolina	11000	39
1969	SouthDakota	210000	42
1969	Tennessee	17000	51
1969	Texas	6196000	50
1969	Virginia	11000	51
1970	Alabama	22000	34
1970	Arizona	163000	70
1970	Arkansas	210000	50
1970	California	290000	74
1970	Colorado	250000	40
1970	Georgia	27000	30
1970	Illinois	20000	56
1970	Indiana	13000	69
1970	Iowa	23000	77
1970	Kansas	3560000	41
1970	Kentucky	9000	56
1970	Louisiana	80000	36
1970	Mississippi	116000	45
1970	Missouri	242000	53
1970	Nebraska	1480000	51
1970	NewMexico	276000	56
1970	NorthCarolina	52000	53
1970	Oklahoma	555000	42
1970	SouthCarolina	10000	32
1970	SouthDakota	247000	34
1970	Tennessee	24000	48
1970	Texas	5886000	56
1970	Virginia	13000	45
1971	Alabama	70000	37
1971	Arizona	129000	73
1971	Arkansas	256000	47
1971	California	296000	71
1971	Colorado	3e+05	32
1971	Georgia	83000	35
1971	Illinois	130000	75
1971	Indiana	63000	80
1971	Iowa	1e+05	87
1971	Kansas	4325000	54
1971	Kentucky	38000	65
1971	Louisiana	78000	35
1971	Mississippi	150000	36
1971	Missouri	636000	75
1971	Nebraska	2057000	60
1971	NewMexico	353000	58
1971	NorthCarolina	120000	52
1971	Oklahoma	650000	36
1971	SouthCarolina	23000	39
1971	SouthDakota	350000	35
1971	Tennessee	76000	51
1971	Texas	5827000	52
1971	Virginia	32000	48
1972	Alabama	31000	32
1972	Arizona	107000	78
1972	Arkansas	157000	51
1972	California	242000	72
1972	Colorado	295000	34
1972	Georgia	30000	33
1972	Illinois	66000	70
1972	Indiana	29000	69
1972	Iowa	30000	82
1972	Kansas	3500000	62
1972	Kentucky	20000	68
1972	Louisiana	28000	35
1972	Mississippi	33000	43
1972	Missouri	380000	71
1972	Nebraska	1640000	72
1972	NewMexico	297000	65
1972	NorthCarolina	80000	55
1972	Oklahoma	485000	43
1972	SouthCarolina	16000	33
1972	SouthDakota	282000	48
1972	Tennessee	29000	53
1972	Texas	5420000	59
1972	Virginia	15000	48
1973	Alabama	29000	39
1973	Arizona	111000	72
1973	Arkansas	149000	45
1973	California	287000	70
1973	Colorado	260000	35
1973	Georgia	34000	39
1973	Illinois	66000	61
1973	Indiana	25000	71
1973	Iowa	22000	73
1973	Kansas	3900000	56
1973	Kentucky	17000	68
1973	Louisiana	18000	33
1973	Mississippi	30000	35
1973	Missouri	440000	70
1973	Nebraska	2e+06	68
1973	NewMexico	363000	54
1973	NorthCarolina	74000	58
1973	Oklahoma	6e+05	44
1973	SouthCarolina	18000	37
1973	SouthDakota	262000	43
1973	Tennessee	33000	51
1973	Texas	6950000	60
1973	Virginia	12000	47
1974	Alabama	29000	35
1974	Arizona	110000	78
1974	Arkansas	140000	43
1974	California	210000	72
1974	Colorado	265000	29
1974	Georgia	36000	39
1974	Illinois	80000	45
1974	Indiana	18000	45
1974	Iowa	16000	46
1974	Kansas	3320000	40
1974	Kentucky	26000	55
1974	Louisiana	22000	37
1974	Mississippi	38000	38
1974	Missouri	475000	50
1974	Nebraska	1900000	33
1974	NewMexico	220000	50
1974	NorthCarolina	80000	54
1974	Oklahoma	530000	36
1974	SouthCarolina	18000	40
1974	SouthDakota	234000	24
1974	Tennessee	31000	50
1974	Texas	6e+06	52
1974	Virginia	11000	47
1975	Alabama	33000	37
1975	Arizona	1e+05	68
1975	Arkansas	2e+05	49
1975	California	207000	72
1975	Colorado	290000	26
1975	Georgia	47000	40
1975	Illinois	60000	68
1975	Indiana	18000	60
1975	Iowa	26000	62
1975	Kansas	3500000	42
1975	Kentucky	21000	65
1975	Louisiana	19000	32
1975	Mississippi	38000	35
1975	Missouri	530000	53
1975	Nebraska	1900000	55
1975	NewMexico	310000	50
1975	NorthCarolina	83000	49
1975	Oklahoma	520000	38
1975	SouthCarolina	17000	39
1975	SouthDakota	247000	26
1975	Tennessee	26000	48
1975	Texas	7200000	52
1975	Virginia	11000	44
1976	Alabama	31000	35
1976	Arizona	40000	73
1976	Arkansas	310000	50
1976	California	210000	71
1976	Colorado	259000	28
1976	Georgia	45000	43
1976	Illinois	67000	59
1976	Indiana	21000	67
1976	Iowa	26000	65
1976	Kansas	3750000	44
1976	Kentucky	26000	60
1976	Louisiana	28000	35
1976	Mississippi	41000	37
1976	Missouri	660000	60
1976	Nebraska	2100000	57
1976	NewMexico	199000	60
1976	NorthCarolina	87000	49
1976	Oklahoma	565000	30
1976	SouthCarolina	15000	38
1976	SouthDakota	152000	23
1976	Tennessee	23000	52
1976	Texas	5800000	50.5
1976	Virginia	11000	43
1977	Alabama	27000	27
1977	Arizona	30000	80
1977	Arkansas	252000	52
1977	California	132000	73
1977	Colorado	285000	31
1977	Georgia	24000	28
1977	Illinois	64000	64
1977	Indiana	15000	78
1977	Iowa	32000	74
1977	Kansas	3800000	62
1977	Kentucky	27000	57
1977	Louisiana	20000	33
1977	Mississippi	24000	32
1977	Missouri	930000	73
1977	Nebraska	2070000	71
1977	NewMexico	245000	48
1977	NorthCarolina	70000	34
1977	Oklahoma	565000	38
1977	SouthCarolina	12000	20
1977	SouthDakota	343000	49
1977	Tennessee	20000	51
1977	Texas	4800000	48
1977	Virginia	10000	43
1978	Alabama	34000	37
1978	Arizona	25000	78
1978	Arkansas	2e+05	60
1978	California	135000	71
1978	Colorado	340000	31
1978	Georgia	43000	29
1978	Illinois	63000	68
1978	Indiana	15000	60
1978	Iowa	24000	75
1978	Kansas	3860000	51
1978	Kentucky	20000	62
1978	Louisiana	17000	34
1978	Mississippi	21000	38
1978	Missouri	850000	78
1978	Nebraska	1870000	75
1978	NewMexico	267000	46
1978	NorthCarolina	86000	47
1978	Oklahoma	485000	36
1978	SouthCarolina	15000	37
1978	SouthDakota	355000	50
1978	Tennessee	24000	51
1978	Texas	4650000	49
1978	Virginia	11000	47
1979	Alabama	28000	37
1979	Arizona	25000	71
1979	Arkansas	176000	62
1979	California	140000	75
1979	Colorado	340000	38
1979	Georgia	49000	39
1979	Illinois	70000	68
1979	Indiana	11000	50
1979	Iowa	19000	74
1979	Kansas	3570000	69
1979	Kentucky	29000	68
1979	Louisiana	18000	38
1979	Mississippi	33000	44
1979	Missouri	720000	80
1979	Nebraska	1920000	79
1979	NewMexico	258000	52
1979	NorthCarolina	75000	50
1979	Oklahoma	515000	45
1979	Pennsylvania	7000	75
1979	SouthCarolina	14000	41
