"year"	"crop"	"row"	"col"	"yield"
1927	"oats_straw"	2	4	228
1927	"oats_straw"	2	5	218
1927	"oats_straw"	2	6	269.5
1927	"oats_straw"	2	7	257
1927	"oats_straw"	2	8	261
1927	"oats_straw"	1	1	225
1927	"oats_straw"	1	2	241
1927	"oats_straw"	1	3	222.5
1927	"oats_straw"	1	4	235
1927	"oats_straw"	1	5	211
1927	"oats_straw"	1	6	249.5
1927	"oats_straw"	1	7	242
1927	"oats_straw"	1	8	273
1926	"swedes_leafwt"	6	2	613.5
1926	"swedes_leafwt"	6	3	601.5
1926	"swedes_leafwt"	6	4	816.5
1926	"swedes_leafwt"	6	5	899
1926	"swedes_leafwt"	6	6	882
1926	"swedes_leafwt"	6	7	890
1926	"swedes_leafwt"	6	8	782.5
1926	"swedes_leafwt"	5	1	600
1926	"swedes_leafwt"	5	2	604.5
1926	"swedes_leafwt"	5	3	632.5
1926	"swedes_leafwt"	5	4	634.5
1926	"swedes_leafwt"	5	5	841
1926	"swedes_leafwt"	5	6	691
1926	"swedes_leafwt"	5	7	665
1926	"swedes_leafwt"	5	8	978.5
1926	"swedes_leafwt"	4	1	600.5
1926	"swedes_leafwt"	4	2	599.5
1926	"swedes_leafwt"	4	3	575.5
1926	"swedes_leafwt"	4	4	568
1926	"swedes_leafwt"	4	5	606.5
1926	"swedes_leafwt"	4	6	794.5
1926	"swedes_leafwt"	4	7	741
1926	"swedes_leafwt"	4	8	762.5
1926	"swedes_leafwt"	3	1	611.5
1926	"swedes_leafwt"	3	2	639.5
1926	"swedes_leafwt"	3	3	718
1926	"swedes_leafwt"	3	4	707
1926	"swedes_leafwt"	3	5	676
1926	"swedes_leafwt"	3	6	614.5
1926	"swedes_leafwt"	3	7	654.5
1926	"swedes_leafwt"	3	8	730.5
1926	"swedes_leafwt"	2	1	791.5
1926	"swedes_leafwt"	2	2	741.5
1926	"swedes_leafwt"	2	3	683
1926	"swedes_leafwt"	2	4	719.5
1926	"swedes_leafwt"	2	5	758
1926	"swedes_leafwt"	2	6	641.5
1926	"swedes_leafwt"	2	7	594.5
1926	"swedes_leafwt"	2	8	613.5
1926	"swedes_leafwt"	1	1	478
1926	"swedes_leafwt"	1	2	522.5
1926	"swedes_leafwt"	1	3	568
1926	"swedes_leafwt"	1	4	586
1926	"swedes_leafwt"	1	5	512
1926	"swedes_leafwt"	1	6	497
1926	"swedes_leafwt"	1	7	541
1926	"swedes_leafwt"	1	8	509.5
1926	"swedes_rootwt"	6	2	3608
1926	"swedes_rootwt"	6	3	3936
1926	"swedes_rootwt"	6	4	4372
1926	"swedes_rootwt"	6	5	4488
1926	"swedes_rootwt"	6	6	4464
1926	"swedes_rootwt"	6	7	4436
1926	"swedes_rootwt"	6	8	4120
1926	"swedes_rootwt"	5	1	4080
1926	"swedes_rootwt"	5	2	4228
1926	"swedes_rootwt"	5	3	4452
1926	"swedes_rootwt"	5	4	4566
1926	"swedes_rootwt"	5	5	4594
1926	"swedes_rootwt"	5	6	4443
1926	"swedes_rootwt"	5	7	4504
1926	"swedes_rootwt"	5	8	4624
1926	"swedes_rootwt"	4	1	4056
1926	"swedes_rootwt"	4	2	3988
1926	"swedes_rootwt"	4	3	4188
1926	"swedes_rootwt"	4	4	4296
1926	"swedes_rootwt"	4	5	4327
1926	"swedes_rootwt"	4	6	4420
1926	"swedes_rootwt"	4	7	4402
1926	"swedes_rootwt"	4	8	4435
1926	"swedes_rootwt"	3	1	4056
1926	"swedes_rootwt"	3	2	4046
1926	"swedes_rootwt"	3	3	3996
1926	"swedes_rootwt"	3	4	4106
1926	"swedes_rootwt"	3	5	4292
1926	"swedes_rootwt"	3	6	4108
1926	"swedes_rootwt"	3	7	3950
1926	"swedes_rootwt"	3	8	4128
1926	"swedes_rootwt"	2	1	4224
1926	"swedes_rootwt"	2	2	4164
1926	"swedes_rootwt"	2	3	4228
1926	"swedes_rootwt"	2	4	4284
1926	"swedes_rootwt"	2	5	4276
1926	"swedes_rootwt"	2	6	4004
1926	"swedes_rootwt"	2	7	3956
1926	"swedes_rootwt"	2	8	4019
1926	"swedes_rootwt"	1	1	3811
1926	"swedes_rootwt"	1	2	4172
1926	"swedes_rootwt"	1	3	4019
1926	"swedes_rootwt"	1	4	4279
1926	"swedes_rootwt"	1	5	3547
1926	"swedes_rootwt"	1	6	3231
1926	"swedes_rootwt"	1	7	4143
1926	"swedes_rootwt"	1	8	3807
1926	"swedes_rootct"	6	2	1716
1926	"swedes_rootct"	6	3	1689
1926	"swedes_rootct"	6	4	1688
1926	"swedes_rootct"	6	5	1665
1926	"swedes_rootct"	6	6	1737
1926	"swedes_rootct"	6	7	1674
1926	"swedes_rootct"	6	8	1841
1926	"swedes_rootct"	5	1	1559
1926	"swedes_rootct"	5	2	1559
1926	"swedes_rootct"	5	3	1655
1926	"swedes_rootct"	5	4	1667
1926	"swedes_rootct"	5	5	1678
1926	"swedes_rootct"	5	6	1694
1926	"swedes_rootct"	5	7	1708
1926	"swedes_rootct"	5	8	1540
1926	"swedes_rootct"	4	1	1507
1926	"swedes_rootct"	4	2	1593
1926	"swedes_rootct"	4	3	1554
1926	"swedes_rootct"	4	4	1528
1926	"swedes_rootct"	4	5	1530
1926	"swedes_rootct"	4	6	1596
1926	"swedes_rootct"	4	7	1480
1926	"swedes_rootct"	4	8	1499
1926	"swedes_rootct"	3	1	1506
1926	"swedes_rootct"	3	2	1448
1926	"swedes_rootct"	3	3	1502
1926	"swedes_rootct"	3	4	1448
1926	"swedes_rootct"	3	5	1474
1926	"swedes_rootct"	3	6	1542
1926	"swedes_rootct"	3	7	1497
1926	"swedes_rootct"	3	8	1484
1926	"swedes_rootct"	2	1	1497
1926	"swedes_rootct"	2	2	1416
1926	"swedes_rootct"	2	3	1519
1926	"swedes_rootct"	2	4	1482
1926	"swedes_rootct"	2	5	1452
1926	"swedes_rootct"	2	6	1438
1926	"swedes_rootct"	2	7	1410
1926	"swedes_rootct"	2	8	1362
1926	"swedes_rootct"	1	1	1360
1926	"swedes_rootct"	1	2	1362
1926	"swedes_rootct"	1	3	1394
1926	"swedes_rootct"	1	4	1379
1926	"swedes_rootct"	1	5	1387
1926	"swedes_rootct"	1	6	1355
1926	"swedes_rootct"	1	7	1474
1926	"swedes_rootct"	1	8	1534
