year	state	acres	yield
1869	"Pennsylvania"	28000	19
1869	"Rhode Island"	1000	24.3
1869	"Tennessee"	4000	19
1869	"Texas"	2000	22
1869	"Vermont"	5000	25
1869	"Wisconsin"	63000	27
1870	"California"	398000	21
1870	"Connecticut"	1000	21.5
1870	"Illinois"	112000	23.5
1870	"Indiana"	15000	23.5
1870	"Iowa"	1e+05	22.5
1870	"Kansas"	4000	17.5
1870	"Kentucky"	12000	25
1870	"Maine"	28000	21.5
1870	"Massachusetts"	5000	24.5
1870	"Michigan"	36000	22.5
1870	"Minnesota"	78000	26
1870	"Missouri"	12000	19.5
1870	"Nebraska"	14000	19
1870	"Nevada"	12000	27.5
1870	"New Hampshire"	4000	19.5
1870	"New York"	290000	19.5
1870	"Ohio"	80000	24.5
1870	"Oregon"	7000	30.5
1870	"Pennsylvania"	26000	18
1870	"Rhode Island"	1000	23
1870	"Tennessee"	4000	18.5
1870	"Texas"	2000	20.5
1870	"Vermont"	5000	23.5
1870	"Wisconsin"	85000	24
1871	"California"	390000	13.5
1871	"Connecticut"	1000	22
1871	"Illinois"	81000	22.5
1871	"Indiana"	16000	24
1871	"Iowa"	115000	22.5
1871	"Kansas"	5000	20.5
1871	"Kentucky"	14000	24.5
1871	"Maine"	26000	20
1871	"Massachusetts"	5000	25.5
1871	"Michigan"	38000	22
1871	"Minnesota"	81000	25.5
1871	"Missouri"	10000	17.5
1871	"Nebraska"	24000	15.5
1871	"Nevada"	13000	28
1871	"New Hampshire"	4000	23
1871	"New York"	290000	23
1871	"Ohio"	80000	26
1871	"Oregon"	8000	28.5
1871	"Pennsylvania"	24000	18.5
1871	"Rhode Island"	1000	23
1871	"Tennessee"	4000	18
1871	"Texas"	2000	20.5
1871	"Vermont"	6000	23
1871	"Wisconsin"	110000	26.5
1872	"California"	440000	20.5
1872	"Connecticut"	1000	22
1872	"Illinois"	79000	22.7
1872	"Indiana"	17000	22.5
1872	"Iowa"	132000	22.5
1872	"Kansas"	8000	21.5
1872	"Kentucky"	16000	27.5
1872	"Maine"	23000	21.5
1872	"Massachusetts"	4000	25.5
1872	"Michigan"	39000	23
1872	"Minnesota"	71000	26.5
1872	"Missouri"	11000	18
1872	"Nebraska"	35000	24
1872	"Nevada"	13000	30
1872	"New Hampshire"	4000	21
1872	"New York"	275000	22
1872	"Ohio"	75000	25
1872	"Oregon"	11000	30.5
1872	"Pennsylvania"	23000	18
1872	"Rhode Island"	1000	22
1872	"Tennessee"	4000	19
1872	"Texas"	3000	25
1872	"Vermont"	6000	26
1872	"Wisconsin"	130000	25.5
1873	"California"	5e+05	19
1873	"Connecticut"	1000	21
1873	"Illinois"	99000	21
1873	"Indiana"	15000	22.5
1873	"Iowa"	148000	18
1873	"Kansas"	12000	19.5
1873	"Kentucky"	16000	24
1873	"Maine"	20000	20.5
1873	"Massachusetts"	4000	22.5
1873	"Michigan"	35000	21
1873	"Minnesota"	45000	24
1873	"Missouri"	13000	18.5
1873	"Nebraska"	45000	19
1873	"Nevada"	15000	28
1873	"New Hampshire"	4000	19.5
1873	"New York"	255000	20.5
1873	"Ohio"	55000	26.5
1873	"Oregon"	15000	33
1873	"Pennsylvania"	21000	17.5
1873	"Rhode Island"	1000	21.5
1873	"Tennessee"	4000	18
1873	"Texas"	3000	23
1873	"Vermont"	7000	18
1873	"Wisconsin"	140000	25.5
1874	"California"	560000	22
1874	"Connecticut"	1000	22
1874	"Illinois"	119000	23.8
1874	"Indiana"	15000	24
1874	"Iowa"	166000	21.5
1874	"Kansas"	14000	17
1874	"Kentucky"	15000	27
1874	"Maine"	18000	22
1874	"Massachusetts"	3000	25.5
1874	"Michigan"	48000	22.5
1874	"Minnesota"	36000	25
1874	"Missouri"	12000	19
1874	"Nebraska"	58000	17
1874	"Nevada"	18000	25
1874	"New Hampshire"	3000	23
1874	"New York"	270000	23
1874	"Ohio"	45000	27
1874	"Oregon"	17000	29
1874	"Pennsylvania"	20000	16.5
1874	"Rhode Island"	1000	21.5
1874	"Tennessee"	3000	20
1874	"Texas"	4000	20
1874	"Vermont"	7000	28
1874	"Wisconsin"	175000	20.5
1875	"California"	525000	14.5
1875	"Connecticut"	1000	22
1875	"Illinois"	113000	20
1875	"Indiana"	16000	18
1875	"Iowa"	223000	18
1875	"Kansas"	19000	12
1875	"Kentucky"	17000	17.5
1875	"Maine"	15000	22
1875	"Massachusetts"	3000	25.5
1875	"Michigan"	49000	25
1875	"Minnesota"	51000	25.5
1875	"Missouri"	12000	17
1875	"Nebraska"	70000	12
1875	"Nevada"	19000	26.5
1875	"New Hampshire"	3000	22.5
1875	"New York"	280000	22.5
1875	"Ohio"	45000	24
1875	"Oregon"	20000	29
1875	"Pennsylvania"	20000	18
1875	"Rhode Island"	1000	21
1875	"Tennessee"	3000	17.5
1875	"Texas"	4000	26
1875	"Vermont"	8000	29.5
1875	"Wisconsin"	185000	26
1876	"California"	660000	21
1876	"Connecticut"	1000	21.5
1876	"Illinois"	124000	17.7
1876	"Indiana"	17000	22
1876	"Iowa"	242000	18
1876	"Kansas"	27000	18
1876	"Kentucky"	18000	26.5
1876	"Maine"	14000	21
1876	"Massachusetts"	3000	23.5
1876	"Michigan"	51000	22.5
1876	"Minnesota"	89000	21
1876	"Missouri"	10000	18.5
1876	"Nebraska"	83000	17.5
1876	"Nevada"	22000	25.5
1876	"New Hampshire"	3000	22
1876	"New York"	295000	20.5
1876	"Ohio"	55000	27
1876	"Oregon"	21000	28
1876	"Pennsylvania"	20000	18
1876	"Rhode Island"	1000	20.5
1876	"Tennessee"	3000	17
1876	"Texas"	5000	22
1876	"Vermont"	9000	26
1876	"Wisconsin"	2e+05	22
1877	"California"	675000	11.5
1877	"Connecticut"	1000	22
1877	"Illinois"	83000	23
1877	"Indiana"	16000	24
1877	"Iowa"	230000	23
1877	"Kansas"	26000	21.5
1877	"Kentucky"	18000	27
1877	"Maine"	13000	21.5
1877	"Massachusetts"	3000	24.5
1877	"Michigan"	48000	24.5
1877	"Minnesota"	109000	25
1877	"Missouri"	8000	21.5
1877	"Nebraska"	89000	25.5
1877	"Nevada"	20000	23
1877	"New Hampshire"	3000	23.5
1877	"New York"	3e+05	23
1877	"Ohio"	60000	29
1877	"Oregon"	25000	35
1877	"Pennsylvania"	21000	18.5
1877	"Rhode Island"	1000	19
1877	"Tennessee"	3000	18
1877	"Texas"	5000	23
1877	"Vermont"	10000	27.5
1877	"Wisconsin"	195000	26.5
1878	"California"	620000	17.5
1878	"Connecticut"	1000	22.5
1878	"Illinois"	64000	22.2
1878	"Indiana"	15000	24
1878	"Iowa"	212000	20
1878	"Kansas"	27000	20.5
1878	"Kentucky"	19000	25
1878	"Maine"	12000	21
1878	"Massachusetts"	3000	22.5
1878	"Michigan"	50000	21.5
1878	"Minnesota"	107000	24.5
1878	"Missouri"	6000	18.5
1878	"Nebraska"	109000	19.5
1878	"Nevada"	20000	25
1878	"New Hampshire"	3000	21
1878	"New York"	320000	20.5
1878	"Ohio"	40000	30
1878	"Oregon"	27000	25
1878	"Pennsylvania"	22000	18.5
1878	"Rhode Island"	1000	23
1878	"Tennessee"	3000	20
1878	"Texas"	6000	21.5
1878	"Vermont"	11000	25.5
1878	"Wisconsin"	150000	22.5
1879	"California"	586000	21.3
1879	"Colorado"	4000	26
1879	"Connecticut"	1000	21.4
1879	"Illinois"	55000	22.2
1879	"Indiana"	16000	23.3
1879	"Iowa"	199000	20.2
1879	"Kansas"	24000	12.6
1879	"Kentucky"	20000	24.2
1879	"Maine"	11000	21.8
1879	"Massachusetts"	3000	25.3
1879	"Michigan"	55000	22.1
1879	"Minnesota"	116000	25.6
1879	"Missouri"	6000	19
1879	"Nebraska"	115000	15.1
1879	"Nevada"	19000	26.5
1879	"New Hampshire"	3000	22.5
1879	"New York"	357000	22
1879	"Ohio"	57000	29.7
1879	"Oregon"	29000	31.4
1879	"Pennsylvania"	24000	18.6
1879	"Rhode Island"	1000	24.9
1879	"Tennessee"	3000	11.5
1879	"Texas"	6000	13.2
1879	"Vermont"	11000	25.4
1879	"Virginia"	1000	17
1879	"Wisconsin"	204000	25
1880	"California"	610000	22.5
1880	"Colorado"	4000	27.5
1880	"Connecticut"	1000	22
1880	"Illinois"	50000	23
1880	"Indiana"	16000	22
1880	"Iowa"	2e+05	22.5
1880	"Kansas"	17000	7
1880	"Kentucky"	20000	24.5
1880	"Maine"	11000	21.5
1880	"Massachusetts"	3000	26.5
1880	"Michigan"	55000	22.5
1880	"Minnesota"	142000	25.5
1880	"Missouri"	5000	20.5
1880	"Nebraska"	90000	12
1880	"Nevada"	20000	29
1880	"New Hampshire"	4000	23
1880	"New York"	352000	22.5
1880	"Ohio"	75000	30.5
1880	"Oregon"	29000	29
1880	"Pennsylvania"	23000	19
1880	"Rhode Island"	1000	26
1880	"Tennessee"	3000	15.5
1880	"Texas"	6000	19.5
1880	"Vermont"	12000	26
1880	"Virginia"	1000	17
1880	"Wisconsin"	240000	24
1881	"California"	660000	18
1881	"Colorado"	5000	27
1881	"Connecticut"	1000	22
1881	"Illinois"	49000	20
1881	"Indiana"	15000	23
1881	"Iowa"	220000	19
1881	"Kansas"	6000	14
1881	"Kentucky"	18000	20.5
1881	"Maine"	11000	22.5
1881	"Massachusetts"	3000	24.5
1881	"Michigan"	56000	23.5
1881	"Minnesota"	235000	25
1881	"Missouri"	5000	16
1881	"Nebraska"	80000	19.5
1881	"Nevada"	18000	30
1881	"New Hampshire"	4000	22.5
1881	"New York"	356000	25
1881	"Ohio"	70000	29
1881	"Oregon"	29000	33
1881	"Pennsylvania"	22000	19.5
1881	"Rhode Island"	1000	23
1881	"Tennessee"	3000	17.5
1881	"Texas"	5000	20
1881	"Vermont"	13000	27
1881	"Virginia"	1000	16
1881	"Wisconsin"	315000	26.5
1882	"Arizona"	13000	27
1882	"California"	660000	23
1882	"Colorado"	5000	27.5
1882	"Connecticut"	1000	22
1882	"Idaho"	11000	27.5
1882	"Illinois"	48000	24.2
1882	"Indiana"	16000	24
1882	"Iowa"	230000	22.5
1882	"Kansas"	9000	24.5
1882	"Kentucky"	19000	28
1882	"Maine"	11000	21
1882	"Massachusetts"	3000	25.5
1882	"Michigan"	60000	26
1882	"Minnesota"	310000	26.5
1882	"Missouri"	5000	23
1882	"Montana"	2000	41
1882	"Nebraska"	72000	25.5
1882	"Nevada"	16000	33
1882	"New Hampshire"	4000	21
1882	"New Mexico"	3000	28
1882	"New York"	359000	24
1882	"North Dakota"	15000	25.5
1882	"Ohio"	75000	27.5
1882	"Oregon"	30000	29.5
1882	"Pennsylvania"	21000	20.5
1882	"Rhode Island"	1000	21.5
1882	"South Dakota"	13000	22.5
1882	"Tennessee"	3000	19.5
1882	"Texas"	5000	19
1882	"Utah"	11000	22
1882	"Vermont"	13000	27
1882	"Virginia"	1000	16
1882	"Washington"	24000	28
1882	"Wisconsin"	365000	26.5
1883	"Arizona"	13000	27
1883	"California"	640000	18.5
1883	"Colorado"	6000	27
1883	"Connecticut"	1000	22
1883	"Idaho"	12000	32.5
1883	"Illinois"	45000	25
1883	"Indiana"	15000	21
1883	"Iowa"	245000	24
1883	"Kansas"	16000	21.5
1883	"Kentucky"	18000	25
1883	"Maine"	11000	23.5
1883	"Massachusetts"	3000	24
1883	"Michigan"	64000	22.5
1883	"Minnesota"	320000	25
1883	"Missouri"	5000	21.5
1883	"Montana"	2000	39.5
1883	"Nebraska"	89000	23
1883	"Nevada"	13000	30
1883	"New Hampshire"	4000	23
1883	"New Mexico"	3000	28
1883	"New York"	358000	24.5
1883	"North Dakota"	16000	24.5
1883	"Ohio"	60000	22
1883	"Oregon"	33000	27.5
1883	"Pennsylvania"	21000	21
1883	"Rhode Island"	1000	23
1883	"South Dakota"	15000	21.5
1883	"Tennessee"	4000	17
1883	"Texas"	5000	17
1883	"Utah"	11000	28
1883	"Vermont"	13000	26
1883	"Virginia"	1000	15
1883	"Washington"	31000	26
1883	"Wisconsin"	380000	26
1884	"Arizona"	16000	27
1884	"California"	670000	24.5
1884	"Colorado"	7000	27.5
1884	"Connecticut"	1000	21.5
1884	"Idaho"	13000	28
1884	"Illinois"	44000	26.5
1884	"Indiana"	21000	24
1884	"Iowa"	280000	24.5
1884	"Kansas"	21000	26.5
1884	"Kentucky"	17000	29
1884	"Maine"	12000	23
1884	"Massachusetts"	2000	23
1884	"Michigan"	70000	24.5
1884	"Minnesota"	340000	25.5
1884	"Missouri"	5000	22
1884	"Montana"	3000	38.5
1884	"Nebraska"	121000	21
1884	"Nevada"	14000	37
1884	"New Hampshire"	4000	21
1884	"New Mexico"	3000	29.5
1884	"New York"	354000	22.5
1884	"North Dakota"	57000	23
1884	"Ohio"	40000	30.5
1884	"Oregon"	34000	30.5
1884	"Pennsylvania"	20000	22
1884	"Rhode Island"	1000	21.5
1884	"South Dakota"	50000	20.5
1884	"Tennessee"	4000	16.5
1884	"Texas"	5000	16
1884	"Utah"	11000	28.5
1884	"Vermont"	14000	25
1884	"Virginia"	1000	15
1884	"Washington"	39000	33.5
1884	"Wisconsin"	4e+05	29
1885	"Arizona"	16000	28
1885	"California"	730000	18
1885	"Colorado"	8000	27.5
1885	"Connecticut"	1000	22
1885	"Idaho"	14000	26
1885	"Illinois"	44000	26
1885	"Indiana"	15000	23
1885	"Iowa"	325000	24
1885	"Kansas"	22000	18
1885	"Kentucky"	14000	21
1885	"Maine"	12000	23.5
1885	"Massachusetts"	2000	23.5
1885	"Michigan"	77000	24
1885	"Minnesota"	345000	24
1885	"Missouri"	4000	21
1885	"Montana"	3000	39.5
1885	"Nebraska"	151000	23.5
1885	"Nevada"	13000	33
1885	"New Hampshire"	4000	24
1885	"New Mexico"	2000	28.5
1885	"New York"	340000	23
1885	"North Dakota"	51000	24.5
1885	"Ohio"	30000	24
1885	"Oregon"	35000	29.5
1885	"Pennsylvania"	20000	22.5
1885	"Rhode Island"	1000	22.5
1885	"South Dakota"	55000	22
1885	"Tennessee"	4000	15
1885	"Texas"	5000	16
1885	"Utah"	11000	29
1885	"Vermont"	15000	26
1885	"Virginia"	1000	17
1885	"Washington"	42000	30.5
1885	"Wisconsin"	450000	23
1886	"Arizona"	16000	27
1886	"California"	750000	24.5
1886	"Colorado"	12000	27
1886	"Connecticut"	1000	22
1886	"Idaho"	13000	26
1886	"Illinois"	45000	26.5
1886	"Indiana"	21000	23.5
1886	"Iowa"	375000	25
1886	"Kansas"	24000	18
1886	"Kentucky"	13000	29
1886	"Maine"	12000	23.5
1886	"Massachusetts"	2000	23.5
1886	"Michigan"	82000	22
1886	"Minnesota"	405000	24.5
1886	"Missouri"	4000	23
1886	"Montana"	4000	38
1886	"Nebraska"	148000	21.5
1886	"Nevada"	13000	30
1886	"New Hampshire"	5000	23.5
1886	"New Mexico"	2000	29
1886	"New York"	351000	23
1886	"North Dakota"	30000	19
1886	"Ohio"	35000	29.5
1886	"Oregon"	35000	26
1886	"Pennsylvania"	21000	23
1886	"Rhode Island"	1000	23
1886	"South Dakota"	68000	14.5
1886	"Tennessee"	4000	13.5
1886	"Texas"	4000	13.5
1886	"Utah"	11000	23
1886	"Vermont"	16000	27
1886	"Virginia"	1000	18
1886	"Washington"	43000	29
1886	"Wisconsin"	460000	26
1887	"Arizona"	16000	28
1887	"California"	825000	24.5
1887	"Colorado"	11000	27
1887	"Connecticut"	1000	21.5
1887	"Idaho"	14000	28
1887	"Illinois"	47000	22
1887	"Indiana"	20000	23.5
1887	"Iowa"	440000	20.5
1887	"Kansas"	21000	11
1887	"Kentucky"	10000	26.5
1887	"Maine"	12000	23.5
1887	"Massachusetts"	2000	20.5
1887	"Michigan"	87000	20
1887	"Minnesota"	385000	23
1887	"Missouri"	4000	23
1887	"Montana"	5000	39
1887	"Nebraska"	2e+05	13.5
1887	"Nevada"	8000	31.5
1887	"New Hampshire"	5000	22
1887	"New Mexico"	2000	26.5
1887	"New York"	340000	20
1887	"North Dakota"	65000	21
1887	"Ohio"	40000	28.5
1887	"Oregon"	36000	29
1887	"Pennsylvania"	21000	22
1887	"Rhode Island"	1000	22.5
1887	"South Dakota"	82000	18
1887	"Tennessee"	4000	14
1887	"Texas"	4000	13
1887	"Utah"	11000	26
1887	"Vermont"	16000	26
1887	"Virginia"	1000	17
1887	"Washington"	47000	29.5
1887	"Wisconsin"	475000	23.5
1888	"Arizona"	18000	26
1888	"California"	810000	22.5
1888	"Colorado"	12000	26
1888	"Connecticut"	1000	21.5
1888	"Idaho"	14000	27.5
1888	"Illinois"	43000	28
1888	"Indiana"	19000	21
1888	"Iowa"	455000	21.5
1888	"Kansas"	6000	26.5
1888	"Kentucky"	7000	28.5
1888	"Maine"	12000	23.5
1888	"Massachusetts"	2000	22
1888	"Michigan"	90000	25
1888	"Minnesota"	440000	22.5
1888	"Missouri"	4000	23
1888	"Montana"	5000	39
1888	"Nebraska"	182000	18
1888	"Nevada"	8000	30
1888	"New Hampshire"	5000	23
1888	"New Mexico"	1000	29.5
1888	"New York"	343000	23
1888	"North Dakota"	73000	22
1888	"Ohio"	25000	22.5
1888	"Oregon"	39000	29
1888	"Pennsylvania"	21000	24
1888	"Rhode Island"	1000	22.5
1888	"South Dakota"	96000	19
1888	"Tennessee"	4000	13
1888	"Texas"	3000	12
1888	"Utah"	11000	27
1888	"Vermont"	16000	24.5
1888	"Virginia"	2000	15
1888	"Washington"	50000	30
1888	"Wisconsin"	465000	27
1889	"Arizona"	18000	23.8
1889	"California"	816000	21.5
1889	"Colorado"	12000	27.4
1889	"Connecticut"	1000	21.1
1889	"Idaho"	14000	23.6
1889	"Illinois"	46000	28.9
1889	"Indiana"	10000	24.3
1889	"Iowa"	520000	25.8
1889	"Kansas"	7000	23
1889	"Kentucky"	6000	28.7
1889	"Maine"	12000	23.9
1889	"Maryland"	1000	23
1889	"Massachusetts"	2000	21.7
1889	"Michigan"	99000	25.4
1889	"Minnesota"	360000	25.4
1889	"Missouri"	4000	23.2
1889	"Montana"	5000	34.6
1889	"Nebraska"	140000	22.1
1889	"Nevada"	8000	29.4
1889	"New Hampshire"	5000	22.8
1889	"New Mexico"	1000	23.6
1889	"New York"	349000	23.5
1889	"North Dakota"	126000	14.4
1889	"Ohio"	40000	28.6
1889	"Oregon"	38000	23.2
1889	"Pennsylvania"	21000	23.6
1889	"Rhode Island"	1000	22.1
1889	"South Dakota"	127000	9.3
1889	"Tennessee"	4000	17.8
1889	"Texas"	3000	17.3
1889	"Utah"	11000	25.4
1889	"Vermont"	16000	25.6
1889	"Virginia"	2000	20
1889	"Washington"	52000	24.6
1889	"Wisconsin"	475000	32
1890	"Arizona"	18000	24
1890	"California"	680000	19
1890	"Colorado"	13000	24
1890	"Idaho"	14000	21
1890	"Illinois"	45000	23
1890	"Indiana"	11000	22.5
1890	"Iowa"	525000	24
1890	"Kansas"	18000	22
1890	"Kentucky"	6000	23
1890	"Maine"	14000	23
1890	"Maryland"	1000	19
1890	"Massachusetts"	2000	17
1890	"Michigan"	98000	20
1890	"Minnesota"	385000	25
1890	"Missouri"	4000	21
1890	"Montana"	6000	37.5
1890	"Nebraska"	165000	13.5
1890	"Nevada"	8000	28.5
1890	"New Hampshire"	5000	20
1890	"New Mexico"	2000	22.5
1890	"New York"	301000	15
1890	"North Dakota"	116000	18
1890	"Ohio"	40000	27.5
1890	"Oregon"	42000	27.5
1890	"Pennsylvania"	20000	21.5
1890	"South Dakota"	140000	14.5
1890	"Tennessee"	4000	16
1890	"Texas"	3000	11
1890	"Utah"	11000	31
1890	"Vermont"	17000	21.5
1890	"Virginia"	2000	18
1890	"Washington"	59000	28
1890	"Wisconsin"	475000	27
1891	"Arizona"	18000	24
1891	"California"	820000	25.5
1891	"Colorado"	14000	28
1891	"Idaho"	15000	29
1891	"Illinois"	54000	29
1891	"Indiana"	13000	25
1891	"Iowa"	540000	27.5
1891	"Kansas"	26000	27
1891	"Kentucky"	6000	28
1891	"Maine"	14000	25.5
1891	"Maryland"	1000	24
1891	"Massachusetts"	2000	20.5
1891	"Michigan"	101000	22.5
1891	"Minnesota"	475000	27
1891	"Missouri"	4000	21
1891	"Montana"	7000	39
1891	"Nebraska"	148000	23.5
1891	"Nevada"	9000	32.5
1891	"New Hampshire"	4000	25.5
1891	"New Mexico"	2000	24.5
1891	"New York"	296000	24.5
1891	"North Dakota"	167000	24.5
1891	"Ohio"	25000	29.5
1891	"Oregon"	46000	30
1891	"Pennsylvania"	20000	23.5
1891	"South Dakota"	150000	22.5
1891	"Tennessee"	4000	16.5
1891	"Texas"	3000	23
1891	"Utah"	11000	34.5
1891	"Vermont"	17000	27.5
1891	"Virginia"	2000	21
1891	"Washington"	66000	26
1891	"Wisconsin"	510000	28.5
1892	"Arizona"	19000	24.5
1892	"California"	860000	24
1892	"Colorado"	16000	27
1892	"Idaho"	15000	26.5
1892	"Illinois"	52000	23.5
1892	"Indiana"	11000	24
1892	"Iowa"	565000	26
1892	"Kansas"	44000	23.5
1892	"Kentucky"	6000	26
1892	"Maine"	14000	25.5
1892	"Maryland"	1000	20.5
1892	"Massachusetts"	2000	22
1892	"Michigan"	91000	22.5
1892	"Minnesota"	610000	24.5
1892	"Missouri"	4000	22
1892	"Montana"	8000	38.5
1892	"Nebraska"	118000	19
1892	"Nevada"	9000	32
1892	"New Hampshire"	4000	25
1892	"New Mexico"	2000	25
1892	"New York"	275000	24.5
1892	"North Dakota"	225000	23
1892	"Ohio"	20000	31.5
1892	"Oregon"	49000	26.5
1892	"Pennsylvania"	19000	23
1892	"South Dakota"	170000	20
1892	"Tennessee"	4000	17.5
1892	"Texas"	4000	23.5
1892	"Utah"	11000	33
1892	"Vermont"	17000	27
1892	"Virginia"	2000	22
1892	"Washington"	70000	26
1892	"Wisconsin"	540000	27.5
1893	"Arizona"	19000	21.5
1893	"California"	780000	26
1893	"Colorado"	18000	25.5
1893	"Idaho"	15000	27
1893	"Illinois"	38000	26
1893	"Indiana"	10000	25.5
1893	"Iowa"	570000	26
1893	"Kansas"	67000	7
1893	"Kentucky"	5000	28
1893	"Maine"	13000	25
1893	"Maryland"	1000	27
1893	"Massachusetts"	2000	23.5
1893	"Michigan"	80000	20
1893	"Minnesota"	550000	25.5
1893	"Missouri"	4000	20
1893	"Montana"	10000	32.5
1893	"Nebraska"	111000	13
1893	"Nevada"	8000	30
1893	"New Hampshire"	4000	25.5
1893	"New Mexico"	2000	23
1893	"New York"	230000	20.5
1893	"North Dakota"	255000	20
1893	"Ohio"	20000	30.5
1893	"Oregon"	51000	28
1893	"Pennsylvania"	18000	20
1893	"South Dakota"	195000	12
1893	"Tennessee"	3000	19
1893	"Texas"	4000	14.5
1893	"Utah"	10000	30.5
1893	"Vermont"	17000	27.5
1893	"Virginia"	2000	19
1893	"Washington"	72000	28
1893	"Wisconsin"	505000	26
1894	"Arizona"	18000	22
1894	"California"	760000	14
1894	"Colorado"	18000	26
1894	"Idaho"	17000	31
1894	"Illinois"	34000	22.5
1894	"Indiana"	11000	26
1894	"Iowa"	575000	19.5
1894	"Kansas"	37000	6
1894	"Kentucky"	4000	28
1894	"Maine"	13000	26
1894	"Maryland"	1000	23
1894	"Massachusetts"	2000	20.5
1894	"Michigan"	75000	21.5
1894	"Minnesota"	585000	27
1894	"Missouri"	4000	20.5
1894	"Montana"	11000	39.5
1894	"Nebraska"	96000	5
1894	"Nevada"	8000	29
1894	"New Hampshire"	4000	26.5
1894	"New Mexico"	2000	26.5
1894	"New York"	212000	18.5
1894	"North Dakota"	270000	19
1894	"Ohio"	35000	32.5
1894	"Oregon"	52000	30
1894	"Pennsylvania"	17000	22
1894	"South Dakota"	180000	4.5
1894	"Tennessee"	3000	14
1894	"Texas"	4000	15.5
1894	"Utah"	10000	33.5
1894	"Vermont"	17000	31.5
1894	"Virginia"	2000	17
1894	"Washington"	82000	22
1894	"Wisconsin"	480000	30.5
1895	"Arizona"	18000	27.5
1895	"California"	980000	21
1895	"Colorado"	20000	28
1895	"Idaho"	19000	28
1895	"Illinois"	22000	22
1895	"Indiana"	11000	18.5
1895	"Iowa"	570000	28.5
1895	"Kansas"	49000	11.5
1895	"Kentucky"	3000	22.5
1895	"Maine"	11000	27.5
1895	"Maryland"	1000	30
1895	"Massachusetts"	2000	25
1895	"Michigan"	69000	19.5
1895	"Minnesota"	770000	28.5
1895	"Missouri"	2000	21
1895	"Montana"	13000	27
1895	"Nebraska"	87000	20.5
1895	"Nevada"	8000	29
1895	"New Hampshire"	3000	28.5
1895	"New Mexico"	2000	25.5
1895	"New York"	187000	25.5
1895	"North Dakota"	350000	24
1895	"Ohio"	50000	24
1895	"Oregon"	55000	22.5
1895	"Pennsylvania"	13000	22.5
1895	"South Dakota"	205000	16.5
1895	"Tennessee"	2000	23
1895	"Texas"	4000	18.5
1895	"Utah"	10000	33
1895	"Vermont"	18000	32.5
1895	"Virginia"	2000	25
1895	"Washington"	99000	25.5
1895	"Wisconsin"	530000	29.5
1896	"Arizona"	18000	28
1896	"California"	960000	20
1896	"Colorado"	19000	21.5
1896	"Idaho"	21000	13
1896	"Illinois"	22000	25
1896	"Indiana"	10000	24
1896	"Iowa"	6e+05	29.5
