row	col	yield	year
18	2	77	1931
19	2	24	1931
20	2	59	1931
21	2	67	1931
22	2	64	1931
23	2	68	1931
24	2	62	1931
25	2	62	1931
26	2	55	1931
27	2	62	1931
28	2	54	1931
29	2	64	1931
30	2	69	1931
31	2	66	1931
32	2	77	1931
33	2	68	1931
34	2	72	1931
35	2	60	1931
36	2	67	1931
37	2	67	1931
38	2	68	1931
39	2	59	1931
40	2	62	1931
1	3	79	1931
2	3	72	1931
3	3	83	1931
4	3	74	1931
5	3	75	1931
6	3	100	1931
7	3	80	1931
8	3	88	1931
9	3	87	1931
10	3	86	1931
11	3	78	1931
12	3	86	1931
13	3	84	1931
14	3	71	1931
15	3	77	1931
16	3	74	1931
17	3	73	1931
18	3	68	1931
19	3	65	1931
20	3	57	1931
21	3	57	1931
22	3	53	1931
23	3	58	1931
24	3	71	1931
25	3	56	1931
26	3	81	1931
27	3	105	1931
28	3	79	1931
29	3	80	1931
30	3	95	1931
31	3	80	1931
32	3	72	1931
33	3	41	1931
34	3	85	1931
35	3	65	1931
36	3	77	1931
37	3	61	1931
38	3	54	1931
39	3	36	1931
40	3	49	1931
1	4	131	1931
2	4	79	1931
3	4	51	1931
4	4	54	1931
5	4	39	1931
6	4	45	1931
7	4	41	1931
8	4	41	1931
9	4	62	1931
10	4	78	1931
11	4	72	1931
12	4	84	1931
13	4	84	1931
14	4	72	1931
15	4	80	1931
16	4	55	1931
17	4	68	1931
18	4	48	1931
19	4	50	1931
20	4	59	1931
21	4	52	1931
22	4	57	1931
23	4	50	1931
24	4	37	1931
25	4	40	1931
26	4	41	1931
27	4	27	1931
28	4	33	1931
29	4	22	1931
30	4	20	1931
31	4	14	1931
32	4	14	1931
33	4	9	1931
34	4	7	1931
35	4	14	1931
36	4	13	1931
37	4	7	1931
38	4	8	1931
39	4	5	1931
40	4	4	1931
1	1	96	1932
2	1	97	1932
3	1	93	1932
4	1	70	1932
5	1	71	1932
6	1	97	1932
7	1	90	1932
8	1	81	1932
9	1	96	1932
10	1	96	1932
11	1	108	1932
12	1	97	1932
13	1	104	1932
14	1	121	1932
15	1	159	1932
16	1	163	1932
17	1	163	1932
18	1	136	1932
19	1	174	1932
20	1	150	1932
21	1	176	1932
22	1	185	1932
23	1	253	1932
24	1	153	1932
25	1	197	1932
26	1	205	1932
27	1	160	1932
28	1	158	1932
29	1	176	1932
30	1	164	1932
31	1	147	1932
32	1	155	1932
33	1	165	1932
34	1	103	1932
35	1	152	1932
36	1	151	1932
37	1	186	1932
38	1	119	1932
39	1	133	1932
40	1	161	1932
1	2	133	1932
2	2	110	1932
3	2	82	1932
4	2	108	1932
5	2	99	1932
6	2	108	1932
7	2	111	1932
8	2	112	1932
9	2	122	1932
10	2	110	1932
11	2	104	1932
12	2	127	1932
13	2	112	1932
14	2	142	1932
15	2	134	1932
16	2	151	1932
17	2	132	1932
18	2	141	1932
19	2	125	1932
20	2	160	1932
21	2	131	1932
22	2	146	1932
23	2	132	1932
24	2	125	1932
25	2	154	1932
26	2	143	1932
27	2	178	1932
28	2	165	1932
29	2	160	1932
30	2	155	1932
31	2	157	1932
32	2	132	1932
33	2	128	1932
34	2	127	1932
35	2	144	1932
36	2	141	1932
37	2	155	1932
38	2	130	1932
39	2	137	1932
40	2	139	1932
1	3	136	1932
2	3	104	1932
3	3	128	1932
4	3	121	1932
5	3	133	1932
6	3	102	1932
7	3	128	1932
8	3	124	1932
9	3	137	1932
10	3	118	1932
11	3	162	1932
12	3	164	1932
13	3	176	1932
14	3	143	1932
15	3	170	1932
16	3	155	1932
17	3	127	1932
18	3	135	1932
19	3	116	1932
20	3	124	1932
21	3	164	1932
22	3	91	1932
23	3	132	1932
24	3	110	1932
25	3	103	1932
26	3	121	1932
27	3	117	1932
28	3	133	1932
29	3	83	1932
30	3	119	1932
31	3	129	1932
32	3	125	1932
33	3	144	1932
34	3	140	1932
35	3	122	1932
36	3	138	1932
37	3	122	1932
38	3	130	1932
39	3	115	1932
40	3	118	1932
1	4	128	1932
2	4	115	1932
3	4	128	1932
4	4	133	1932
5	4	138	1932
6	4	145	1932
7	4	171	1932
8	4	120	1932
9	4	150	1932
10	4	127	1932
11	4	107	1932
12	4	64	1932
13	4	119	1932
14	4	153	1932
15	4	123	1932
16	4	113	1932
17	4	98	1932
18	4	118	1932
19	4	98	1932
20	4	73	1932
21	4	74	1932
22	4	97	1932
23	4	93	1932
24	4	90	1932
25	4	106	1932
26	4	107	1932
27	4	109	1932
28	4	111	1932
29	4	116	1932
30	4	84	1932
31	4	108	1932
32	4	82	1932
33	4	102	1932
34	4	92	1932
35	4	98	1932
36	4	75	1932
37	4	53	1932
38	4	68	1932
39	4	60	1932
40	4	51	1932
