year	state	acres	yield
1897	Mississippi	2917000	252
1897	Missouri	59000	221
1897	NorthCarolina	1228000	254
1897	Oklahoma	536000	286
1897	SouthCarolina	2216000	224
1897	Tennessee	741000	175
1897	Texas	7159000	190
1897	Virginia	31000	202
1898	Alabama	3274000	177
1898	Arkansas	1755000	258
1898	Florida	209000	82
1898	Georgia	3540000	192
1898	Louisiana	1378000	257
1898	Mississippi	2886000	213
1898	Missouri	51000	316
1898	NorthCarolina	1146000	271
1898	Oklahoma	530000	295
1898	SouthCarolina	2134000	239
1898	Tennessee	699000	228
1898	Texas	7084000	234
1898	Virginia	29000	236
1899	Alabama	3203000	161
1899	Arkansas	1639000	206
1899	Florida	205000	116
1899	Georgia	3521000	167
1899	Louisiana	1378000	243
1899	Mississippi	2902000	204
1899	Missouri	40000	243
1899	NorthCarolina	1004000	209
1899	Oklahoma	636000	163
1899	SouthCarolina	2070000	193
1899	Tennessee	593000	171
1899	Texas	6950000	180
1899	Virginia	22000	187
1900	Alabama	3201000	153
1900	Arkansas	1754000	222
1900	Florida	209000	112
1900	Georgia	3422000	168
1900	Louisiana	1480000	228
1900	Mississippi	3092000	162
1900	Missouri	49000	270
1900	NorthCarolina	989000	230
1900	Oklahoma	766000	224
1900	SouthCarolina	1963000	182
1900	Tennessee	571000	186
1900	Texas	7363000	224
1900	Virginia	27000	194
1901	Alabama	3512000	150
1901	Arkansas	1839000	187
1901	Florida	229000	105
1901	Georgia	3695000	170
1901	Louisiana	1603000	251
1901	Mississippi	3210000	187
1901	Missouri	64000	230
1901	NorthCarolina	1100000	180
1901	Oklahoma	958000	190
1901	SouthCarolina	2076000	159
1901	Tennessee	630000	150
1901	Texas	8105000	148
1901	Virginia	29000	212
1902	Alabama	3390000	135
1902	Arkansas	1802000	258
1902	Florida	258000	110
1902	Georgia	3828000	178
1902	Louisiana	1632000	259
1902	Mississippi	3354000	206
1902	Missouri	64000	320
1902	NorthCarolina	1071000	245
1902	Oklahoma	1162000	226
1902	Otherstates	3000	187
1902	SouthCarolina	2135000	207
1902	Tennessee	626000	243
1902	Texas	8206000	146
1902	Virginia	30000	248
1903	Alabama	3105000	152
1903	Arkansas	1872000	188
1903	Florida	214000	118
1903	Georgia	3985000	152
1903	Louisiana	1640000	241
1903	Mississippi	3591000	191
1903	Missouri	72000	252
1903	NorthCarolina	1162000	217
1903	Oklahoma	1157000	193
1903	Otherstates	2000	174
1903	SouthCarolina	2148000	175
1903	Tennessee	663000	180
1903	Texas	8117000	146
1903	Virginia	34000	184
1904	Alabama	3394000	204
1904	Arkansas	1998000	223
1904	Florida	276000	138
1904	Georgia	3919000	230
1904	Louisiana	1836000	284
1904	Mississippi	3841000	224
1904	Missouri	84000	294
1904	NorthCarolina	1358000	247
1904	Oklahoma	1682000	229
1904	Otherstates	5000	206
1904	SouthCarolina	2243000	245
1904	Tennessee	751000	210
1904	Texas	8658000	174
1904	Virginia	32000	241
1905	Alabama	3255000	182
1905	Arkansas	1743000	170
1905	Florida	270000	123
1905	Georgia	3829000	210
1905	Louisiana	1565000	157
1905	Mississippi	3354000	171
1905	Missouri	72000	284
1905	NorthCarolina	1240000	238
1905	Oklahoma	1614000	201
1905	Otherstates	4000	187
1905	SouthCarolina	2092000	246
1905	Tennessee	667000	200
1905	Texas	8018000	152
1905	Virginia	30000	237
1906	Alabama	3510000	172
1906	Arkansas	1996000	226
1906	Florida	292000	92
1906	Georgia	4475000	170
1906	Louisiana	1637000	289
1906	Mississippi	3628000	202
1906	Missouri	88000	296
1906	NorthCarolina	1328000	208
1906	Oklahoma	2098000	205
1906	Otherstates	5000	202
1906	SouthCarolina	2349000	178
1906	Tennessee	701000	209
1906	Texas	9265000	216
1906	Virginia	32000	207
1907	Alabama	3304000	161
1907	Arkansas	1883000	197
1907	Florida	245000	98
1907	Georgia	4449000	195
1907	Louisiana	1548000	209
1907	Mississippi	3443000	204
1907	Missouri	68000	255
1907	NorthCarolina	1300000	222
1907	Oklahoma	2319000	178
1907	Otherstates	7000	179
1907	SouthCarolina	2226000	240
1907	Tennessee	652000	202
1907	Texas	9262000	119
1907	Virginia	23000	191
1908	Alabama	3494000	184
1908	Arkansas	2019000	245
1908	Florida	266000	115
1908	Georgia	4590000	201
1908	Louisiana	1380000	163
1908	Mississippi	3445000	230
1908	Missouri	90000	330
1908	NorthCarolina	1191000	259
1908	Oklahoma	2189000	151
1908	Otherstates	6000	195
1908	SouthCarolina	2299000	243
1908	Tennessee	720000	229
1908	Texas	9377000	195
1908	Virginia	25000	235
1909	Alabama	3466000	141
1909	Arkansas	1951000	175
1909	Florida	262000	102
1909	Georgia	4536000	190
1909	Louisiana	931000	130
1909	Mississippi	3237000	160
1909	Missouri	79000	273
1909	NorthCarolina	1198000	239
1909	Oklahoma	1974000	132
1909	Otherstates	7000	154
1909	SouthCarolina	2273000	231
1909	Tennessee	715000	165
1909	Texas	9900000	122
1909	Virginia	26000	185
1910	Alabama	3456000	165
1910	Arkansas	1975000	199
1910	California	8000	358
1910	Florida	282000	103
1910	Georgia	4539000	186
1910	Louisiana	870000	135
1910	Mississippi	3322000	182
1910	Missouri	98000	291
1910	NorthCarolina	1251000	269
1910	Oklahoma	2324000	190
1910	Otherstates	12000	166
1910	SouthCarolina	2404000	231
1910	Tennessee	722000	220
1910	Texas	10212000	143
1910	Virginia	33000	214
1911	Alabama	3833000	214
1911	Arkansas	2072000	217
1911	California	12000	390
1911	Florida	319000	128
1911	Georgia	4958000	267
1911	Louisiana	938000	196
1911	Mississippi	3389000	170
1911	Missouri	125000	371
1911	NorthCarolina	1500000	342
1911	Oklahoma	3056000	160
1911	Otherstates	17000	209
1911	SouthCarolina	2589000	304
1911	Tennessee	804000	268
1911	Texas	11261000	181
1911	Virginia	43000	332
1912	Alabama	3561000	180
1912	Arizona	400	300
1912	Arkansas	1895000	200
1912	California	9000	465
1912	Florida	223000	118
1912	Georgia	4690000	181
1912	Louisiana	922000	195
1912	Mississippi	2863000	175
1912	Missouri	97000	275
1912	NorthCarolina	1379000	299
1912	Oklahoma	2587000	189
1912	Otherstates	21000	73
1912	SouthCarolina	2401000	235
1912	Tennessee	731000	181
1912	Texas	11134000	210
1912	Virginia	44000	277
1913	Alabama	3518000	203
1913	Arizona	4000	275
1913	Arkansas	2263000	227
1913	California	28000	331
1913	Florida	217000	134
1913	Georgia	4711000	235
1913	Louisiana	1117000	190
1913	Mississippi	2961000	212
1913	Missouri	110000	292
1913	NorthCarolina	1377000	274
1913	Oklahoma	3242000	124
1913	Otherstates	25000	186
1913	SouthCarolina	2427000	271
1913	Tennessee	811000	224
1913	Texas	12352000	153
1913	Virginia	47000	249
1914	Alabama	3801000	220
1914	Arizona	12000	258
1914	Arkansas	2293000	212
1914	California	38000	341
1914	Florida	263000	154
1914	Georgia	5157000	252
1914	Louisiana	1220000	176
1914	Mississippi	2936000	203
1914	Missouri	140000	280
1914	NorthCarolina	1365000	325
1914	Oklahoma	2850000	212
1914	Otherstates	20000	336
1914	SouthCarolina	2617000	280
1914	Tennessee	850000	216
1914	Texas	12020000	183
1914	Virginia	45000	280
1915	Alabama	3138000	155
1915	Arizona	2600	222
1915	Arkansas	1906000	205
1915	California	12000	348
1915	Florida	233000	105
1915	Georgia	4608000	198
1915	Louisiana	916000	178
1915	Mississippi	2580000	177
1915	Missouri	85000	270
1915	NorthCarolina	1199000	278
1915	Oklahoma	1868000	164
1915	Otherstates	15000	228
1915	SouthCarolina	2148000	252
1915	Tennessee	685000	212
1915	Texas	10523000	147
1915	Virginia	35000	222
1916	Alabama	2664000	95
1916	Arizona	7300	226
1916	Arkansas	2370000	229
1916	California	60000	329
1916	Florida	253000	85
1916	Georgia	5062000	172
1916	Louisiana	1127000	188
1916	Mississippi	3106000	125
1916	Missouri	114000	263
1916	NorthCarolina	1463000	213
1916	Oklahoma	2528000	156
1916	Otherstates	25000	260
1916	SouthCarolina	2470000	180
1916	Tennessee	831000	220
1916	Texas	10954000	163
1916	Virginia	44000	308
1917	Alabama	2033000	121
1917	Arizona	41000	268
1917	Arkansas	2452000	190
1917	California	78000	228
1917	Florida	202000	98
1917	Georgia	4551000	198
1917	Louisiana	1252000	244
1917	Mississippi	2476000	175
1917	Missouri	132000	220
1917	NorthCarolina	1447000	203
1917	Oklahoma	2782000	165
1917	Otherstates	15000	175
1917	SouthCarolina	2568000	230
1917	Tennessee	827000	139
1917	Texas	11339000	132
1917	Virginia	50000	194
1918	Alabama	2449000	156
1918	Arizona	95000	268
1918	Arkansas	2597000	182
1918	California	78000	287
1918	Florida	205000	74
1918	Georgia	4903000	207
1918	Louisiana	1441000	195
1918	Mississippi	2964000	198
1918	Missouri	121000	245
1918	NorthCarolina	1445000	296
1918	Oklahoma	3171000	87
1918	Otherstates	12000	250
1918	SouthCarolina	2821000	266
1918	Tennessee	840000	188
1918	Texas	11851000	109
1918	Virginia	45000	283
1919	Alabama	2556000	133
1919	Arizona	106000	270
1919	Arkansas	2489000	170
1919	California	85000	262
1919	Florida	113000	75
1919	Georgia	4776000	166
1919	Louisiana	1304000	109
1919	Mississippi	2854000	161
1919	Missouri	108000	284
1919	NorthCarolina	1349000	293
1919	Oklahoma	2587000	188
1919	Otherstates	9000	250
1919	SouthCarolina	2599000	262
1919	Tennessee	761000	195
1919	Texas	11165000	133
1919	Virginia	45000	258
1920	Alabama	2546000	124
1920	Arizona	230000	212
1920	Arkansas	2642000	220
1920	California	150000	212
1920	Florida	1e+05	95
1920	Georgia	4332000	156
1920	Louisiana	1243000	149
1920	Mississippi	2891000	148
1920	Missouri	133000	284
1920	NorthCarolina	1421000	310
1920	Oklahoma	3047000	210
1920	Otherstates	25000	252
1920	SouthCarolina	2501000	310
1920	Tennessee	782000	199
1920	Texas	12323000	169
1920	Virginia	42000	267
1921	Alabama	2127000	130
1921	Arizona	90000	242
1921	Arkansas	2242000	170
1921	California	55000	226
1921	Florida	64000	91
1921	Georgia	3476000	108
1921	Louisiana	1009000	132
1921	Mississippi	2590000	150
1921	Missouri	98000	340
1921	NorthCarolina	1266000	292
1921	Oklahoma	2350000	98
1921	Otherstates	18000	231
1921	SouthCarolina	2169000	166
1921	Tennessee	663000	218
1921	Texas	10426000	101
1921	Virginia	35000	251
1922	Alabama	2599000	151
1922	Arizona	101000	222
1922	Arkansas	2614000	185
1922	California	67000	150
1922	Florida	118000	112
1922	Georgia	2868000	119
1922	Louisiana	1032000	159
1922	Mississippi	2902000	163
1922	Missouri	204000	350
1922	NewMexico	29000	201
1922	NorthCarolina	1432000	283
1922	Oklahoma	2831000	106
1922	Otherstates	16000	213
1922	SouthCarolina	1677000	140
1922	Tennessee	850000	220
1922	Texas	11963000	129
1922	Virginia	58000	242
1923	Alabama	3006000	93
1923	Arizona	127000	292
1923	Arkansas	2698000	110
1923	California	83000	313
1923	Florida	155000	42
1923	Georgia	2648000	106
1923	Louisiana	1255000	140
1923	Mississippi	2971000	97
1923	Missouri	288000	210
1923	NewMexico	64000	220
1923	NorthCarolina	1477000	328
1923	Oklahoma	3134000	100
1923	Otherstates	17000	221
1923	SouthCarolina	1649000	223
1923	Tennessee	1047000	103
1923	Texas	14851000	140
1923	Virginia	80000	330
1924	Alabama	2939000	160
1924	Arizona	178000	289
1924	Arkansas	2768000	189
1924	California	129000	287
1924	Florida	87000	115
1924	Georgia	2677000	179
1924	Louisiana	1427000	165
1924	Mississippi	2999000	175
1924	Missouri	480000	192
1924	NewMexico	107000	256
1924	NorthCarolina	1732000	226
1924	Oklahoma	3803000	190
1924	Otherstates	41000	163
1924	SouthCarolina	2047000	188
1924	Tennessee	930000	182
1924	Texas	17049000	139
1924	Virginia	108000	193
1925	Alabama	3314000	195
1925	Arizona	158000	360
1925	Arkansas	3385000	226
1925	California	172000	339
1925	Florida	112000	182
1925	Georgia	3288000	169
1925	Louisiana	1727000	252
1925	Mississippi	3618000	263
1925	Missouri	511000	280
1925	NewMexico	109000	290
1925	NorthCarolina	1798000	291
1925	Oklahoma	5288000	153
1925	Otherstates	57000	214
1925	SouthCarolina	2267000	187
1925	Tennessee	1146000	215
1925	Texas	17336000	115
1925	Virginia	1e+05	277
1926	Alabama	3470000	206
1926	Arizona	160000	365
1926	Arkansas	3376000	219
1926	California	162000	387
1926	Florida	122000	140
1926	Georgia	3593000	199
1926	Louisiana	1802000	220
1926	Mississippi	3732000	242
1926	Missouri	442000	239
1926	NewMexico	118000	305
1926	NorthCarolina	1802000	320
1926	Oklahoma	4611000	184
1926	Otherstates	43000	188
1926	SouthCarolina	2239000	215
1926	Tennessee	1089000	198
1926	Texas	17749000	152
1926	Virginia	98000	275
1927	Alabama	3146000	181
1927	Arizona	131000	335
1927	Arkansas	2729000	175
1927	California	128000	340
1927	Florida	77000	114
1927	Georgia	3056000	172
1927	Louisiana	1448000	181
1927	Mississippi	3323000	195
1927	Missouri	315000	177
1927	NewMexico	97000	345
1927	NorthCarolina	1565000	262
1927	Oklahoma	3601000	138
1927	Otherstates	21000	160
1927	SouthCarolina	2040000	171
1927	Tennessee	912000	188
1927	Texas	15689000	133
1927	Virginia	64000	250
1928	Alabama	3437000	154
1928	Arizona	204000	350
1928	Arkansas	3305000	180
1928	California	218000	378
1928	Florida	111000	93
1928	Georgia	3274000	150
1928	Illinois	1800	249
1928	Kansas	1600	90
1928	Kentucky	18800	150
1928	Louisiana	1836000	180
1928	Mississippi	3875000	182
1928	Missouri	346000	207
1928	NewMexico	122000	345
1928	NorthCarolina	1620000	245
1928	Oklahoma	4007000	144
1928	Otherstates	22000	154
1928	SouthCarolina	2051000	169
1928	Tennessee	1042000	197
1928	Texas	16887000	145
1928	Virginia	77000	297
1929	Alabama	3556000	180
1929	Arizona	220000	333
1929	Arkansas	3441000	199
1929	California	309000	400
1929	Florida	122000	129
1929	Georgia	3376000	190
1929	Illinois	1600	241
1929	Kansas	2600	93
1929	Kentucky	16500	260
1929	Louisiana	1934000	200
1929	Mississippi	4037000	227
1929	Missouri	353000	303
1929	NewMexico	133000	325
1929	NorthCarolina	1635000	217
1929	Oklahoma	4114000	133
1929	Otherstates	21000	238
1929	SouthCarolina	1974000	201
1929	Tennessee	1044000	236
1929	Texas	16875000	112
1929	Virginia	88000	280
1930	Alabama	3582000	196
1930	Arizona	210000	354
1930	Arkansas	3498000	119
1930	California	270000	468
1930	Florida	147000	183
1930	Georgia	3426000	222
1930	Illinois	1500	187
1930	Kansas	2500	132
1930	Kentucky	16100	178
1930	Louisiana	1953000	175
1930	Mississippi	4142000	169
1930	Missouri	383000	193
1930	NewMexico	128000	375
1930	NorthCarolina	1448000	254
1930	Oklahoma	3929000	104
1930	Otherstates	20000	173
1930	SouthCarolina	1951000	245
1930	Tennessee	1129000	160
1930	Texas	16138000	120
1930	Virginia	90000	243
1931	Alabama	3271000	207
1931	Arizona	184000	299
1931	Arkansas	3292000	276
1931	California	192000	440
1931	Florida	139000	165
1931	Georgia	3094000	215
1931	Illinois	1600	346
1931	Kansas	2100	205
1931	Kentucky	14700	375
1931	Louisiana	1825000	236
1931	Mississippi	3994000	211
1931	Missouri	363000	392
1931	NewMexico	117000	412
1931	NorthCarolina	1206000	298
1931	Oklahoma	3376000	179
1931	Otherstates	18000	352
1931	SouthCarolina	1759000	273
1931	Tennessee	1050000	271
1931	Texas	14754000	173
1931	Virginia	70000	317
1932	Alabama	3019000	150
1932	Arizona	113000	293
1932	Arkansas	3378000	187
1932	California	123000	503
1932	Florida	1e+05	84
1932	Georgia	2648000	154
1932	Illinois	2100	345
1932	Kansas	800	210
1932	Kentucky	17700	400
1932	Louisiana	1688000	173
1932	Mississippi	3788000	149
1932	Missouri	414000	362
1932	NewMexico	112000	307
1932	NorthCarolina	1251000	252
1932	Oklahoma	3108000	167
1932	Otherstates	21000	386
1932	SouthCarolina	1661000	206
1932	Tennessee	1063000	216
1932	Texas	13334000	162
1932	Virginia	70000	233
1933	Alabama	2318000	200
1933	Arizona	139000	330
1933	Arkansas	2537000	197
1933	California	208000	500
1933	Florida	94000	144
1933	Georgia	2162000	244
1933	Illinois	3800	279
1933	Kansas	1100	200
1933	Kentucky	20600	308
1933	Louisiana	1295000	176
1933	Mississippi	2830000	196
1933	Missouri	351000	340
1933	NewMexico	96000	468
1933	NorthCarolina	1072000	305
1933	Oklahoma	2860000	212
1933	Otherstates	26000	299
1933	SouthCarolina	1379000	255
1933	Tennessee	883000	241
1933	Texas	11069000	192
1933	Virginia	64000	280
1934	Alabama	2133000	213
1934	Arizona	136000	410
1934	Arkansas	2167000	192
1934	California	223000	556
1934	Florida	92000	145
1934	Georgia	2142000	216
1934	Illinois	6100	305
1934	Kansas	2000	66
1934	Kentucky	23400	288
1934	Louisiana	1189000	195
1934	Mississippi	2530000	216
1934	Missouri	316000	360
1934	NewMexico	90000	480
1934	NorthCarolina	970000	311
1934	Oklahoma	2647000	58
1934	Otherstates	32000	277
1934	SouthCarolina	1286000	252
1934	Tennessee	759000	255
1934	Texas	10097000	114
1934	Virginia	57000	302
1935	Alabama	2243000	226
1935	Arizona	160000	405
1935	Arkansas	2137000	191
1935	California	218000	524
1935	Florida	89000	165
1935	Georgia	2155000	235
1935	Illinois	3400	108
1935	Kansas	900	105
1935	Kentucky	17000	215
1935	Louisiana	1268000	210
1935	Mississippi	2740000	220
1935	Missouri	319000	265
1935	NewMexico	90000	398
1935	NorthCarolina	930000	294
1935	Oklahoma	2318000	117
1935	Otherstates	21000	193
1935	SouthCarolina	1362000	261
1935	Tennessee	750000	202
1935	Texas	10657000	133
1935	Virginia	52000	273
1936	Alabama	2321000	236
1936	Arizona	208000	438
