row	col	yield	year
30	8	760	1939
31	8	715	1939
32	8	555	1939
33	8	740	1939
34	8	695	1939
35	8	680	1939
36	8	710	1939
1	9	625	1939
2	9	665	1939
3	9	750	1939
4	9	465	1939
5	9	585	1939
6	9	660	1939
7	9	610	1939
8	9	555	1939
9	9	465	1939
10	9	655	1939
11	9	335	1939
12	9	750	1939
13	9	465	1939
14	9	745	1939
15	9	540	1939
16	9	715	1939
17	9	660	1939
18	9	795	1939
19	9	680	1939
20	9	585	1939
21	9	650	1939
22	9	645	1939
23	9	605	1939
24	9	800	1939
25	9	810	1939
26	9	1015	1939
27	9	750	1939
28	9	785	1939
29	9	740	1939
30	9	950	1939
31	9	775	1939
32	9	865	1939
33	9	700	1939
34	9	840	1939
35	9	865	1939
36	9	870	1939
1	10	675	1939
2	10	900	1939
3	10	540	1939
4	10	625	1939
5	10	665	1939
6	10	710	1939
7	10	840	1939
8	10	720	1939
9	10	655	1939
10	10	815	1939
11	10	370	1939
12	10	795	1939
13	10	490	1939
14	10	960	1939
15	10	575	1939
16	10	775	1939
17	10	715	1939
18	10	725	1939
19	10	705	1939
20	10	825	1939
21	10	665	1939
22	10	745	1939
23	10	860	1939
24	10	755	1939
25	10	710	1939
26	10	740	1939
27	10	910	1939
28	10	885	1939
29	10	910	1939
30	10	815	1939
31	10	785	1939
32	10	930	1939
33	10	690	1939
34	10	840	1939
35	10	730	1939
36	10	865	1939
1	11	780	1939
2	11	945	1939
3	11	650	1939
4	11	645	1939
5	11	740	1939
6	11	775	1939
7	11	815	1939
8	11	765	1939
9	11	460	1939
10	11	705	1939
11	11	625	1939
12	11	690	1939
13	11	690	1939
14	11	700	1939
15	11	725	1939
16	11	775	1939
17	11	675	1939
18	11	740	1939
19	11	850	1939
20	11	575	1939
21	11	850	1939
22	11	950	1939
23	11	880	1939
24	11	715	1939
25	11	895	1939
26	11	815	1939
27	11	815	1939
28	11	885	1939
29	11	840	1939
30	11	925	1939
31	11	680	1939
32	11	795	1939
33	11	725	1939
34	11	780	1939
35	11	840	1939
36	11	790	1939
1	12	845	1939
2	12	850	1939
3	12	630	1939
4	12	615	1939
5	12	965	1939
6	12	730	1939
7	12	765	1939
8	12	810	1939
9	12	735	1939
10	12	795	1939
11	12	595	1939
12	12	790	1939
13	12	745	1939
14	12	785	1939
15	12	865	1939
16	12	820	1939
17	12	850	1939
18	12	825	1939
19	12	840	1939
20	12	955	1939
21	12	805	1939
22	12	865	1939
23	12	1020	1939
24	12	740	1939
25	12	645	1939
26	12	1000	1939
27	12	785	1939
28	12	840	1939
29	12	885	1939
30	12	925	1939
31	12	980	1939
32	12	900	1939
33	12	805	1939
34	12	655	1939
35	12	805	1939
36	12	745	1939
1	13	875	1939
2	13	795	1939
3	13	670	1939
4	13	790	1939
5	13	625	1939
6	13	790	1939
7	13	625	1939
8	13	810	1939
9	13	820	1939
10	13	630	1939
11	13	520	1939
12	13	775	1939
13	13	730	1939
14	13	720	1939
15	13	865	1939
16	13	715	1939
17	13	725	1939
18	13	705	1939
19	13	760	1939
20	13	820	1939
21	13	695	1939
22	13	930	1939
23	13	765	1939
24	13	930	1939
25	13	735	1939
26	13	740	1939
27	13	885	1939
28	13	985	1939
29	13	650	1939
30	13	765	1939
31	13	670	1939
32	13	860	1939
33	13	795	1939
34	13	780	1939
35	13	770	1939
36	13	830	1939
1	14	965	1939
2	14	890	1939
3	14	750	1939
4	14	790	1939
5	14	805	1939
6	14	565	1939
7	14	755	1939
8	14	720	1939
9	14	665	1939
10	14	450	1939
11	14	440	1939
12	14	665	1939
13	14	520	1939
14	14	735	1939
15	14	855	1939
16	14	640	1939
17	14	825	1939
18	14	565	1939
19	14	685	1939
20	14	705	1939
21	14	615	1939
22	14	615	1939
23	14	915	1939
24	14	745	1939
25	14	785	1939
26	14	625	1939
27	14	785	1939
28	14	665	1939
29	14	835	1939
30	14	705	1939
31	14	680	1939
32	14	715	1939
33	14	565	1939
34	14	795	1939
35	14	650	1939
36	14	565	1939
1	15	800	1939
2	15	1015	1939
3	15	645	1939
4	15	505	1939
5	15	685	1939
6	15	690	1939
7	15	670	1939
8	15	525	1939
9	15	515	1939
10	15	470	1939
11	15	405	1939
12	15	535	1939
13	15	535	1939
14	15	485	1939
15	15	690	1939
16	15	735	1939
17	15	705	1939
18	15	490	1939
19	15	430	1939
20	15	535	1939
21	15	775	1939
22	15	725	1939
23	15	685	1939
24	15	775	1939
25	15	765	1939
26	15	655	1939
27	15	585	1939
28	15	750	1939
29	15	775	1939
30	15	595	1939
31	15	640	1939
32	15	665	1939
33	15	725	1939
34	15	800	1939
35	15	760	1939
36	15	820	1939
1	16	585	1939
2	16	730	1939
3	16	585	1939
4	16	360	1939
5	16	440	1939
6	16	515	1939
7	16	680	1939
8	16	550	1939
9	16	460	1939
10	16	570	1939
11	16	580	1939
12	16	675	1939
13	16	255	1939
14	16	605	1939
15	16	395	1939
16	16	545	1939
17	16	580	1939
18	16	540	1939
19	16	515	1939
20	16	565	1939
21	16	500	1939
22	16	575	1939
23	16	485	1939
24	16	675	1939
25	16	600	1939
26	16	780	1939
27	16	760	1939
28	16	565	1939
29	16	675	1939
30	16	570	1939
31	16	530	1939
32	16	555	1939
33	16	525	1939
34	16	535	1939
35	16	435	1939
36	16	625	1939
1	1	1150	1940
2	1	1060	1940
3	1	960	1940
4	1	820	1940
5	1	890	1940
6	1	770	1940
7	1	800	1940
8	1	770	1940
9	1	730	1940
10	1	760	1940
11	1	870	1940
12	1	1130	1940
13	1	780	1940
14	1	630	1940
15	1	820	1940
16	1	720	1940
17	1	590	1940
18	1	790	1940
19	1	590	1940
20	1	740	1940
21	1	880	1940
22	1	660	1940
23	1	720	1940
24	1	500	1940
25	1	750	1940
26	1	490	1940
27	1	720	1940
28	1	750	1940
29	1	740	1940
30	1	600	1940
31	1	530	1940
32	1	460	1940
33	1	370	1940
34	1	440	1940
35	1	700	1940
36	1	550	1940
1	2	990	1940
2	2	890	1940
3	2	780	1940
4	2	680	1940
5	2	850	1940
6	2	570	1940
7	2	520	1940
8	2	650	1940
9	2	780	1940
10	2	690	1940
11	2	530	1940
12	2	620	1940
13	2	510	1940
14	2	520	1940
15	2	730	1940
16	2	450	1940
17	2	890	1940
18	2	420	1940
19	2	480	1940
20	2	720	1940
21	2	650	1940
22	2	770	1940
23	2	680	1940
24	2	820	1940
25	2	680	1940
26	2	610	1940
27	2	650	1940
28	2	700	1940
29	2	1020	1940
30	2	740	1940
31	2	750	1940
32	2	670	1940
33	2	720	1940
34	2	570	1940
35	2	550	1940
36	2	640	1940
1	3	870	1940
2	3	900	1940
3	3	930	1940
4	3	880	1940
5	3	900	1940
6	3	710	1940
7	3	750	1940
8	3	780	1940
9	3	780	1940
10	3	480	1940
11	3	900	1940
12	3	860	1940
13	3	690	1940
14	3	590	1940
15	3	670	1940
16	3	760	1940
17	3	690	1940
18	3	710	1940
19	3	650	1940
20	3	440	1940
21	3	620	1940
22	3	450	1940
23	3	800	1940
24	3	690	1940
25	3	670	1940
26	3	350	1940
27	3	530	1940
28	3	480	1940
29	3	720	1940
30	3	640	1940
31	3	710	1940
32	3	630	1940
33	3	750	1940
34	3	560	1940
35	3	510	1940
36	3	630	1940
1	4	690	1940
2	4	570	1940
3	4	520	1940
4	4	830	1940
5	4	750	1940
6	4	600	1940
7	4	690	1940
8	4	840	1940
9	4	870	1940
10	4	610	1940
11	4	690	1940
12	4	530	1940
13	4	740	1940
14	4	480	1940
15	4	580	1940
16	4	800	1940
17	4	680	1940
18	4	770	1940
19	4	810	1940
20	4	590	1940
21	4	780	1940
22	4	880	1940
23	4	930	1940
24	4	530	1940
25	4	730	1940
26	4	520	1940
27	4	480	1940
28	4	540	1940
29	4	650	1940
30	4	590	1940
31	4	480	1940
32	4	420	1940
33	4	940	1940
34	4	630	1940
35	4	630	1940
36	4	690	1940
1	5	630	1940
2	5	640	1940
3	5	720	1940
4	5	700	1940
5	5	700	1940
6	5	690	1940
7	5	740	1940
8	5	600	1940
9	5	750	1940
10	5	610	1940
11	5	560	1940
12	5	700	1940
13	5	470	1940
14	5	490	1940
15	5	770	1940
16	5	440	1940
17	5	470	1940
18	5	440	1940
19	5	800	1940
20	5	580	1940
21	5	640	1940
22	5	650	1940
23	5	710	1940
24	5	660	1940
25	5	770	1940
26	5	690	1940
27	5	630	1940
28	5	510	1940
29	5	590	1940
30	5	830	1940
31	5	530	1940
32	5	780	1940
33	5	780	1940
34	5	780	1940
35	5	550	1940
36	5	490	1940
1	6	730	1940
2	6	820	1940
3	6	1020	1940
4	6	940	1940
5	6	560	1940
6	6	730	1940
7	6	420	1940
8	6	790	1940
9	6	990	1940
10	6	850	1940
11	6	610	1940
12	6	640	1940
13	6	670	1940
14	6	390	1940
15	6	590	1940
16	6	730	1940
17	6	730	1940
18	6	310	1940
19	6	1210	1940
20	6	700	1940
21	6	700	1940
22	6	1030	1940
23	6	460	1940
24	6	1110	1940
25	6	1220	1940
26	6	560	1940
27	6	550	1940
28	6	690	1940
29	6	690	1940
30	6	820	1940
31	6	810	1940
32	6	640	1940
33	6	860	1940
34	6	1070	1940
35	6	720	1940
36	6	610	1940
1	7	860	1940
2	7	920	1940
3	7	850	1940
4	7	970	1940
5	7	810	1940
6	7	860	1940
7	7	830	1940
8	7	690	1940
9	7	850	1940
10	7	1110	1940
11	7	860	1940
12	7	740	1940
13	7	690	1940
14	7	670	1940
15	7	750	1940
16	7	550	1940
17	7	690	1940
18	7	390	1940
19	7	500	1940
20	7	650	1940
21	7	810	1940
22	7	690	1940
23	7	730	1940
24	7	810	1940
25	7	990	1940
26	7	800	1940
27	7	910	1940
28	7	710	1940
29	7	880	1940
30	7	780	1940
31	7	790	1940
32	7	710	1940
33	7	790	1940
34	7	710	1940
35	7	810	1940
36	7	750	1940
1	8	1000	1940
2	8	1240	1940
3	8	680	1940
4	8	890	1940
5	8	890	1940
6	8	1100	1940
7	8	1070	1940
8	8	900	1940
9	8	530	1940
10	8	820	1940
11	8	460	1940
12	8	680	1940
13	8	830	1940
14	8	780	1940
15	8	620	1940
16	8	680	1940
17	8	660	1940
18	8	800	1940
19	8	570	1940
20	8	650	1940
21	8	770	1940
22	8	780	1940
23	8	790	1940
24	8	830	1940
25	8	710	1940
26	8	640	1940
27	8	700	1940
28	8	640	1940
29	8	820	1940
30	8	680	1940
31	8	820	1940
32	8	620	1940
33	8	790	1940
34	8	650	1940
35	8	710	1940
36	8	800	1940
1	9	1180	1940
2	9	970	1940
3	9	860	1940
4	9	1020	1940
5	9	840	1940
6	9	910	1940
7	9	1050	1940
8	9	840	1940
9	9	870	1940
10	9	890	1940
11	9	990	1940
12	9	790	1940
13	9	730	1940
14	9	460	1940
15	9	970	1940
16	9	790	1940
17	9	610	1940
18	9	470	1940
19	9	820	1940
20	9	920	1940
21	9	860	1940
22	9	950	1940
23	9	660	1940
24	9	630	1940
25	9	710	1940
26	9	1010	1940
27	9	1080	1940
28	9	830	1940
29	9	690	1940
30	9	810	1940
31	9	720	1940
32	9	770	1940
33	9	750	1940
34	9	510	1940
35	9	780	1940
36	9	860	1940
1	10	780	1940
2	10	730	1940
3	10	1050	1940
4	10	780	1940
5	10	930	1940
6	10	830	1940
7	10	680	1940
8	10	770	1940
9	10	630	1940
10	10	820	1940
11	10	740	1940
12	10	680	1940
13	10	770	1940
14	10	740	1940
15	10	750	1940
16	10	930	1940
17	10	780	1940
18	10	690	1940
19	10	880	1940
20	10	800	1940
21	10	1080	1940
22	10	730	1940
23	10	1050	1940
24	10	890	1940
25	10	860	1940
26	10	810	1940
27	10	1070	1940
28	10	860	1940
29	10	840	1940
30	10	690	1940
31	10	700	1940
32	10	530	1940
33	10	900	1940
34	10	680	1940
35	10	680	1940
36	10	730	1940
1	11	710	1940
2	11	830	1940
3	11	930	1940
4	11	610	1940
5	11	710	1940
6	11	1140	1940
7	11	810	1940
8	11	800	1940
9	11	920	1940
10	11	790	1940
11	11	940	1940
12	11	860	1940
13	11	870	1940
14	11	820	1940
15	11	890	1940
16	11	970	1940
17	11	650	1940
18	11	820	1940
19	11	1100	1940
20	11	820	1940
21	11	1050	1940
22	11	1100	1940
23	11	760	1940
24	11	740	1940
25	11	840	1940
26	11	930	1940
27	11	1010	1940
28	11	850	1940
29	11	780	1940
30	11	720	1940
31	11	840	1940
32	11	830	1940
33	11	790	1940
34	11	870	1940
35	11	680	1940
36	11	750	1940
1	12	1070	1940
2	12	820	1940
3	12	830	1940
4	12	840	1940
5	12	910	1940
6	12	720	1940
7	12	910	1940
8	12	850	1940
9	12	650	1940
10	12	1040	1940
11	12	1130	1940
12	12	790	1940
13	12	780	1940
14	12	850	1940
15	12	760	1940
16	12	730	1940
17	12	780	1940
18	12	930	1940
19	12	1010	1940
20	12	910	1940
21	12	1010	1940
22	12	870	1940
23	12	1080	1940
24	12	910	1940
25	12	1050	1940
26	12	1020	1940
27	12	930	1940
28	12	1060	1940
29	12	1100	1940
30	12	1000	1940
31	12	760	1940
32	12	930	1940
33	12	810	1940
34	12	890	1940
35	12	920	1940
36	12	760	1940
1	13	880	1940
2	13	910	1940
3	13	800	1940
4	13	940	1940
5	13	840	1940
6	13	780	1940
7	13	730	1940
8	13	850	1940
9	13	910	1940
10	13	1300	1940
11	13	1050	1940
12	13	1200	1940
13	13	960	1940
14	13	880	1940
15	13	820	1940
16	13	870	1940
17	13	960	1940
18	13	890	1940
19	13	1160	1940
20	13	1020	1940
21	13	1170	1940
22	13	910	1940
23	13	750	1940
24	13	720	1940
25	13	760	1940
26	13	880	1940
27	13	890	1940
28	13	880	1940
29	13	880	1940
30	13	780	1940
31	13	960	1940
32	13	820	1940
33	13	790	1940
34	13	920	1940
35	13	740	1940
36	13	860	1940
1	14	810	1940
2	14	980	1940
3	14	850	1940
4	14	820	1940
5	14	860	1940
6	14	780	1940
7	14	740	1940
8	14	970	1940
9	14	680	1940
10	14	910	1940
11	14	800	1940
12	14	1070	1940
13	14	810	1940
14	14	780	1940
15	14	680	1940
16	14	900	1940
17	14	1040	1940
18	14	750	1940
19	14	1090	1940
20	14	880	1940
21	14	1010	1940
22	14	870	1940
23	14	740	1940
24	14	770	1940
25	14	720	1940
26	14	860	1940
27	14	990	1940
28	14	690	1940
29	14	780	1940
30	14	880	1940
31	14	950	1940
32	14	920	1940
33	14	660	1940
34	14	660	1940
35	14	620	1940
36	14	830	1940
1	15	810	1940
2	15	940	1940
3	15	1010	1940
4	15	960	1940
5	15	880	1940
6	15	870	1940
7	15	960	1940
8	15	750	1940
9	15	600	1940
10	15	800	1940
11	15	880	1940
12	15	800	1940
13	15	750	1940
14	15	690	1940
15	15	830	1940
16	15	780	1940
17	15	940	1940
18	15	840	1940
19	15	940	1940
20	15	1060	1940
21	15	1010	1940
22	15	820	1940
23	15	790	1940
24	15	1010	1940
25	15	850	1940
26	15	880	1940
27	15	1080	1940
28	15	940	1940
29	15	1100	1940
30	15	1040	1940
31	15	950	1940
32	15	1090	1940
33	15	740	1940
34	15	930	1940
35	15	960	1940
36	15	1020	1940
1	16	900	1940
2	16	1140	1940
3	16	1060	1940
4	16	850	1940
5	16	980	1940
6	16	970	1940
7	16	890	1940
8	16	830	1940
9	16	780	1940
10	16	910	1940
11	16	750	1940
12	16	810	1940
13	16	750	1940
14	16	760	1940
15	16	870	1940
16	16	780	1940
17	16	730	1940
18	16	780	1940
19	16	1000	1940
20	16	950	1940
21	16	1080	1940
22	16	730	1940
23	16	920	1940
24	16	1000	1940
25	16	1100	1940
26	16	1110	1940
27	16	920	1940
28	16	930	1940
29	16	1150	1940
30	16	830	1940
31	16	880	1940
32	16	900	1940
33	16	890	1940
34	16	790	1940
35	16	870	1940
36	16	850	1940
