year	state	acres	yield
1919	"Oregon"	1177000	1.65
1919	"Pennsylvania"	2902000	1.25
1919	"Rhodeisland"	46000	1.33
1919	"South Carolina"	341000	0.87
1919	"South Dakota"	4557000	0.88
1919	"Tennessee"	1382000	1.07
1919	"Texas"	830000	1.19
1919	"Utah"	538000	1.85
1919	"Vermont"	927000	1.34
1919	"Virginia"	953000	1.13
1919	"Washington"	1009000	1.78
1919	"West Virginia"	701000	0.99
1919	"Wisconsin"	3283000	1.54
1919	"Wyoming"	790000	1.13
1920	"Alabama"	659000	0.75
1920	"Arizona"	121000	2.38
1920	"Arkansas"	754000	1.07
1920	"California"	2139000	2.03
1920	"Colorado"	1658000	1.88
1920	"Connecticut"	327000	1.09
1920	"Delaware"	74000	1.36
1920	"Florida"	109000	0.76
1920	"Georgia"	579000	0.78
1920	"Idaho"	1167000	2.14
1920	"Illinois"	3088000	0.98
1920	"Indiana"	2290000	1.14
1920	"Iowa"	3768000	1.44
1920	"Kansas"	2876000	1.3
1920	"Kentucky"	1088000	1.05
1920	"Louisiana"	2e+05	1.27
1920	"Maine"	1252000	0.79
1920	"Maryland"	404000	1.24
1920	"Massachusetts"	440000	1.28
1920	"Michigan"	2839000	1.12
1920	"Minnesota"	3942000	1.3
1920	"Mississippi"	402000	1.29
1920	"Missouri"	2729000	1.07
1920	"Montana"	1738000	1.32
1920	"Nebraska"	4755000	1.23
1920	"Nevada"	353000	1.8
1920	"New Hampshire"	467000	1.09
1920	"New Jersey"	309000	1.55
1920	"New Mexico"	235000	1.75
1920	"New York"	4968000	1.08
1920	"North Carolina"	601000	0.97
1920	"North Dakota"	2824000	0.92
1920	"Ohio"	3154000	1.28
1920	"Oklahoma"	1148000	1.52
1920	"Oregon"	1156000	1.64
1920	"Pennsylvania"	2960000	1.2
1920	"Rhodeisland"	44000	1.14
1920	"South Carolina"	323000	0.93
1920	"South Dakota"	4424000	0.98
1920	"Tennessee"	1391000	1.08
1920	"Texas"	794000	1.07
1920	"Utah"	538000	2.02
1920	"Vermont"	919000	1.15
1920	"Virginia"	921000	1.15
1920	"Washington"	1008000	1.74
1920	"West Virginia"	729000	1.05
1920	"Wisconsin"	3421000	1.49
1920	"Wyoming"	948000	1.39
1921	"Alabama"	685000	0.78
1921	"Arizona"	152000	2.13
1921	"Arkansas"	744000	1.04
1921	"California"	2104000	2.18
1921	"Colorado"	1657000	1.74
1921	"Connecticut"	322000	1.12
1921	"Delaware"	74000	1.2
1921	"Florida"	99000	0.94
1921	"Georgia"	608000	0.8
1921	"Idaho"	1154000	2.22
1921	"Illinois"	3117000	0.99
1921	"Indiana"	2204000	1.02
1921	"Iowa"	3761000	1.45
1921	"Kansas"	2667000	1.27
1921	"Kentucky"	1088000	0.92
1921	"Louisiana"	210000	1.17
1921	"Maine"	1231000	0.72
1921	"Maryland"	396000	1.09
1921	"Massachusetts"	429000	1.17
1921	"Michigan"	2860000	0.91
1921	"Minnesota"	4122000	1.25
1921	"Mississippi"	403000	1.17
1921	"Missouri"	3407000	1.01
1921	"Montana"	1754000	1.3
1921	"Nebraska"	4373000	1.12
1921	"Nevada"	350000	1.68
1921	"New Hampshire"	452000	0.94
1921	"New Jersey"	296000	1.25
1921	"New Mexico"	250000	1.8
1921	"New York"	4953000	0.83
1921	"North Carolina"	628000	1.11
1921	"North Dakota"	2791000	0.91
1921	"Ohio"	3212000	1.13
1921	"Oklahoma"	1102000	1.47
1921	"Oregon"	1175000	1.73
1921	"Pennsylvania"	2989000	1.06
1921	"Rhodeisland"	44000	1.11
1921	"South Carolina"	329000	0.81
1921	"South Dakota"	4204000	0.75
1921	"Tennessee"	1351000	1.04
1921	"Texas"	818000	1.02
1921	"Utah"	567000	2.03
1921	"Vermont"	896000	0.91
1921	"Virginia"	925000	0.86
1921	"Washington"	991000	2.01
1921	"West Virginia"	736000	0.92
1921	"Wisconsin"	3392000	1.2
1921	"Wyoming"	998000	1.22
1922	"Alabama"	581000	0.85
1922	"Arizona"	162000	2.16
1922	"Arkansas"	720000	1.02
1922	"California"	2081000	2.23
1922	"Colorado"	1618000	1.59
1922	"Connecticut"	319000	1.18
1922	"Delaware"	74000	1.43
1922	"Florida"	98000	0.65
1922	"Georgia"	590000	0.74
1922	"Idaho"	1129000	2.13
1922	"Illinois"	3495000	1.27
1922	"Indiana"	2534000	1.19
1922	"Iowa"	3929000	1.41
1922	"Kansas"	2557000	1.31
1922	"Kentucky"	1255000	1.08
1922	"Louisiana"	222000	1.19
1922	"Maine"	1182000	0.98
1922	"Maryland"	402000	1.37
1922	"Massachusetts"	424000	1.28
1922	"Michigan"	2888000	1.33
1922	"Minnesota"	4300000	1.19
1922	"Mississippi"	388000	1.27
1922	"Missouri"	3779000	0.91
1922	"Montana"	1714000	1.4
1922	"Nebraska"	4756000	1.04
1922	"Nevada"	353000	1.66
1922	"New Hampshire"	439000	1.1
1922	"New Jersey"	288000	1.55
1922	"New Mexico"	209000	1.56
1922	"New York"	4955000	1.15
1922	"North Carolina"	753000	1.11
1922	"North Dakota"	2905000	1.02
1922	"Ohio"	3370000	1.33
1922	"Oklahoma"	1074000	1.41
1922	"Oregon"	1126000	1.59
1922	"Pennsylvania"	3018000	1.4
1922	"Rhodeisland"	42000	1.12
1922	"South Carolina"	359000	0.93
1922	"South Dakota"	4350000	0.89
1922	"Tennessee"	1402000	1.1
1922	"Texas"	776000	1.02
1922	"Utah"	579000	2.07
1922	"Vermont"	905000	1.21
1922	"Virginia"	1025000	1.1
1922	"Washington"	969000	1.7
1922	"West Virginia"	779000	1.04
1922	"Wisconsin"	3543000	1.53
1922	"Wyoming"	1016000	1.23
1923	"Alabama"	546000	0.8
1923	"Arizona"	162000	2.35
1923	"Arkansas"	724000	1.03
1923	"California"	2033000	2.29
1923	"Colorado"	1680000	1.66
1923	"Connecticut"	314000	1.24
1923	"Delaware"	78000	1.09
1923	"Florida"	102000	0.81
1923	"Georgia"	6e+05	0.6
1923	"Idaho"	1196000	2.02
1923	"Illinois"	3135000	1.07
1923	"Indiana"	1951000	1.12
1923	"Iowa"	3690000	1.51
1923	"Kansas"	2525000	1.4
1923	"Kentucky"	1243000	1.07
1923	"Louisiana"	235000	1.32
1923	"Maine"	1154000	1
1923	"Maryland"	386000	0.9
1923	"Massachusetts"	413000	1.24
1923	"Michigan"	2857000	1.15
1923	"Minnesota"	4406000	1.01
1923	"Mississippi"	371000	1.33
1923	"Missouri"	3468000	1.05
1923	"Montana"	1749000	1.51
1923	"Nebraska"	4867000	1.24
1923	"Nevada"	347000	1.46
1923	"New Hampshire"	416000	1
1923	"New Jersey"	285000	1.07
1923	"New Mexico"	218000	1.69
1923	"New York"	5020000	1.13
1923	"North Carolina"	732000	1.13
1923	"North Dakota"	2789000	0.98
1923	"Ohio"	3247000	1.06
1923	"Oklahoma"	1073000	1.35
1923	"Oregon"	1125000	1.78
1923	"Pennsylvania"	3019000	1.01
1923	"Rhodeisland"	40000	1.1
1923	"South Carolina"	317000	0.78
1923	"South Dakota"	4180000	0.83
1923	"Tennessee"	1362000	1
1923	"Texas"	754000	1.03
1923	"Utah"	598000	2.2
1923	"Vermont"	903000	1.16
1923	"Virginia"	993000	0.87
1923	"Washington"	922000	2.11
1923	"West Virginia"	764000	0.96
1923	"Wisconsin"	3530000	1.2
1923	"Wyoming"	1026000	1.32
1924	"Alabama"	559000	0.68
1924	"Arizona"	163000	2.34
1924	"Arkansas"	784000	0.99
1924	"California"	1890000	1.97
1924	"Colorado"	1655000	1.49
1924	"Connecticut"	310000	1.16
1924	"Delaware"	76000	1.41
1924	"Florida"	91000	0.64
1924	"Georgia"	634000	0.46
1924	"Idaho"	1162000	1.68
1924	"Illinois"	3454000	1.25
1924	"Indiana"	2187000	1.22
1924	"Iowa"	3689000	1.46
1924	"Kansas"	2578000	1.34
1924	"Kentucky"	1147000	1.11
1924	"Louisiana"	212000	0.81
1924	"Maine"	1119000	0.86
1924	"Maryland"	417000	1.49
1924	"Massachusetts"	401000	1.09
1924	"Michigan"	2947000	1.21
1924	"Minnesota"	4284000	1.22
1924	"Mississippi"	390000	0.9
1924	"Missouri"	3678000	1.09
1924	"Montana"	1879000	1.33
1924	"Nebraska"	4756000	1.13
1924	"Nevada"	333000	1.4
1924	"New Hampshire"	405000	0.95
1924	"New Jersey"	281000	1.68
1924	"New Mexico"	207000	1.8
1924	"New York"	5067000	1.19
1924	"North Carolina"	711000	0.81
1924	"North Dakota"	2902000	0.9
1924	"Ohio"	3339000	1.23
1924	"Oklahoma"	1063000	1.24
1924	"Oregon"	1122000	1.32
1924	"Pennsylvania"	3120000	1.44
1924	"Rhodeisland"	44000	1.14
1924	"South Carolina"	342000	0.51
1924	"South Dakota"	4028000	0.77
1924	"Tennessee"	1425000	0.99
1924	"Texas"	771000	1.06
1924	"Utah"	607000	1.77
1924	"Vermont"	924000	1.15
1924	"Virginia"	993000	1.18
1924	"Washington"	966000	1.6
1924	"West Virginia"	784000	1.24
1924	"Wisconsin"	3527000	1.63
1924	"Wyoming"	1036000	1.14
1925	"Alabama"	553000	0.63
1925	"Arizona"	168000	2.2
1925	"Arkansas"	714000	0.82
1925	"California"	1772000	2.59
1925	"Colorado"	1651000	1.58
1925	"Connecticut"	3e+05	1.1
1925	"Delaware"	71000	1.25
1925	"Florida"	80000	0.64
1925	"Georgia"	537000	0.33
1925	"Idaho"	1108000	2.29
1925	"Illinois"	2865000	0.9
1925	"Indiana"	1857000	0.94
1925	"Iowa"	3338000	1.12
1925	"Kansas"	2467000	1.23
1925	"Kentucky"	1049000	0.88
1925	"Louisiana"	195000	0.94
