"loc"	"row"	"col"	"yield"
"L1"	54	2	2.88
"L1"	55	2	3.7
"L1"	56	2	2.9
"L1"	57	2	3.5
"L1"	58	2	2
"L1"	59	2	2.7
"L1"	60	2	3.6
"L1"	61	2	2.6
"L1"	62	2	3.2
"L1"	63	2	3.66
"L1"	1	3	2.4
"L1"	2	3	2.5
"L1"	3	3	2.8
"L1"	4	3	2.3
"L1"	5	3	4.3
"L1"	6	3	2.8
"L1"	7	3	3.1
"L1"	8	3	3.2
"L1"	9	3	2.5
"L1"	10	3	2.9
"L1"	11	3	3.8
"L1"	12	3	3.04
"L1"	13	3	2
"L1"	14	3	2.4
"L1"	15	3	2.6
"L1"	16	3	2.98
"L1"	17	3	2
"L1"	18	3	2.2
"L1"	19	3	3.6
"L1"	20	3	3.44
"L1"	21	3	3.4
"L1"	22	3	2.34
"L1"	23	3	2.08
"L1"	24	3	2
"L1"	25	3	2.54
"L1"	26	3	2.64
"L1"	27	3	2.1
"L1"	28	3	2
"L1"	29	3	1.42
"L1"	30	3	1.78
"L1"	31	3	2.2
"L1"	32	3	2.3
"L1"	33	3	2.7
"L1"	34	3	2.4
"L1"	35	3	2.1
"L1"	36	3	3.8
"L1"	37	3	3.3
"L1"	38	3	2.86
"L1"	39	3	2.3
"L1"	40	3	2.78
"L1"	41	3	3.2
"L1"	42	3	3.4
"L1"	43	3	1.64
"L1"	44	3	0.86
"L1"	45	3	1.08
"L1"	46	3	1.54
"L1"	47	3	2.9
"L1"	48	3	2
"L1"	49	3	1.4
"L1"	50	3	1.84
"L1"	51	3	2.84
"L1"	52	3	2.52
"L1"	53	3	2.6
"L1"	54	3	2.42
"L1"	55	3	2.56
"L1"	56	3	3.5
"L1"	57	3	4.24
"L1"	58	3	4
"L1"	59	3	2.5
"L1"	60	3	2.9
"L1"	61	3	3.3
"L1"	62	3	3.1
"L1"	63	3	2.4
"L1"	1	4	3.04
"L1"	2	4	2
"L1"	3	4	2.1
"L1"	4	4	2.7
"L1"	5	4	3.1
"L1"	6	4	2.3
"L1"	7	4	1.8
"L1"	8	4	2.6
"L1"	9	4	2.86
"L1"	10	4	2.8
"L1"	11	4	3.6
"L1"	12	4	2
"L1"	13	4	2.5
"L1"	14	4	2.3
"L1"	15	4	2
"L1"	16	4	2
"L1"	17	4	3.01
"L1"	18	4	3.7
"L1"	19	4	2
"L1"	20	4	4
"L1"	21	4	2.72
"L1"	22	4	1.92
"L1"	23	4	2.3
"L1"	24	4	1.72
"L1"	25	4	2.64
"L1"	26	4	2.22
"L1"	27	4	1.9
"L1"	28	4	2.2
"L1"	29	4	1.2
"L1"	30	4	1.7
"L1"	31	4	2.64
"L1"	32	4	2.8
"L1"	33	4	2.18
"L1"	34	4	2.6
"L1"	35	4	2.8
"L1"	36	4	2.7
"L1"	37	4	1.7
"L1"	38	4	2
"L1"	39	4	2.46
"L1"	40	4	3.5
"L1"	41	4	3.1
"L1"	42	4	3.4
"L1"	43	4	1.14
"L1"	44	4	2.46
"L1"	45	4	2
"L1"	46	4	2.1
"L1"	47	4	2.6
"L1"	48	4	1.46
"L1"	49	4	2.4
"L1"	50	4	0.9
"L1"	51	4	2
"L1"	52	4	2.68
"L1"	53	4	3.18
"L1"	54	4	3.3
"L1"	55	4	2.7
"L1"	56	4	2.7
"L1"	57	4	3.9
"L1"	58	4	3.8
"L1"	59	4	2.8
"L1"	60	4	2.44
"L1"	61	4	3.42
"L1"	62	4	3.3
"L1"	63	4	3.24
"L1"	1	5	2
"L1"	2	5	2.62
"L1"	3	5	1.91
"L1"	4	5	2.5
"L1"	5	5	3.6
"L1"	6	5	2.7
"L1"	7	5	2.72
"L1"	8	5	1.6
"L1"	9	5	2.3
"L1"	10	5	2.9
"L1"	11	5	3.04
"L1"	12	5	2.64
"L1"	13	5	2.7
"L1"	14	5	2.8
"L1"	15	5	1.82
"L1"	16	5	3.1
"L1"	17	5	2.7
"L1"	18	5	3.7
"L1"	19	5	3.3
"L1"	20	5	3.5
"L1"	21	5	3.3
"L1"	22	5	1.92
"L1"	23	5	1.9
"L1"	24	5	1.8
"L1"	25	5	2.52
"L1"	26	5	1.9
"L1"	27	5	1.96
"L1"	28	5	2
"L1"	29	5	1.3
"L1"	30	5	1.3
"L1"	31	5	1.52
"L1"	32	5	2.7
"L1"	33	5	2.92
"L1"	34	5	2.78
"L1"	35	5	1.2
"L1"	36	5	2.6
"L1"	37	5	2.2
"L1"	38	5	2.7
"L1"	39	5	2.08
"L1"	40	5	2.68
"L1"	41	5	2.9
"L1"	42	5	2.8
"L1"	43	5	1.96
"L1"	44	5	1.72
"L1"	45	5	1.8
"L1"	46	5	1.9
"L1"	47	5	3.6
"L1"	48	5	2.84
"L1"	49	5	2.44
"L1"	50	5	2.8
"L1"	51	5	2.26
"L1"	52	5	3.4
"L1"	53	5	2.7
"L1"	54	5	3.7
"L1"	55	5	2.2
"L1"	56	5	4
"L1"	57	5	2.2
"L1"	58	5	2.9
"L1"	59	5	3.1
"L1"	60	5	2.06
"L1"	61	5	2.52
"L1"	62	5	2.9
"L1"	63	5	1.6
"L1"	1	6	2.9
"L1"	2	6	2.1
"L1"	3	6	2.9
"L1"	4	6	1.68
"L1"	5	6	3.8
"L1"	6	6	2.78
"L1"	7	6	3.3
"L1"	8	6	3
"L1"	9	6	2.6
"L1"	10	6	3
"L1"	11	6	2.7
"L1"	12	6	3.4
"L1"	13	6	2.3
"L1"	14	6	2.5
"L1"	15	6	3.3
"L1"	16	6	2.1
"L1"	17	6	3
"L1"	18	6	3.3
"L1"	19	6	2.3
"L1"	20	6	3.2
"L1"	21	6	3.2
"L1"	22	6	1.74
"L1"	23	6	1.36
"L1"	24	6	1.4
"L1"	25	6	2.2
"L1"	26	6	2.36
"L1"	27	6	2.4
"L1"	28	6	2.36
"L1"	29	6	2
"L1"	30	6	1.9
"L1"	31	6	3.31
"L1"	32	6	2.2
"L1"	33	6	2.5
"L1"	34	6	2.96
"L1"	35	6	2.04
"L1"	36	6	2.41
"L1"	37	6	2
"L1"	38	6	3.1
"L1"	39	6	3.06
"L1"	40	6	2.6
"L1"	41	6	2.56
"L1"	42	6	2.2
"L1"	43	6	1.86
"L1"	44	6	2.24
"L1"	45	6	2.12
"L1"	46	6	2.96
"L1"	47	6	2.14
"L1"	48	6	2.26
"L1"	49	6	1.9
"L1"	50	6	2.5
"L1"	51	6	1.6
"L1"	52	6	3.8
"L1"	53	6	3.1
"L1"	54	6	3.4
"L1"	55	6	3.66
"L1"	56	6	2.9
"L1"	57	6	2.94
"L1"	58	6	3.6
"L1"	59	6	3.1
"L1"	60	6	2.9
"L1"	61	6	2.5
"L1"	62	6	2.88
"L1"	63	6	3.1
"L1"	1	7	2.62
"L1"	2	7	2.9
"L1"	3	7	2.1
"L1"	4	7	3.5
"L1"	5	7	2.5
"L1"	6	7	2.1
"L1"	7	7	3.2
"L1"	8	7	2.9
"L1"	9	7	2.3
"L1"	10	7	2.25
"L1"	11	7	3.2
"L1"	12	7	2.9
"L1"	13	7	2
"L1"	14	7	3.5
"L1"	15	7	2.2
"L1"	16	7	2.4
"L1"	17	7	3.3
"L1"	18	7	2.3
"L1"	19	7	3.06
"L1"	20	7	1.7
"L1"	21	7	2.6
"L1"	22	7	1.9
"L1"	23	7	1.42
"L1"	24	7	1.9
"L1"	25	7	2.32
"L1"	26	7	2.5
"L1"	27	7	2.5
"L1"	28	7	2
"L1"	29	7	1.84
"L1"	30	7	1.5
"L1"	31	7	2.66
"L1"	32	7	2.8
"L1"	33	7	2.12
"L1"	34	7	2.7
"L1"	35	7	2.6
"L1"	36	7	2.6
"L1"	37	7	3.3
"L1"	38	7	3
"L1"	39	7	2.8
"L1"	40	7	3
"L1"	41	7	2.9
"L1"	42	7	3.8
"L1"	43	7	1.42
"L1"	44	7	2.24
"L1"	45	7	1.62
"L1"	46	7	2.6
"L1"	47	7	2.54
"L1"	48	7	1.7
"L1"	49	7	2.54
"L1"	50	7	2.68
"L1"	51	7	2.2
"L1"	52	7	4.2
"L1"	53	7	2
"L1"	54	7	2.6
"L1"	55	7	2.3
"L1"	56	7	2.7
"L1"	57	7	3.26
"L1"	58	7	2.6
"L1"	59	7	2.6
"L1"	60	7	1.5
"L1"	61	7	2.3
"L1"	62	7	3.08
"L1"	63	7	2.8
"L1"	1	8	2.88
"L1"	2	8	2.3
"L1"	3	8	3
"L1"	4	8	3
"L1"	5	8	3.4
"L1"	6	8	3.2
"L1"	7	8	2.4
"L1"	8	8	4.1
"L1"	9	8	2
"L1"	10	8	2.8
"L1"	11	8	2.52
"L1"	12	8	2.76
"L1"	13	8	2.6
"L1"	14	8	2.5
"L1"	15	8	1.7
"L1"	16	8	2.7
"L1"	17	8	2.9
"L1"	18	8	2.18
"L1"	19	8	2.8
"L1"	20	8	2.9
"L1"	21	8	2.8
"L1"	22	8	3.4
"L1"	23	8	2.72
"L1"	24	8	1.8
"L1"	25	8	2.06
"L1"	26	8	1.8
"L1"	27	8	1.6
"L1"	28	8	1.9
"L1"	29	8	1.7
"L1"	30	8	2.16
"L1"	31	8	2.94
"L1"	32	8	2.92
"L1"	33	8	1.94
"L1"	34	8	1.54
"L1"	35	8	2.3
"L1"	36	8	3
"L1"	37	8	2
"L1"	38	8	3.6
"L1"	39	8	2.4
"L1"	40	8	3.4
"L1"	41	8	2.6
"L1"	42	8	4
"L1"	43	8	1.2
"L1"	44	8	2.11
"L1"	45	8	1.9
"L1"	46	8	2.4
"L1"	47	8	3.16
"L1"	48	8	3.16
"L1"	49	8	2.12
"L1"	50	8	1.52
"L1"	51	8	2.56
"L1"	52	8	2.6
"L1"	53	8	1.56
"L1"	54	8	1.8
"L1"	55	8	3.3
"L1"	56	8	2.8
"L1"	57	8	2.3
"L1"	58	8	2.9
"L1"	59	8	2.7
"L1"	60	8	2.6
"L1"	61	8	2.42
"L1"	62	8	2.4
"L1"	63	8	2.78
"L1"	1	9	2.76
"L1"	2	9	2.5
"L1"	3	9	2.1
"L1"	4	9	3.3
"L1"	5	9	2.8
"L1"	6	9	2.6
"L1"	7	9	2.3
"L1"	8	9	2.26
"L1"	9	9	2.1
"L1"	10	9	2.9
"L1"	11	9	3.02
"L1"	12	9	2.2
"L1"	13	9	2.8
"L1"	14	9	2.8
"L1"	15	9	3
"L1"	16	9	2.46
"L1"	17	9	3.4
"L1"	18	9	2
"L1"	19	9	2.1
"L1"	20	9	2.74
"L1"	21	9	2.3
"L1"	22	9	2.54
"L1"	23	9	2.62
"L1"	24	9	1.2
"L1"	25	9	2.9
"L1"	26	9	2.7
"L1"	27	9	1.34
"L1"	28	9	1.4
"L1"	29	9	1.3
"L1"	30	9	1.58
"L1"	31	9	3
"L1"	32	9	2.36
"L1"	33	9	2.5
"L1"	34	9	3.1
"L1"	35	9	2.1
"L1"	36	9	3.78
"L1"	37	9	1.68
"L1"	38	9	2
"L1"	39	9	2.3
"L1"	40	9	3.3
"L1"	41	9	2.76
"L1"	42	9	2.86
"L1"	43	9	2.98
"L1"	44	9	2.3
"L1"	45	9	2.3
"L1"	46	9	2.6
"L1"	47	9	2.88
"L1"	48	9	1.4
"L1"	49	9	2.98
"L1"	50	9	2.2
"L1"	51	9	2.3
"L1"	52	9	1.62
"L1"	53	9	3.2
"L1"	54	9	1.83
"L1"	55	9	2.5
"L1"	56	9	2.2
"L1"	57	9	2.2
"L1"	58	9	2.8
"L1"	59	9	3.2
"L1"	60	9	2.34
"L1"	61	9	2.52
"L1"	62	9	3.8
"L1"	63	9	2.98
"L1"	1	10	2.88
"L1"	2	10	2.1
"L1"	3	10	2.6
"L1"	4	10	2.31
"L1"	5	10	2.78
"L1"	6	10	2.31
"L1"	7	10	2.8
"L1"	8	10	2.6
"L1"	9	10	2.8
"L1"	10	10	2.4
"L1"	11	10	3.1
"L1"	12	10	3
"L1"	13	10	2.6
"L1"	14	10	4.1
"L1"	15	10	3.8
"L1"	16	10	2.8
"L1"	17	10	2.2
"L1"	18	10	1.96
"L1"	19	10	3.5
"L1"	20	10	2.88
"L1"	21	10	4.16
"L1"	22	10	2.04
"L1"	23	10	1.9
"L1"	24	10	1.8
"L1"	25	10	1.6
"L1"	26	10	1.5
"L1"	27	10	1
"L1"	28	10	1.6
"L1"	29	10	2.98
"L1"	30	10	1.7
"L1"	31	10	3.04
"L1"	32	10	2.7
"L1"	33	10	2.5
"L1"	34	10	2.1
"L1"	35	10	2.88
"L1"	36	10	2.98
"L1"	37	10	3.38
"L1"	38	10	2.7
"L1"	39	10	1.86
"L1"	40	10	2.98
"L1"	41	10	2.84
"L1"	42	10	3.3
"L1"	43	10	1.76
"L1"	44	10	2.56
"L1"	45	10	3
"L1"	46	10	2.63
"L1"	47	10	2.98
"L1"	48	10	2.3
"L1"	49	10	2
"L1"	50	10	1.72
"L1"	51	10	1.4
"L1"	52	10	4.3
"L1"	53	10	2.66
"L1"	54	10	3.2
"L1"	55	10	3.4
"L1"	56	10	3.08
"L1"	57	10	4.2
"L1"	58	10	3.5
"L1"	59	10	2.8
"L1"	60	10	3.6
"L1"	61	10	2.26
"L1"	62	10	3
"L1"	63	10	3.18
"L1"	1	11	1.7
"L1"	2	11	2.4
"L1"	3	11	3.3
"L1"	4	11	2.4
"L1"	5	11	2.47
"L1"	6	11	2.04
"L1"	7	11	1.94
"L1"	8	11	1.8
"L1"	9	11	2.2
"L1"	10	11	2.56
"L1"	11	11	3
"L1"	12	11	2.4
"L1"	13	11	2.8
"L1"	14	11	3
"L1"	15	11	2.3
"L1"	16	11	2.85
"L1"	17	11	1.2
"L1"	18	11	2.21
"L1"	19	11	3.6
"L1"	20	11	1.9
"L1"	21	11	3.62
"L1"	22	11	2.2
"L1"	23	11	2.14
"L1"	24	11	1.12
"L1"	25	11	2.4
"L1"	26	11	2
"L1"	27	11	2.24
"L1"	28	11	2.2
"L1"	29	11	2.38
"L1"	30	11	1.6
"L1"	31	11	2.6
"L1"	32	11	3
"L1"	33	11	2.48
"L1"	34	11	2.2
"L1"	35	11	2.6
"L1"	36	11	2.3
"L1"	37	11	2.92
"L1"	38	11	2.1
"L1"	39	11	2.6
"L1"	40	11	2.1
"L1"	41	11	3.5
"L1"	42	11	3.5
"L1"	43	11	2.46
"L1"	44	11	1.9
"L1"	45	11	2.76
"L1"	46	11	2.5
"L1"	47	11	2.3
"L1"	48	11	2.16
"L1"	49	11	2.5
"L1"	50	11	2.96
"L1"	51	11	2.8
"L1"	52	11	1.92
"L1"	53	11	3.86
"L1"	54	11	1.8
"L1"	55	11	3.08
"L1"	56	11	2.7
"L1"	57	11	2.9
"L1"	58	11	2.5
"L1"	59	11	1.9
"L1"	60	11	2.5
"L1"	61	11	2.58
"L1"	62	11	2.8
"L1"	63	11	3.7
"L1"	1	12	2.3
"L1"	2	12	2.2
"L1"	3	12	2.2
"L1"	4	12	2.61
"L1"	5	12	2.31
"L1"	6	12	2.02
"L1"	7	12	2.7
"L1"	8	12	2
"L1"	9	12	2.2
"L1"	10	12	2.42
"L1"	11	12	2.2
"L1"	12	12	2.3
"L1"	13	12	2.6
"L1"	14	12	2.2
"L1"	15	12	2.5
"L1"	16	12	2.74
"L1"	17	12	3.2
"L1"	18	12	2.7
"L1"	19	12	2.2
"L1"	20	12	1.6
"L1"	21	12	3.4
"L1"	22	12	1.84
"L1"	23	12	1.64
"L1"	24	12	1.7
"L1"	25	12	1
"L1"	26	12	1.7
"L1"	27	12	1.62
"L1"	28	12	1.6
"L1"	29	12	1.8
"L1"	30	12	1.5
"L1"	31	12	2.66
"L1"	32	12	2.1
"L1"	33	12	2.38
"L1"	34	12	2.98
"L1"	35	12	2.5
"L1"	36	12	2.1
"L1"	37	12	2.6
"L1"	38	12	2.4
"L1"	39	12	2.66
"L1"	40	12	2
"L1"	41	12	2.8
"L1"	42	12	2.5
"L1"	43	12	1.72
"L1"	44	12	2.84
"L1"	45	12	2.14
"L1"	46	12	2.61
"L1"	47	12	3.06
"L1"	48	12	2.34
"L1"	49	12	2.4
"L1"	50	12	2.4
"L1"	51	12	3.5
"L1"	52	12	2.52
"L1"	53	12	3.1
"L1"	54	12	1.98
"L1"	55	12	2.6
"L1"	56	12	3.08
"L1"	57	12	4.1
"L1"	58	12	2.1
"L1"	59	12	2.5
"L1"	60	12	2.6
"L1"	61	12	2.56
"L1"	62	12	2.9
"L1"	63	12	2.7
"L1"	1	13	2.8
"L1"	2	13	1.94
"L1"	3	13	2.6
"L1"	4	13	2.36
"L1"	5	13	2.4
"L1"	6	13	2.6
"L1"	7	13	2.8
"L1"	8	13	3.6
"L1"	9	13	1.8
"L1"	10	13	3
"L1"	11	13	2.3
"L1"	12	13	2.4
"L1"	13	13	2.8
"L1"	14	13	2.3
"L1"	15	13	2.3
"L1"	16	13	2.8
"L1"	17	13	2.2
"L1"	18	13	2.9
"L1"	19	13	2.6
"L1"	20	13	2.9
"L1"	21	13	2.3
"L1"	22	13	2.2
"L1"	23	13	1.7
"L1"	24	13	1.96
"L1"	25	13	2
"L1"	26	13	1
"L1"	27	13	2.7
"L1"	28	13	1.8
"L1"	29	13	1.2
"L1"	30	13	1.52
"L1"	31	13	2.2
"L1"	32	13	2.6
"L1"	33	13	2.5
"L1"	34	13	2.5
"L1"	35	13	3.4
"L1"	36	13	2.66
"L1"	37	13	2.62
"L1"	38	13	2.3
"L1"	39	13	1.8
"L1"	40	13	2.7
"L1"	41	13	2
"L1"	42	13	3.6
"L1"	43	13	2.3
"L1"	44	13	2.98
"L1"	45	13	2.7
"L1"	46	13	2.4
"L1"	47	13	2.2
"L1"	48	13	2.2
"L1"	49	13	2.84
"L1"	50	13	1.7
"L1"	51	13	1.6
"L1"	52	13	3.38
"L1"	53	13	2.28
"L1"	54	13	3.5
"L1"	55	13	1.9
"L1"	56	13	4.2
"L1"	57	13	3.3
"L1"	58	13	2.8
"L1"	59	13	2.9
"L1"	60	13	3.9
"L1"	61	13	2.66
"L1"	62	13	2.8
"L1"	63	13	3.2
"L1"	1	14	2.48
"L1"	2	14	2.84
"L1"	3	14	2.96
"L1"	4	14	2.6
"L1"	5	14	1.5
"L1"	6	14	2.2
"L1"	7	14	3.2
"L1"	8	14	2.6
"L1"	9	14	2.06
"L1"	10	14	3.2
"L1"	11	14	1.96
"L1"	12	14	2.5
"L1"	13	14	2.4
"L1"	14	14	2.4
"L1"	15	14	2.8
"L1"	16	14	2.2
"L1"	17	14	2.3
"L1"	18	14	2.6
"L1"	19	14	2.9
"L1"	20	14	4.2
"L1"	21	14	3.28
"L1"	22	14	1.5
"L1"	23	14	1.2
"L1"	24	14	1.92
"L1"	25	14	2.1
"L1"	26	14	1.4
"L1"	27	14	2.12
"L1"	28	14	2.3
"L1"	29	14	1.8
"L1"	30	14	1.8
"L1"	31	14	2.4
"L1"	32	14	2.7
"L1"	33	14	2.7
"L1"	34	14	2.1
"L1"	35	14	2.5
"L1"	36	14	2.1
"L1"	37	14	2.5
"L1"	38	14	2.5
"L1"	39	14	2.94
"L1"	40	14	2.6
"L1"	41	14	2.2
"L1"	42	14	3.94
"L1"	43	14	3.32
"L1"	44	14	1.18
"L1"	45	14	1.92
"L1"	46	14	3.2
"L1"	47	14	2.74
"L1"	48	14	2.84
"L1"	49	14	2.5
"L1"	50	14	2.18
"L1"	51	14	1.7
"L1"	52	14	2.73
"L1"	53	14	2.86
"L1"	54	14	2.7
"L1"	55	14	2.6
"L1"	56	14	2.24
"L1"	57	14	2.6
"L1"	58	14	3.5
"L1"	59	14	3.5
"L1"	60	14	3.02
"L1"	61	14	3.3
"L1"	62	14	2.62
"L1"	63	14	2.5
"L1"	1	15	2.3
"L1"	2	15	3.3
"L1"	3	15	2.84
"L1"	4	15	2.5
"L1"	5	15	3.72
"L1"	6	15	2.24
"L1"	7	15	2.4
"L1"	8	15	3.7
"L1"	9	15	2
"L1"	10	15	3.44
"L1"	11	15	3.7
"L1"	12	15	2.16
"L1"	13	15	3.51
"L1"	14	15	2.52
"L1"	15	15	2.7
"L1"	16	15	1.8
"L1"	17	15	2.1
"L1"	18	15	2.4
"L1"	19	15	1.62
"L1"	20	15	3.7
"L1"	21	15	2.6
"L1"	22	15	1.76
"L1"	23	15	1.9
"L1"	24	15	1
"L1"	25	15	2.62
"L1"	26	15	1.44
"L1"	27	15	1.7
"L1"	28	15	2
"L1"	29	15	1.9
"L1"	30	15	1
"L1"	31	15	3.6
"L1"	32	15	2.16
"L1"	33	15	2
"L1"	34	15	2.3
"L1"	35	15	2.52
"L1"	36	15	1.8
"L1"	37	15	2
"L1"	38	15	2.9
"L1"	39	15	2.66
"L1"	40	15	4
"L1"	41	15	2.9
"L1"	42	15	3.4
"L1"	43	15	3
"L1"	44	15	2.76
"L1"	45	15	2.54
"L1"	46	15	2.7
"L1"	47	15	2.3
"L1"	48	15	2.26
"L1"	49	15	2.66
"L1"	50	15	2.2
"L1"	51	15	4
"L1"	52	15	2.4
"L1"	53	15	2.5
"L1"	54	15	2.1
"L1"	55	15	2.1
"L1"	56	15	2.2
"L1"	57	15	3.4
"L1"	58	15	3.2
"L1"	59	15	2.8
"L1"	60	15	2.1
"L1"	61	15	2.8
"L1"	62	15	2.52
"L1"	63	15	1.8
"L1"	1	16	2.5
"L1"	2	16	2.1
"L1"	3	16	2.2
"L1"	4	16	2.61
"L1"	5	16	2.4
"L1"	6	16	1.6
"L1"	7	16	2.6
"L1"	8	16	2.8
"L1"	9	16	2.1
"L1"	10	16	3
"L1"	11	16	2.3
"L1"	12	16	2.6
"L1"	13	16	3
"L1"	14	16	2.84
"L1"	15	16	1.4
"L1"	16	16	2.4
"L1"	17	16	2.92
"L1"	18	16	3
"L1"	19	16	2.1
"L1"	20	16	2.7
"L1"	21	16	3.1
"L1"	22	16	2.14
"L1"	23	16	2.18
"L1"	24	16	1.8
"L1"	25	16	3.4
"L1"	26	16	2.4
"L1"	27	16	1.6
"L1"	28	16	2.7
"L1"	29	16	2.1
"L1"	30	16	1.02
"L1"	31	16	2.1
"L1"	32	16	2.08
"L1"	33	16	2.1
"L1"	34	16	2.9
"L1"	35	16	2.7
"L1"	36	16	3.6
"L1"	37	16	3.3
"L1"	38	16	3.2
"L1"	39	16	2.9
"L1"	40	16	2.3
"L1"	41	16	2.6
"L1"	42	16	2.5
"L1"	43	16	1.65
"L1"	44	16	1.94
"L1"	45	16	2.7
"L1"	46	16	2.8
"L1"	47	16	1.14
"L1"	48	16	2.84
"L1"	49	16	2.2
"L1"	50	16	2.22
"L1"	51	16	3.86
"L1"	52	16	2.44
"L1"	53	16	2.18
"L1"	54	16	2.98
"L1"	55	16	3.56
"L1"	56	16	2.5
"L1"	57	16	2.5
"L1"	58	16	1.8
"L1"	59	16	2.2
"L1"	60	16	1.9
"L1"	61	16	2.5
"L1"	62	16	3.58
"L1"	63	16	3.2
"L1"	1	17	2.1
"L1"	2	17	2.5
"L1"	3	17	2.7
"L1"	4	17	2.3
"L1"	5	17	1.7
"L1"	6	17	1.7
"L1"	7	17	2.3
"L1"	8	17	3.2
"L1"	9	17	1.9
"L1"	10	17	3
"L1"	11	17	2.96
"L1"	12	17	2.7
"L1"	13	17	2.5
"L1"	14	17	2.7
"L1"	15	17	1.86
"L1"	16	17	2.5
"L1"	17	17	2.9
"L1"	18	17	1.9
"L1"	19	17	3.5
"L1"	20	17	3.06
"L1"	21	17	2.7
"L1"	22	17	2.3
"L1"	23	17	2.2
"L1"	24	17	2
"L1"	25	17	1.64
"L1"	26	17	1.04
"L1"	27	17	2.02
"L1"	28	17	1.5
"L1"	29	17	1.7
"L1"	30	17	2.6
"L1"	31	17	2.54
"L1"	32	17	2.4
"L1"	33	17	2.2
"L1"	34	17	3.7
"L1"	35	17	2.1
"L1"	36	17	2.7
"L1"	37	17	2.2
"L1"	38	17	3.04
"L1"	39	17	2.4
"L1"	40	17	3.42
"L1"	41	17	3
"L1"	42	17	2.7
"L1"	43	17	1.66
"L1"	44	17	2.52
"L1"	45	17	2.52
"L1"	46	17	3.6
"L1"	47	17	3.7
"L1"	48	17	2.6
"L1"	49	17	1.6
"L1"	50	17	2.56
"L1"	51	17	1.4
"L1"	52	17	2.8
"L1"	53	17	2.6
"L1"	54	17	1.68
"L1"	55	17	2.8
"L1"	56	17	2.6
"L1"	57	17	1.5
"L1"	58	17	3
"L1"	59	17	2.7
"L1"	60	17	3.4
"L1"	61	17	2
"L1"	62	17	1.16
"L1"	63	17	2.1
"L1"	1	18	1.7
"L1"	2	18	1.9
"L1"	3	18	2.2
"L1"	4	18	2.5
"L1"	5	18	2.6
"L1"	6	18	1.8
"L1"	7	18	2.1
"L1"	8	18	3.3
"L1"	9	18	1.8
"L1"	10	18	4.7
"L1"	11	18	2.5
"L1"	12	18	3.1
"L1"	13	18	2.3
"L1"	14	18	3.04
"L1"	15	18	2.32
