year	state	acres	yield
1868	Vermont	24000	16
1868	Virginia	680000	10
1868	WestVirginia	195000	10.5
1868	Wisconsin	1810000	12.5
1869	Alabama	155000	7
1869	Arkansas	95000	8
1869	California	990000	17
1869	Colorado	11000	25
1869	Connecticut	2000	17.5
1869	Delaware	67000	13.5
1869	Georgia	330000	6.5
1869	Illinois	2800000	11
1869	Indiana	1750000	16
1869	Iowa	2290000	13
1869	Kansas	151000	16
1869	Kentucky	525000	11
1869	Maine	19000	15
1869	Maryland	460000	13
1869	Michigan	1090000	15
1869	Minnesota	1120000	17
1869	Mississippi	37000	7.5
1869	Missouri	1020000	14.3
1869	Nebraska	160000	14
1869	NewHampshire	11000	17.5
1869	NewJersey	145000	16.5
1869	NewYork	650000	18.5
1869	NorthCarolina	390000	7.5
1869	Ohio	1750000	16
1869	Oregon	120000	19.5
1869	Pennsylvania	1390000	14.5
1869	SouthCarolina	125000	6.5
1869	Tennessee	730000	8.5
1869	Texas	85000	9.5
1869	Vermont	26000	18
1869	Virginia	710000	10.5
1869	WestVirginia	220000	11.5
1869	Wisconsin	1770000	14.5
1870	Alabama	145000	7.5
1870	Arkansas	94000	7.5
1870	California	1290000	16
1870	Colorado	13000	25.5
1870	Connecticut	2000	18
1870	Delaware	67000	10
1870	Georgia	335000	7
1870	Illinois	2475000	10
1870	Indiana	1725000	11
1870	Iowa	2110000	12.5
1870	Kansas	156000	15.5
1870	Kentucky	590000	10.5
1870	Maine	21000	14
1870	Maryland	450000	11.5
1870	Michigan	1075000	14
1870	Minnesota	1140000	15
1870	Mississippi	28000	6.5
1870	Missouri	950000	13
1870	Nebraska	170000	11.5
1870	NewHampshire	12000	16
1870	NewJersey	149000	12.5
1870	NewYork	660000	16.5
1870	NorthCarolina	410000	7
1870	Ohio	1725000	13
1870	Oregon	115000	20
1870	Pennsylvania	1435000	12
1870	SouthCarolina	124000	6
1870	Tennessee	730000	8
1870	Texas	94000	10
1870	Vermont	25000	15
1870	Virginia	710000	9.6
1870	WestVirginia	240000	11
1870	Wisconsin	1680000	13.5
1871	Alabama	150000	5.5
1871	Arkansas	1e+05	6
1871	California	1430000	12.5
1871	Colorado	16000	22.5
1871	Connecticut	2000	17
1871	Delaware	67000	13
1871	Georgia	345000	4
1871	Illinois	2675000	12
1871	Indiana	1750000	12
1871	Iowa	2420000	11
1871	Kansas	169000	16
1871	Kentucky	645000	6.1
1871	Maine	24000	12.5
1871	Maryland	465000	13.5
1871	Michigan	1155000	16
1871	Minnesota	1270000	12.5
1871	Mississippi	27000	7
1871	Missouri	1050000	13.5
1871	Nebraska	225000	8
1871	NewHampshire	12000	17.5
1871	NewJersey	152000	16.5
1871	NewYork	670000	20
1871	NorthCarolina	420000	4.5
1871	Ohio	1700000	15
1871	Oregon	125000	19.5
1871	Pennsylvania	1460000	16
1871	SouthCarolina	118000	4
1871	Tennessee	730000	4
1871	Texas	97000	11.5
1871	Vermont	26000	16.5
1871	Virginia	725000	9.5
1871	WestVirginia	260000	10
1871	Wisconsin	1750000	13
1872	Alabama	160000	8
1872	Arkansas	90000	10.5
1872	California	1540000	13.5
1872	Colorado	18000	23.5
1872	Connecticut	2000	17
1872	Delaware	65000	9
1872	Georgia	345000	7.5
1872	Illinois	2800000	10.5
1872	Indiana	1750000	12.5
1872	Iowa	2570000	12.5
1872	Kansas	186000	11.5
1872	Kentucky	665000	12
1872	Maine	27000	16
1872	Maryland	480000	10
1872	Michigan	1105000	12
1872	Minnesota	1460000	17
1872	Mississippi	26000	7
1872	Missouri	1040000	8.5
1872	Nebraska	285000	12
1872	NewHampshire	12000	16.5
1872	NewJersey	154000	11
1872	NewYork	660000	14
1872	NorthCarolina	440000	7
1872	Ohio	1800000	12
1872	Oregon	135000	19
1872	Pennsylvania	1435000	10.5
1872	SouthCarolina	116000	6
1872	Tennessee	750000	8.5
1872	Texas	111000	15.5
1872	Vermont	25000	17.5
1872	Virginia	725000	9.5
1872	WestVirginia	265000	10.5
1872	Wisconsin	1720000	13.5
1873	Alabama	155000	6
1873	Arkansas	105000	9
1873	California	1710000	16
1873	Colorado	20000	23
1873	Connecticut	2000	18
1873	Delaware	67000	12
1873	Georgia	330000	5
1873	Illinois	2725000	12.5
1873	Indiana	2e+06	11.5
1873	Iowa	3110000	13
1873	Kansas	310000	14
1873	Kentucky	735000	9
1873	Maine	30000	11
1873	Maryland	5e+05	13
1873	Michigan	1200000	13
1873	Minnesota	1780000	17
1873	Mississippi	25000	6.5
1873	Missouri	1020000	13
1873	Montana	11000	20
1873	Nebraska	515000	15.5
1873	NewHampshire	12000	15
1873	NewJersey	150000	15.5
1873	NewYork	650000	15
1873	NorthCarolina	450000	5
1873	Ohio	1900000	14
1873	Oregon	165000	20
1873	Pennsylvania	1420000	14
1873	SouthCarolina	110000	5
1873	Tennessee	740000	6
1873	Texas	130000	13
1873	Vermont	24000	15
1873	Virginia	740000	9
1873	WestVirginia	275000	10
1873	Wisconsin	1750000	15
1874	Alabama	165000	7.5
1874	Arkansas	157000	10.5
1874	California	1560000	14
1874	Colorado	24000	24
1874	Connecticut	2000	18
1874	Delaware	68000	14
1874	Georgia	390000	6
1874	Illinois	3075000	12.2
1874	Indiana	2200000	15
1874	Iowa	3420000	11.5
1874	Kansas	705000	13.7
1874	Kentucky	845000	10.5
1874	Maine	30000	15.5
1874	Maryland	540000	12
1874	Michigan	1280000	15.5
1874	Minnesota	1920000	16
1874	Mississippi	38000	6
1874	Missouri	1140000	14
1874	Montana	14000	15
1874	Nebraska	640000	11.5
1874	NewHampshire	11000	16.5
1874	NewJersey	155000	16
1874	NewYork	660000	17.5
1874	NorthCarolina	485000	6.5
1874	Ohio	2050000	16
1874	Oregon	250000	20
1874	Pennsylvania	1405000	15
1874	SouthCarolina	118000	6.5
1874	Tennessee	885000	9
1874	Texas	176000	9.5
1874	Vermont	22000	18
1874	Virginia	790000	9.5
1874	WestVirginia	290000	12
1874	Wisconsin	1800000	10.5
1875	Alabama	205000	7
1875	Arkansas	204000	11
1875	California	1570000	12
1875	Colorado	32000	24.5
1875	Connecticut	2000	16
1875	Delaware	70000	13
1875	Georgia	490000	6
1875	Illinois	3075000	10.5
1875	Indiana	2250000	9
1875	Iowa	3180000	10
1875	Kansas	735000	17
1875	Kentucky	1030000	9
1875	Maine	31000	15
1875	Maryland	510000	12.5
1875	Michigan	1340000	13.5
1875	Minnesota	2020000	17
1875	Mississippi	56000	8
1875	Missouri	1240000	9
1875	Montana	11000	18.5
1875	Nebraska	790000	9.5
1875	NewHampshire	11000	16.5
1875	NewJersey	155000	12
1875	NewYork	670000	8
1875	NorthCarolina	515000	7
1875	Ohio	2150000	9.5
1875	Oregon	255000	19
1875	Pennsylvania	1405000	13.5
1875	SouthCarolina	120000	6
1875	Tennessee	1105000	8
1875	Texas	250000	15
1875	Vermont	20000	17.5
1875	Virginia	810000	8.5
1875	WestVirginia	325000	7.5
1875	Wisconsin	1750000	13.5
1876	Alabama	230000	5
1876	Arkansas	188000	5
1876	California	1680000	14
1876	Colorado	38000	23
1876	Connecticut	2000	15
1876	Delaware	75000	14.5
1876	Georgia	520000	5
1876	Illinois	2950000	12
1876	Indiana	2050000	11
1876	Iowa	2830000	6.5
1876	Kansas	1e+06	14.5
1876	Kentucky	1060000	10
1876	Maine	33000	14
1876	Maryland	555000	14
1876	Michigan	1390000	15
1876	Minnesota	2140000	9.5
1876	Mississippi	60000	5
1876	Missouri	1343000	13
1876	Montana	9000	18
1876	Nebraska	890000	11
1876	NewHampshire	11000	15.5
1876	NewJersey	157000	13.5
1876	NewYork	670000	17.5
1876	NorthCarolina	535000	6
1876	Ohio	1700000	12.5
1876	Oregon	275000	17.5
1876	Pennsylvania	1420000	13.5
1876	SouthCarolina	134000	6.5
1876	Tennessee	1070000	7
1876	Texas	3e+05	9
1876	Vermont	18000	16
1876	Virginia	810000	10
1876	WestVirginia	330000	12
1876	Wisconsin	1810000	8
1877	Alabama	270000	7
1877	Arkansas	202000	9.5
1877	California	1680000	9.5
1877	Colorado	58000	23
1877	Connecticut	2000	18
1877	Delaware	83000	14.5
1877	Georgia	460000	8
1877	Illinois	2425000	14.5
1877	Indiana	2025000	13.5
1877	Iowa	2460000	14.5
1877	Kansas	1021000	13.5
1877	Kentucky	765000	12.5
1877	Maine	36000	14.5
1877	Maryland	575000	15
1877	Michigan	1430000	17.5
1877	Minnesota	2310000	17
1877	Mississippi	56000	8
1877	Missouri	1545000	14
1877	Montana	15000	24
1877	Nebraska	850000	16
1877	NewHampshire	11000	17
1877	NewJersey	156000	14.5
1877	NewYork	730000	20.5
1877	NorthCarolina	620000	7
1877	Ohio	1900000	16
1877	Oregon	345000	21
1877	Pennsylvania	1400000	13.5
1877	SouthCarolina	154000	7
1877	Tennessee	1070000	7.5
1877	Texas	330000	9.5
1877	Vermont	19000	19
1877	Virginia	860000	10.4
1877	WestVirginia	350000	11.5
1877	Wisconsin	1750000	14
1878	Alabama	245000	5
1878	Arkansas	2e+05	4
1878	California	1800000	16
1878	Colorado	60000	21
1878	Connecticut	2000	17
1878	Delaware	90000	14.5
1878	Georgia	460000	5
1878	Illinois	2900000	15.5
1878	Indiana	2425000	19
1878	Iowa	3080000	9.5
1878	Kansas	1705000	16
1878	Kentucky	1145000	9
1878	Maine	41000	14.5
1878	Maryland	575000	14.5
1878	Michigan	1790000	18.5
1878	Minnesota	2790000	12.5
1878	Mississippi	48000	4.5
1878	Missouri	1930000	14.5
1878	Montana	16000	23
1878	Nebraska	1250000	13
1878	NewHampshire	11000	16
1878	NewJersey	163000	12
1878	NewYork	760000	20
1878	NorthCarolina	630000	5
1878	Ohio	2350000	18.5
1878	Oregon	365000	18.5
1878	Pennsylvania	1460000	15
1878	SouthCarolina	168000	4.5
1878	Tennessee	1200000	4
1878	Texas	370000	12
1878	Vermont	20000	17
1878	Virginia	910000	9
1878	WestVirginia	370000	11.5
1878	Wisconsin	2050000	9
1879	Alabama	265000	5.8
1879	Arkansas	204000	6.2
1879	California	1832000	15.8
1879	Colorado	65000	22
1879	Connecticut	2000	17.6
1879	Delaware	88000	13.4
1879	Georgia	476000	6.6
1879	Idaho	22000	24.5
1879	Illinois	3219000	15.9
1879	Indiana	2620000	18
1879	Iowa	3049000	10.2
1879	Kansas	1861000	9.3
1879	Kentucky	1160000	9.8
1879	Maine	44000	15.2
1879	Maryland	569000	14.1
1879	Michigan	1823000	19.5
1879	Minnesota	3045000	11.4
1879	Mississippi	44000	5
1879	Missouri	2074000	12
1879	Montana	18000	26.6
1879	Nebraska	1470000	9.4
1879	Nevada	4000	19
1879	NewHampshire	11000	15.1
1879	NewJersey	150000	12.7
1879	NewMexico	51000	13.8
1879	NewYork	737000	15.7
1879	NorthCarolina	647000	5.3
1879	NorthDakota	85000	20.5
1879	Ohio	2556000	18
1879	Oregon	445000	16.8
1879	Pennsylvania	1445000	13.5
1879	SouthCarolina	171000	5.6
1879	SouthDakota	106000	6
1879	Tennessee	1197000	6.1
1879	Texas	374000	6.9
1879	Utah	73000	16.1
1879	Vermont	21000	16.3
1879	Virginia	901000	8.7
1879	Washington	82000	23.6
1879	WestVirginia	393000	10.2
1879	Wisconsin	1948000	13
1880	Alabama	225000	5
1880	Arkansas	182000	6.5
1880	California	2125000	17.5
1880	Colorado	68000	17.5
1880	Connecticut	2000	18
1880	Delaware	98000	15.5
1880	Georgia	485000	4.5
1880	Idaho	24000	21.5
1880	Illinois	3650000	14.5
1880	Indiana	2950000	16.5
1880	Iowa	2680000	10.5
1880	Kansas	2340000	10
1880	Kentucky	1280000	8.5
1880	Maine	40000	14
1880	Maryland	606000	13.5
1880	Michigan	1950000	18
1880	Minnesota	3260000	13.5
1880	Mississippi	40000	4.5
1880	Missouri	2410000	12.5
1880	Montana	19000	23.5
1880	Nebraska	1520000	8.5
1880	Nevada	4000	25
1880	NewHampshire	9000	16
1880	NewJersey	157000	15.5
1880	NewMexico	25000	16
1880	NewYork	790000	19
1880	NorthCarolina	760000	4.5
1880	NorthDakota	120000	19.5
1880	Ohio	3e+06	19
1880	Oregon	465000	20
1880	Pennsylvania	1475000	16
1880	SouthCarolina	181000	4
1880	SouthDakota	147000	6
1880	Tennessee	1240000	5
1880	Texas	365000	8
1880	Utah	65000	18
1880	Vermont	21000	16
1880	Virginia	920000	9.2
1880	Washington	83000	20
1880	WestVirginia	415000	11.5
1880	Wisconsin	1900000	11
1881	Alabama	155000	6.5
1881	Arkansas	135000	5.5
1881	California	2375000	15.5
1881	Colorado	80000	20
1881	Connecticut	2000	17.5
1881	Delaware	103000	10
1881	Georgia	4e+05	6
1881	Idaho	25000	24.5
1881	Illinois	3750000	10
1881	Indiana	2950000	10
1881	Iowa	1980000	6
1881	Kansas	2180000	9.5
1881	Kentucky	1120000	8
1881	Maine	36000	16.5
1881	Maryland	618000	13.5
1881	Michigan	1950000	13
1881	Minnesota	3160000	11.5
1881	Mississippi	23000	5.5
1881	Missouri	2600000	9.5
1881	Montana	16000	27
1881	Nebraska	1550000	7
1881	Nevada	3000	22.5
1881	NewHampshire	8000	15
1881	NewJersey	155000	13
1881	NewMexico	26000	18
1881	NewYork	780000	16.5
1881	NorthCarolina	650000	5
1881	NorthDakota	250000	18
1881	Ohio	3050000	15
1881	Oregon	495000	19.5
1881	Pennsylvania	1500000	15.5
1881	SouthCarolina	174000	5
1881	SouthDakota	173000	7
1881	Tennessee	1020000	6
1881	Texas	245000	13
1881	Utah	65000	19
1881	Vermont	19000	18
1881	Virginia	890000	8
1881	Washington	104000	19
1881	WestVirginia	410000	10.5
1881	Wisconsin	1570000	11.5
1882	Alabama	185000	6
1882	Arizona	11000	17
1882	Arkansas	221000	9
1882	California	2775000	14.5
1882	Colorado	91000	19
1882	Connecticut	2000	20
1882	Delaware	99000	16
1882	Georgia	445000	7.5
1882	Idaho	36000	21.5
1882	Illinois	3375000	17
1882	Indiana	3100000	17.5
1882	Iowa	1650000	10.5
1882	Kansas	1600000	20
1882	Kentucky	1290000	13
1882	Maine	33000	16
1882	Maryland	620000	17.5
1882	Michigan	1985000	19
1882	Minnesota	2760000	14
1882	Mississippi	35000	8
1882	Missouri	2550000	15
1882	Montana	22000	25
1882	Nebraska	1450000	13
1882	Nevada	4000	28
1882	NewHampshire	7000	15.5
1882	NewJersey	147000	15
1882	NewMexico	27000	13
1882	NewYork	770000	18.5
1882	NorthCarolina	750000	6.5
1882	NorthDakota	445000	20.5
1882	Ohio	3e+06	18
1882	Oregon	485000	20
1882	Pennsylvania	1490000	16.5
1882	SouthCarolina	230000	7.5
1882	SouthDakota	312000	16
1882	Tennessee	1180000	8.5
1882	Texas	410000	12
1882	Utah	67000	17
1882	Vermont	19000	19
1882	Virginia	920000	9.3
1882	Washington	148000	18
1882	WestVirginia	410000	11.5
1882	Wisconsin	1340000	14.5
1883	Alabama	150000	5.2
1883	Arizona	11000	17
1883	Arkansas	209000	6
1883	California	2800000	14
1883	Colorado	108000	21
1883	Connecticut	2000	16
1883	Delaware	94000	12.5
1883	Georgia	425000	5
1883	Idaho	45000	21
1883	Illinois	2625000	10
1883	Indiana	3125000	10
1883	Iowa	1620000	13.5
1883	Kansas	1220000	17.5
1883	Kentucky	1290000	7.7
1883	Maine	28000	17.5
1883	Maryland	626000	15.5
1883	Michigan	1786000	16
1883	Minnesota	2890000	14.5
1883	Mississippi	30000	5
1883	Missouri	2525000	10.5
1883	Montana	25000	22.5
1883	Nebraska	1550000	17.5
1883	Nevada	4000	24
1883	NewHampshire	6000	17.5
1883	NewJersey	145000	15.5
1883	NewMexico	28000	16
1883	NewYork	780000	12
1883	NorthCarolina	760000	5
1883	NorthDakota	625000	20
1883	Ohio	2950000	10
1883	Oregon	535000	17
1883	Pennsylvania	1520000	15
1883	SouthCarolina	218000	6
1883	SouthDakota	450000	17
1883	Tennessee	1100000	5.5
1883	Texas	375000	11
1883	Utah	68000	23.5
1883	Vermont	19000	18.5
1883	Virginia	930000	9.5
1883	Washington	170000	19
1883	WestVirginia	4e+05	10.5
1883	Wisconsin	1320000	13.5
1884	Alabama	125000	6
1884	Arizona	14000	16.5
1884	Arkansas	210000	8
1884	California	2800000	16.5
1884	Colorado	110000	21.5
1884	Connecticut	2000	16.5
1884	Delaware	95000	13
1884	Georgia	420000	6.5
1884	Idaho	59000	24.5
1884	Illinois	3150000	13.5
1884	Indiana	3150000	16
1884	Iowa	1540000	13
1884	Kansas	2190000	18
1884	Kentucky	1260000	11.5
1884	Maine	25000	17
1884	Maryland	645000	16.5
1884	Michigan	1985000	18
1884	Minnesota	3430000	16
1884	Mississippi	26000	5
1884	Missouri	2500000	13.5
1884	Montana	30000	27
1884	Nebraska	1700000	16.5
1884	Nevada	4000	30
1884	NewHampshire	5000	14.5
1884	NewJersey	145000	14.5
1884	NewMexico	30000	16.5
1884	NewYork	770000	18.5
1884	NorthCarolina	8e+05	6.5
1884	NorthDakota	960000	19
1884	Ohio	2900000	15.5
1884	Oregon	575000	19
1884	Pennsylvania	1535000	16
1884	SouthCarolina	232000	6
1884	SouthDakota	7e+05	15.5
1884	Tennessee	1100000	8
1884	Texas	4e+05	11.5
1884	Utah	74000	22
1884	Vermont	18000	19
1884	Virginia	930000	8.8
1884	Washington	226000	15
1884	WestVirginia	395000	11
1884	Wisconsin	1220000	15.5
1885	Alabama	91000	5.5
1885	Arizona	14000	17
1885	Arkansas	190000	5
1885	California	2825000	11.5
1885	Colorado	112000	20
1885	Connecticut	1000	15
1885	Delaware	90000	13.5
1885	Georgia	390000	6
1885	Idaho	62000	24
1885	Illinois	2050000	8.5
1885	Indiana	2975000	10.5
1885	Iowa	1430000	12
1885	Kansas	1370000	10.5
1885	Kentucky	1060000	4
1885	Maine	22000	17
1885	Maryland	580000	13
1885	Michigan	1890000	19.5
1885	Minnesota	3360000	13.5
1885	Mississippi	20000	5
1885	Missouri	1925000	8
1885	Montana	27000	26.5
1885	Nebraska	1650000	13.5
1885	Nevada	4000	25.5
1885	NewHampshire	4000	15.5
1885	NewJersey	133000	10.5
1885	NewMexico	33000	16
1885	NewYork	690000	17
1885	NorthCarolina	710000	4
1885	NorthDakota	1360000	19
1885	Ohio	2750000	10
1885	Oregon	585000	18
1885	Pennsylvania	1410000	11
1885	SouthCarolina	220000	5.5
1885	SouthDakota	1010000	13
1885	Tennessee	950000	3
1885	Texas	350000	12.5
1885	Utah	75000	22.5
1885	Vermont	17000	20
1885	Virginia	905000	5.5
1885	Washington	235000	20
1885	WestVirginia	360000	6
1885	Wisconsin	1160000	12
1886	Alabama	72000	7
1886	Arizona	14000	16.5
1886	Arkansas	170000	6.5
1886	California	2700000	16
1886	Colorado	112000	20
1886	Connecticut	1000	17
1886	Delaware	92000	16
1886	Georgia	355000	4.5
1886	Idaho	65000	21
1886	Illinois	2750000	15
1886	Indiana	2875000	16
1886	Iowa	1290000	14
1886	Kansas	1320000	11.5
1886	Kentucky	1110000	12.5
1886	Maine	21000	16.5
1886	Maryland	586000	16.5
1886	Michigan	1900000	16.5
1886	Minnesota	3660000	16
1886	Mississippi	16000	4
1886	Missouri	2050000	14
1886	Montana	23000	22.5
1886	Nebraska	1450000	11
1886	Nevada	4000	20
1886	NewHampshire	4000	15
1886	NewJersey	130000	15.5
1886	NewMexico	33000	14.5
1886	NewYork	670000	17.5
1886	NorthCarolina	715000	4.5
1886	NorthDakota	1680000	14.5
1886	Ohio	3050000	17
1886	Oregon	590000	15
1886	Pennsylvania	1440000	14.5
1886	SouthCarolina	187000	5
1886	SouthDakota	1270000	11.5
1886	Tennessee	920000	8.5
1886	Texas	335000	10.5
1886	Utah	79000	16
1886	Vermont	15000	19
1886	Virginia	890000	9.6
1886	Washington	268000	18
1886	WestVirginia	350000	11
1886	Wisconsin	1050000	12.5
1887	Alabama	66000	6
1887	Arizona	14000	16.5
1887	Arkansas	159000	9
1887	California	2775000	13
1887	Colorado	109000	21
1887	Connecticut	1000	17
1887	Delaware	92000	13
1887	Georgia	350000	6.5
1887	Idaho	64000	21.5
1887	Illinois	2700000	15.2
1887	Indiana	2900000	13.5
1887	Iowa	1160000	12
1887	Kansas	1240000	9.5
1887	Kentucky	1090000	11
1887	Maine	16000	18
1887	Maryland	563000	15.5
1887	Michigan	1860000	16
1887	Minnesota	3670000	12.5
1887	Mississippi	12000	5.5
1887	Missouri	2125000	16
1887	Montana	20000	29.5
1887	Nebraska	1700000	10
1887	Nevada	4000	25.5
1887	NewHampshire	3000	14
1887	NewJersey	129000	11.5
1887	NewMexico	33000	18
1887	NewYork	650000	17
1887	NorthCarolina	740000	7
1887	NorthDakota	2e+06	18
1887	Ohio	3050000	14.5
1887	Oregon	610000	18
1887	Pennsylvania	1420000	12
1887	SouthCarolina	193000	6.5
1887	SouthDakota	1530000	14
1887	Tennessee	920000	9
1887	Texas	330000	10
1887	Utah	81000	20.5
1887	Vermont	14000	18
1887	Virginia	825000	9.4
1887	Washington	295000	19.5
1887	WestVirginia	360000	9.5
1887	Wisconsin	1e+06	11.5
1888	Alabama	62000	5
1888	Arizona	15000	18
1888	Arkansas	150000	9
1888	California	3e+06	14
1888	Colorado	121000	17.5
1888	Delaware	92000	16.5
1888	Georgia	345000	5
1888	Idaho	77000	20.5
1888	Illinois	2550000	13.5
1888	Indiana	2700000	10.5
1888	Iowa	1050000	12.5
1888	Kansas	1090000	15
1888	Kentucky	1010000	10.5
1888	Maine	9000	18.5
1888	Maryland	557000	18
1888	Michigan	1670000	14.5
1888	Minnesota	3230000	10.5
1888	Mississippi	8000	6.5
1888	Missouri	1930000	12
1888	Montana	25000	28
1888	Nebraska	1600000	10
1888	Nevada	4000	22.5
1888	NewHampshire	2000	14.5
1888	NewJersey	128000	15
1888	NewMexico	33000	18
1888	NewYork	610000	14.1
1888	NorthCarolina	715000	5.5
1888	NorthDakota	2160000	12.5
1888	Ohio	2500000	10.5
1888	Oregon	590000	17
1888	Pennsylvania	1400000	16
1888	SouthCarolina	195000	5
1888	SouthDakota	1680000	10
1888	Tennessee	920000	9.5
1888	Texas	340000	12
1888	Utah	96000	20
1888	Vermont	10000	17
1888	Virginia	795000	10.4
1888	Washington	340000	18.5
1888	WestVirginia	360000	9.5
1888	Wisconsin	8e+05	13
1889	Alabama	60000	5.3
1889	Arizona	16000	16.1
1889	Arkansas	142000	6.8
1889	California	2847000	14.4
1889	Colorado	127000	22.4
1889	Delaware	94000	15.9
1889	Georgia	340000	6
1889	Idaho	81000	18.5
1889	Illinois	2425000	16.7
1889	Indiana	2800000	14.5
1889	Iowa	940000	14.1
1889	Kansas	1583000	19.2
1889	Kentucky	980000	11.9
1889	Maine	4000	19.4
1889	Maryland	546000	16.3
1889	Michigan	1680000	16.5
1889	Minnesota	3400000	15.5
1889	Mississippi	5000	6.6
1889	Missouri	1950000	15.5
1889	Montana	26000	24.5
1889	Nebraska	1675000	13.2
1889	Nevada	4000	22.5
1889	NewHampshire	2000	17.4
1889	NewJersey	126000	15
1889	NewMexico	35000	15.7
1889	NewYork	625000	18
1889	NorthCarolina	730000	6.4
1889	NorthDakota	2660000	9.7
1889	Ohio	2400000	15.7
1889	Oregon	560000	16.8
1889	Pennsylvania	1360000	16.4
1889	SouthCarolina	198000	5.7
1889	SouthDakota	2010000	7.3
1889	Tennessee	925000	9.5
1889	Texas	352000	12.2
1889	Utah	99000	17.9
1889	Vermont	8000	19.6
1889	Virginia	810000	10.7
1889	Washington	373000	17
1889	WestVirginia	350000	10.4
1889	Wisconsin	750000	16
1890	Alabama	46000	4
1890	Arizona	16000	12
1890	Arkansas	136000	6
1890	California	2275000	13.5
1890	Colorado	143000	18.5
1890	Delaware	96000	14
1890	Georgia	3e+05	4
1890	Idaho	83000	19.5
1890	Illinois	1925000	11
1890	Indiana	2575000	11.5
1890	Iowa	980000	12.5
1890	Kansas	2160000	15
1890	Kentucky	1010000	10
1890	Maine	4000	15
1890	Maryland	546000	17.5
1890	Michigan	1630000	14.5
1890	Minnesota	3900000	13
1890	Mississippi	4000	4
1890	Missouri	1875000	12.5
1890	Montana	33000	20
1890	Nebraska	1775000	12
1890	Nevada	5000	23
1890	NewHampshire	2000	15
1890	NewJersey	124000	14.5
1890	NewMexico	37000	15.5
1890	NewYork	615000	18.5
1890	NorthCarolina	715000	4.5
1890	NorthDakota	2960000	10
1890	Ohio	2500000	14.5
1890	Oregon	590000	17
1890	Pennsylvania	1340000	16.5
1890	SouthCarolina	179000	4
1890	SouthDakota	2480000	8
1890	Tennessee	9e+05	7
1890	Texas	290000	7
1890	Utah	105000	19.5
1890	Vermont	7000	17.5
1890	Virginia	8e+05	9
1890	Washington	4e+05	21
1890	WestVirginia	350000	8
1890	Wisconsin	770000	14
1890	Wyoming	5000	18
1891	Alabama	44000	6
1891	Arizona	17000	18.5
1891	Arkansas	148000	8.5
1891	California	2525000	15
1891	Colorado	153000	23
1891	Delaware	99000	17
1891	Georgia	270000	7.5
1891	Idaho	91000	23
1891	Illinois	2300000	18
1891	Indiana	2750000	18
1891	Iowa	990000	16
1891	Kansas	3660000	16
1891	Kentucky	1030000	13
1891	Maine	4000	18.5
1891	Maryland	555000	19
1891	Michigan	1720000	18
1891	Minnesota	4020000	18
