"row"	"col"	"yield"	"expt"
20	3	2.0455	"E1"
21	3	2.983	"E1"
22	3	2.5	"E1"
23	3	0.2273	"E1"
24	3	2.6136	"E1"
25	3	0.7555	"E1"
26	3	1.878	"E1"
27	3	2.8409	"E1"
28	3	0.9091	"E1"
29	3	2.0455	"E1"
30	3	1.9602	"E1"
31	3	1.9318	"E1"
32	3	0.4545	"E1"
33	3	1.4773	"E1"
34	3	0.2273	"E1"
35	3	1.1364	"E1"
36	3	1.9502	"E1"
37	3	1.6193	"E1"
38	3	1.6193	"E1"
39	3	1.8698	"E1"
40	3	1.5909	"E1"
41	3	2.2727	"E1"
42	3	1.9602	"E1"
1	4	1.4773	"E1"
2	4	2.2727	"E1"
3	4	1.8182	"E1"
4	4	3.125	"E1"
5	4	2.5	"E1"
6	4	2.5	"E1"
7	4	1.5909	"E1"
8	4	2.1273	"E1"
9	4	2.7273	"E1"
10	4	1.1364	"E1"
11	4	2.0455	"E1"
12	4	2.3864	"E1"
13	4	2.3011	"E1"
14	4	2.3011	"E1"
15	4	3.0114	"E1"
16	4	2.2727	"E1"
17	4	5.6818	"E1"
18	4	1.5909	"E1"
19	4	1.9886	"E1"
20	4	1.6761	"E1"
21	4	1.25	"E1"
22	4	1.6477	"E1"
23	4	2.2727	"E1"
24	4	1.5909	"E1"
25	4	0.5966	"E1"
26	4	2.2727	"E1"
27	4	1.8182	"E1"
28	4	2.5	"E1"
29	4	1.25	"E1"
30	4	1.4773	"E1"
31	4	1.3636	"E1"
32	4	1.1364	"E1"
33	4	1.0227	"E1"
34	4	2.5	"E1"
35	4	1.9318	"E1"
36	4	2.6136	"E1"
37	4	1.3864	"E1"
38	4	2.6136	"E1"
39	4	2.9545	"E1"
40	4	2.5	"E1"
41	4	2.7273	"E1"
42	4	2.5	"E1"
1	5	2.6705	"E1"
2	5	3.2955	"E1"
3	5	1.7045	"E1"
4	5	1.8182	"E1"
5	5	2.2159	"E1"
6	5	1.7045	"E1"
7	5	1.8182	"E1"
8	5	1.7614	"E1"
9	5	2.2727	"E1"
10	5	2.8409	"E1"
11	5	2.1591	"E1"
12	5	1.8182	"E1"
13	5	1.7614	"E1"
14	5	2.1023	"E1"
15	5	1.7045	"E1"
16	5	3.0682	"E1"
17	5	2.8409	"E1"
18	5	2.0455	"E1"
19	5	2.1591	"E1"
20	5	2.1591	"E1"
21	5	2.2159	"E1"
22	5	2.3864	"E1"
23	5	1.9602	"E1"
24	5	2.1023	"E1"
25	5	2.358	"E1"
26	5	2.358	"E1"
27	5	2.6705	"E1"
28	5	2.3864	"E1"
29	5	2.7841	"E1"
30	5	2.2727	"E1"
31	5	1.875	"E1"
32	5	2.2443	"E1"
33	5	2.5	"E1"
34	5	2.1591	"E1"
35	5	1.9602	"E1"
36	5	1.8182	"E1"
37	5	2.8977	"E1"
38	5	2.6136	"E1"
39	5	2.0455	"E1"
40	5	3.0682	"E1"
41	5	2.9545	"E1"
42	5	1.8182	"E1"
1	6	1.5625	"E1"
2	6	2.0455	"E1"
3	6	2.9545	"E1"
4	6	2.1875	"E1"
5	6	3.6932	"E1"
6	6	2.0455	"E1"
7	6	1.6477	"E1"
8	6	3.0682	"E1"
9	6	3.608	"E1"
10	6	2.5	"E1"
11	6	2.0455	"E1"
12	6	2.3295	"E1"
13	6	1.8182	"E1"
14	6	3.4091	"E1"
15	6	2.6136	"E1"
16	6	2.9545	"E1"
17	6	2.7841	"E1"
18	6	3.5795	"E1"
19	6	3.4091	"E1"
20	6	1.9034	"E1"
21	6	2.7273	"E1"
22	6	2.8409	"E1"
23	6	2.6889	"E1"
24	6	2.2727	"E1"
25	6	2.5852	"E1"
26	6	3.1818	"E1"
27	6	2.5568	"E1"
28	6	3.8636	"E1"
29	6	3.2386	"E1"
30	6	1.9318	"E1"
31	6	3.75	"E1"
32	6	2.0455	"E1"
33	6	3.0682	"E1"
34	6	1.7045	"E1"
35	6	2.2159	"E1"
36	6	2.6136	"E1"
37	6	2.1591	"E1"
38	6	2.8125	"E1"
39	6	2.8409	"E1"
40	6	2.9545	"E1"
41	6	2.7273	"E1"
42	6	2.4716	"E1"
1	7	1.9602	"E1"
2	7	1.1932	"E1"
3	7	2.5	"E1"
4	7	1.7614	"E1"
5	7	0.7955	"E1"
6	7	2.3295	"E1"
7	7	2.5	"E1"
8	7	1.5057	"E1"
9	7	2.3295	"E1"
10	7	1.5909	"E1"
11	7	1.8182	"E1"
12	7	1.2216	"E1"
13	7	2.5	"E1"
14	7	2.7841	"E1"
15	7	1.9034	"E1"
16	7	1.9318	"E1"
17	7	2.9261	"E1"
18	7	2.983	"E1"
19	7	2.5284	"E1"
20	7	2.642	"E1"
21	7	2.642	"E1"
22	7	2.5568	"E1"
23	7	1.5909	"E1"
24	7	2.9545	"E1"
25	7	2.017	"E1"
26	7	3.8352	"E1"
27	7	1.733	"E1"
28	7	1.5909	"E1"
29	7	1.7045	"E1"
30	7	2.8977	"E1"
31	7	2.983	"E1"
32	7	1.9318	"E1"
33	7	2.6136	"E1"
34	7	1.7045	"E1"
35	7	2.3864	"E1"
36	7	3.267	"E1"
37	7	2.358	"E1"
38	7	2.017	"E1"
39	7	1.7045	"E1"
40	7	2.5	"E1"
41	7	1.392	"E1"
42	7	0.8523	"E1"
1	8	2.3011	"E1"
2	8	1.8182	"E1"
3	8	1.9034	"E1"
4	8	1.6477	"E1"
5	8	1.7045	"E1"
6	8	1.7614	"E1"
7	8	0.9091	"E1"
8	8	2.0455	"E1"
9	8	2.0455	"E1"
10	8	0.1136	"E1"
11	8	1.1648	"E1"
12	8	2.5	"E1"
13	8	2.2727	"E1"
14	8	2.1591	"E1"
15	8	1.1364	"E1"
16	8	1.875	"E1"
17	8	1.1364	"E1"
18	8	1.108	"E1"
19	8	0.8807	"E1"
20	8	1.1693	"E1"
21	8	1.7614	"E1"
22	8	2.0455	"E1"
23	8	1.9034	"E1"
24	8	1.8182	"E1"
25	8	1.7614	"E1"
26	8	2.2443	"E1"
27	8	1.9886	"E1"
28	8	2.017	"E1"
29	8	1.9318	"E1"
30	8	1.3068	"E1"
31	8	2.7841	"E1"
32	8	1.6193	"E1"
33	8	1.8182	"E1"
34	8	1.3636	"E1"
35	8	1.7045	"E1"
36	8	2.0739	"E1"
37	8	1.6193	"E1"
38	8	1.9318	"E1"
39	8	1.3068	"E1"
40	8	1.5909	"E1"
41	8	2.3864	"E1"
42	8	0.2841	"E1"
1	9	0.9091	"E1"
2	9	0.9659	"E1"
3	9	1.5057	"E1"
4	9	2.7273	"E1"
5	9	2.2727	"E1"
6	9	1.0511	"E1"
7	9	3.0114	"E1"
8	9	1.25	"E1"
9	9	1.1364	"E1"
10	9	1.3636	"E1"
11	9	1.875	"E1"
12	9	1.7614	"E1"
13	9	1.8182	"E1"
14	9	0.5114	"E1"
15	9	1.1648	"E1"
16	9	2.0455	"E1"
17	9	0.6818	"E1"
18	9	2.3864	"E1"
19	9	1.8466	"E1"
20	9	1.5909	"E1"
21	9	1.5909	"E1"
22	9	1.9318	"E1"
23	9	1.5909	"E1"
24	9	1.8182	"E1"
25	9	1.2784	"E1"
26	9	0.3877	"E1"
27	9	1.4205	"E1"
28	9	1.0227	"E1"
29	9	0.4545	"E1"
30	9	2.0455	"E1"
31	9	0.3977	"E1"
32	9	1.5909	"E1"
33	9	1.7898	"E1"
34	9	1.9045	"E1"
35	9	0.8239	"E1"
36	9	1.2784	"E1"
37	9	1.108	"E1"
38	9	1.4773	"E1"
39	9	1.5909	"E1"
40	9	1.7045	"E1"
41	9	1.5909	"E1"
42	9	1.5909	"E1"
1	10	0.9943	"E1"
2	10	1.8182	"E1"
3	10	1.5909	"E1"
4	10	1.6193	"E1"
5	10	1.875	"E1"
6	10	1.8182	"E1"
7	10	0.9091	"E1"
8	10	1.3636	"E1"
9	10	0.9091	"E1"
10	10	1.3352	"E1"
11	10	1.9886	"E1"
12	10	1.4773	"E1"
13	10	1.4489	"E1"
14	10	1.5341	"E1"
15	10	1.25	"E1"
16	10	1.9318	"E1"
17	10	1.2216	"E1"
18	10	2.1591	"E1"
19	10	2.7841	"E1"
20	10	2.5	"E1"
21	10	1.8466	"E1"
22	10	0.6818	"E1"
23	10	1.3636	"E1"
24	10	1.4205	"E1"
25	10	1.5909	"E1"
26	10	1.7045	"E1"
27	10	1.1364	"E1"
28	10	1.3352	"E1"
29	10	1.4205	"E1"
30	10	1.8466	"E1"
31	10	2.3864	"E1"
32	10	0.9943	"E1"
33	10	0.7955	"E1"
34	10	1.875	"E1"
35	10	1.5909	"E1"
36	10	1.8182	"E1"
37	10	1.1932	"E1"
38	10	0.4261	"E1"
39	10	1.1364	"E1"
40	10	1.3636	"E1"
41	10	1.25	"E1"
42	10	2.2727	"E1"
1	11	1.3352	"E1"
2	11	1.25	"E1"
3	11	1.8182	"E1"
4	11	1.392	"E1"
5	11	2.2159	"E1"
6	11	0.9375	"E1"
7	11	0.9091	"E1"
8	11	0.4545	"E1"
9	11	1.5909	"E1"
10	11	0.7102	"E1"
11	11	0.6818	"E1"
12	11	1.7045	"E1"
13	11	0.9091	"E1"
14	11	0.7102	"E1"
15	11	0.483	"E1"
16	11	0.5114	"E1"
17	11	0.9375	"E1"
18	11	0.9659	"E1"
19	11	1.3636	"E1"
20	11	1.8466	"E1"
21	11	1.8182	"E1"
22	11	0.6818	"E1"
23	11	1.1364	"E1"
24	11	1.392	"E1"
25	11	0.9091	"E1"
26	11	0.7102	"E1"
27	11	1.3636	"E1"
28	11	1.1364	"E1"
29	11	1.3352	"E1"
30	11	1.5341	"E1"
31	11	1.7045	"E1"
32	11	1.8466	"E1"
33	11	1.1364	"E1"
34	11	1.8182	"E1"
35	11	0.7102	"E1"
36	11	1.3352	"E1"
37	11	1.7614	"E1"
38	11	2.0455	"E1"
39	11	1.0227	"E1"
40	11	1.7045	"E1"
41	11	1.7045	"E1"
42	11	1.3636	"E1"
1	12	1.25	"E1"
2	12	0.9091	"E1"
3	12	0.7386	"E1"
4	12	1.1364	"E1"
5	12	1.5057	"E1"
6	12	1.0511	"E1"
7	12	1.8182	"E1"
8	12	1.875	"E1"
9	12	1.1932	"E1"
10	12	1.3068	"E1"
11	12	1.7898	"E1"
12	12	0.9091	"E1"
13	12	1.4205	"E1"
14	12	1.1364	"E1"
15	12	1.3636	"E1"
16	12	1.1932	"E1"
17	12	0.6818	"E1"
18	12	0	"E1"
19	12	1.0227	"E1"
20	12	1.1932	"E1"
21	12	1.0511	"E1"
22	12	1.7614	"E1"
23	12	1.5909	"E1"
24	12	1.7045	"E1"
25	12	1.3636	"E1"
26	12	1.8182	"E1"
27	12	1.1648	"E1"
28	12	1.0511	"E1"
29	12	1.1364	"E1"
30	12	2.1591	"E1"
31	12	0.9943	"E1"
32	12	1.1364	"E1"
33	12	1.1648	"E1"
34	12	1.4489	"E1"
35	12	1.6193	"E1"
36	12	1.875	"E1"
37	12	1.5909	"E1"
38	12	1.8182	"E1"
39	12	1.25	"E1"
40	12	0.9375	"E1"
41	12	1.0227	"E1"
42	12	1.1364	"E1"
1	1	2.642	"E2"
2	1	0.8523	"E2"
3	1	2.7557	"E2"
4	1	3.75	"E2"
5	1	2.5568	"E2"
6	1	2.1875	"E2"
7	1	2.3864	"E2"
8	1	1.6193	"E2"
9	1	2.2727	"E2"
10	1	3.1534	"E2"
11	1	1.108	"E2"
12	1	1.6761	"E2"
13	1	1.5909	"E2"
14	1	2.2159	"E2"
15	1	1.9886	"E2"
16	1	2.4148	"E2"
17	1	2.5	"E2"
18	1	2.7273	"E2"
19	1	2.8125	"E2"
20	1	1.875	"E2"
21	1	2.0455	"E2"
22	1	3.1818	"E2"
23	1	1.9318	"E2"
24	1	3.2386	"E2"
25	1	2.7273	"E2"
26	1	1.4773	"E2"
27	1	1.1932	"E2"
28	1	2.2443	"E2"
29	1	1.1648	"E2"
30	1	2.6705	"E2"
31	1	2.3011	"E2"
32	1	2.2159	"E2"
33	1	1.875	"E2"
34	1	1.5909	"E2"
35	1	2.7841	"E2"
36	1	1.6193	"E2"
37	1	2.5	"E2"
38	1	2.7841	"E2"
39	1	2.3295	"E2"
40	1	2.3864	"E2"
41	1	2.5	"E2"
42	1	1.6193	"E2"
1	2	2.1875	"E2"
2	2	1.4773	"E2"
3	2	1.5909	"E2"
4	2	2.5568	"E2"
5	2	1.8182	"E2"
6	2	1.9318	"E2"
7	2	3.4091	"E2"
8	2	2.5284	"E2"
9	2	2.6136	"E2"
10	2	2.7273	"E2"
11	2	2.358	"E2"
12	2	2.1591	"E2"
13	2	2.7273	"E2"
14	2	2.6136	"E2"
15	2	2.5	"E2"
16	2	4.1477	"E2"
17	2	3.0682	"E2"
18	2	2.7273	"E2"
19	2	3.4375	"E2"
20	2	2.8409	"E2"
21	2	3.5227	"E2"
22	2	2.8409	"E2"
23	2	2.4432	"E2"
24	2	1.5625	"E2"
25	2	1.5341	"E2"
26	2	3.3239	"E2"
27	2	2.5	"E2"
28	2	2.6705	"E2"
29	2	3.1818	"E2"
30	2	2.8125	"E2"
31	2	2.9545	"E2"
32	2	2.5569	"E2"
33	2	3.4375	"E2"
34	2	2.7557	"E2"
35	2	2.642	"E2"
36	2	3.4659	"E2"
37	2	2.8409	"E2"
38	2	3.4091	"E2"
39	2	2.358	"E2"
40	2	2.6136	"E2"
41	2	3.608	"E2"
42	2	2.6136	"E2"
1	3	2.3011	"E2"
2	3	2.9545	"E2"
3	3	2.0455	"E2"
4	3	1.8182	"E2"
5	3	2.6136	"E2"
6	3	2.5	"E2"
7	3	2.2159	"E2"
8	3	2.8409	"E2"
9	3	2.5	"E2"
10	3	2.9545	"E2"
11	3	2.7841	"E2"
12	3	3.125	"E2"
13	3	2.7557	"E2"
14	3	2.4716	"E2"
15	3	2.4148	"E2"
16	3	2.2727	"E2"
17	3	3.0682	"E2"
18	3	2.9545	"E2"
19	3	1.8182	"E2"
20	3	1.9034	"E2"
21	3	2.4432	"E2"
22	3	2.2159	"E2"
23	3	2.5	"E2"
24	3	2.1591	"E2"
25	3	1.392	"E2"
26	3	2.0455	"E2"
27	3	3.2386	"E2"
28	3	3.125	"E2"
29	3	1.5909	"E2"
30	3	2.8409	"E2"
31	3	2.9545	"E2"
32	3	2.7273	"E2"
33	3	2.6989	"E2"
34	3	1.5909	"E2"
35	3	2.1591	"E2"
36	3	2.1023	"E2"
37	3	2.4716	"E2"
38	3	2.5284	"E2"
39	3	3.0682	"E2"
40	3	1.9318	"E2"
41	3	1.8182	"E2"
42	3	1.9602	"E2"
1	4	1.3636	"E2"
2	4	2.0455	"E2"
3	4	2.2727	"E2"
4	4	2.3295	"E2"
5	4	2.6136	"E2"
6	4	2.1591	"E2"
7	4	2.5	"E2"
8	4	2.1591	"E2"
9	4	2.7273	"E2"
10	4	1.5909	"E2"
11	4	2.3864	"E2"
12	4	3.5227	"E2"
13	4	2.1023	"E2"
14	4	2.2159	"E2"
15	4	2.3864	"E2"
16	4	1.5909	"E2"
17	4	2.017	"E2"
18	4	1.3636	"E2"
19	4	2.2727	"E2"
20	4	1.9886	"E2"
21	4	2.017	"E2"
22	4	2.6705	"E2"
23	4	1.5341	"E2"
24	4	2.983	"E2"
25	4	2.8409	"E2"
26	4	2.8409	"E2"
27	4	2.9545	"E2"
28	4	1.7614	"E2"
29	4	1.1932	"E2"
30	4	2.2443	"E2"
31	4	2.6705	"E2"
32	4	3.125	"E2"
33	4	2.8125	"E2"
34	4	2.6136	"E2"
35	4	2.8693	"E2"
36	4	2.3864	"E2"
37	4	2.3864	"E2"
38	4	1.9886	"E2"
39	4	2.5568	"E2"
40	4	3.1818	"E2"
41	4	2.642	"E2"
42	4	2.5284	"E2"
1	5	0.9943	"E2"
2	5	2.0455	"E2"
3	5	2.6136	"E2"
4	5	2.5	"E2"
5	5	2.9545	"E2"
6	5	1.4773	"E2"
7	5	2.9545	"E2"
8	5	1.9886	"E2"
9	5	2.358	"E2"
10	5	2.5568	"E2"
11	5	1.1364	"E2"
12	5	2.9261	"E2"
13	5	1.5909	"E2"
14	5	2.9261	"E2"
15	5	2.2159	"E2"
16	5	1.9318	"E2"
17	5	2.5	"E2"
18	5	3.4091	"E2"
19	5	3.0682	"E2"
20	5	3.8636	"E2"
21	5	2.7557	"E2"
22	5	2.8125	"E2"
23	5	1.9318	"E2"
24	5	2.5	"E2"
25	5	2.7273	"E2"
26	5	2.0455	"E2"
27	5	2.0455	"E2"
28	5	1.9034	"E2"
29	5	2.6136	"E2"
30	5	3.0114	"E2"
31	5	3.0682	"E2"
32	5	3.2955	"E2"
33	5	2.0739	"E2"
34	5	2.5	"E2"
35	5	2.3295	"E2"
36	5	2.5	"E2"
37	5	2.9545	"E2"
38	5	2.1591	"E2"
39	5	2.5	"E2"
40	5	1.875	"E2"
41	5	2.6136	"E2"
42	5	1.8182	"E2"
1	6	2.0739	"E2"
2	6	2.8409	"E2"
3	6	2.2727	"E2"
4	6	1.7614	"E2"
5	6	2.3864	"E2"
6	6	2.017	"E2"
7	6	2.4716	"E2"
8	6	1.3636	"E2"
9	6	3.75	"E2"
10	6	3.1818	"E2"
11	6	2.358	"E2"
12	6	3.0966	"E2"
13	6	2.5284	"E2"
14	6	3.1818	"E2"
15	6	2.2727	"E2"
16	6	1.392	"E2"
17	6	1.4773	"E2"
18	6	2.9261	"E2"
19	6	2.5284	"E2"
20	6	3.5227	"E2"
21	6	3.8068	"E2"
22	6	1.5625	"E2"
23	6	1.7614	"E2"
24	6	2.6136	"E2"
25	6	1.9318	"E2"
26	6	2.9545	"E2"
27	6	1.9318	"E2"
28	6	2.3864	"E2"
29	6	2.0455	"E2"
30	6	3.4091	"E2"
31	6	2.6136	"E2"
32	6	2.5	"E2"
33	6	3.2386	"E2"
34	6	3.125	"E2"
35	6	1.9034	"E2"
36	6	3.2102	"E2"
37	6	1.25	"E2"
38	6	3.1818	"E2"
39	6	2.2727	"E2"
40	6	2.1591	"E2"
41	6	1.875	"E2"
42	6	2.5	"E2"
1	7	1.8466	"E2"
2	7	2.5852	"E2"
3	7	2.2727	"E2"
4	7	1.733	"E2"
5	7	2.7841	"E2"
6	7	2.0739	"E2"
7	7	3.5227	"E2"
8	7	3.0682	"E2"
9	7	3.125	"E2"
10	7	2.4716	"E2"
11	7	1.8466	"E2"
12	7	1.4205	"E2"
13	7	1.9886	"E2"
14	7	2.2727	"E2"
15	7	2.5	"E2"
16	7	2.1875	"E2"
17	7	2.7273	"E2"
18	7	3.0682	"E2"
19	7	2.7841	"E2"
20	7	3.4091	"E2"
21	7	3.125	"E2"
22	7	3.1818	"E2"
23	7	2.7273	"E2"
24	7	2.8409	"E2"
25	7	2.8409	"E2"
26	7	2.9261	"E2"
27	7	3.0114	"E2"
28	7	2.4148	"E2"
29	7	3.2102	"E2"
30	7	2.3864	"E2"
31	7	3.4091	"E2"
32	7	2.2727	"E2"
33	7	3.5227	"E2"
34	7	4.0341	"E2"
35	7	2.3864	"E2"
36	7	2.6136	"E2"
37	7	2.3295	"E2"
38	7	3.0114	"E2"
39	7	1.7898	"E2"
40	7	1.9318	"E2"
41	7	2.9545	"E2"
42	7	2.8693	"E2"
1	8	3.5227	"E2"
2	8	2.8409	"E2"
3	8	2.4148	"E2"
4	8	2.8409	"E2"
5	8	1.8182	"E2"
6	8	2.7841	"E2"
7	8	1.733	"E2"
8	8	1.7045	"E2"
9	8	2.9261	"E2"
10	8	2.017	"E2"
11	8	2.1591	"E2"
12	8	2.3295	"E2"
13	8	2.7557	"E2"
14	8	2.2727	"E2"
15	8	1.3636	"E2"
16	8	1.5057	"E2"
17	8	2.4148	"E2"
18	8	3.1818	"E2"
19	8	2.2727	"E2"
20	8	1.7614	"E2"
21	8	3.6364	"E2"
22	8	2.9545	"E2"
23	8	2.6705	"E2"
24	8	3.1818	"E2"
25	8	3.892	"E2"
26	8	3.6932	"E2"
27	8	3.1818	"E2"
28	8	3.4091	"E2"
29	8	3.0682	"E2"
30	8	1.9034	"E2"
31	8	2.8409	"E2"
32	8	2.983	"E2"
33	8	3.2955	"E2"
34	8	2.6136	"E2"
35	8	1.6193	"E2"
36	8	2.3295	"E2"
37	8	2.9545	"E2"
38	8	3.6648	"E2"
39	8	3.5795	"E2"
40	8	3.3239	"E2"
41	8	2.642	"E2"
42	8	3.6364	"E2"
1	9	2.7273	"E2"
2	9	3.125	"E2"
3	9	2.5	"E2"
4	9	1.3636	"E2"
5	9	2.3864	"E2"
6	9	2.5	"E2"
7	9	3.2955	"E2"
8	9	1.7045	"E2"
9	9	4.0909	"E2"
10	9	2.0455	"E2"
11	9	3.1818	"E2"
12	9	2.7841	"E2"
13	9	2.7273	"E2"
14	9	2.5284	"E2"
15	9	3.4091	"E2"
16	9	3.4375	"E2"
17	9	2.6136	"E2"
18	9	2.017	"E2"
19	9	2.8409	"E2"
20	9	2.6136	"E2"
21	9	2.983	"E2"
22	9	3.0682	"E2"
23	9	2.2727	"E2"
24	9	2.3864	"E2"
25	9	3.2955	"E2"
26	9	2.7273	"E2"
27	9	2.8125	"E2"
28	9	2.8409	"E2"
29	9	2.6136	"E2"
30	9	3.4091	"E2"
31	9	1.8182	"E2"
32	9	2.8409	"E2"
33	9	2.4716	"E2"
34	9	2.6136	"E2"
35	9	1.6193	"E2"
36	9	3.1818	"E2"
37	9	2.5	"E2"
38	9	2.983	"E2"
39	9	2.6136	"E2"
40	9	3.0114	"E2"
41	9	2.983	"E2"
42	9	3.2386	"E2"
1	10	2.8409	"E2"
2	10	2.7273	"E2"
3	10	2.7273	"E2"
4	10	1.8182	"E2"
5	10	2.3864	"E2"
6	10	2.5284	"E2"
7	10	2.3964	"E2"
8	10	2.1591	"E2"
9	10	2.0455	"E2"
10	10	2.5568	"E2"
11	10	2.3864	"E2"
12	10	2.2727	"E2"
13	10	2.6136	"E2"
14	10	2.8409	"E2"
15	10	2.4716	"E2"
16	10	2.9545	"E2"
17	10	2.3864	"E2"
18	10	2.2159	"E2"
19	10	2.0455	"E2"
20	10	2.7273	"E2"
21	10	2.8409	"E2"
22	10	2.9545	"E2"
23	10	3.892	"E2"
24	10	5.0568	"E2"
25	10	2.7273	"E2"
26	10	3.0398	"E2"
27	10	2.017	"E2"
28	10	2.1865	"E2"
29	10	2.7273	"E2"
30	10	2.5284	"E2"
31	10	2.4472	"E2"
32	10	1.9034	"E2"
33	10	2.3864	"E2"
34	10	2.5	"E2"
35	10	1.5909	"E2"
36	10	1.5057	"E2"
37	10	2.4148	"E2"
38	10	3.0682	"E2"
39	10	2.2727	"E2"
40	10	1.4773	"E2"
41	10	3.6832	"E2"
42	10	2.6136	"E2"
1	11	2.358	"E2"
2	11	2.9545	"E2"
3	11	4.1477	"E2"
4	11	2.7841	"E2"
5	11	1.1932	"E2"
6	11	2.3864	"E2"
7	11	2.1307	"E2"
8	11	3.0398	"E2"
9	11	1.855	"E2"
10	11	2.5	"E2"
11	11	2.7273	"E2"
12	11	2.5	"E2"
13	11	2.2159	"E2"
14	11	2.8409	"E2"
15	11	1.0227	"E2"
16	11	1.5625	"E2"
17	11	2.4432	"E2"
18	11	1.392	"E2"
19	11	3.5227	"E2"
20	11	2.1591	"E2"
21	11	2.9261	"E2"
22	11	3.4091	"E2"
23	11	4.8864	"E2"
24	11	3.3807	"E2"
25	11	3.0114	"E2"
26	11	1.9602	"E2"
27	11	3.1818	"E2"
28	11	4.0909	"E2"
29	11	3.1818	"E2"
30	11	3.5795	"E2"
31	11	3.4375	"E2"
32	11	1.9602	"E2"
33	11	2.3864	"E2"
34	11	3.267	"E2"
35	11	3.0682	"E2"
36	11	1.9886	"E2"
37	11	3.7216	"E2"
38	11	3.2955	"E2"
39	11	3.8352	"E2"
40	11	2.7557	"E2"
41	11	2.7273	"E2"
42	11	2.4148	"E2"
1	12	1.7045	"E2"
2	12	2.1875	"E2"
3	12	2.0739	"E2"
4	12	2.7273	"E2"
5	12	1.9318	"E2"
6	12	1.25	"E2"
7	12	2.6136	"E2"
8	12	2.8977	"E2"
9	12	2.6136	"E2"
10	12	1.5909	"E2"
11	12	2.7841	"E2"
12	12	3.1818	"E2"
13	12	3.5227	"E2"
14	12	2.5	"E2"
15	12	2.3295	"E2"
16	12	2.7841	"E2"
17	12	3.1818	"E2"
18	12	2.7273	"E2"
19	12	2.4716	"E2"
20	12	2.8409	"E2"
21	12	2.5852	"E2"
22	12	2.983	"E2"
23	12	2.8409	"E2"
24	12	2.8409	"E2"
25	12	3.7216	"E2"
26	12	3.3239	"E2"
27	12	3.4091	"E2"
28	12	2.1591	"E2"
29	12	4.0341	"E2"
30	12	2.017	"E2"
31	12	1.5341	"E2"
32	12	2.8693	"E2"
33	12	2.9261	"E2"
34	12	3.4091	"E2"
35	12	3.4091	"E2"
36	12	2.5	"E2"
37	12	2.3011	"E2"
38	12	1.0227	"E2"
39	12	3.2955	"E2"
40	12	3.5227	"E2"
41	12	2.9545	"E2"
