"year"	"state"	"acres"	"yield"
1916	"Georgia"	4000	900
1916	"Louisiana"	435000	2070
1916	"South Carolina"	7000	964
1916	"Texas"	212000	2002
1917	"Arkansas"	152000	2048
1917	"California"	88000	2700
1917	"Florida"	2000	855
1917	"Georgia"	4000	990
1917	"Louisiana"	485000	1485
1917	"South Carolina"	6000	922
1917	"Texas"	216000	1305
1918	"Arkansas"	170000	1890
1918	"California"	120000	2588
1918	"Florida"	2000	765
1918	"Georgia"	5000	792
1918	"Louisiana"	565000	1440
1918	"South Carolina"	9000	830
1918	"Texas"	230000	1485
1919	"Arkansas"	160000	2138
1919	"California"	155000	2700
1919	"Florida"	2000	742
1919	"Georgia"	4000	652
1919	"Louisiana"	543000	1575
1919	"South Carolina"	7000	842
1919	"Texas"	212000	1440
1920	"Arkansas"	180000	2205
1920	"California"	162000	2295
1920	"Louisiana"	676000	1665
1920	"Texas"	281000	1530
1921	"Arkansas"	140000	2408
1921	"California"	135000	2430
1921	"Louisiana"	549000	1516
1921	"Texas"	166000	1625
1922	"Arkansas"	163000	2160
1922	"California"	140000	2475
1922	"Louisiana"	555000	1566
1922	"Texas"	195000	1575
1923	"Arkansas"	143000	1777
1923	"California"	106000	2408
1923	"Louisiana"	474000	1508
1923	"Texas"	151000	1800
1924	"Arkansas"	166000	1935
1924	"California"	90000	2182
1924	"Louisiana"	430000	1575
1924	"Missouri"	1000	2250
1924	"Texas"	151000	1800
1925	"Arkansas"	176000	1935
1925	"California"	103000	2097
1925	"Louisiana"	414000	1539
1925	"Missouri"	4000	3375
1925	"Texas"	156000	1791
1926	"Arkansas"	196000	2376
1926	"California"	149000	2412
1926	"Louisiana"	492000	1485
1926	"Missouri"	10000	2745
1926	"Texas"	169000	1822
1927	"Arkansas"	179000	1935
1927	"California"	160000	2520
1927	"Louisiana"	520000	1714
1927	"Missouri"	3000	1125
1927	"Texas"	165000	2169
1928	"Arkansas"	173000	2156
1928	"California"	132000	2786
1928	"Louisiana"	495000	1715
1928	"Missouri"	10000	1800
1928	"Texas"	162000	2254
1929	"Arkansas"	156000	2295
1929	"California"	95000	2709
1929	"Louisiana"	465000	1822
1929	"Texas"	144000	2196
1930	"Arkansas"	173000	2138
1930	"California"	110000	2974
1930	"Louisiana"	491000	1755
1930	"Texas"	192000	2412
1931	"Arkansas"	177000	2475
1931	"California"	125000	2970
1931	"Louisiana"	458000	1575
1931	"Texas"	205000	2326
1932	"Arkansas"	163000	2295
1932	"California"	110000	3191
1932	"Louisiana"	415000	1777
1932	"Texas"	186000	2205
1933	"Arkansas"	147000	2205
1933	"California"	108000	2880
1933	"Louisiana"	395000	1845
1933	"Texas"	148000	2232
1934	"Arkansas"	141000	2124
1934	"California"	108000	3440
1934	"Louisiana"	415000	1818
1934	"Texas"	148000	2241
1935	"Arkansas"	138000	1980
1935	"California"	1e+05	3330
1935	"Louisiana"	412000	1889
1935	"Texas"	167000	2340
1936	"Arkansas"	160000	2462
1936	"California"	138000	3060
1936	"Louisiana"	479000	1980
1936	"Texas"	204000	2340
1937	"Arkansas"	189000	2520
1937	"California"	132000	3105
1937	"Louisiana"	517000	1800
1937	"Texas"	261000	2250
1938	"Arkansas"	189000	2313
1938	"California"	125000	3015
1938	"Louisiana"	494000	1890
1938	"Texas"	268000	2295
1939	"Arkansas"	171000	2250
1939	"California"	120000	3375
1939	"Louisiana"	485000	1980
1939	"Texas"	269000	2538
1940	"Arkansas"	191000	2259
1940	"California"	118000	3600
1940	"Louisiana"	469000	1800
1940	"Texas"	291000	2574
1941	"Arkansas"	212000	2318
1941	"California"	153000	2475
1941	"Louisiana"	544000	1688
1941	"Texas"	305000	1710
1942	"Arkansas"	265000	2160
1942	"California"	207000	2745
1942	"Louisiana"	615000	1710
1942	"Texas"	370000	1935
1943	"Arkansas"	257000	2115
1943	"California"	224000	2925
1943	"Louisiana"	603000	1620
1943	"Texas"	388000	1935
1944	"Arkansas"	287000	2363
1944	"California"	240000	2812
1944	"Louisiana"	561000	1710
1944	"Texas"	392000	2002
1945	"Arkansas"	281000	2115
1945	"California"	235000	2665
1945	"Louisiana"	583000	1777
1945	"Texas"	4e+05	2025
1946	"Arkansas"	320000	2002
1946	"California"	261000	3032
1946	"Louisiana"	589000	1732
1946	"Texas"	412000	1935
1947	"Arkansas"	365000	2096
1947	"California"	256000	3139
1947	"Louisiana"	613000	1620
1947	"Texas"	474000	2025
1948	"Arkansas"	391000	2358
1948	"California"	256000	2669
1948	"Louisiana"	631000	1777
1948	"Texas"	526000	2092
1949	"Arkansas"	412000	2150
1949	"California"	305000	3350
1949	"Louisiana"	593000	1825
1949	"Mississippi"	5000	2700
1949	"Missouri"	1300	2450
1949	"Texas"	542000	1975
1950	"Arkansas"	346000	2250
1950	"California"	238000	3475
1950	"Louisiana"	563000	1950
1950	"Mississippi"	7000	2700
1950	"Missouri"	1200	2500
1950	"Texas"	482000	2400
1951	"Arkansas"	457000	2000
1951	"California"	324000	3300
1951	"Louisiana"	619000	1950
1951	"Mississippi"	26000	2450
1951	"Missouri"	1400	2575
1951	"Texas"	569000	2375
1952	"Arkansas"	466000	2050
1952	"California"	337000	3475
1952	"Louisiana"	6e+05	2025
1952	"Mississippi"	40000	2325
1952	"Missouri"	2000	2450
1952	"Texas"	552000	2500
1953	"Arkansas"	494000	2300
1953	"California"	425000	2900
1953	"Louisiana"	612000	2075
1953	"Mississippi"	51000	2550
1953	"Missouri"	3200	2500
1953	"Texas"	574000	2625
1954	"Arkansas"	672000	2500
1954	"California"	477000	2550
1954	"Louisiana"	679000	2350
1954	"Mississippi"	77000	2625
1954	"Missouri"	8000	2650
1954	"Texas"	637000	2675
1955	"Arkansas"	434000	3125
1955	"California"	329000	3450
1955	"Louisiana"	526000	2800
1955	"Mississippi"	52000	2850
1955	"Missouri"	5400	2600
1955	"Texas"	480000	3050
1956	"Arkansas"	382000	3200
1956	"California"	286000	4200
1956	"Louisiana"	450000	2700
1956	"Mississippi"	44000	2850
1956	"Missouri"	4400	3000
1956	"Texas"	403000	2900
1957	"Arkansas"	332000	3100
1957	"California"	226000	4300
1957	"Louisiana"	4e+05	2675
1957	"Mississippi"	31000	3200
1957	"Missouri"	3900	3300
1957	"Texas"	347000	3200
1958	"Arkansas"	336000	2950
1958	"California"	249000	4450
1958	"Louisiana"	408000	2650
1958	"Mississippi"	39000	2800
1958	"Missouri"	3700	3100
1958	"Texas"	379000	3100
1959	"Arkansas"	383000	3400
1959	"California"	285000	4650
1959	"Louisiana"	453000	2850
1959	"Mississippi"	44000	2700
1959	"Missouri"	4100	3400
1959	"Texas"	417000	3150
1960	"Arkansas"	384000	3525
1960	"California"	288000	4775
1960	"Louisiana"	458000	2850
1960	"Mississippi"	44000	2950
1960	"Missouri"	3800	3400
1960	"Texas"	417000	3075
1961	"Arkansas"	384000	3500
1961	"California"	290000	4800
1961	"Louisiana"	458000	2925
1961	"Mississippi"	44000	3300
1961	"Missouri"	3900	3300
1961	"Texas"	409000	2900
1962	"Arkansas"	426000	3850
1962	"California"	323000	4950
1962	"Louisiana"	508000	3050
1962	"Mississippi"	49000	3200
1962	"Missouri"	4600	4200
1962	"Texas"	462000	3550
1963	"Arkansas"	426000	4300
1963	"California"	324000	4325
1963	"Louisiana"	508000	3325
1963	"Mississippi"	49000	3900
1963	"Missouri"	4800	4200
1963	"Texas"	459000	4125
1964	"Arkansas"	430000	4300
1964	"California"	327000	5050
1964	"Louisiana"	513000	3300
1964	"Mississippi"	49000	3800
1964	"Missouri"	4600	4300
1964	"Texas"	462000	4150
1965	"Arkansas"	434000	4300
1965	"California"	327000	4900
1965	"Louisiana"	515000	3550
1965	"Mississippi"	50000	3700
1965	"Missouri"	4700	4500
1965	"Texas"	462000	4600
1966	"Arkansas"	477000	4300
1966	"California"	360000	5500
1966	"Louisiana"	565000	3700
1966	"Mississippi"	55000	4300
1966	"Missouri"	5200	4400
1966	"Texas"	505000	4200
1967	"Arkansas"	477000	4550
1967	"California"	360000	4900
1967	"Louisiana"	565000	3900
1967	"Mississippi"	55000	4300
1967	"Missouri"	5100	4600
1967	"Texas"	508000	5000
1968	"Arkansas"	572000	4300
1968	"California"	432000	5325
1968	"Louisiana"	679000	3850
1968	"Mississippi"	67000	4400
1968	"Missouri"	6400	4500
1968	"Texas"	597000	4550
1969	"Arkansas"	515000	4750
1969	"California"	389000	5525
1969	"Louisiana"	611000	3500
1969	"Mississippi"	60000	4450
1969	"Missouri"	5400	4600
1969	"Texas"	548000	3950
1970	"Arkansas"	438000	4800
1970	"California"	331000	5700
1970	"Louisiana"	523000	3900
1970	"Mississippi"	51000	4500
1970	"Missouri"	4700	4400
1970	"Texas"	467000	4500
1971	"Arkansas"	441000	5050
1971	"California"	331000	5200
1971	"Louisiana"	522000	3800
1971	"Mississippi"	51000	4600
1971	"Missouri"	4900	4800
1971	"Texas"	468000	5100
1972	"Arkansas"	441000	4975
1972	"California"	331000	5700
1972	"Louisiana"	522000	3825
1972	"Mississippi"	51000	4559
1972	"Missouri"	4900	4449
1972	"Texas"	468000	4727
1973	"Arkansas"	533000	4770
1973	"California"	401000	5616
1973	"Louisiana"	620000	3451
1973	"Mississippi"	62000	4306
1973	"Missouri"	5200	4346
1973	"Texas"	549000	3740
1974	"Arkansas"	710000	4610
1974	"California"	477000	5290
1974	"Louisiana"	660000	3650
1974	"Mississippi"	108000	4180
1974	"Missouri"	14000	3886
1974	"Texas"	562000	4494
1975	"Arkansas"	898000	4540
1975	"California"	525000	5750
1975	"Louisiana"	658000	3810
1975	"Mississippi"	171000	3900
1975	"Missouri"	18000	4210
1975	"Texas"	548000	4560
1976	"Arkansas"	847000	4770
1976	"California"	399000	5520
1976	"Louisiana"	568000	3910
1976	"Mississippi"	144000	4200
1976	"Missouri"	14000	4200
1976	"Texas"	508000	4810
1977	"Arkansas"	837000	4230
1977	"California"	308000	5810
1977	"Louisiana"	475000	3670
1977	"Mississippi"	111000	4000
1977	"Missouri"	17000	3700
1977	"Texas"	501000	4670
1978	"Arkansas"	1090000	4450
1978	"California"	490000	5220
1978	"Louisiana"	587000	3820
1978	"Mississippi"	215000	4250
1978	"Missouri"	30000	4330
1978	"Texas"	558000	4700
1979	"Arkansas"	1020000	4320
1979	"California"	522000	6520
1979	"Louisiana"	528000	3910
1979	"Mississippi"	207000	4050
1979	"Missouri"	35000	3810
1979	"Texas"	557000	4220
1980	"Arkansas"	1280000	4110
1980	"California"	565000	6440
1980	"Louisiana"	585000	3550
1980	"Mississippi"	240000	3840
1980	"Missouri"	56000	4180
1980	"Texas"	586000	4230
1981	"Arkansas"	1540000	4520
1981	"California"	593000	6900
1981	"Louisiana"	667000	4060
1981	"Mississippi"	337000	4390
1981	"Missouri"	76000	4080
1981	"Texas"	579000	4700
1982	"Arkansas"	1330000	4290
1982	"California"	535000	6700
1982	"Louisiana"	598000	4160
1982	"Mississippi"	245000	4120
1982	"Missouri"	80000	4480
1982	"Texas"	474000	4690
1983	"Arkansas"	915000	4280
1983	"California"	328000	7040
1983	"Louisiana"	385000	3820
1983	"Mississippi"	161000	4000
1983	"Missouri"	62000	4090
1983	"Texas"	318000	4340
1984	"Arkansas"	1150000	4600
1984	"California"	450000	7120
1984	"Louisiana"	528000	4150
1984	"Mississippi"	190000	4350
1984	"Missouri"	76000	4600
1984	"Texas"	408000	4940
1985	"Arkansas"	1050000	5200
1985	"California"	390000	7300
1985	"Louisiana"	463000	4370
1985	"Mississippi"	188000	5350
1985	"Missouri"	72000	4810
1985	"Texas"	329000	5490
1986	"Arkansas"	1020000	5300
1986	"California"	360000	7700
1986	"Louisiana"	426000	4550
1986	"Mississippi"	198000	5400
1986	"Missouri"	67000	5120
1986	"Texas"	289000	6250
1987	"Arkansas"	1010000	5250
1987	"California"	370000	7550
1987	"Louisiana"	420000	4550
1987	"Mississippi"	198000	5100
1987	"Missouri"	66000	5400
1987	"Texas"	269000	5900
1988	"Arkansas"	1210000	5350
1988	"California"	425000	7020
1988	"Louisiana"	535000	4500
1988	"Mississippi"	260000	5300
1988	"Missouri"	82000	5100
1988	"Texas"	388000	6000
1989	"Arkansas"	1140000	5600
1989	"California"	410000	7900
1989	"Louisiana"	485000	4430
1989	"Mississippi"	235000	5700
1989	"Missouri"	79000	5200
1989	"Texas"	338000	5700
1990	"Arkansas"	1200000	5000
1990	"California"	395000	7700
1990	"Louisiana"	545000	4860
1990	"Mississippi"	250000	5700
1990	"Missouri"	80000	4700
1990	"Texas"	353000	6000
1991	"Arkansas"	1260000	5300
1991	"California"	356000	8500
1991	"Louisiana"	510000	4850
1991	"Mississippi"	220000	5600
1991	"Missouri"	92000	5100
1991	"Texas"	343000	6000
1992	"Arkansas"	1380000	5500
1992	"California"	394000	8500
1992	"Louisiana"	620000	4650
1992	"Mississippi"	275000	5700
1992	"Missouri"	112000	4800
1992	"Texas"	351000	5800
1993	"Arkansas"	1230000	5050
1993	"California"	437000	8300
1993	"Louisiana"	530000	4550
1993	"Mississippi"	245000	5300
1993	"Missouri"	93000	4900
1993	"Texas"	298000	5400
1994	"Arkansas"	1420000	5700
1994	"California"	485000	8500
1994	"Louisiana"	620000	4750
1994	"Mississippi"	313000	5900
1994	"Missouri"	124000	5200
1994	"Texas"	354000	6000
1995	"Arkansas"	1340000	5450
1995	"California"	465000	7600
1995	"Louisiana"	570000	4600
1995	"Mississippi"	288000	5400
1995	"Missouri"	112000	5300
1995	"Texas"	318000	5600
1996	"Arkansas"	1170000	6150
1996	"California"	5e+05	7490
1996	"Louisiana"	533000	4870
1996	"Mississippi"	208000	6000
1996	"Missouri"	95000	5550
1996	"Texas"	298000	6200
1997	"Arkansas"	1390000	5700
1997	"California"	516000	8250
1997	"Louisiana"	583000	4630
1997	"Mississippi"	238000	5800
1997	"Missouri"	117000	5300
1997	"Texas"	259000	5500
1998	"Arkansas"	1485000	5800
1998	"California"	458000	6850
1998	"Louisiana"	620000	4530
1998	"Mississippi"	268000	5800
1998	"Missouri"	143000	5200
1998	"Texas"	283000	5600
1999	"Arkansas"	1625000	5850
1999	"California"	505000	7270
1999	"Louisiana"	616000	5000
1999	"Mississippi"	323000	5650
1999	"Missouri"	184000	5400
1999	"Texas"	259000	5900
2000	"Arkansas"	1410000	6110
2000	"California"	548000	7940
2000	"Louisiana"	480000	5080
2000	"Mississippi"	218000	5900
2000	"Missouri"	169000	5700
2000	"Texas"	214000	6700
2001	"Arkansas"	1621000	6350
2001	"California"	471000	8170
2001	"Louisiana"	546000	5500
2001	"Mississippi"	253000	6600
2001	"Missouri"	207000	6000
2001	"Texas"	216000	6850
2002	"Arkansas"	1503000	6440
2002	"California"	528000	8140
2002	"Louisiana"	535000	5500
2002	"Mississippi"	253000	6400
2002	"Missouri"	182000	6050
2002	"Texas"	206000	7100
2003	"Arkansas"	1455000	6610
2003	"California"	507000	7700
2003	"Louisiana"	450000	5870
2003	"Mississippi"	234000	6800
2003	"Missouri"	171000	6130
2003	"Texas"	180000	6600
2004	"Arkansas"	1555000	6980
2004	"California"	590000	8600
2004	"Louisiana"	533000	5390
2004	"Mississippi"	234000	6900
2004	"Missouri"	195000	6800
2004	"Texas"	218000	6840
2005	"Arkansas"	1635000	6650
2005	"California"	526000	7380
2005	"Louisiana"	525000	5900
2005	"Mississippi"	263000	6400
2005	"Missouri"	214000	6600
2005	"Texas"	201000	6600
2006	"Arkansas"	1400000	6900
2006	"California"	523000	7660
2006	"Louisiana"	345000	5880
2006	"Mississippi"	189000	7000
2006	"Missouri"	214000	6400
2006	"Texas"	150000	7170
2007	"Arkansas"	1325000	7230
2007	"California"	533000	8200
2007	"Louisiana"	378000	6140
2007	"Mississippi"	189000	7350
2007	"Missouri"	178000	6900
2007	"Texas"	145000	6550
2008	"Arkansas"	1395000	6660
2008	"California"	517000	8320
2008	"Louisiana"	464000	5830
2008	"Mississippi"	229000	6850
2008	"Missouri"	199000	6620
2008	"Texas"	172000	6900
2009	"Arkansas"	1470000	6800
2009	"California"	556000	8600
2009	"Louisiana"	464000	6300
2009	"Mississippi"	243000	6700
2009	"Missouri"	2e+05	6710
2009	"Texas"	170000	7770
2010	"Arkansas"	1785000	6480
2010	"California"	553000	8020
2010	"Louisiana"	535000	6100
2010	"Mississippi"	303000	6850
2010	"Missouri"	251000	6480
2010	"Texas"	188000	7160
2011	"Arkansas"	1154000	6770
2011	"California"	580000	8350
2011	"Louisiana"	418000	6320
2011	"Mississippi"	158000	6850
2011	"Missouri"	128000	6490
2011	"Texas"	180000	7190
