year	crop	row	col	yield
1930	barley	19	12	570
1930	barley	20	12	470
1930	barley	21	12	545
1930	barley	22	12	350
1930	barley	23	12	755
1930	barley	24	12	410
1930	barley	25	12	605
1930	barley	26	12	660
1930	barley	1	13	500
1930	barley	2	13	675
1930	barley	3	13	600
1930	barley	4	13	610
1930	barley	5	13	620
1930	barley	6	13	670
1930	barley	7	13	445
1930	barley	8	13	600
1930	barley	9	13	540
1930	barley	10	13	595
1930	barley	11	13	500
1930	barley	12	13	545
1930	barley	13	13	560
1930	barley	14	13	530
1930	barley	15	13	450
1930	barley	16	13	555
1930	barley	17	13	610
1930	barley	18	13	690
1930	barley	19	13	650
1930	barley	20	13	420
1930	barley	21	13	425
1930	barley	22	13	370
1930	barley	23	13	550
1930	barley	24	13	420
1930	barley	25	13	650
1930	barley	26	13	710
1930	barley	1	14	350
1930	barley	2	14	630
1930	barley	3	14	530
1930	barley	4	14	470
1930	barley	5	14	600
1930	barley	6	14	510
1930	barley	7	14	595
1930	barley	8	14	355
1930	barley	9	14	420
1930	barley	10	14	430
1930	barley	11	14	490
1930	barley	12	14	510
1930	barley	13	14	585
1930	barley	14	14	465
1930	barley	15	14	500
1930	barley	16	14	500
1930	barley	17	14	660
1930	barley	18	14	360
1930	barley	19	14	310
1930	barley	20	14	435
1930	barley	21	14	450
1930	barley	22	14	360
1930	barley	23	14	480
1930	barley	24	14	355
1930	barley	25	14	375
1930	barley	26	14	420
1930	barley	1	15	310
1930	barley	2	15	300
1930	barley	3	15	300
1930	barley	4	15	365
1930	barley	5	15	390
1930	barley	6	15	530
1930	barley	7	15	560
1930	barley	8	15	495
1930	barley	9	15	300
1930	barley	10	15	265
1930	barley	11	15	315
1930	barley	12	15	180
1930	barley	13	15	395
1930	barley	14	15	405
1930	barley	15	15	505
1930	barley	16	15	585
1930	barley	17	15	490
1930	barley	18	15	460
1930	barley	19	15	335
1930	barley	20	15	305
1930	barley	21	15	315
1930	barley	22	15	280
1930	barley	23	15	365
1930	barley	24	15	390
1930	barley	25	15	280
1930	barley	26	15	515
1931	wheat	1	1	70
1931	wheat	2	1	248
1931	wheat	3	1	275
1931	wheat	4	1	270
1931	wheat	5	1	195
1931	wheat	6	1	240
1931	wheat	7	1	275
1931	wheat	8	1	218
1931	wheat	9	1	260
1931	wheat	10	1	275
1931	wheat	11	1	335
1931	wheat	12	1	345
1931	wheat	13	1	270
1931	wheat	14	1	155
1931	wheat	15	1	295
1931	wheat	16	1	335
1931	wheat	17	1	242
1931	wheat	18	1	305
1931	wheat	19	1	380
1931	wheat	20	1	318
1931	wheat	21	1	347
1931	wheat	22	1	260
1931	wheat	23	1	264
1931	wheat	24	1	248
1931	wheat	25	1	210
1931	wheat	26	1	230
1931	wheat	1	2	220
1931	wheat	2	2	258
1931	wheat	3	2	402
1931	wheat	4	2	400
1931	wheat	5	2	230
1931	wheat	6	2	348
1931	wheat	7	2	280
1931	wheat	8	2	335
1931	wheat	9	2	415
1931	wheat	10	2	375
1931	wheat	11	2	392
1931	wheat	12	2	380
1931	wheat	13	2	310
1931	wheat	14	2	395
1931	wheat	15	2	318
1931	wheat	16	2	185
1931	wheat	17	2	280
1931	wheat	18	2	310
1931	wheat	19	2	250
1931	wheat	20	2	367
1931	wheat	21	2	412
1931	wheat	22	2	308
1931	wheat	23	2	308
1931	wheat	24	2	318
1931	wheat	25	2	315
1931	wheat	26	2	302
1931	wheat	1	3	265
1931	wheat	2	3	215
1931	wheat	3	3	225
1931	wheat	4	3	385
1931	wheat	5	3	335
1931	wheat	6	3	335
1931	wheat	7	3	325
1931	wheat	8	3	400
1931	wheat	9	3	430
1931	wheat	10	3	360
1931	wheat	11	3	305
1931	wheat	12	3	360
1931	wheat	13	3	415
1931	wheat	14	3	355
1931	wheat	15	3	305
1931	wheat	16	3	422
1931	wheat	17	3	295
1931	wheat	18	3	400
1931	wheat	19	3	320
1931	wheat	20	3	355
1931	wheat	21	3	280
1931	wheat	22	3	305
1931	wheat	23	3	280
1931	wheat	24	3	280
1931	wheat	25	3	265
1931	wheat	26	3	180
1931	wheat	1	4	230
1931	wheat	2	4	220
1931	wheat	3	4	120
1931	wheat	4	4	240
1931	wheat	5	4	272
1931	wheat	6	4	296
1931	wheat	7	4	390
1931	wheat	8	4	370
1931	wheat	9	4	365
1931	wheat	10	4	340
1931	wheat	11	4	300
1931	wheat	12	4	320
1931	wheat	13	4	385
1931	wheat	14	4	398
1931	wheat	15	4	408
1931	wheat	16	4	190
1931	wheat	17	4	305
1931	wheat	18	4	312
1931	wheat	19	4	322
1931	wheat	20	4	225
1931	wheat	21	4	300
1931	wheat	22	4	230
1931	wheat	23	4	270
1931	wheat	24	4	270
1931	wheat	25	4	260
1931	wheat	26	4	270
1931	wheat	1	5	248
1931	wheat	2	5	200
1931	wheat	3	5	275
1931	wheat	4	5	225
1931	wheat	5	5	200
1931	wheat	6	5	185
1931	wheat	7	5	200
1931	wheat	8	5	235
1931	wheat	9	5	230
1931	wheat	10	5	240
1931	wheat	11	5	200
1931	wheat	12	5	265
1931	wheat	13	5	250
1931	wheat	14	5	330
1931	wheat	15	5	215
1931	wheat	16	5	220
1931	wheat	17	5	225
1931	wheat	18	5	450
1931	wheat	19	5	300
1931	wheat	20	5	348
1931	wheat	21	5	290
1931	wheat	22	5	230
1931	wheat	23	5	310
1931	wheat	24	5	205
1931	wheat	25	5	155
1931	wheat	26	5	170
1931	wheat	1	6	322
1931	wheat	2	6	185
1931	wheat	3	6	195
1931	wheat	4	6	200
1931	wheat	5	6	210
1931	wheat	6	6	250
1931	wheat	7	6	215
1931	wheat	8	6	340
1931	wheat	9	6	220
1931	wheat	10	6	250
1931	wheat	11	6	232
1931	wheat	12	6	255
1931	wheat	13	6	262
1931	wheat	14	6	265
1931	wheat	15	6	247
1931	wheat	16	6	210
1931	wheat	17	6	210
1931	wheat	18	6	210
1931	wheat	19	6	327
1931	wheat	20	6	232
1931	wheat	21	6	205
1931	wheat	22	6	205
1931	wheat	23	6	235
1931	wheat	24	6	275
1931	wheat	25	6	200
1931	wheat	26	6	200
1931	wheat	1	7	205
1931	wheat	2	7	185
1931	wheat	3	7	200
1931	wheat	4	7	200
1931	wheat	5	7	190
1931	wheat	6	7	185
1931	wheat	7	7	210
1931	wheat	8	7	260
1931	wheat	9	7	245
1931	wheat	10	7	160
1931	wheat	11	7	225
1931	wheat	12	7	220
1931	wheat	13	7	230
1931	wheat	14	7	255
1931	wheat	15	7	235
1931	wheat	16	7	155
1931	wheat	17	7	295
1931	wheat	18	7	305
1931	wheat	19	7	232
1931	wheat	20	7	230
1931	wheat	21	7	287
1931	wheat	22	7	315
1931	wheat	23	7	265
1931	wheat	24	7	320
1931	wheat	25	7	415
1931	wheat	26	7	335
1931	wheat	1	8	250
1931	wheat	2	8	258
1931	wheat	3	8	220
1931	wheat	4	8	252
1931	wheat	5	8	340
1931	wheat	6	8	235
1931	wheat	7	8	175
1931	wheat	8	8	310
1931	wheat	9	8	370
1931	wheat	10	8	375
1931	wheat	11	8	345
1931	wheat	12	8	420
1931	wheat	13	8	290
1931	wheat	14	8	350
1931	wheat	15	8	400
1931	wheat	16	8	335
1931	wheat	17	8	345
1931	wheat	18	8	290
1931	wheat	19	8	290
1931	wheat	20	8	320
1931	wheat	21	8	315
1931	wheat	22	8	385
1931	wheat	23	8	380
1931	wheat	24	8	328
1931	wheat	25	8	370
1931	wheat	26	8	312
1931	wheat	1	9	180
1931	wheat	2	9	120
1931	wheat	3	9	217
1931	wheat	4	9	255
1931	wheat	5	9	205
1931	wheat	6	9	160
1931	wheat	7	9	212
1931	wheat	8	9	305
1931	wheat	9	9	232
1931	wheat	10	9	257
1931	wheat	11	9	210
1931	wheat	12	9	200
1931	wheat	13	9	190
1931	wheat	14	9	172
1931	wheat	15	9	182
1931	wheat	16	9	130
1931	wheat	17	9	132
1931	wheat	18	9	182
1931	wheat	19	9	320
1931	wheat	20	9	150
1931	wheat	21	9	185
1931	wheat	22	9	185
1931	wheat	23	9	285
1931	wheat	24	9	245
1931	wheat	25	9	255
1931	wheat	26	9	315
1931	wheat	1	10	225
1931	wheat	2	10	215
1931	wheat	3	10	185
1931	wheat	4	10	268
1931	wheat	5	10	222
1931	wheat	6	10	170
1931	wheat	7	10	142
1931	wheat	8	10	160
1931	wheat	9	10	232
1931	wheat	10	10	232
1931	wheat	11	10	280
1931	wheat	12	10	155
1931	wheat	13	10	280
1931	wheat	14	10	260
1931	wheat	15	10	280
1931	wheat	16	10	265
1931	wheat	17	10	258
1931	wheat	18	10	342
1931	wheat	19	10	305
1931	wheat	20	10	345
1931	wheat	21	10	355
1931	wheat	22	10	225
1931	wheat	23	10	227
1931	wheat	24	10	192
1931	wheat	25	10	170
1931	wheat	26	10	260
1931	wheat	1	11	235
1931	wheat	2	11	145
1931	wheat	3	11	335
1931	wheat	4	11	235
1931	wheat	5	11	295
1931	wheat	6	11	225
1931	wheat	7	11	270
1931	wheat	8	11	200
1931	wheat	9	11	222
1931	wheat	10	11	340
1931	wheat	11	11	180
1931	wheat	12	11	250
1931	wheat	13	11	320
1931	wheat	14	11	328
1931	wheat	15	11	315
1931	wheat	16	11	245
1931	wheat	17	11	215
1931	wheat	18	11	275
1931	wheat	19	11	260
1931	wheat	20	11	290
1931	wheat	21	11	220
1931	wheat	22	11	257
1931	wheat	23	11	235
1931	wheat	24	11	180
1931	wheat	25	11	150
1931	wheat	26	11	100
1931	wheat	1	12	280
1931	wheat	2	12	190
1931	wheat	3	12	250
1931	wheat	4	12	220
1931	wheat	5	12	160
1931	wheat	6	12	235
1931	wheat	7	12	240
1931	wheat	8	12	200
1931	wheat	9	12	215
1931	wheat	10	12	260
1931	wheat	11	12	185
1931	wheat	12	12	255
1931	wheat	13	12	220
1931	wheat	14	12	190
1931	wheat	15	12	245
1931	wheat	16	12	300
1931	wheat	17	12	132
1931	wheat	18	12	145
1931	wheat	19	12	165
1931	wheat	20	12	265
1931	wheat	21	12	240
1931	wheat	22	12	222
1931	wheat	23	12	200
1931	wheat	24	12	200
1931	wheat	25	12	190
1931	wheat	26	12	187
1931	wheat	1	13	155
1931	wheat	2	13	210
1931	wheat	3	13	235
1931	wheat	4	13	300
1931	wheat	5	13	230
1931	wheat	6	13	250
1931	wheat	7	13	220
1931	wheat	8	13	335
1931	wheat	9	13	235
1931	wheat	10	13	260
1931	wheat	11	13	310
1931	wheat	12	13	235
1931	wheat	13	13	290
1931	wheat	14	13	280
1931	wheat	15	13	345
1931	wheat	16	13	208
1931	wheat	17	13	130
1931	wheat	18	13	210
1931	wheat	19	13	140
1931	wheat	20	13	265
1931	wheat	21	13	280
1931	wheat	22	13	237
1931	wheat	23	13	267
1931	wheat	24	13	235
1931	wheat	25	13	245
1931	wheat	26	13	155
1931	wheat	1	14	190
1931	wheat	2	14	180
1931	wheat	3	14	190
1931	wheat	4	14	130
1931	wheat	5	14	235
1931	wheat	6	14	132
1931	wheat	7	14	120
1931	wheat	8	14	232
1931	wheat	9	14	150
1931	wheat	10	14	190
1931	wheat	11	14	280
1931	wheat	12	14	260
1931	wheat	13	14	160
1931	wheat	14	14	255
1931	wheat	15	14	140
1931	wheat	16	14	140
1931	wheat	17	14	135
1931	wheat	18	14	180
1931	wheat	19	14	140
1931	wheat	20	14	160
1931	wheat	21	14	180
1931	wheat	22	14	200
1931	wheat	23	14	165
1931	wheat	24	14	185
1931	wheat	25	14	245
1931	wheat	26	14	150
1931	wheat	1	15	120
1931	wheat	2	15	120
1931	wheat	3	15	170
1931	wheat	4	15	170
1931	wheat	5	15	155
1931	wheat	6	15	140
1931	wheat	7	15	270
1931	wheat	8	15	100
1931	wheat	9	15	130
1931	wheat	10	15	210
1931	wheat	11	15	245
1931	wheat	12	15	200
1931	wheat	13	15	240
1931	wheat	14	15	295
1931	wheat	15	15	250
1931	wheat	16	15	220
1931	wheat	17	15	205
1931	wheat	18	15	255
1931	wheat	19	15	190
1931	wheat	20	15	230
1931	wheat	21	15	295
1931	wheat	22	15	230
1931	wheat	23	15	250
1931	wheat	24	15	240
1931	wheat	25	15	115
1931	wheat	26	15	82
1932	lentil	1	1	412
1932	lentil	2	1	325
1932	lentil	3	1	312
1932	lentil	4	1	288
1932	lentil	5	1	273
1932	lentil	6	1	332
1932	lentil	7	1	431
1932	lentil	8	1	342
1932	lentil	9	1	401
1932	lentil	10	1	394
1932	lentil	11	1	275
1932	lentil	12	1	338
1932	lentil	13	1	285
1932	lentil	14	1	306
1932	lentil	15	1	253
1932	lentil	16	1	276
1932	lentil	17	1	235
1932	lentil	18	1	252
1932	lentil	19	1	305
1932	lentil	20	1	226
1932	lentil	21	1	307
1932	lentil	22	1	252
1932	lentil	23	1	226
1932	lentil	24	1	261
1932	lentil	25	1	282
1932	lentil	26	1	243
1932	lentil	1	2	381
1932	lentil	2	2	329
1932	lentil	3	2	300
1932	lentil	4	2	305
1932	lentil	5	2	306
1932	lentil	6	2	337
1932	lentil	7	2	333
1932	lentil	8	2	331
1932	lentil	9	2	315
1932	lentil	10	2	352
1932	lentil	11	2	357
1932	lentil	12	2	299
1932	lentil	13	2	279
1932	lentil	14	2	269
1932	lentil	15	2	260
1932	lentil	16	2	319
1932	lentil	17	2	255
1932	lentil	18	2	260
1932	lentil	19	2	230
1932	lentil	20	2	240
1932	lentil	21	2	255
1932	lentil	22	2	202
1932	lentil	23	2	172
1932	lentil	24	2	147
1932	lentil	25	2	168
1932	lentil	26	2	165
1932	lentil	1	3	312
1932	lentil	2	3	265
1932	lentil	3	3	311
1932	lentil	4	3	235
1932	lentil	5	3	272
1932	lentil	6	3	310
1932	lentil	7	3	304
1932	lentil	8	3	313
1932	lentil	9	3	317
1932	lentil	10	3	325
1932	lentil	11	3	300
1932	lentil	12	3	334
1932	lentil	13	3	266
1932	lentil	14	3	272
1932	lentil	15	3	312
1932	lentil	16	3	331
1932	lentil	17	3	266
1932	lentil	18	3	235
1932	lentil	19	3	182
1932	lentil	20	3	259
1932	lentil	21	3	186
1932	lentil	22	3	170
1932	lentil	23	3	168
1932	lentil	24	3	195
1932	lentil	25	3	208
1932	lentil	26	3	250
1932	lentil	1	4	182
1932	lentil	2	4	229
1932	lentil	3	4	253
1932	lentil	4	4	276
1932	lentil	5	4	306
1932	lentil	6	4	283
1932	lentil	7	4	328
1932	lentil	8	4	351
1932	lentil	9	4	344
1932	lentil	10	4	338
1932	lentil	11	4	261
1932	lentil	12	4	289
1932	lentil	13	4	257
1932	lentil	14	4	253
1932	lentil	15	4	284
1932	lentil	16	4	232
1932	lentil	17	4	268
1932	lentil	18	4	259
1932	lentil	19	4	234
1932	lentil	20	4	305
1932	lentil	21	4	197
1932	lentil	22	4	163
1932	lentil	23	4	251
1932	lentil	24	4	211
1932	lentil	25	4	259
1932	lentil	26	4	227
1932	lentil	1	5	272
1932	lentil	2	5	214
1932	lentil	3	5	234
1932	lentil	4	5	218
1932	lentil	5	5	232
1932	lentil	6	5	280
1932	lentil	7	5	265
1932	lentil	8	5	204
1932	lentil	9	5	259
1932	lentil	10	5	311
1932	lentil	11	5	275
1932	lentil	12	5	218
1932	lentil	13	5	200
1932	lentil	14	5	178
1932	lentil	15	5	265
1932	lentil	16	5	278
1932	lentil	17	5	276
1932	lentil	18	5	203
1932	lentil	19	5	237
1932	lentil	20	5	272
1932	lentil	21	5	221
1932	lentil	22	5	160
1932	lentil	23	5	250
1932	lentil	24	5	262
1932	lentil	25	5	295
1932	lentil	26	5	255
1932	lentil	1	6	231
1932	lentil	2	6	178
1932	lentil	3	6	168
1932	lentil	4	6	185
1932	lentil	5	6	217
1932	lentil	6	6	265
1932	lentil	7	6	201
1932	lentil	8	6	218
1932	lentil	9	6	267
1932	lentil	10	6	233
1932	lentil	11	6	271
1932	lentil	12	6	249
1932	lentil	13	6	200
1932	lentil	14	6	252
1932	lentil	15	6	282
1932	lentil	16	6	243
1932	lentil	17	6	217
1932	lentil	18	6	229
1932	lentil	19	6	248
1932	lentil	20	6	212
1932	lentil	21	6	205
1932	lentil	22	6	176
1932	lentil	23	6	224
1932	lentil	24	6	200
1932	lentil	25	6	270
1932	lentil	26	6	259
1932	lentil	1	7	255
1932	lentil	2	7	147
1932	lentil	3	7	152
1932	lentil	4	7	259
1932	lentil	5	7	286
1932	lentil	6	7	220
1932	lentil	7	7	249
1932	lentil	8	7	265
1932	lentil	9	7	279
1932	lentil	10	7	268
1932	lentil	11	7	285
1932	lentil	12	7	310
1932	lentil	13	7	266
1932	lentil	14	7	224
1932	lentil	15	7	290
1932	lentil	16	7	239
1932	lentil	17	7	203
1932	lentil	18	7	236
1932	lentil	19	7	190
1932	lentil	20	7	193
1932	lentil	21	7	166
1932	lentil	22	7	211
1932	lentil	23	7	244
1932	lentil	24	7	210
1932	lentil	25	7	229
1932	lentil	26	7	253
1932	lentil	1	8	217
1932	lentil	2	8	149
1932	lentil	3	8	208
1932	lentil	4	8	191
1932	lentil	5	8	177
1932	lentil	6	8	279
1932	lentil	7	8	252
1932	lentil	8	8	267
1932	lentil	9	8	227
1932	lentil	10	8	181
1932	lentil	11	8	175
1932	lentil	12	8	163
1932	lentil	13	8	162
1932	lentil	14	8	81
1932	lentil	15	8	143
1932	lentil	16	8	194
1932	lentil	17	8	131
1932	lentil	18	8	137
1932	lentil	19	8	128
1932	lentil	20	8	143
1932	lentil	21	8	259
1932	lentil	22	8	122
1932	lentil	23	8	224
1932	lentil	24	8	165
1932	lentil	25	8	216
1932	lentil	26	8	239
1932	lentil	1	9	254
1932	lentil	2	9	178
1932	lentil	3	9	224
1932	lentil	4	9	180
1932	lentil	5	9	148
1932	lentil	6	9	216
1932	lentil	7	9	251
1932	lentil	8	9	174
1932	lentil	9	9	277
1932	lentil	10	9	133
1932	lentil	11	9	176
1932	lentil	12	9	263
1932	lentil	13	9	220
1932	lentil	14	9	169
1932	lentil	15	9	161
1932	lentil	16	9	220
1932	lentil	17	9	181
1932	lentil	18	9	173
1932	lentil	19	9	126
1932	lentil	20	9	141
1932	lentil	21	9	170
1932	lentil	22	9	160
1932	lentil	23	9	167
1932	lentil	24	9	237
1932	lentil	25	9	202
1932	lentil	26	9	209
1932	lentil	1	10	166
1932	lentil	2	10	208
1932	lentil	3	10	222
1932	lentil	4	10	140
1932	lentil	5	10	161
1932	lentil	6	10	235
1932	lentil	7	10	250
1932	lentil	8	10	230
1932	lentil	9	10	203
1932	lentil	10	10	178
1932	lentil	11	10	165
1932	lentil	12	10	215
1932	lentil	13	10	188
1932	lentil	14	10	211
1932	lentil	15	10	159
1932	lentil	16	10	253
1932	lentil	17	10	180
1932	lentil	18	10	194
1932	lentil	19	10	148
1932	lentil	20	10	173
1932	lentil	21	10	185
1932	lentil	22	10	259
1932	lentil	23	10	184
1932	lentil	24	10	193
1932	lentil	25	10	225
1932	lentil	26	10	220
1932	lentil	1	11	259
1932	lentil	2	11	164
1932	lentil	3	11	181
1932	lentil	4	11	252
1932	lentil	5	11	204
1932	lentil	6	11	174
1932	lentil	7	11	206
1932	lentil	8	11	240
1932	lentil	9	11	241
1932	lentil	10	11	177
1932	lentil	11	11	207
1932	lentil	12	11	181
1932	lentil	13	11	186
1932	lentil	14	11	108
1932	lentil	15	11	179
1932	lentil	16	11	192
1932	lentil	17	11	210
1932	lentil	18	11	109
1932	lentil	19	11	173
1932	lentil	20	11	142
1932	lentil	21	11	170
1932	lentil	22	11	149
1932	lentil	23	11	122
1932	lentil	24	11	219
1932	lentil	25	11	200
1932	lentil	26	11	183
1932	lentil	1	12	272
1932	lentil	2	12	205
1932	lentil	3	12	219
1932	lentil	4	12	221
1932	lentil	5	12	228
1932	lentil	6	12	178
1932	lentil	7	12	240
1932	lentil	8	12	140
1932	lentil	9	12	165
1932	lentil	10	12	202
1932	lentil	11	12	163
1932	lentil	12	12	143
1932	lentil	13	12	160
1932	lentil	14	12	127
1932	lentil	15	12	180
1932	lentil	16	12	185
1932	lentil	17	12	140
1932	lentil	18	12	266
1932	lentil	19	12	134
1932	lentil	20	12	125
1932	lentil	21	12	197
1932	lentil	22	12	193
1932	lentil	23	12	120
1932	lentil	24	12	178
1932	lentil	25	12	175
1932	lentil	26	12	176
1932	lentil	1	13	188
1932	lentil	2	13	291
1932	lentil	3	13	197
1932	lentil	4	13	148
1932	lentil	5	13	189
1932	lentil	6	13	177
1932	lentil	7	13	186
1932	lentil	8	13	143
1932	lentil	9	13	126
1932	lentil	10	13	158
1932	lentil	11	13	160
1932	lentil	12	13	159
