"row"	"col"	"yield"	"year"
49	6	326	1933
50	6	336	1933
51	6	343	1933
52	6	298	1933
53	6	311.5	1933
54	6	322.5	1933
55	6	305.5	1933
56	6	359	1933
57	6	354	1933
58	6	377.5	1933
59	6	323	1933
60	6	305	1933
61	6	282	1933
62	6	254	1933
63	6	267	1933
64	6	308	1933
65	6	322	1933
66	6	335	1933
67	6	378	1933
68	6	350	1933
69	6	368	1933
70	6	336	1933
71	6	377.5	1933
72	6	331	1933
73	6	357.5	1933
74	6	315.5	1933
75	6	307.5	1933
76	6	286	1933
77	6	348	1933
78	6	308.5	1933
79	6	305	1933
80	6	335	1933
81	6	340	1933
82	6	367	1933
83	6	354	1933
84	6	340	1933
85	6	349.5	1933
86	6	345	1933
87	6	333	1933
88	6	322	1933
89	6	369.5	1933
90	6	327.5	1933
91	6	331	1933
92	6	274.5	1933
93	6	295	1933
94	6	310	1933
95	6	312	1933
96	6	323.5	1933
97	6	314	1933
98	6	373	1933
99	6	330	1933
100	6	331.5	1933
101	6	367.5	1933
102	6	313.5	1933
103	6	315	1933
104	6	340	1933
105	6	316	1933
106	6	341.5	1933
107	6	330	1933
108	6	348.5	1933
109	6	330	1933
110	6	303.5	1933
111	6	287	1933
112	6	356	1933
113	6	350.5	1933
114	6	346.5	1933
115	6	411	1933
116	6	391	1933
117	6	335	1933
118	6	317	1933
119	6	342	1933
120	6	379	1933
121	6	328	1933
122	6	321	1933
123	6	339	1933
124	6	350	1933
125	6	329.5	1933
126	6	370	1933
127	6	350	1933
128	6	285	1933
129	6	315	1933
130	6	263.5	1933
131	6	274	1933
132	6	287.5	1933
133	6	280	1933
134	6	290	1933
135	6	297.5	1933
136	6	301	1933
1	7	354	1933
2	7	344	1933
3	7	303.5	1933
4	7	313.5	1933
5	7	416	1933
6	7	342.5	1933
7	7	372	1933
8	7	360.5	1933
9	7	392	1933
10	7	393.5	1933
11	7	333	1933
12	7	327	1933
13	7	337	1933
14	7	321.5	1933
15	7	392	1933
16	7	413	1933
17	7	306	1933
18	7	389.5	1933
19	7	341.5	1933
20	7	338	1933
21	7	371.5	1933
22	7	389	1933
23	7	347	1933
24	7	323.5	1933
25	7	339	1933
26	7	355.5	1933
27	7	334	1933
28	7	314	1933
29	7	332	1933
30	7	339	1933
31	7	368	1933
32	7	339.5	1933
33	7	348.5	1933
34	7	385	1933
35	7	331.5	1933
36	7	327.5	1933
37	7	320	1933
38	7	327.5	1933
39	7	336	1933
40	7	331	1933
41	7	402	1933
42	7	328	1933
43	7	279.5	1933
44	7	407	1933
45	7	295.5	1933
46	7	317	1933
47	7	321	1933
48	7	410	1933
49	7	350	1933
50	7	316	1933
51	7	318	1933
52	7	250	1933
53	7	272	1933
54	7	334	1933
55	7	321.5	1933
56	7	342.5	1933
57	7	410	1933
58	7	293	1933
59	7	374	1933
60	7	330.5	1933
61	7	283	1933
62	7	325	1933
63	7	295	1933
64	7	365	1933
65	7	342	1933
66	7	316	1933
67	7	349	1933
68	7	338	1933
69	7	342	1933
70	7	359	1933
71	7	356	1933
72	7	344	1933
73	7	301	1933
74	7	340	1933
75	7	317.5	1933
76	7	355	1933
77	7	362	1933
78	7	318.5	1933
79	7	350	1933
80	7	335	1933
81	7	370	1933
82	7	401	1933
83	7	320	1933
84	7	370	1933
85	7	338	1933
86	7	306.5	1933
87	7	332.5	1933
88	7	340	1933
89	7	370	1933
90	7	321.5	1933
91	7	305	1933
92	7	290	1933
93	7	320	1933
94	7	315.5	1933
95	7	332	1933
96	7	342	1933
97	7	370.5	1933
98	7	375.5	1933
99	7	358	1933
100	7	333.5	1933
101	7	333.5	1933
102	7	371.5	1933
103	7	310	1933
104	7	319.5	1933
105	7	352	1933
106	7	324	1933
107	7	245	1933
108	7	284.5	1933
109	7	290	1933
110	7	258.5	1933
111	7	268	1933
112	7	311.5	1933
113	7	300	1933
114	7	276	1933
115	7	307.5	1933
116	7	265.5	1933
117	7	304.5	1933
118	7	305	1933
119	7	306.5	1933
120	7	295.5	1933
121	7	304.5	1933
122	7	330	1933
123	7	262.5	1933
124	7	280	1933
125	7	300.5	1933
126	7	273.5	1933
127	7	255.5	1933
128	7	302	1933
129	7	316	1933
130	7	297.5	1933
131	7	291	1933
132	7	310	1933
133	7	233	1933
134	7	261	1933
135	7	303	1933
136	7	239.5	1933
1	8	360.5	1933
2	8	376.5	1933
3	8	334	1933
4	8	330	1933
5	8	335	1933
6	8	389	1933
7	8	363.5	1933
8	8	334.5	1933
9	8	407	1933
10	8	396.5	1933
11	8	315.5	1933
12	8	305.5	1933
13	8	308.5	1933
14	8	332	1933
15	8	339.5	1933
16	8	413	1933
17	8	357	1933
18	8	359.5	1933
19	8	376	1933
20	8	350	1933
21	8	355.5	1933
22	8	370	1933
23	8	355	1933
24	8	359	1933
25	8	308	1933
26	8	340	1933
27	8	365	1933
28	8	347	1933
29	8	290	1933
30	8	345	1933
31	8	348	1933
32	8	370	1933
33	8	330	1933
34	8	355	1933
35	8	330	1933
36	8	341.5	1933
37	8	322	1933
38	8	338	1933
39	8	305	1933
40	8	335	1933
41	8	369.5	1933
42	8	380	1933
43	8	352	1933
44	8	327	1933
45	8	382	1933
46	8	380	1933
47	8	347.5	1933
48	8	380	1933
49	8	347.5	1933
50	8	330.5	1933
51	8	385	1933
52	8	357	1933
53	8	333.5	1933
54	8	299	1933
55	8	312.5	1933
56	8	365.5	1933
57	8	378.5	1933
58	8	333.5	1933
59	8	354	1933
60	8	382.5	1933
61	8	342	1933
62	8	311	1933
63	8	320	1933
64	8	371	1933
65	8	347	1933
66	8	335	1933
67	8	350.5	1933
68	8	338.5	1933
69	8	314.5	1933
70	8	384.5	1933
71	8	349	1933
72	8	311.5	1933
73	8	365	1933
74	8	345	1933
75	8	318.5	1933
76	8	315	1933
77	8	356.5	1933
78	8	333.5	1933
79	8	372	1933
80	8	309.5	1933
81	8	425	1933
82	8	367	1933
83	8	341	1933
84	8	356	1933
85	8	295	1933
86	8	326	1933
87	8	316	1933
88	8	317.5	1933
89	8	313.5	1933
90	8	316.5	1933
91	8	272.5	1933
92	8	285	1933
93	8	312.5	1933
94	8	327.5	1933
95	8	321	1933
96	8	360	1933
97	8	356.5	1933
98	8	351	1933
99	8	343	1933
100	8	294.5	1933
101	8	301	1933
102	8	283.5	1933
103	8	329.5	1933
104	8	324.5	1933
105	8	320	1933
106	8	253	1933
107	8	275	1933
108	8	278	1933
109	8	293	1933
110	8	290	1933
111	8	336	1933
112	8	306.5	1933
113	8	335.5	1933
114	8	362	1933
115	8	332	1933
116	8	392.5	1933
117	8	311	1933
118	8	345.5	1933
119	8	297	1933
120	8	343.5	1933
121	8	306.5	1933
122	8	312	1933
123	8	229	1933
124	8	250	1933
125	8	267	1933
126	8	250	1933
127	8	288.5	1933
128	8	258.5	1933
129	8	264.5	1933
130	8	276	1933
131	8	295.5	1933
132	8	303	1933
133	8	374	1933
134	8	307.5	1933
135	8	290	1933
136	8	285	1933
1	1	280.5	1934
2	1	282	1934
3	1	251	1934
4	1	301	1934
5	1	288	1934
6	1	310	1934
7	1	263.5	1934
8	1	272.5	1934
9	1	296	1934
10	1	264.5	1934
11	1	281	1934
12	1	320	1934
13	1	271	1934
14	1	281	1934
15	1	284	1934
16	1	301	1934
17	1	294.5	1934
18	1	311.5	1934
19	1	325	1934
20	1	310	1934
21	1	297	1934
22	1	301	1934
23	1	335	1934
24	1	314.5	1934
25	1	341.5	1934
26	1	305	1934
27	1	337	1934
28	1	338	1934
29	1	311	1934
30	1	270	1934
31	1	280	1934
32	1	308	1934
33	1	304	1934
34	1	315	1934
35	1	315.5	1934
36	1	342.5	1934
37	1	293	1934
38	1	303	1934
39	1	307	1934
40	1	342	1934
41	1	320	1934
42	1	282	1934
43	1	304	1934
44	1	326	1934
45	1	269	1934
46	1	255	1934
47	1	288	1934
48	1	284.5	1934
49	1	304.5	1934
50	1	295.5	1934
51	1	303	1934
52	1	304	1934
53	1	264	1934
54	1	309	1934
55	1	297	1934
56	1	296	1934
57	1	319	1934
58	1	310	1934
59	1	294	1934
60	1	295	1934
61	1	296	1934
62	1	293	1934
63	1	292	1934
64	1	347	1934
65	1	262	1934
66	1	323.5	1934
67	1	291	1934
68	1	306.5	1934
69	1	353	1934
70	1	280	1934
71	1	296	1934
72	1	302	1934
73	1	314	1934
74	1	336	1934
75	1	320	1934
76	1	296	1934
77	1	324.5	1934
78	1	302.5	1934
79	1	314.5	1934
80	1	290	1934
81	1	360	1934
82	1	352	1934
83	1	345	1934
84	1	347	1934
85	1	327	1934
86	1	286.5	1934
87	1	293	1934
88	1	250	1934
89	1	221	1934
90	1	185	1934
91	1	155.5	1934
92	1	250.5	1934
93	1	205	1934
94	1	257	1934
95	1	211	1934
96	1	176	1934
97	1	175.5	1934
98	1	214.5	1934
99	1	186	1934
100	1	188.5	1934
101	1	181.5	1934
102	1	191	1934
103	1	191.5	1934
104	1	188.5	1934
105	1	194.5	1934
106	1	233.5	1934
107	1	203.5	1934
108	1	232.5	1934
109	1	203.5	1934
110	1	202	1934
111	1	206	1934
112	1	192.5	1934
113	1	226.5	1934
114	1	174.5	1934
115	1	201.5	1934
116	1	216	1934
117	1	182.5	1934
118	1	212.5	1934
119	1	204	1934
120	1	244	1934
121	1	222	1934
1	2	281	1934
2	2	286	1934
3	2	255	1934
4	2	288	1934
5	2	255.5	1934
6	2	273.5	1934
7	2	251	1934
8	2	284	1934
9	2	266.5	1934
10	2	323.5	1934
11	2	281	1934
12	2	283	1934
13	2	308.5	1934
14	2	292	1934
15	2	263	1934
16	2	281.5	1934
17	2	278	1934
18	2	298.5	1934
19	2	267	1934
20	2	283	1934
21	2	296	1934
22	2	274	1934
23	2	272	1934
24	2	293	1934
25	2	278	1934
26	2	297	1934
27	2	315	1934
28	2	293	1934
29	2	306	1934
30	2	338	1934
31	2	324	1934
32	2	306	1934
33	2	299	1934
34	2	303	1934
35	2	339	1934
36	2	356	1934
37	2	335	1934
38	2	325	1934
39	2	325	1934
40	2	340	1934
41	2	305	1934
42	2	255	1934
43	2	311	1934
44	2	329	1934
45	2	257	1934
46	2	300	1934
47	2	287	1934
48	2	281	1934
49	2	308	1934
50	2	286	1934
51	2	292	1934
52	2	258	1934
53	2	302	1934
54	2	274.5	1934
55	2	303	1934
56	2	294.5	1934
57	2	295.5	1934
58	2	270	1934
59	2	310	1934
60	2	278	1934
61	2	304.5	1934
62	2	315	1934
63	2	296	1934
64	2	312.5	1934
65	2	298.5	1934
66	2	354.5	1934
67	2	279	1934
68	2	294	1934
69	2	298	1934
70	2	262.5	1934
71	2	294	1934
72	2	333	1934
73	2	332.5	1934
74	2	404.5	1934
75	2	371.5	1934
76	2	333	1934
77	2	311	1934
78	2	336	1934
79	2	317.5	1934
80	2	366.5	1934
81	2	313.5	1934
82	2	371	1934
83	2	342.5	1934
84	2	404	1934
85	2	367	1934
86	2	361	1934
87	2	320	1934
88	2	277	1934
89	2	232.5	1934
90	2	245	1934
91	2	205	1934
92	2	200	1934
93	2	220.5	1934
94	2	232.5	1934
95	2	210.5	1934
96	2	186	1934
97	2	183	1934
98	2	188	1934
99	2	160	1934
100	2	164	1934
101	2	165.5	1934
102	2	186	1934
103	2	182	1934
104	2	189.5	1934
105	2	204	1934
106	2	222.5	1934
107	2	210	1934
108	2	236	1934
109	2	216.5	1934
110	2	222	1934
111	2	198.5	1934
112	2	219	1934
113	2	270.5	1934
114	2	210	1934
115	2	212	1934
116	2	262.5	1934
117	2	231.5	1934
118	2	259.5	1934
119	2	255	1934
120	2	222.5	1934
121	2	255.5	1934
1	3	313	1934
2	3	332.5	1934
3	3	305	1934
4	3	286	1934
5	3	303	1934
6	3	259	1934
7	3	272.5	1934
8	3	294.5	1934
9	3	291	1934
10	3	271.6	1934
11	3	286	1934
12	3	251	1934
13	3	272	1934
14	3	248.5	1934
15	3	275	1934
16	3	270	1934
17	3	280.5	1934
18	3	319	1934
19	3	288	1934
20	3	283.5	1934
21	3	285.5	1934
22	3	291.5	1934
23	3	302	1934
24	3	292	1934
25	3	307	1934
26	3	304	1934
27	3	317	1934
28	3	289	1934
29	3	325	1934
30	3	338	1934
31	3	311	1934
32	3	363	1934
33	3	331	1934
34	3	306	1934
35	3	335.5	1934
36	3	316.5	1934
37	3	343	1934
38	3	354	1934
39	3	338.5	1934
40	3	317	1934
41	3	316	1934
42	3	262	1934
43	3	314.5	1934
44	3	333	1934
45	3	295.5	1934
46	3	325	1934
47	3	261	1934
48	3	272	1934
49	3	303.5	1934
50	3	325	1934
51	3	295	1934
52	3	316	1934
53	3	273	1934
54	3	306.5	1934
55	3	328.5	1934
56	3	329.5	1934
57	3	311	1934
58	3	325	1934
59	3	283	1934
60	3	280	1934
61	3	329.5	1934
62	3	288.5	1934
63	3	276	1934
64	3	276.5	1934
65	3	262	1934
66	3	266.5	1934
67	3	287	1934
68	3	324.5	1934
69	3	287	1934
70	3	278	1934
71	3	304	1934
72	3	269.5	1934
73	3	284	1934
74	3	350.5	1934
75	3	334	1934
76	3	381.5	1934
77	3	355.5	1934
78	3	284	1934
79	3	261	1934
80	3	262	1934
81	3	310.5	1934
82	3	304	1934
83	3	309	1934
84	3	263	1934
85	3	292	1934
86	3	332	1934
87	3	306.5	1934
88	3	308.5	1934
89	3	277.5	1934
90	3	306	1934
91	3	243	1934
92	3	243.5	1934
93	3	276.5	1934
94	3	275.5	1934
95	3	267	1934
96	3	262	1934
97	3	220.5	1934
98	3	239	1934
99	3	214	1934
100	3	206.5	1934
101	3	223.5	1934
102	3	207	1934
103	3	221	1934
104	3	211.5	1934
105	3	201	1934
106	3	191	1934
107	3	219	1934
108	3	186	1934
109	3	215	1934
110	3	206	1934
111	3	189	1934
112	3	218	1934
