"expt"	"row"	"col"	"yield"
"E5"	10	5	420
"E5"	11	5	431
"E5"	12	5	520
"E5"	13	5	420
"E5"	14	5	390
"E5"	15	5	395
"E5"	16	5	427
"E5"	17	5	409
"E5"	18	5	418
"E5"	19	5	614
"E5"	20	5	654
"E5"	1	6	672
"E5"	2	6	555
"E5"	3	6	475
"E5"	4	6	437
"E5"	5	6	435
"E5"	6	6	396
"E5"	7	6	406
"E5"	8	6	446
"E5"	9	6	364
"E5"	10	6	447
"E5"	11	6	439
"E5"	12	6	435
"E5"	13	6	440
"E5"	14	6	510
"E5"	15	6	503
"E5"	16	6	475
"E5"	17	6	500
"E5"	18	6	540
"E5"	19	6	531
"E5"	20	6	543
"E5"	1	7	656
"E5"	2	7	622
"E5"	3	7	546
"E5"	4	7	488
"E5"	5	7	450
"E5"	6	7	450
"E5"	7	7	466
"E5"	8	7	427
"E5"	9	7	366
"E5"	10	7	369
"E5"	11	7	446
"E5"	12	7	443
"E5"	13	7	398
"E5"	14	7	472
"E5"	15	7	465
"E5"	16	7	426
"E5"	17	7	453
"E5"	18	7	450
"E5"	19	7	481
"E5"	20	7	560
"E5"	1	8	722
"E5"	2	8	515
"E5"	3	8	595
"E5"	4	8	481
"E5"	5	8	448
"E5"	6	8	393
"E5"	7	8	389
"E5"	8	8	475
"E5"	9	8	392
"E5"	10	8	511
"E5"	11	8	380
"E5"	12	8	353
"E5"	13	8	414
"E5"	14	8	440
"E5"	15	8	498
"E5"	16	8	421
"E5"	17	8	541
"E5"	18	8	501
"E5"	19	8	548
"E5"	20	8	718
"E5"	1	9	665
"E5"	2	9	470
"E5"	3	9	475
"E5"	4	9	470
"E5"	5	9	435
"E5"	6	9	362
"E5"	7	9	400
"E5"	8	9	404
"E5"	9	9	350
"E5"	10	9	410
"E5"	11	9	425
"E5"	12	9	300
"E5"	13	9	410
"E5"	14	9	417
"E5"	15	9	433
"E5"	16	9	539
"E5"	17	9	440
"E5"	18	9	471
"E5"	19	9	455
"E5"	20	9	644
"E5"	1	10	818
"E5"	2	10	615
"E5"	3	10	539
"E5"	4	10	487
"E5"	5	10	424
"E5"	6	10	337
"E5"	7	10	366
"E5"	8	10	366
"E5"	9	10	419
"E5"	10	10	347
"E5"	11	10	476
"E5"	12	10	362
"E5"	13	10	352
"E5"	14	10	491
"E5"	15	10	450
"E5"	16	10	496
"E5"	17	10	554
"E5"	18	10	525
"E5"	19	10	566
"E5"	20	10	583
"E5"	1	11	703
"E5"	2	11	487
"E5"	3	11	413
"E5"	4	11	420
"E5"	5	11	360
"E5"	6	11	455
"E5"	7	11	402
"E5"	8	11	303
"E5"	9	11	365
"E5"	10	11	374
"E5"	11	11	313
"E5"	12	11	395
"E5"	13	11	420
"E5"	14	11	446
"E5"	15	11	435
"E5"	16	11	465
"E5"	17	11	466
"E5"	18	11	410
"E5"	19	11	507
"E5"	20	11	536
"E5"	1	12	715
"E5"	2	12	502
"E5"	3	12	430
"E5"	4	12	422
"E5"	5	12	385
"E5"	6	12	367
"E5"	7	12	475
"E5"	8	12	314
"E5"	9	12	365
"E5"	10	12	468
"E5"	11	12	395
"E5"	12	12	450
"E5"	13	12	475
"E5"	14	12	357
"E5"	15	12	435
"E5"	16	12	480
"E5"	17	12	451
"E5"	18	12	395
"E5"	19	12	514
"E5"	20	12	623
"E5"	1	13	829
"E5"	2	13	573
"E5"	3	13	406
"E5"	4	13	382
"E5"	5	13	314
"E5"	6	13	335
"E5"	7	13	417
"E5"	8	13	336
"E5"	9	13	375
"E5"	10	13	432
"E5"	11	13	400
"E5"	12	13	422
"E5"	13	13	520
"E5"	14	13	458
"E5"	15	13	400
"E5"	16	13	368
"E5"	17	13	475
"E5"	18	13	440
"E5"	19	13	497
"E5"	20	13	560
"E5"	1	14	800
"E5"	2	14	492
"E5"	3	14	542
"E5"	4	14	416
"E5"	5	14	387
"E5"	6	14	465
"E5"	7	14	425
"E5"	8	14	370
"E5"	9	14	360
"E5"	10	14	487
"E5"	11	14	424
"E5"	12	14	425
"E5"	13	14	509
"E5"	14	14	538
"E5"	15	14	530
"E5"	16	14	464
"E5"	17	14	525
"E5"	18	14	503
"E5"	19	14	531
"E5"	20	14	517
"E5"	1	15	1160
"E5"	2	15	909
"E5"	3	15	705
"E5"	4	15	910
"E5"	5	15	789
"E5"	6	15	840
"E5"	7	15	695
"E5"	8	15	831
"E5"	9	15	840
"E5"	10	15	851
"E5"	11	15	954
"E5"	12	15	938
"E5"	13	15	640
"E5"	14	15	865
"E5"	15	15	887
"E5"	16	15	903
"E5"	17	15	920
"E5"	18	15	811
"E5"	19	15	840
"E5"	20	15	1012
"E4"	1	1	265
"E4"	2	1	226
"E4"	3	1	181
"E4"	4	1	235
"E4"	5	1	235
"E4"	6	1	282
"E4"	7	1	285
"E4"	8	1	290
"E4"	9	1	250
"E4"	10	1	455
"E4"	11	1	200
"E4"	12	1	207
"E4"	13	1	205
"E4"	14	1	167
"E4"	15	1	185
"E4"	16	1	243
"E4"	17	1	223
"E4"	18	1	228
"E4"	19	1	211
"E4"	20	1	206
"E4"	1	2	309
"E4"	2	2	190
"E4"	3	2	218
"E4"	4	2	197
"E4"	5	2	235
"E4"	6	2	250
"E4"	7	2	284
"E4"	8	2	276
"E4"	9	2	305
"E4"	10	2	327
"E4"	11	2	240
"E4"	12	2	242
"E4"	13	2	215
"E4"	14	2	225
"E4"	15	2	262
"E4"	16	2	218
"E4"	17	2	305
"E4"	18	2	197
"E4"	19	2	200
"E4"	20	2	245
"E4"	1	3	252
"E4"	2	3	223
"E4"	3	3	223
"E4"	4	3	193
"E4"	5	3	259
"E4"	6	3	268
"E4"	7	3	242
"E4"	8	3	264
"E4"	9	3	281
"E4"	10	3	231
"E4"	11	3	182
"E4"	12	3	260
"E4"	13	3	178
"E4"	14	3	266
"E4"	15	3	285
"E4"	16	3	250
"E4"	17	3	170
"E4"	18	3	190
"E4"	19	3	260
"E4"	20	3	315
"E4"	1	4	230
"E4"	2	4	217
"E4"	3	4	210
"E4"	4	4	235
"E4"	5	4	193
"E4"	6	4	243
"E4"	7	4	325
"E4"	8	4	250
"E4"	9	4	278
"E4"	10	4	150
"E4"	11	4	180
"E4"	12	4	141
"E4"	13	4	173
"E4"	14	4	193
"E4"	15	4	245
"E4"	16	4	216
"E4"	17	4	205
"E4"	18	4	232
"E4"	19	4	245
"E4"	20	4	330
"E4"	1	5	290
"E4"	2	5	151
"E4"	3	5	240
"E4"	4	5	254
"E4"	5	5	290
"E4"	6	5	242
"E4"	7	5	220
"E4"	8	5	332
"E4"	9	5	268
"E4"	10	5	235
"E4"	11	5	191
"E4"	12	5	202
"E4"	13	5	155
"E4"	14	5	136
"E4"	15	5	168
"E4"	16	5	272
"E4"	17	5	179
"E4"	18	5	217
"E4"	19	5	237
"E4"	20	5	210
"E4"	1	6	267
"E4"	2	6	231
"E4"	3	6	190
"E4"	4	6	200
"E4"	5	6	203
"E4"	6	6	229
"E4"	7	6	265
"E4"	8	6	234
"E4"	9	6	180
"E4"	10	6	168
"E4"	11	6	178
"E4"	12	6	154
"E4"	13	6	135
"E4"	14	6	151
"E4"	15	6	172
"E4"	16	6	163
"E4"	17	6	201
"E4"	18	6	161
"E4"	19	6	181
"E4"	20	6	274
"E4"	1	7	313
"E4"	2	7	257
"E4"	3	7	219
"E4"	4	7	280
"E4"	5	7	296
"E4"	6	7	187
"E4"	7	7	225
"E4"	8	7	199
"E4"	9	7	292
"E4"	10	7	205
"E4"	11	7	170
"E4"	12	7	246
"E4"	13	7	185
"E4"	14	7	144
"E4"	15	7	165
"E4"	16	7	210
"E4"	17	7	273
"E4"	18	7	227
"E4"	19	7	215
"E4"	20	7	253
"E4"	1	8	259
"E4"	2	8	195
"E4"	3	8	225
"E4"	4	8	190
"E4"	5	8	216
"E4"	6	8	232
"E4"	7	8	186
"E4"	8	8	203
"E4"	9	8	227
"E4"	10	8	140
"E4"	11	8	170
"E4"	12	8	180
"E4"	13	8	237
"E4"	14	8	181
"E4"	15	8	255
"E4"	16	8	200
"E4"	17	8	150
"E4"	18	8	207
"E4"	19	8	222
"E4"	20	8	255
"E4"	1	9	267
"E4"	2	9	318
"E4"	3	9	175
"E4"	4	9	242
"E4"	5	9	252
"E4"	6	9	211
"E4"	7	9	258
"E4"	8	9	217
"E4"	9	9	200
"E4"	10	9	195
"E4"	11	9	143
"E4"	12	9	190
"E4"	13	9	186
"E4"	14	9	154
"E4"	15	9	265
"E4"	16	9	199
"E4"	17	9	155
"E4"	18	9	230
"E4"	19	9	182
"E4"	20	9	210
"E4"	1	10	235
"E4"	2	10	232
"E4"	3	10	212
"E4"	4	10	162
"E4"	5	10	230
"E4"	6	10	183
"E4"	7	10	227
"E4"	8	10	182
"E4"	9	10	188
"E4"	10	10	151
"E4"	11	10	210
"E4"	12	10	173
"E4"	13	10	154
"E4"	14	10	151
"E4"	15	10	229
"E4"	16	10	190
"E4"	17	10	156
"E4"	18	10	228
"E4"	19	10	192
"E4"	20	10	194
"E4"	1	11	275
"E4"	2	11	205
"E4"	3	11	217
"E4"	4	11	206
"E4"	5	11	191
"E4"	6	11	192
"E4"	7	11	244
"E4"	8	11	202
"E4"	9	11	242
"E4"	10	11	246
"E4"	11	11	205
"E4"	12	11	182
"E4"	13	11	162
"E4"	14	11	205
"E4"	15	11	174
"E4"	16	11	223
"E4"	17	11	180
"E4"	18	11	227
"E4"	19	11	210
"E4"	20	11	161
"E4"	1	12	252
"E4"	2	12	215
"E4"	3	12	215
"E4"	4	12	165
"E4"	5	12	172
"E4"	6	12	175
"E4"	7	12	219
"E4"	8	12	165
"E4"	9	12	189
"E4"	10	12	175
"E4"	11	12	179
"E4"	12	12	232
"E4"	13	12	170
"E4"	14	12	202
"E4"	15	12	360
"E4"	16	12	152
"E4"	17	12	166
"E4"	18	12	170
"E4"	19	12	177
"E4"	20	12	177
"E4"	1	13	344
"E4"	2	13	295
"E4"	3	13	237
"E4"	4	13	175
"E4"	5	13	220
"E4"	6	13	163
"E4"	7	13	239
"E4"	8	13	188
"E4"	9	13	156
"E4"	10	13	153
"E4"	11	13	166
"E4"	12	13	126
"E4"	13	13	170
"E4"	14	13	157
"E4"	15	13	166
"E4"	16	13	201
"E4"	17	13	132
"E4"	18	13	174
"E4"	19	13	154
"E4"	20	13	175
"E4"	1	14	299
"E4"	2	14	330
"E4"	3	14	217
"E4"	4	14	190
"E4"	5	14	189
"E4"	6	14	172
"E4"	7	14	161
"E4"	8	14	151
"E4"	9	14	155
"E4"	10	14	149
"E4"	11	14	141
"E4"	12	14	162
"E4"	13	14	137
"E4"	14	14	157
"E4"	15	14	193
"E4"	16	14	180
"E4"	17	14	162
"E4"	18	14	150
"E4"	19	14	156
"E4"	20	14	150
"E4"	1	15	305
"E4"	2	15	225
"E4"	3	15	205
"E4"	4	15	193
"E4"	5	15	352
"E4"	6	15	232
"E4"	7	15	190
"E4"	8	15	180
"E4"	9	15	180
"E4"	10	15	130
"E4"	11	15	127
"E4"	12	15	135
"E4"	13	15	174
"E4"	14	15	272
"E4"	15	15	197
"E4"	16	15	220
"E4"	17	15	165
"E4"	18	15	176
"E4"	19	15	176
"E4"	20	15	220
"E4"	1	16	265
"E4"	2	16	186
"E4"	3	16	202
"E4"	4	16	206
"E4"	5	16	256
"E4"	6	16	200
"E4"	7	16	180
"E4"	8	16	175
"E4"	9	16	151
"E4"	10	16	159
"E4"	11	16	137
"E4"	12	16	174
"E4"	13	16	176
"E4"	14	16	150
"E4"	15	16	159
"E4"	16	16	162
"E4"	17	16	190
"E4"	18	16	179
"E4"	19	16	177
"E4"	20	16	230
"E4"	1	17	428
"E4"	2	17	374
"E4"	3	17	327
"E4"	4	17	293
"E4"	5	17	297
"E4"	6	17	282
"E4"	7	17	277
"E4"	8	17	282
"E4"	9	17	251
"E4"	10	17	244
"E4"	11	17	227
"E4"	12	17	253
"E4"	13	17	230
"E4"	14	17	260
"E4"	15	17	292
"E4"	16	17	270
"E4"	17	17	279
"E4"	18	17	279
"E4"	19	17	337
"E4"	20	17	179
