"year"	"state"	"acres"	"yield"
1938	"Michigan"	32000	16.5
1938	"Minnesota"	12000	15
1938	"Mississippi"	29000	8.5
1938	"Missouri"	60000	13
1938	"Nebraska"	1000	12
1938	"New Jersey"	3000	16
1938	"New York"	5000	16
1938	"North Carolina"	162000	11.5
1938	"Ohio"	281000	21
1938	"Oklahoma"	2000	7
1938	"Pennsylvania"	6000	17.5
1938	"South Carolina"	10000	6.5
1938	"Tennessee"	21000	8
1938	"Texas"	3000	6
1938	"Virginia"	33000	12.5
1938	"West Virginia"	1000	12
1938	"Wisconsin"	5000	16
1939	"Alabama"	10000	6.2
1939	"Arkansas"	44000	12.5
1939	"Delaware"	26000	13
1939	"Georgia"	15000	5
1939	"Illinois"	1892000	24.5
1939	"Indiana"	740000	19
1939	"Iowa"	550000	20.7
1939	"Kansas"	11000	8
1939	"Kentucky"	22000	13
1939	"Louisiana"	16000	13.5
1939	"Maryland"	15000	13.7
1939	"Michigan"	51000	16.5
1939	"Minnesota"	30000	16.8
1939	"Mississippi"	30000	9.5
1939	"Missouri"	89000	13
1939	"Nebraska"	2000	10
1939	"New Jersey"	4000	15
1939	"New York"	8000	13
1939	"North Carolina"	160000	11
1939	"Ohio"	5e+05	21.1
1939	"Oklahoma"	2000	5.1
1939	"Pennsylvania"	11000	15.5
1939	"South Carolina"	13000	6.7
1939	"Tennessee"	18000	8.3
1939	"Texas"	3000	6.5
1939	"Virginia"	41000	15
1939	"West Virginia"	1000	12
1939	"Wisconsin"	11000	16
1940	"Alabama"	11000	6.5
1940	"Arkansas"	63000	12
1940	"Delaware"	25000	12
1940	"Georgia"	13000	7
1940	"Illinois"	1995000	17.5
1940	"Indiana"	723000	13
1940	"Iowa"	709000	20
1940	"Kansas"	26000	12
1940	"Kentucky"	31000	13
1940	"Louisiana"	15000	13.5
1940	"Maryland"	19000	13.5
1940	"Michigan"	77000	16.5
1940	"Minnesota"	53000	15
1940	"Mississippi"	39000	10
1940	"Missouri"	109000	13
1940	"Nebraska"	4000	14
1940	"New Jersey"	5000	14.5
1940	"New York"	14000	13
1940	"North Carolina"	190000	12
1940	"Ohio"	561000	16
1940	"Oklahoma"	2000	7.5
1940	"Pennsylvania"	14000	16
1940	"South Carolina"	11000	6.5
1940	"South Dakota"	1000	12
1940	"Tennessee"	19000	8.5
1940	"Texas"	3000	9.5
1940	"Virginia"	49000	15.5
1940	"West Virginia"	1000	13
1940	"Wisconsin"	25000	17.5
1941	"Alabama"	19000	8
1941	"Arkansas"	116000	15
1941	"Delaware"	30000	11.5
1941	"Georgia"	14000	6.5
1941	"Illinois"	2338000	21.5
1941	"Indiana"	815000	17
1941	"Iowa"	942000	17
1941	"Kansas"	47000	11.5
1941	"Kentucky"	42000	14
1941	"Louisiana"	16000	11.5
1941	"Maryland"	20000	12
1941	"Michigan"	1e+05	16
1941	"Minnesota"	80000	14.5
1941	"Mississippi"	71000	10.5
1941	"Missouri"	187000	11.5
1941	"Nebraska"	20000	11
1941	"New Jersey"	8000	13
1941	"New York"	11000	15
1941	"North Carolina"	218000	10
1941	"Ohio"	656000	20
1941	"Oklahoma"	2000	8
1941	"Pennsylvania"	15000	14.5
1941	"South Carolina"	10000	7.5
1941	"South Dakota"	2000	12
1941	"Tennessee"	20000	9.5
1941	"Texas"	3000	11
1941	"Virginia"	49000	12.5
1941	"West Virginia"	1000	13
1941	"Wisconsin"	37000	15
1942	"Alabama"	24000	8.5
1942	"Arkansas"	217000	15
1942	"Delaware"	42000	16
1942	"Georgia"	11000	7.5
1942	"Illinois"	3239000	21
1942	"Indiana"	1319000	20
1942	"Iowa"	1818000	19.5
1942	"Kansas"	212000	11.5
1942	"Kentucky"	83000	14.5
1942	"Louisiana"	72000	12.5
1942	"Maryland"	48000	15.5
1942	"Michigan"	151000	14
1942	"Minnesota"	273000	13
1942	"Mississippi"	191000	14
1942	"Missouri"	471000	15
1942	"Nebraska"	40000	15
1942	"New Jersey"	18000	16
1942	"New York"	20000	16
1942	"North Carolina"	268000	13
1942	"North Dakota"	4000	10
1942	"Ohio"	1051000	22.5
1942	"Oklahoma"	9000	9
1942	"Pennsylvania"	35000	17
1942	"South Carolina"	12000	8
1942	"South Dakota"	13000	16
1942	"Tennessee"	55000	12
1942	"Texas"	25000	9
1942	"Virginia"	112000	15.5
1942	"West Virginia"	1000	12.5
1942	"Wisconsin"	60000	13
1943	"Alabama"	29000	10.5
1943	"Arkansas"	267000	9.5
1943	"Delaware"	39000	8.5
1943	"Georgia"	11000	6.5
1943	"Illinois"	3436000	21
1943	"Indiana"	1403000	18.5
1943	"Iowa"	1873000	19.5
1943	"Kansas"	244000	9.5
1943	"Kentucky"	81000	12
1943	"Louisiana"	33000	11.5
1943	"Maryland"	36000	9
1943	"Michigan"	103000	16.5
1943	"Minnesota"	244000	13.5
1943	"Mississippi"	128000	12
1943	"Missouri"	557000	15.5
1943	"Nebraska"	73000	12
1943	"New Jersey"	18000	13.5
1943	"New York"	18000	15
1943	"North Carolina"	257000	9
1943	"North Dakota"	8000	11
1943	"Ohio"	1213000	21
1943	"Oklahoma"	10000	5
1943	"Pennsylvania"	45000	13
1943	"South Carolina"	16000	6.5
1943	"South Dakota"	20000	12
1943	"Tennessee"	52000	13.5
1943	"Texas"	25000	7.5
1943	"Virginia"	93000	11
1943	"West Virginia"	2000	13
1943	"Wisconsin"	63000	14.5
1944	"Alabama"	30000	10
1944	"Arkansas"	233000	15.5
1944	"Delaware"	34000	9
1944	"Georgia"	11000	6
1944	"Illinois"	3470000	21.4
1944	"Indiana"	1473000	17.2
1944	"Iowa"	1910000	20.3
1944	"Kansas"	185000	13.7
1944	"Kentucky"	66000	15
1944	"Louisiana"	23000	12
1944	"Maryland"	32000	13
1944	"Michigan"	110000	17
1944	"Minnesota"	260000	15.4
1944	"Mississippi"	76000	12
1944	"Missouri"	601000	17.5
1944	"Nebraska"	19000	17.8
1944	"New Jersey"	12000	11.8
1944	"New York"	12000	14.7
1944	"North Carolina"	201000	10.5
1944	"North Dakota"	4000	10.5
1944	"Ohio"	1243000	17.6
1944	"Oklahoma"	6000	8
1944	"Pennsylvania"	37000	13.2
1944	"South Carolina"	16000	7
1944	"South Dakota"	9000	17
1944	"Tennessee"	60000	15
1944	"Texas"	3000	8
1944	"Virginia"	66000	15
1944	"West Virginia"	1000	11.5
1944	"Wisconsin"	42000	12.8
1945	"Alabama"	29000	12
1945	"Arkansas"	209000	16
1945	"Delaware"	41000	14
1945	"Georgia"	6000	9
1945	"Illinois"	3760000	20
1945	"Indiana"	1466000	19.5
1945	"Iowa"	1910000	18.5
1945	"Kansas"	235000	10
1945	"Kentucky"	60000	16
1945	"Louisiana"	23000	14
1945	"Maryland"	39000	15
1945	"Michigan"	122000	17.5
1945	"Minnesota"	464000	14.5
1945	"Mississippi"	83000	13
1945	"Missouri"	720000	13
1945	"Nebraska"	17000	18
1945	"New Jersey"	11000	20
1945	"New York"	4000	14
1945	"North Carolina"	216000	12.5
1945	"North Dakota"	5000	11.5
1945	"Ohio"	1077000	18
1945	"Oklahoma"	7000	7.5
1945	"Pennsylvania"	28000	15.5
1945	"South Carolina"	10000	7
1945	"South Dakota"	13000	14
1945	"Tennessee"	66000	14.5
1945	"Virginia"	79000	16
1945	"West Virginia"	1000	13.5
1945	"Wisconsin"	39000	13
1946	"Alabama"	30000	17.5
1946	"Arkansas"	295000	18.5
1946	"Delaware"	43000	15.5
1946	"Georgia"	9000	8.5
1946	"Illinois"	3320000	23.5
1946	"Indiana"	1374000	19
1946	"Iowa"	1548000	23
1946	"Kansas"	198000	11
1946	"Kentucky"	87000	18
1946	"Louisiana"	26000	13
1946	"Maryland"	41000	14.5
1946	"Michigan"	86000	15
1946	"Minnesota"	627000	17.5
1946	"Mississippi"	96000	15
1946	"Missouri"	718000	20
1946	"Nebraska"	23000	21
1946	"New Jersey"	11000	20
1946	"New York"	8000	16
1946	"North Carolina"	212000	13.5
1946	"North Dakota"	6000	11
1946	"Ohio"	903000	18
1946	"Oklahoma"	7000	6
1946	"Pennsylvania"	26000	16
1946	"South Carolina"	24000	10
1946	"South Dakota"	19000	14.5
1946	"Tennessee"	92000	18
1946	"Virginia"	67000	16.5
1946	"West Virginia"	1000	15
1946	"Wisconsin"	35000	12.5
1947	"Alabama"	48000	18
1947	"Arkansas"	283000	12
1947	"Delaware"	55000	13
1947	"Georgia"	15000	9
1947	"Illinois"	3636000	18
1947	"Indiana"	1503000	18.5
1947	"Iowa"	1884000	15.5
1947	"Kansas"	230000	8.5
1947	"Kentucky"	1e+05	17.5
1947	"Louisiana"	23000	12.5
1947	"Maryland"	47000	13
1947	"Michigan"	76000	17
1947	"Minnesota"	960000	15
1947	"Mississippi"	122000	14
1947	"Missouri"	825000	12
1947	"Nebraska"	32000	14.5
1947	"New Jersey"	13000	19
1947	"New York"	5000	15
1947	"North Carolina"	233000	15
1947	"North Dakota"	6000	10
1947	"Ohio"	950000	18.5
1947	"Oklahoma"	11000	6
1947	"Pennsylvania"	24000	16
1947	"South Carolina"	27000	10
1947	"South Dakota"	50000	11.5
1947	"Tennessee"	122000	15.5
1947	"Virginia"	101000	15
1947	"West Virginia"	1000	16
1947	"Wisconsin"	29000	12
1948	"Alabama"	51000	21.5
1948	"Arkansas"	273000	20
1948	"Delaware"	53000	12.5
1948	"Georgia"	16000	9.5
1948	"Illinois"	3354000	24
1948	"Indiana"	1459000	22
1948	"Iowa"	1564000	22.5
1948	"Kansas"	176000	15
1948	"Kentucky"	121000	19
1948	"Louisiana"	33000	14
1948	"Maryland"	52000	15.5
1948	"Michigan"	65000	17.5
1948	"Minnesota"	896000	18
1948	"Mississippi"	174000	18
1948	"Missouri"	795000	20
1948	"Nebraska"	23000	23
1948	"New Jersey"	16000	17.5
1948	"New York"	5000	16
1948	"North Carolina"	264000	13.5
1948	"North Dakota"	7000	13
1948	"Ohio"	908000	20.5
1948	"Oklahoma"	9000	14
1948	"Pennsylvania"	23000	16.5
1948	"South Carolina"	36000	10
1948	"South Dakota"	31000	18
1948	"Tennessee"	134000	20
1948	"Virginia"	120000	16.5
1948	"West Virginia"	2000	15
1948	"Wisconsin"	22000	13
1949	"Alabama"	55000	19.1
1949	"Arkansas"	3e+05	21
1949	"Delaware"	61000	14.5
1949	"Florida"	6000	20
1949	"Georgia"	15000	10.5
1949	"Illinois"	3287000	25.5
1949	"Indiana"	1442000	23.5
1949	"Iowa"	1340000	23
1949	"Kansas"	257000	14.5
1949	"Kentucky"	138000	18
1949	"Louisiana"	23000	15
1949	"Maryland"	57000	16.5
1949	"Michigan"	63000	23
1949	"Minnesota"	767000	17.5
1949	"Mississippi"	176000	16.5
1949	"Missouri"	890000	21
1949	"Nebraska"	20000	22.2
1949	"New Jersey"	18000	18.1
1949	"New York"	5000	18
1949	"North Carolina"	264000	15
1949	"North Dakota"	20000	11.5
1949	"Ohio"	875000	24
1949	"Oklahoma"	16000	11
1949	"Pennsylvania"	23000	18.6
1949	"South Carolina"	37000	13.5
1949	"South Dakota"	31000	13
1949	"Tennessee"	142000	20.2
1949	"Virginia"	131000	18.5
1949	"West Virginia"	2000	16.5
1949	"Wisconsin"	21000	15
1950	"Alabama"	68000	19
1950	"Arkansas"	581000	21.5
1950	"Delaware"	67000	14
1950	"Florida"	7000	19
1950	"Georgia"	28000	11
1950	"Illinois"	3989000	24
1950	"Indiana"	1652000	22.5
1950	"Iowa"	1930000	22
1950	"Kansas"	397000	18
1950	"Kentucky"	126000	17.5
1950	"Louisiana"	40000	18
1950	"Maryland"	71000	17
1950	"Michigan"	114000	20
1950	"Minnesota"	1113000	15.5
1950	"Mississippi"	358000	25
1950	"Missouri"	1209000	23
1950	"Nebraska"	50000	24
1950	"New Jersey"	20000	20.5
1950	"New York"	7000	18
1950	"North Carolina"	297000	16
1950	"North Dakota"	41000	10.5
1950	"Ohio"	1090000	22.5
1950	"Oklahoma"	23000	17
1950	"Pennsylvania"	24000	17.5
1950	"South Carolina"	67000	12
1950	"South Dakota"	70000	12.5
1950	"Tennessee"	182000	21
1950	"Virginia"	152000	19
1950	"West Virginia"	1000	15
1950	"Wisconsin"	33000	15
1951	"Alabama"	86000	18
1951	"Arkansas"	607000	20
1951	"Delaware"	65000	14.5
1951	"Florida"	8000	18
1951	"Georgia"	25000	10.5
1951	"Illinois"	3731000	25.5
1951	"Indiana"	1706000	22.5
1951	"Iowa"	1583000	20.5
1951	"Kansas"	401000	14.5
1951	"Kentucky"	130000	19
1951	"Louisiana"	48000	18
1951	"Maryland"	85000	16
1951	"Michigan"	120000	20.5
1951	"Minnesota"	1083000	17.5
1951	"Mississippi"	425000	13
1951	"Missouri"	1290000	20
1951	"Nebraska"	58000	22
1951	"New Jersey"	21000	16.5
1951	"New York"	7000	18
1951	"North Carolina"	309000	17
1951	"North Dakota"	28000	13
1951	"Ohio"	1124000	19
1951	"Oklahoma"	84000	13.5
1951	"Pennsylvania"	23000	17
1951	"South Carolina"	88000	12.5
1951	"South Dakota"	60000	14.5
1951	"Tennessee"	211000	17.5
1951	"Virginia"	166000	18
1951	"West Virginia"	1000	14.5
1951	"Wisconsin"	42000	14.5
1952	"Alabama"	85000	19
1952	"Arkansas"	886000	16
1952	"Delaware"	62000	17
1952	"Florida"	12000	20
1952	"Georgia"	43000	10.5
1952	"Illinois"	3716000	24
1952	"Indiana"	1683000	23.5
1952	"Iowa"	1526000	25.5
1952	"Kansas"	640000	11.5
1952	"Kentucky"	113000	15.5
1952	"Louisiana"	50000	15
1952	"Maryland"	84000	18
1952	"Michigan"	92000	19
1952	"Minnesota"	1155000	19
1952	"Mississippi"	455000	13.5
1952	"Missouri"	1724000	18.5
1952	"Nebraska"	88000	26
1952	"New Jersey"	25000	20.5
1952	"New York"	5000	17.5
1952	"North Carolina"	286000	17
1952	"North Dakota"	29000	12.5
1952	"Ohio"	940000	22
1952	"Oklahoma"	88000	10
1952	"Pennsylvania"	22000	19
1952	"South Carolina"	108000	11.5
1952	"South Dakota"	85000	15
1952	"Tennessee"	211000	20
1952	"Virginia"	174000	17
1952	"West Virginia"	1000	15
1952	"Wisconsin"	47000	16
1953	"Alabama"	88000	20.5
1953	"Arkansas"	771000	11
1953	"Delaware"	70000	17
1953	"Florida"	14000	18
1953	"Georgia"	47000	13
1953	"Illinois"	3846000	20.5
1953	"Indiana"	1808000	21
1953	"Iowa"	1657000	21.5
1953	"Kansas"	484000	7
1953	"Kentucky"	106000	13.5
1953	"Louisiana"	50000	17
1953	"Maryland"	113000	19
1953	"Michigan"	108000	19
1953	"Minnesota"	1351000	20.5
1953	"Mississippi"	250000	12
1953	"Missouri"	1923000	13.5
1953	"Nebraska"	105000	18.5
1953	"New Jersey"	36000	18
1953	"New York"	6000	16
1953	"North Carolina"	258000	16
1953	"North Dakota"	23000	14
1953	"Ohio"	1007000	20.5
1953	"Oklahoma"	48000	10
1953	"Pennsylvania"	22000	17
1953	"South Carolina"	140000	11
1953	"South Dakota"	87000	19
1953	"Tennessee"	186000	14.5
1953	"Virginia"	167000	15
1953	"Wisconsin"	58000	14.5
1954	"Alabama"	95000	12
1954	"Arkansas"	958000	11.5
1954	"Delaware"	82000	18.5
1954	"Florida"	29000	12
1954	"Georgia"	33000	6.5
1954	"Illinois"	4143000	21.5
1954	"Indiana"	1939000	24
1954	"Iowa"	2129000	26.5
1954	"Kansas"	291000	7
1954	"Kentucky"	130000	16.5
1954	"Louisiana"	73000	17
1954	"Maryland"	140000	18.5
1954	"Michigan"	149000	21
1954	"Minnesota"	1959000	21.5
1954	"Mississippi"	519000	10
1954	"Missouri"	1827000	14.5
1954	"Nebraska"	188000	21.5
1954	"New Jersey"	31000	21
1954	"New York"	9000	11
1954	"North Carolina"	289000	17
1954	"North Dakota"	50000	15
1954	"Ohio"	1122000	25
1954	"Oklahoma"	32000	6
1954	"Pennsylvania"	22000	16
1954	"South Carolina"	150000	6.5
1954	"South Dakota"	169000	18
1954	"Tennessee"	214000	13.5
1954	"Texas"	4000	13.5
1954	"Virginia"	205000	14
1954	"Wisconsin"	66000	15
1955	"Alabama"	94000	22
1955	"Arkansas"	1217000	18
1955	"Delaware"	105000	20
1955	"Florida"	31000	22
1955	"Georgia"	47000	13
1955	"Illinois"	4328000	23
1955	"Indiana"	2039000	21.5
1955	"Iowa"	2261000	20
1955	"Kansas"	335000	10
1955	"Kentucky"	134000	18
1955	"Louisiana"	95000	22
1955	"Maryland"	155000	21
1955	"Michigan"	138000	22
1955	"Minnesota"	2253000	19.5
1955	"Mississippi"	626000	19
1955	"Missouri"	1900000	17.5
1955	"Nebraska"	180000	10.5
1955	"New Jersey"	34000	19
1955	"New York"	5000	16
1955	"North Carolina"	327000	15.5
1955	"North Dakota"	88000	15.5
1955	"Ohio"	1193000	24.5
1955	"Oklahoma"	41000	11.5
1955	"Pennsylvania"	18000	20
1955	"South Carolina"	189000	15
