"env"	"rep"	"gen"	"yield"
"E1"	"R4"	"G09"	337.58
"E1"	"R4"	"G10"	286.62
"E1"	"R4"	"G11"	162.52
"E1"	"R4"	"G12"	143.02
"E1"	"R4"	"G13"	97.21
"E1"	"R4"	"G14"	77.32
"E1"	"R4"	"G15"	10.17
"E1"	"R4"	"G16"	185.2
"E1"	"R4"	"G17"	19.81
"E1"	"R4"	"G18"	122.02
"E2"	"R1"	"G01"	401.71
"E2"	"R1"	"G02"	296.22
"E2"	"R1"	"G03"	180.31
"E2"	"R1"	"G04"	102.44
"E2"	"R1"	"G05"	174.77
"E2"	"R1"	"G06"	101.79
"E2"	"R1"	"G07"	342.7
"E2"	"R1"	"G08"	635.42
"E2"	"R1"	"G09"	601.3
"E2"	"R1"	"G10"	268.96
"E2"	"R1"	"G11"	181.88
"E2"	"R1"	"G12"	333.85
"E2"	"R1"	"G13"	473.24
"E2"	"R1"	"G14"	423.43
"E2"	"R1"	"G15"	227.89
"E2"	"R1"	"G16"	399.58
"E2"	"R1"	"G17"	312.58
"E2"	"R1"	"G18"	300.55
"E2"	"R2"	"G01"	210.38
"E2"	"R2"	"G02"	375.53
"E2"	"R2"	"G03"	51.14
"E2"	"R2"	"G04"	87.83
"E2"	"R2"	"G05"	38.22
"E2"	"R2"	"G06"	59.34
"E2"	"R2"	"G07"	60.21
"E2"	"R2"	"G08"	470.73
"E2"	"R2"	"G09"	490.42
"E2"	"R2"	"G10"	169.5
"E2"	"R2"	"G11"	367.92
"E2"	"R2"	"G12"	405.51
"E2"	"R2"	"G13"	591.95
"E2"	"R2"	"G14"	226.56
"E2"	"R2"	"G15"	555.83
"E2"	"R2"	"G16"	267.66
"E2"	"R2"	"G17"	293.45
"E2"	"R2"	"G18"	249.79
"E2"	"R3"	"G01"	166.95
"E2"	"R3"	"G02"	337.11
"E2"	"R3"	"G03"	385.3
"E2"	"R3"	"G04"	148.35
"E2"	"R3"	"G05"	104.99
"E2"	"R3"	"G06"	104.79
"E2"	"R3"	"G07"	84.98
"E2"	"R3"	"G08"	238.12
"E2"	"R3"	"G09"	375.67
"E2"	"R3"	"G10"	243.75
"E2"	"R3"	"G11"	607.38
"E2"	"R3"	"G12"	530.08
"E2"	"R3"	"G13"	490.56
"E2"	"R3"	"G14"	345.96
"E2"	"R3"	"G15"	365.3
"E2"	"R3"	"G16"	182.14
"E2"	"R3"	"G17"	35.4
"E2"	"R3"	"G18"	266.65
"E2"	"R4"	"G01"	192.17
"E2"	"R4"	"G02"	314.83
"E2"	"R4"	"G03"	231.17
"E2"	"R4"	"G04"	176.17
"E2"	"R4"	"G05"	102.79
"E2"	"R4"	"G06"	404.35
"E2"	"R4"	"G07"	266.55
"E2"	"R4"	"G08"	585.9
"E2"	"R4"	"G09"	291.4
"E2"	"R4"	"G10"	103.68
"E2"	"R4"	"G11"	257.85
"E2"	"R4"	"G12"	754.33
"E2"	"R4"	"G13"	1018.29
"E2"	"R4"	"G14"	299.71
"E2"	"R4"	"G15"	614.77
"E2"	"R4"	"G16"	225.18
"E2"	"R4"	"G17"	532.77
"E2"	"R4"	"G18"	223.92
"E3"	"R1"	"G01"	449.4
"E3"	"R1"	"G02"	457.84
"E3"	"R1"	"G03"	545.45
"E3"	"R1"	"G04"	546.92
"E3"	"R1"	"G05"	784.27
"E3"	"R1"	"G06"	501.1
"E3"	"R1"	"G07"	1098.97
"E3"	"R1"	"G08"	882.42
"E3"	"R1"	"G09"	820.68
"E3"	"R1"	"G10"	918.2
"E3"	"R1"	"G11"	997.25
"E3"	"R1"	"G12"	595.64
"E3"	"R1"	"G13"	1187.42
"E3"	"R1"	"G14"	804.97
"E3"	"R1"	"G15"	727.23
"E3"	"R1"	"G16"	459.65
"E3"	"R1"	"G17"	599
"E3"	"R1"	"G18"	1327.45
"E3"	"R2"	"G01"	440.62
"E3"	"R2"	"G02"	515.34
"E3"	"R2"	"G03"	962.56
"E3"	"R2"	"G04"	908.08
"E3"	"R2"	"G05"	444.36
"E3"	"R2"	"G06"	295.59
"E3"	"R2"	"G07"	937.06
"E3"	"R2"	"G08"	579.89
"E3"	"R2"	"G09"	697.83
"E3"	"R2"	"G10"	709.76
"E3"	"R2"	"G11"	557.84
"E3"	"R2"	"G12"	432.89
"E3"	"R2"	"G13"	620.71
"E3"	"R2"	"G14"	532.64
"E3"	"R2"	"G15"	646.57
"E3"	"R2"	"G16"	648.48
"E3"	"R2"	"G17"	163.59
"E3"	"R2"	"G18"	895.1
"E3"	"R3"	"G01"	663.81
"E3"	"R3"	"G02"	625.93
"E3"	"R3"	"G03"	932.53
"E3"	"R3"	"G04"	671.24
"E3"	"R3"	"G05"	700.09
"E3"	"R3"	"G06"	195.59
"E3"	"R3"	"G07"	798.29
"E3"	"R3"	"G08"	795.27
"E3"	"R3"	"G09"	740.16
"E3"	"R3"	"G10"	692.33
"E3"	"R3"	"G11"	743.36
"E3"	"R3"	"G12"	703.71
"E3"	"R3"	"G13"	825.03
"E3"	"R3"	"G14"	523.61
"E3"	"R3"	"G15"	732.65
"E3"	"R3"	"G16"	421.3
"E3"	"R3"	"G17"	286.94
"E3"	"R3"	"G18"	1110.06
"E3"	"R4"	"G01"	773.59
"E3"	"R4"	"G02"	462.25
"E3"	"R4"	"G03"	779.18
"E3"	"R4"	"G04"	870.78
"E3"	"R4"	"G05"	642.91
"E3"	"R4"	"G06"	266.32
"E3"	"R4"	"G07"	913.92
"E3"	"R4"	"G08"	707.95
"E3"	"R4"	"G09"	993.97
"E3"	"R4"	"G10"	633.78
"E3"	"R4"	"G11"	614.12
"E3"	"R4"	"G12"	423.69
"E3"	"R4"	"G13"	666.96
"E3"	"R4"	"G14"	470.44
"E3"	"R4"	"G15"	479.85
"E3"	"R4"	"G16"	889.22
"E3"	"R4"	"G17"	91.26
"E3"	"R4"	"G18"	787.92
"E4"	"R1"	"G01"	458.43
"E4"	"R1"	"G02"	862.26
"E4"	"R1"	"G03"	400.05
"E4"	"R1"	"G04"	393.5
"E4"	"R1"	"G05"	65.73
"E4"	"R1"	"G06"	219.24
"E4"	"R1"	"G07"	237.09
"E4"	"R1"	"G08"	716.52
"E4"	"R1"	"G09"	237.09
"E4"	"R1"	"G10"	716.52
"E4"	"R1"	"G11"	507.36
"E4"	"R1"	"G12"	308.28
"E4"	"R1"	"G13"	452.55
"E4"	"R1"	"G14"	438.69
"E4"	"R1"	"G15"	319.2
"E4"	"R1"	"G16"	118.02
"E4"	"R1"	"G17"	304.5
"E4"	"R1"	"G18"	208.95
"E4"	"R2"	"G01"	192.78
"E4"	"R2"	"G02"	591.57
"E4"	"R2"	"G03"	242.55
"E4"	"R2"	"G04"	417.9
"E4"	"R2"	"G05"	411.81
"E4"	"R2"	"G06"	32.97
"E4"	"R2"	"G07"	634.2
"E4"	"R2"	"G08"	277.83
"E4"	"R2"	"G09"	333.06
"E4"	"R2"	"G10"	806.4
"E4"	"R2"	"G11"	693.84
"E4"	"R2"	"G12"	280.14
"E4"	"R2"	"G13"	365.82
"E4"	"R2"	"G14"	242.97
"E4"	"R2"	"G15"	652.68
"E4"	"R2"	"G16"	199.92
"E4"	"R2"	"G17"	1265.04
"E4"	"R2"	"G18"	670.7
"E4"	"R3"	"G01"	338.52
"E4"	"R3"	"G02"	604.8
"E4"	"R3"	"G03"	204.12
"E4"	"R3"	"G04"	442.26
"E4"	"R3"	"G05"	397.74
"E4"	"R3"	"G06"	153.3
"E4"	"R3"	"G07"	607.53
"E4"	"R3"	"G08"	341.25
"E4"	"R3"	"G09"	435.12
"E4"	"R3"	"G10"	534.24
"E4"	"R3"	"G11"	567.63
"E4"	"R3"	"G12"	272.16
"E4"	"R3"	"G13"	653.3
"E4"	"R3"	"G14"	468.09
"E4"	"R3"	"G15"	614.25
"E4"	"R3"	"G16"	471.66
"E4"	"R3"	"G17"	2037.63
"E4"	"R3"	"G18"	823.2
"E4"	"R4"	"G01"	186.69
"E4"	"R4"	"G02"	500.43
"E4"	"R4"	"G03"	242.97
"E4"	"R4"	"G04"	320.46
"E4"	"R4"	"G05"	952.35
"E4"	"R4"	"G06"	181.02
"E4"	"R4"	"G07"	618.03
"E4"	"R4"	"G08"	340.62
"E4"	"R4"	"G09"	406.56
"E4"	"R4"	"G10"	578.76
"E4"	"R4"	"G11"	792.33
"E4"	"R4"	"G12"	321.09
"E4"	"R4"	"G13"	891.87
"E4"	"R4"	"G14"	455.49
"E4"	"R4"	"G15"	339.15
"E4"	"R4"	"G16"	493.08
"E4"	"R4"	"G17"	378.21
"E4"	"R4"	"G18"	980.07
"E5"	"R1"	"G01"	195.35
"E5"	"R1"	"G02"	168.85
"E5"	"R1"	"G03"	195.12
"E5"	"R1"	"G04"	123.12
"E5"	"R1"	"G05"	220
"E5"	"R1"	"G06"	190.89
"E5"	"R1"	"G07"	159.1
"E5"	"R1"	"G08"	130.89
"E5"	"R1"	"G09"	124.2
"E5"	"R1"	"G10"	310.3
"E5"	"R1"	"G11"	210.67
"E5"	"R1"	"G12"	183.69
"E5"	"R1"	"G13"	340.99
"E5"	"R1"	"G14"	203.68
"E5"	"R1"	"G15"	210.7
"E5"	"R1"	"G16"	118.06
"E5"	"R1"	"G17"	210.67
"E5"	"R1"	"G18"	78
"E5"	"R2"	"G01"	195.1
"E5"	"R2"	"G02"	158.85
"E5"	"R2"	"G03"	200
"E5"	"R2"	"G04"	121.4
"E5"	"R2"	"G05"	199.4
"E5"	"R2"	"G06"	181.13
"E5"	"R2"	"G07"	159.1
"E5"	"R2"	"G08"	130.89
"E5"	"R2"	"G09"	103
"E5"	"R2"	"G10"	474.08
"E5"	"R2"	"G11"	210.67
"E5"	"R2"	"G12"	122.02
"E5"	"R2"	"G13"	340.99
"E5"	"R2"	"G14"	203.68
"E5"	"R2"	"G15"	210.7
"E5"	"R2"	"G16"	123.32
"E5"	"R2"	"G17"	210.67
"E5"	"R2"	"G18"	78
"E5"	"R3"	"G01"	197.93
"E5"	"R3"	"G02"	147.01
"E5"	"R3"	"G03"	211.63
"E5"	"R3"	"G04"	118.53
"E5"	"R3"	"G05"	213.55
"E5"	"R3"	"G06"	197.81
"E5"	"R3"	"G07"	159.1
"E5"	"R3"	"G08"	130.89
"E5"	"R3"	"G09"	108.26
"E5"	"R3"	"G10"	411.15
"E5"	"R3"	"G11"	210.67
"E5"	"R3"	"G12"	202.5
"E5"	"R3"	"G13"	340.99
"E5"	"R3"	"G14"	203.68
"E5"	"R3"	"G15"	210.9
"E5"	"R3"	"G16"	122.14
"E5"	"R3"	"G17"	210.67
"E5"	"R3"	"G18"	78
"E5"	"R4"	"G01"	199.5
"E5"	"R4"	"G02"	157.01
"E5"	"R4"	"G03"	278.85
"E5"	"R4"	"G04"	122.5
"E5"	"R4"	"G05"	196.61
"E5"	"R4"	"G06"	195
"E5"	"R4"	"G07"	159.1
"E5"	"R4"	"G08"	130.89
"E5"	"R4"	"G09"	125.5
"E5"	"R4"	"G10"	398
"E5"	"R4"	"G11"	210.67
"E5"	"R4"	"G12"	169
"E5"	"R4"	"G13"	340.99
"E5"	"R4"	"G14"	203.68
"E5"	"R4"	"G15"	210.5
"E5"	"R4"	"G16"	125
"E5"	"R4"	"G17"	210.67
"E5"	"R4"	"G18"	78
"E6"	"R1"	"G01"	984.38
"E6"	"R1"	"G02"	984.38
"E6"	"R1"	"G03"	754.69
"E6"	"R1"	"G04"	885.93
"E6"	"R1"	"G05"	1209.37
"E6"	"R1"	"G06"	1214.06
"E6"	"R1"	"G07"	984.38
"E6"	"R1"	"G08"	1181.25
"E6"	"R1"	"G09"	1312.49
"E6"	"R1"	"G10"	1082.81
"E6"	"R1"	"G11"	953.13
"E6"	"R1"	"G12"	1338.74
"E6"	"R1"	"G13"	1214.06
"E6"	"R1"	"G14"	1627.04
"E6"	"R1"	"G15"	1575
"E6"	"R1"	"G16"	820.31
"E6"	"R1"	"G17"	1542.18
"E6"	"R1"	"G18"	885.93
"E6"	"R2"	"G01"	689.06
"E6"	"R2"	"G02"	1220.62
"E6"	"R2"	"G03"	885.69
"E6"	"R2"	"G04"	271.88
"E6"	"R2"	"G05"	885.69
"E6"	"R2"	"G06"	1170.31
"E6"	"R2"	"G07"	1050
"E6"	"R2"	"G08"	1082.81
"E6"	"R2"	"G09"	1575
"E6"	"R2"	"G10"	1164.84
"E6"	"R2"	"G11"	984.38
"E6"	"R2"	"G12"	1338.73
"E6"	"R2"	"G13"	1135.31
"E6"	"R2"	"G14"	1657.04
"E6"	"R2"	"G15"	2001.26
"E6"	"R2"	"G16"	721.88
"E6"	"R2"	"G17"	1312.5
"E6"	"R2"	"G18"	984.38
"E6"	"R3"	"G01"	836.72
"E6"	"R3"	"G02"	1594.68
"E6"	"R3"	"G03"	951.56
"E6"	"R3"	"G04"	918.75
"E6"	"R3"	"G05"	1181.25
"E6"	"R3"	"G06"	787.5
"E6"	"R3"	"G07"	1246.88
"E6"	"R3"	"G08"	1312.5
"E6"	"R3"	"G09"	1082.81
"E6"	"R3"	"G10"	1575
"E6"	"R3"	"G11"	1102.5
"E6"	"R3"	"G12"	1345.31
"E6"	"R3"	"G13"	1312.5
"E6"	"R3"	"G14"	1673.44
"E6"	"R3"	"G15"	1750
"E6"	"R3"	"G16"	1279.68
"E6"	"R3"	"G17"	1323.43
"E6"	"R3"	"G18"	1050
"E6"	"R4"	"G01"	836.68
"E6"	"R4"	"G02"	1082.81
"E6"	"R4"	"G03"	1017.19
"E6"	"R4"	"G04"	1181.25
"E6"	"R4"	"G05"	1443.75
"E6"	"R4"	"G06"	1509.38
"E6"	"R4"	"G07"	1345.31
"E6"	"R4"	"G08"	1378.13
"E6"	"R4"	"G09"	1279.68
"E6"	"R4"	"G10"	1246.87
"E6"	"R4"	"G11"	1050
"E6"	"R4"	"G12"	1332.18
"E6"	"R4"	"G13"	1220.62
"E6"	"R4"	"G14"	1640.63
"E6"	"R4"	"G15"	1673.44
"E6"	"R4"	"G16"	853.13
"E6"	"R4"	"G17"	1115.63
"E6"	"R4"	"G18"	1050
