expt	row	col	yield
E2	8	10	0.94
E2	9	10	1.01
E2	10	10	1.12
E2	11	10	1.06
E2	12	10	0.92
E2	1	11	0.83
E2	2	11	1.01
E2	3	11	1.09
E2	4	11	1.01
E2	5	11	1.07
E2	6	11	1.09
E2	7	11	1.02
E2	8	11	1.07
E2	9	11	1.1
E2	10	11	1
E2	11	11	0.99
E2	12	11	1.09
E2	1	12	0.81
E2	2	12	1.06
E2	3	12	1.07
E2	4	12	1.03
E2	5	12	1.11
E2	6	12	1.08
E2	7	12	1.19
E2	8	12	1.13
E2	9	12	1.17
E2	10	12	1.14
E2	11	12	0.92
E2	12	12	1.05
E2	1	13	0.63
E2	2	13	0.86
E2	3	13	1.09
E2	4	13	1.04
E2	5	13	1.09
E2	6	13	1.1
E2	7	13	0.98
E2	8	13	1.15
E2	9	13	0.98
E2	10	13	0.99
E2	11	13	1.11
E2	12	13	1.09
E2	1	14	0.71
E2	2	14	1.1
E2	3	14	0.96
E2	4	14	0.98
E2	5	14	1.05
E2	6	14	1.07
E2	7	14	1.12
E2	8	14	1.19
E2	9	14	1.05
E2	10	14	1.14
E2	11	14	1.05
E2	12	14	1.07
E2	1	15	0.89
E2	2	15	0.93
E2	3	15	1.11
E2	4	15	1.16
E2	5	15	1.29
E2	6	15	1.22
E2	7	15	1.23
E2	8	15	1.2
E2	9	15	1.29
E2	10	15	1.12
E2	11	15	1.25
E2	12	15	1.18
E2	1	16	0.81
E2	2	16	1.21
E2	3	16	1.16
E2	4	16	1.14
E2	5	16	1.04
E2	6	16	1.22
E2	7	16	1.1
E2	8	16	1.26
E2	9	16	1.1
E2	10	16	1.16
E2	11	16	1.1
E2	12	16	1.07
E2	1	17	0.83
E2	2	17	0.93
E2	3	17	1.26
E2	4	17	1.17
E2	5	17	1.05
E2	6	17	1.18
E2	7	17	1.01
E2	8	17	1.15
E2	9	17	1.16
E2	10	17	1.16
E2	11	17	1.11
E2	12	17	1.04
E2	1	18	0.86
E2	2	18	0.98
E2	3	18	1
E2	4	18	1.04
E2	5	18	1.09
E2	6	18	1.01
E2	7	18	0.91
E2	8	18	1.06
E2	9	18	0.91
E2	10	18	1
E2	11	18	0.86
E2	12	18	0.89
E3	1	1	2.68
E3	2	1	2.52
E3	3	1	2.64
E3	4	1	3.16
E3	5	1	2.4
E3	6	1	2.47
E3	7	1	2.25
E3	8	1	3
E3	9	1	3.08
E3	10	1	3.29
E3	11	1	3.61
E3	12	1	3.42
E3	13	1	3.89
E3	14	1	3.72
E3	15	1	3.76
E3	1	2	3.19
E3	2	2	2.97
E3	3	2	2.5
E3	4	2	3
E3	5	2	2.68
E3	6	2	3.8
E3	7	2	3.04
E3	8	2	3.6
E3	9	2	3.2
E3	10	2	2.54
E3	11	2	2.26
E3	12	2	2.57
E3	13	2	2.98
E3	14	2	3.16
E3	15	2	3.66
E3	1	3	2.62
E3	2	3	2.63
E3	3	3	2.52
E3	4	3	2.48
E3	5	3	2.55
E3	6	3	3.25
E3	7	3	2.86
E3	8	3	3.1
E3	9	3	2.75
E3	10	3	2.69
E3	11	3	2.41
E3	12	3	3.06
E3	13	3	2.7
E3	14	3	2.85
E3	15	3	2.87
E3	1	4	2.65
E3	2	4	2.74
E3	3	4	2.6
E3	4	4	2.6
E3	5	4	2.49
E3	6	4	2.72
E3	7	4	3.02
E3	8	4	3.76
E3	9	4	3.13
E3	10	4	3.1
E3	11	4	2.72
E3	12	4	2.73
E3	13	4	2.19
E3	14	4	2.43
E3	15	4	2.75
E3	1	5	2.25
E3	2	5	2.38
E3	3	5	2.87
E3	4	5	3.02
E3	5	5	2.5
E3	6	5	2.68
E3	7	5	3.45
E3	8	5	3.51
E3	9	5	3.22
E3	10	5	3.1
E3	11	5	3.11
E3	12	5	2.83
E3	13	5	2.29
E3	14	5	2.51
E3	15	5	2.74
E3	1	6	2.84
E3	2	6	2.49
E3	3	6	2.98
E3	4	6	2.98
E3	5	6	2.4
E3	6	6	3.02
E3	7	6	3.53
E3	8	6	3.75
E3	9	6	3.4
E3	10	6	3.07
E3	11	6	3.33
E3	12	6	2.72
E3	13	6	3.42
E3	14	6	3.26
E3	15	6	3.33
E3	1	7	2.3
E3	2	7	2.13
E3	3	7	2.48
E3	4	7	2.65
E3	5	7	2.51
E3	6	7	3.15
E3	7	7	3.64
E3	8	7	3.51
E3	9	7	3
E3	10	7	3.13
E3	11	7	3.21
E3	12	7	3.15
E3	13	7	3.35
E3	14	7	3.23
E3	15	7	3.41
E3	1	8	3.07
E3	2	8	2.9
E3	3	8	3.55
E3	4	8	3.14
E3	5	8	3.12
E3	6	8	3.9
E3	7	8	3.92
E3	8	8	3.81
E3	9	8	3.65
E3	10	8	3.89
E3	11	8	2.88
E3	12	8	2.7
E3	13	8	2.59
E3	14	8	2.78
E3	15	8	2.56
E3	1	9	2.78
E3	2	9	2.7
E3	3	9	2.95
E3	4	9	3.08
E3	5	9	3.08
E3	6	9	3.52
E3	7	9	3.93
E3	8	9	3.54
E3	9	9	3.55
E3	10	9	3.91
E3	11	9	3.05
E3	12	9	2.81
E3	13	9	2.54
E3	14	9	2.56
E3	15	9	2.97
E3	1	10	2.97
E3	2	10	2.97
E3	3	10	3.23
E3	4	10	3.37
E3	5	10	3.55
E3	6	10	3.79
E3	7	10	3.82
E3	8	10	3.34
E3	9	10	3.51
E3	10	10	3.68
E3	11	10	3.32
E3	12	10	2.54
E3	13	10	2.72
E3	14	10	2.59
E3	15	10	3.01
E3	1	11	3.01
E3	2	11	3.01
E3	3	11	3.29
E3	4	11	3.4
E3	5	11	3.32
E3	6	11	3.74
E3	7	11	3.77
E3	8	11	3.28
E3	9	11	3.54
E3	10	11	3.59
E3	11	11	2.89
E3	12	11	2.88
E3	13	11	2.68
E3	14	11	3.03
E3	15	11	3.05
E3	1	12	2.94
E3	2	12	2.77
E3	3	12	3.03
E3	4	12	3.22
E3	5	12	3.41
E3	6	12	3.73
E3	7	12	4.09
E3	8	12	3.68
E3	9	12	3.62
E3	10	12	3.34
E3	11	12	3
E3	12	12	2.74
E3	13	12	2.57
E3	14	12	2.7
E3	15	12	2.77
E3	1	13	3.15
E3	2	13	2.57
E3	3	13	3.06
E3	4	13	3.42
E3	5	13	3.22
E3	6	13	3.91
E3	7	13	3.5
E3	8	13	3.2
E3	9	13	2.81
E3	10	13	3.13
E3	11	13	2.95
E3	12	13	2.43
E3	13	13	2.39
E3	14	13	2.65
E3	15	13	2.68
E3	1	14	3.41
E3	2	14	2.88
E3	3	14	3.51
E3	4	14	3.44
E3	5	14	3.38
E3	6	14	3.73
E3	7	14	4
E3	8	14	3.75
E3	9	14	3.32
E3	10	14	3.62
E3	11	14	3.12
E3	12	14	2.39
E3	13	14	2.44
E3	14	14	2.68
E3	15	14	2.73
E3	1	15	2.87
E3	2	15	2.97
E3	3	15	3.28
E3	4	15	3.38
E3	5	15	3.54
E3	6	15	4.07
E3	7	15	3.6
E3	8	15	3.64
E3	9	15	2.92
E3	10	15	3.37
E3	11	15	3.01
E3	12	15	2.51
E3	13	15	2.82
E3	14	15	3.38
E3	15	15	3.45
E3	1	16	3.17
E3	2	16	3.29
E3	3	16	3.64
E3	4	16	4.05
E3	5	16	4.12
E3	6	16	4.35
E3	7	16	4.72
E3	8	16	4
E3	9	16	3.68
E3	10	16	4.24
E3	11	16	3.42
E3	12	16	3.16
E3	13	16	3.32
E3	14	16	3.48
E3	15	16	3.19
E4	1	1	3.27
E4	2	1	3.33
E4	3	1	3.44
E4	4	1	3.19
E4	5	1	2.68
E4	6	1	3.56
E4	7	1	3.45
E4	8	1	3.57
E4	9	1	3.14
E4	10	1	3.5
E4	11	1	3.3
E4	12	1	2.79
E4	13	1	3.33
E4	14	1	3.21
E4	15	1	2.31
E4	1	2	3.42
E4	2	2	3.28
E4	3	2	3.45
E4	4	2	3.57
E4	5	2	3.56
E4	6	2	3.62
E4	7	2	3.78
E4	8	2	3.6
E4	9	2	3.48
E4	10	2	3.75
E4	11	2	3.36
E4	12	2	2.9
E4	13	2	3.14
E4	14	2	3.26
E4	15	2	2.74
E4	1	3	3.32
E4	2	3	3.33
E4	3	3	3.5
E4	4	3	3.08
E4	5	3	3.12
E4	6	3	3.8
E4	7	3	3.65
E4	8	3	3.11
E4	9	3	3.85
E4	10	3	3.27
E4	11	3	3.49
E4	12	3	3.6
E4	13	3	3.04
E4	14	3	3.26
E4	15	3	3.61
E4	1	4	3.6
E4	2	4	3.42
E4	3	4	3.55
E4	4	4	3.59
E4	5	4	3.89
E4	6	4	3.48
E4	7	4	3.85
E4	8	4	3.42
E4	9	4	3.34
E4	10	4	4.29
E4	11	4	3.89
E4	12	4	3.21
E4	13	4	3.25
E4	14	4	3.68
E4	15	4	3.79
E4	1	5	3.67
E4	2	5	3.46
E4	3	5	3.34
E4	4	5	3.67
E4	5	5	3.57
E4	6	5	3.48
E4	7	5	3.37
E4	8	5	3.72
E4	9	5	3.72
E4	10	5	3.55
E4	11	5	3.67
E4	12	5	3.25
E4	13	5	3.64
E4	14	5	3.34
E4	15	5	3.17
E4	1	6	3.57
E4	2	6	3.69
E4	3	6	3.63
E4	4	6	4
E4	5	6	3.94
E4	6	6	3.89
E4	7	6	3.49
E4	8	6	3.88
E4	9	6	4.12
E4	10	6	3.88
E4	11	6	4.43
E4	12	6	4.01
E4	13	6	4.15
E4	14	6	3.39
E4	15	6	4.38
E4	1	7	3.79
E4	2	7	3.65
E4	3	7	3.37
E4	4	7	3.63
E4	5	7	4.13
E4	6	7	4.13
E4	7	7	4.5
E4	8	7	4.64
E4	9	7	4.28
E4	10	7	3.95
E4	11	7	3.71
E4	12	7	3.87
E4	13	7	3.8
E4	14	7	3.52
E4	15	7	2.91
E4	1	8	3.46
E4	2	8	3.29
E4	3	8	3.52
E4	4	8	3.6
E4	5	8	3.53
E4	6	8	4.12
E4	7	8	3.86
E4	8	8	4.23
E4	9	8	3.5
E4	10	8	4.31
E4	11	8	3.27
E4	12	8	3.85
E4	13	8	4
E4	14	8	4
E4	15	8	3.62
E4	1	9	3.71
E4	2	9	3.57
E4	3	9	3.09
E4	4	9	3.23
E4	5	9	3.59
E4	6	9	3.84
E4	7	9	3.87
E4	8	9	4.2
E4	9	9	4.05
E4	10	9	3.61
E4	11	9	3.98
E4	12	9	3.43
E4	13	9	3.82
E4	14	9	4.3
E4	15	9	3.42
E4	1	10	3.26
E4	2	10	3.48
E4	3	10	3.53
E4	4	10	3.76
E4	5	10	3.41
E4	6	10	3.94
E4	7	10	4.27
E4	8	10	3.82
E4	9	10	3.64
E4	10	10	3.86
E4	11	10	3.86
E4	12	10	4.43
E4	13	10	3.91
E4	14	10	2.56
E4	15	10	3.93
E4	1	11	3.37
E4	2	11	3.53
E4	3	11	3.12
E4	4	11	3.26
E4	5	11	4.01
E4	6	11	3.53
E4	7	11	3.93
E4	8	11	4.06
E4	9	11	4.19
E4	10	11	3.25
E4	11	11	3.38
E4	12	11	3.87
E4	13	11	3.87
E4	14	11	3.19
E4	15	11	3.54
E4	1	12	3.18
E4	2	12	3.35
E4	3	12	3.85
E4	4	12	3.71
E4	5	12	2.86
E4	6	12	3.06
E4	7	12	3.57
E4	8	12	4.1
E4	9	12	4.03
E4	10	12	4.05
E4	11	12	3.55
E4	12	12	3.83
E4	13	12	3.46
E4	14	12	2.73
E4	15	12	3.17
E4	1	13	3.51
E4	2	13	2.92
E4	3	13	3.28
E4	4	13	3.58
E4	5	13	3.62
E4	6	13	3.69
E4	7	13	3.97
E4	8	13	3.81
E4	9	13	3.47
E4	10	13	3.73
E4	11	13	3.21
E4	12	13	3.61
E4	13	13	3.65
E4	14	13	3.26
E4	15	13	3.48
E4	1	14	3.34
E4	2	14	3.51
E4	3	14	3.66
E4	4	14	3.1
E4	5	14	3.71
E4	6	14	3.69
E4	7	14	3.5
E4	8	14	3.62
E4	9	14	3.37
E4	10	14	3.67
E4	11	14	3.29
E4	12	14	3.38
E4	13	14	3.9
E4	14	14	3.04
E4	15	14	3.52
E4	1	15	3.59
E4	2	15	3.72
E4	3	15	3.53
E4	4	15	3.5
E4	5	15	3.34
E4	6	15	3.42
E4	7	15	3.78
E4	8	15	3.84
E4	9	15	3.79
E4	10	15	3.87
E4	11	15	3.81
E4	12	15	3.93
E4	13	15	3.12
E4	14	15	3.91
E4	15	15	3.89
E4	1	16	3.47
E4	2	16	3.62
E4	3	16	3.57
E4	4	16	3.25
E4	5	16	4.02
E4	6	16	3.73
E4	7	16	3.4
E4	8	16	3.72
E4	9	16	3.38
E4	10	16	3.73
E4	11	16	3.81
E4	12	16	3.98
E4	13	16	3.6
E4	14	16	3.66
E4	15	16	3.85
