plot	row	col	year	yield
115	6	1	96	91.7
116	5	1	96	85.5
117	4	1	96	55.1
118	3	1	96	48.5
119	2	1	96	71.4
120	1	1	96	88.6
201	20	2	96	87.7
202	19	2	96	91.8
203	18	2	96	86.8
204	17	2	96	94.1
205	16	2	96	98.4
206	15	2	96	99
207	14	2	96	96.5
208	13	2	96	91.1
209	12	2	96	97.5
210	11	2	96	97.3
211	10	2	96	99.6
212	9	2	96	97.6
213	8	2	96	95.1
214	7	2	96	100.6
215	6	2	96	103.5
216	5	2	96	95.5
217	4	2	96	91.8
218	3	2	96	95.7
219	2	2	96	95.1
220	1	2	96	94.4
301	20	3	96	89.6
302	19	3	96	88.2
303	18	3	96	85.1
304	17	3	96	92
305	16	3	96	99.4
306	15	3	96	97
307	14	3	96	95.2
308	13	3	96	100.1
309	12	3	96	99.9
310	11	3	96	98.4
311	10	3	96	96.4
312	9	3	96	100.8
313	8	3	96	97.1
314	7	3	96	94.1
315	6	3	96	99.4
316	5	3	96	96.4
317	4	3	96	92.2
318	3	3	96	94.9
319	2	3	96	94.7
320	1	3	96	96.3
401	20	4	96	88.2
402	19	4	96	85.3
403	18	4	96	87.6
404	17	4	96	89.8
405	16	4	96	96.5
406	15	4	96	99.8
407	14	4	96	99.1
408	13	4	96	94.1
409	12	4	96	100.4
410	11	4	96	98.1
411	10	4	96	101.2
412	9	4	96	91
413	8	4	96	95.8
414	7	4	96	96.3
415	6	4	96	102.1
416	5	4	96	93.6
417	4	4	96	90.2
418	3	4	96	94.6
419	2	4	96	89.1
420	1	4	96	96.8
501	20	5	96	88.6
502	19	5	96	88.1
503	18	5	96	86.2
504	17	5	96	85.9
505	16	5	96	96
506	15	5	96	94.3
507	14	5	96	98.9
508	13	5	96	92.6
509	12	5	96	95.9
510	11	5	96	96.9
511	10	5	96	94.6
512	9	5	96	97.4
513	8	5	96	95.7
514	7	5	96	98.2
515	6	5	96	99.6
516	5	5	96	94.1
517	4	5	96	86.3
518	3	5	96	89.5
519	2	5	96	94.1
520	1	5	96	90
601	20	6	96	80.8
602	19	6	96	86.5
603	18	6	96	81.8
604	17	6	96	83.5
605	16	6	96	94.6
606	15	6	96	93.2
607	14	6	96	94
608	13	6	96	91.6
609	12	6	96	92.4
610	11	6	96	96.5
611	10	6	96	96.4
612	9	6	96	90.4
613	8	6	96	91.1
614	7	6	96	93.8
615	6	6	96	93.8
616	5	6	96	84.4
617	4	6	96	63.7
618	3	6	96	43.4
619	2	6	96	37.5
620	1	6	96	64.2
101	20	1	97	69
102	19	1	97	68.6
103	18	1	97	67.5
104	17	1	97	66.6
105	16	1	97	67.5
106	15	1	97	66.8
107	14	1	97	69.9
108	13	1	97	68.4
109	12	1	97	66.9
110	11	1	97	68.5
111	10	1	97	67.9
112	9	1	97	74.9
113	8	1	97	73.2
114	7	1	97	72.8
115	6	1	97	70.8
116	5	1	97	67.8
117	4	1	97	50.7
118	3	1	97	44.2
119	2	1	97	59.2
120	1	1	97	79.8
201	20	2	97	65.9
202	19	2	97	69.7
203	18	2	97	72
204	17	2	97	73.2
205	16	2	97	72.9
206	15	2	97	75.2
207	14	2	97	72.6
208	13	2	97	71.3
209	12	2	97	70.2
210	11	2	97	69.8
211	10	2	97	76.6
212	9	2	97	73.1
213	8	2	97	73.5
214	7	2	97	76.2
215	6	2	97	73
216	5	2	97	72
217	4	2	97	73.2
218	3	2	97	73.7
219	2	2	97	73.5
220	1	2	97	72.2
301	20	3	97	64.7
302	19	3	97	69.9
303	18	3	97	67.6
304	17	3	97	73.2
305	16	3	97	78.3
306	15	3	97	75.6
307	14	3	97	77.3
308	13	3	97	75.4
309	12	3	97	71.4
310	11	3	97	72.6
311	10	3	97	74.1
312	9	3	97	75.2
313	8	3	97	74.6
314	7	3	97	74.6
315	6	3	97	73.4
316	5	3	97	73.1
317	4	3	97	74.3
318	3	3	97	70.6
319	2	3	97	73
320	1	3	97	74.6
401	20	4	97	69.2
402	19	4	97	67
403	18	4	97	68.8
404	17	4	97	71.7
405	16	4	97	72
406	15	4	97	75.7
407	14	4	97	74.3
408	13	4	97	69.2
409	12	4	97	72.3
410	11	4	97	76.6
411	10	4	97	79.3
412	9	4	97	78
413	8	4	97	79.8
414	7	4	97	80.2
415	6	4	97	80
416	5	4	97	76.6
417	4	4	97	76.7
418	3	4	97	77.9
419	2	4	97	80.2
420	1	4	97	77.9
501	20	5	97	69.6
502	19	5	97	69.7
503	18	5	97	68.3
504	17	5	97	67.4
505	16	5	97	72.4
506	15	5	97	74.7
507	14	5	97	74.4
508	13	5	97	70.2
509	12	5	97	73.5
510	11	5	97	69.7
511	10	5	97	69.2
512	9	5	97	75.2
513	8	5	97	75.8
514	7	5	97	75.8
515	6	5	97	74.2
516	5	5	97	76.9
517	4	5	97	75
518	3	5	97	72.5
519	2	5	97	73.2
520	1	5	97	72
601	20	6	97	66.2
602	19	6	97	64.3
603	18	6	97	67
604	17	6	97	71.4
605	16	6	97	72.4
606	15	6	97	73.9
607	14	6	97	71.1
608	13	6	97	66.1
609	12	6	97	69.3
610	11	6	97	72.4
611	10	6	97	74
612	9	6	97	74.5
613	8	6	97	73.9
614	7	6	97	74
615	6	6	97	71.6
616	5	6	97	78.2
617	4	6	97	66.4
618	3	6	97	45.8
619	2	6	97	40
620	1	6	97	62.1
