35.3338,40.3697,20.8652,30.3907,39.0089,25.4012,9.5254,31.7515,30.8443,15.8757,58.0598,27.2155,21.3188,36.2874,50.8023
26.7619,25.4012,9.979,38.1018,29.9371,34.9266,19.0509,34.0194,39.4625,42.6377,27.2155,36.741,23.586,28.1227,24.9476
31.7515,27.6691,22.226,36.2874,29.4835,29.4835,20.8652,46.72,38.1018,30.3907,19.0509,29.4835,10.8862,27.2155,31.7515
35.3802,19.5045,23.1332,34.473,21.7724,26.3084,35.3802,24.0404,34.0194,39.0089,41.2769,38.5554,29.0291,14.0614,36.2874
22.6796,26.3084,25.4012,43.9985,38.5554,37.1946,35.8338,18.1437,34.9266,36.2874,20.8652,27.2155,14.515,25.4012,19.9581
20.4117,24.9476,24.494,47.1736,27.6691,20.8652,31.2979,36.2874,22.226,29.9371,48.988,39.0089,18.1437,37.6482,38.5554
20.4117,15.4221,20.8652,40.8233,24.0404,31.7515,17.6901,29.9371,38.1018,29.9371,22.6796,38.1018,22.6796,25.8548,45.3592
19.0509,24.9476,28.5763,41.7305,23.1332,20.8652,22.226,26.3084,48.988,38.1018,38.1018,33.1122,30.8443,14.5156,34.0194
29.4835,37.6482,31.7515,31.2979,35.3802,27.2155,24.494,24.9876,35.3802,19.0509,44.4521,39.4625,27.2155,38.5554,38.5554
20.8652,36.741,29.0299,14.5152,19.9581,16.3293,33.5658,35.8338,27.2155,29.0299,24.494,18.1437,29.0299,20.4117,36.2874
17.2365,22.226,22.226,22.6796,18.1437,13.6078,4.5359,23.5868,33.1132,22.6796,14.0614,26.3084,30.3967,26.3084,42.1841
9.979,20.4117,14.9685,9.0718,12.247,5.4431,7.2575,27.2155,21.3888,29.0299,28.1227,18.1437,18.1437,26.3084,26.3084
13.6078,14.9685,16.7829,12.247,9.0718,8.6183,19.0509,17.6901,28.1827,24.494,21.3188,22.6796,22.226,40.8233,29.9371
13.1542,14.9685,14.515,19.9581,12.7006,14.515,8.6183,18.5973,10.8862,10.8862,26.3084,48.0808,6.3503,26.3084,29.0299
15.4221,21.3181,20.8652,21.7724,12.7006,13.6078,22.6796,20.8652,22.6796,10.8862,15.8757,27.2155,8.6183,26.3084,20.8652
19.9581,24.3476,13.6078,26.7619,18.1437,28.5763,17.6901,24.494,26.3084,34.9266,16.3293,27.2155,18.1437,19.0509,16.3293
27.2155,29.0299,33.1122,42.6377,40.3677,33.5658,27.6691,18.1437,17.6901,16.3293,22.6796,38.5554,13.6078,29.4835,24.494
