Longitude,Latitude,Flow,Time,Cycles,Distance,Swath,Moisture,Field,Load_id,Load_name,Crop,Gps,Altitude,Serial
-93.978391,43.92324,37.88,1004550129,3,231,360,16.9,F16_GARTNER,2,45T5,Corn,7,1055.5,2000110154
-93.978392,43.923185,39.5,1004550132,3,238,360,16.7,F16_GARTNER,2,45T5,Corn,7,1055.5,2000110154
-93.978392,43.923131,39.06,1004550135,3,236,360,16.9,F16_GARTNER,2,45T5,Corn,7,1055.83,2000110154
-93.978392,43.923076,40.37,1004550138,3,235,360,16.7,F16_GARTNER,2,45T5,Corn,7,1055.5,2000110154
-93.978392,43.923022,38.92,1004550141,3,233,360,16.7,F16_GARTNER,2,45T5,Corn,7,1055.18,2000110154
-93.978391,43.922968,41.31,1004550144,3,238,360,16.6,F16_GARTNER,2,45T5,Corn,7,1055.18,2000110154
-93.97839,43.922913,41.49,1004550147,3,232,360,16.7,F16_GARTNER,2,45T5,Corn,7,1055.18,2000110154
-93.978392,43.922858,40.5,1004550150,3,239,360,16.5,F16_GARTNER,2,45T5,Corn,7,1055.18,2000110154
-93.978393,43.922804,38.67,1004550153,3,239,360,16.4,F16_GARTNER,2,45T5,Corn,7,1055.18,2000110154
-93.978393,43.92275,38.73,1004550156,3,233,360,16.8,F16_GARTNER,2,45T5,Corn,7,1054.85,2000110154
-93.978393,43.922695,40.33,1004550159,3,238,360,16.9,F16_GARTNER,2,45T5,Corn,7,1054.85,2000110154
-93.978394,43.92264,40.51,1004550162,3,233,360,17.3,F16_GARTNER,2,45T5,Corn,7,1054.85,2000110154
-93.978395,43.922585,39.09,1004550165,3,239,360,17.6,F16_GARTNER,2,45T5,Corn,7,1054.85,2000110154
-93.978396,43.922532,38.19,1004550168,3,236,360,17.7,F16_GARTNER,2,45T5,Corn,7,1054.52,2000110154
-93.978394,43.922479,38.12,1004550171,3,232,360,17.4,F16_GARTNER,2,45T5,Corn,7,1054.85,2000110154
-93.978393,43.922425,38.11,1004550174,3,226,360,17.6,F16_GARTNER,2,45T5,Corn,7,1054.85,2000110154
-93.978392,43.922371,39.65,1004550177,3,233,360,17.1,F16_GARTNER,2,45T5,Corn,7,1054.85,2000110154
-93.978392,43.922317,39.78,1004550180,3,236,360,17.2,F16_GARTNER,2,45T5,Corn,7,1054.52,2000110154
-93.978392,43.922264,40.11,1004550183,3,231,360,16.9,F16_GARTNER,2,45T5,Corn,7,1055.18,2000110154
-93.978391,43.92221,39.9,1004550186,3,236,360,16.6,F16_GARTNER,2,45T5,Corn,7,1055.18,2000110154
-93.978391,43.922155,38.22,1004550189,3,230,360,16.8,F16_GARTNER,2,45T5,Corn,7,1054.85,2000110154
-93.978392,43.922101,40.85,1004550192,3,238,360,16.9,F16_GARTNER,2,45T5,Corn,7,1054.85,2000110154
-93.978391,43.922046,41.1,1004550195,3,235,360,16.9,F16_GARTNER,2,45T5,Corn,7,1054.85,2000110154
-93.978391,43.921992,37.71,1004550198,3,235,360,16.8,F16_GARTNER,2,45T5,Corn,7,1054.52,2000110154
-93.978391,43.921938,38.52,1004550201,3,236,360,16.9,F16_GARTNER,2,45T5,Corn,7,1054.52,2000110154
-93.978392,43.921883,40.93,1004550204,3,235,360,17.2,F16_GARTNER,2,45T5,Corn,7,1054.52,2000110154
-93.978392,43.921829,38.25,1004550207,3,237,360,17.1,F16_GARTNER,2,45T5,Corn,7,1054.52,2000110154
-93.978391,43.921775,39.74,1004550210,3,233,360,16.9,F16_GARTNER,2,45T5,Corn,7,1054.19,2000110154
-93.97839,43.921721,39.55,1004550213,3,237,360,17,F16_GARTNER,2,45T5,Corn,7,1054.52,2000110154
-93.97839,43.921666,39.66,1004550216,3,231,360,16.9,F16_GARTNER,2,45T5,Corn,7,1054.19,2000110154
-93.97839,43.921611,39.23,1004550219,3,236,360,16.9,F16_GARTNER,2,45T5,Corn,7,1054.19,2000110154
-93.978391,43.921557,39.33,1004550222,3,235,360,17,F16_GARTNER,2,45T5,Corn,7,1053.86,2000110154
-93.978391,43.921502,40.35,1004550225,3,235,360,17,F16_GARTNER,2,45T5,Corn,7,1053.54,2000110154
-93.978392,43.921447,36.03,1004550228,3,237,360,17.2,F16_GARTNER,2,45T5,Corn,7,1053.54,2000110154
-93.978392,43.921393,42.48,1004550231,3,236,360,17.1,F16_GARTNER,2,45T5,Corn,7,1053.54,2000110154
-93.978391,43.921339,40.37,1004550234,3,231,360,17.6,F16_GARTNER,2,45T5,Corn,7,1053.21,2000110154
-93.978391,43.921285,38.56,1004550237,3,232,360,17.4,F16_GARTNER,2,45T5,Corn,7,1053.54,2000110154
-93.978391,43.921231,41.14,1004550240,3,232,360,17,F16_GARTNER,2,45T5,Corn,7,1053.54,2000110154
-93.978392,43.921178,41.35,1004550243,3,232,360,16.8,F16_GARTNER,2,45T5,Corn,7,1054.19,2000110154
-93.978393,43.921123,0,1004550246,3,230,360,17.4,F16_GARTNER,2,45T5,Corn,7,1053.21,2000110154
-93.978394,43.921068,0,1004550249,3,236,360,17.3,F16_GARTNER,2,45T5,Corn,7,1053.54,2000110154
-93.978286,43.921057,31.63,1004550273,3,186,360,16.3,F16_GARTNER,2,45T5,Corn,7,1053.54,2000110154
-93.978286,43.92111,34.53,1004550276,3,219,360,16.4,F16_GARTNER,2,45T5,Corn,7,1053.54,2000110154
-93.978284,43.921164,36.69,1004550279,3,236,360,16.4,F16_GARTNER,2,45T5,Corn,7,1052.88,2000110154
-93.978283,43.921219,34.97,1004550282,3,238,360,16.6,F16_GARTNER,2,45T5,Corn,7,1052.88,2000110154
-93.978283,43.921274,35.17,1004550285,3,238,360,16.9,F16_GARTNER,2,45T5,Corn,7,1052.55,2000110154
-93.978283,43.921328,33.86,1004550288,3,235,360,16.9,F16_GARTNER,2,45T5,Corn,7,1052.88,2000110154
-93.978283,43.921381,37.01,1004550291,3,235,360,16.9,F16_GARTNER,2,45T5,Corn,7,1052.88,2000110154
-93.978283,43.921436,37.03,1004550294,3,235,360,16.6,F16_GARTNER,2,45T5,Corn,7,1053.21,2000110154
-93.978283,43.921491,38.18,1004550297,3,238,360,16.9,F16_GARTNER,2,45T5,Corn,7,1053.21,2000110154
-93.978282,43.921548,38.68,1004550300,3,246,360,16.8,F16_GARTNER,2,45T5,Corn,7,1053.54,2000110154
-93.978282,43.921604,38.3,1004550303,3,243,360,16.7,F16_GARTNER,2,45T5,Corn,7,1053.54,2000110154
-93.978282,43.92166,37.74,1004550306,3,244,360,16.7,F16_GARTNER,2,45T5,Corn,7,1053.86,2000110154
-93.978282,43.921716,37.03,1004550309,3,244,360,16.9,F16_GARTNER,2,45T5,Corn,7,1053.54,2000110154
-93.978281,43.921773,35.67,1004550312,3,245,360,16.8,F16_GARTNER,2,45T5,Corn,7,1053.86,2000110154
-93.978282,43.921828,39.13,1004550315,3,247,360,16.8,F16_GARTNER,2,45T5,Corn,7,1053.86,2000110154
-93.978283,43.921884,37.59,1004550318,3,245,360,16.9,F16_GARTNER,2,45T5,Corn,7,1054.19,2000110154
-93.978283,43.92194,39.08,1004550321,3,241,360,16.9,F16_GARTNER,2,45T5,Corn,7,1054.19,2000110154
-93.978283,43.921996,37.53,1004550324,3,242,360,16.7,F16_GARTNER,2,45T5,Corn,7,1053.86,2000110154
-93.978284,43.922052,36.59,1004550327,3,244,360,16.4,F16_GARTNER,2,45T5,Corn,7,1053.86,2000110154
-93.978284,43.922107,36.61,1004550330,3,239,360,16.9,F16_GARTNER,2,45T5,Corn,7,1053.86,2000110154
-93.978284,43.922163,37.84,1004550333,3,244,360,16.6,F16_GARTNER,2,45T5,Corn,7,1053.86,2000110154
-93.978284,43.92222,37.92,1004550336,3,244,360,16.9,F16_GARTNER,2,45T5,Corn,7,1053.86,2000110154
-93.978285,43.922276,42.28,1004550339,3,242,360,16.9,F16_GARTNER,2,45T5,Corn,7,1054.19,2000110154
-93.978285,43.922333,40.98,1004550342,3,244,360,16.7,F16_GARTNER,2,45T5,Corn,7,1054.19,2000110154
-93.978285,43.922389,41.45,1004550345,3,248,360,16.9,F16_GARTNER,2,45T5,Corn,7,1054.19,2000110154
-93.978286,43.922445,36.58,1004550348,3,242,360,17.2,F16_GARTNER,2,45T5,Corn,7,1054.19,2000110154
-93.978287,43.922502,41.13,1004550351,3,244,360,17.2,F16_GARTNER,2,45T5,Corn,7,1053.86,2000110154
-93.978286,43.922559,39.03,1004550354,3,250,360,17.2,F16_GARTNER,2,45T5,Corn,7,1054.52,2000110154
-93.978287,43.922616,39.56,1004550357,3,245,360,17.1,F16_GARTNER,2,45T5,Corn,7,1053.86,2000110154
-93.978286,43.922672,40.25,1004550360,3,243,360,16.9,F16_GARTNER,2,45T5,Corn,7,1054.19,2000110154
-93.978286,43.922729,40.72,1004550363,3,245,360,16.9,F16_GARTNER,2,45T5,Corn,7,1054.19,2000110154
-93.978286,43.922785,40.49,1004550366,3,246,360,16.7,F16_GARTNER,2,45T5,Corn,7,1054.19,2000110154
-93.978286,43.922842,38.58,1004550369,3,247,360,16.6,F16_GARTNER,2,45T5,Corn,7,1054.19,2000110154
-93.978286,43.922899,40.27,1004550372,3,245,360,16.5,F16_GARTNER,2,45T5,Corn,7,1054.52,2000110154
-93.978286,43.922956,37.18,1004550375,3,245,360,16.4,F16_GARTNER,2,45T5,Corn,7,1054.52,2000110154
-93.978286,43.923012,37.58,1004550378,3,248,360,16.9,F16_GARTNER,2,45T5,Corn,7,1054.52,2000110154
-93.978286,43.923069,37.03,1004550381,3,238,360,16.7,F16_GARTNER,2,45T5,Corn,7,1054.85,2000110154
-93.978285,43.923125,35.91,1004550384,3,243,360,17.1,F16_GARTNER,2,45T5,Corn,7,1055.18,2000110154
-93.978286,43.923182,36.18,1004550387,3,246,360,16.5,F16_GARTNER,2,45T5,Corn,7,1054.85,2000110154
-93.978286,43.923239,37.05,1004550390,3,250,360,16.4,F16_GARTNER,2,45T5,Corn,7,1054.85,2000110154
-93.978286,43.923297,40,1004550393,3,244,360,17,F16_GARTNER,2,45T5,Corn,7,1054.85,2000110154
-93.978285,43.923355,36.49,1004550396,3,252,360,17,F16_GARTNER,2,45T5,Corn,7,1054.85,2000110154
-93.978284,43.923412,36.85,1004550399,3,252,360,17,F16_GARTNER,2,45T5,Corn,7,1054.52,2000110154
-93.978284,43.923469,36.01,1004550402,3,243,360,17,F16_GARTNER,2,45T5,Corn,7,1054.52,2000110154
-93.978285,43.923526,38.86,1004550405,3,246,360,16.9,F16_GARTNER,2,45T5,Corn,7,1054.85,2000110154
-93.978285,43.923583,39.37,1004550525,3,250,360,17.1,F16_GARTNER,2,45T5,Corn,7,1054.85,2000110154
-93.978283,43.92364,39.69,1004550528,3,245,360,16.9,F16_GARTNER,2,45T5,Corn,7,1054.52,2000110154
-93.978284,43.923698,37.99,1004550531,3,247,360,16.6,F16_GARTNER,2,45T5,Corn,7,1054.19,2000110154
-93.978284,43.923755,39.21,1004550534,3,244,360,17.1,F16_GARTNER,2,45T5,Corn,7,1054.19,2000110154
-93.978284,43.923812,42.97,1004550537,3,247,360,17.5,F16_GARTNER,2,45T5,Corn,7,1054.19,2000110154
-93.978283,43.923869,39.71,1004550540,3,248,360,17.3,F16_GARTNER,2,45T5,Corn,7,1054.19,2000110154
-93.978284,43.923925,38.11,1004550543,3,242,360,17.4,F16_GARTNER,2,45T5,Corn,7,1054.19,2000110154
-93.978284,43.923983,36.82,1004550546,3,248,360,17.2,F16_GARTNER,2,45T5,Corn,7,1054.19,2000110154
-93.978283,43.924039,39.17,1004550549,3,243,360,17.1,F16_GARTNER,2,45T5,Corn,7,1054.19,2000110154
-93.978282,43.924097,35.92,1004550552,3,251,360,17.3,F16_GARTNER,2,45T5,Corn,7,1054.19,2000110154
-93.978281,43.924153,36.9,1004550555,3,241,360,16.9,F16_GARTNER,2,45T5,Corn,7,1054.19,2000110154
-93.978281,43.924209,38.88,1004550558,3,242,360,16.8,F16_GARTNER,2,45T5,Corn,7,1054.52,2000110154
-93.97828,43.924266,37.78,1004550561,3,250,360,16.8,F16_GARTNER,2,45T5,Corn,7,1054.52,2000110154
-93.97828,43.924322,39.58,1004550564,3,246,360,16.7,F16_GARTNER,2,45T5,Corn,7,1054.19,2000110154
-93.97828,43.924379,38.42,1004550567,3,246,360,16.7,F16_GARTNER,2,45T5,Corn,7,1053.86,2000110154
-93.978279,43.924437,38.21,1004550570,3,251,360,17.2,F16_GARTNER,2,45T5,Corn,7,1053.86,2000110154
-93.978279,43.924494,39.5,1004550573,3,252,360,17.2,F16_GARTNER,2,45T5,Corn,7,1054.19,2000110154
-93.978279,43.924552,38.74,1004550576,3,253,360,17,F16_GARTNER,2,45T5,Corn,7,1053.54,2000110154
-93.978277,43.924609,39.82,1004550579,3,253,360,17.2,F16_GARTNER,2,45T5,Corn,7,1053.21,2000110154
-93.978277,43.924666,39.68,1004550582,3,244,360,17.6,F16_GARTNER,2,45T5,Corn,7,1052.55,2000110154
-93.978276,43.924722,42.86,1004550585,3,244,360,17.2,F16_GARTNER,2,45T5,Corn,7,1051.9,2000110154
-93.978276,43.924778,42.58,1004550588,3,240,360,17,F16_GARTNER,2,45T5,Corn,7,1051.24,2000110154
-93.978276,43.924837,37.91,1004550591,3,251,360,17.3,F16_GARTNER,2,45T5,Corn,7,1049.93,2000110154
-93.978277,43.924895,40.32,1004550594,3,258,360,17.1,F16_GARTNER,2,45T5,Corn,7,1048.94,2000110154
-93.978278,43.924954,40.37,1004550597,3,261,360,17.2,F16_GARTNER,2,45T5,Corn,7,1048.29,2000110154
-93.978278,43.925011,41.61,1004550600,3,257,360,17.6,F16_GARTNER,2,45T5,Corn,7,1047.3,2000110154
-93.978277,43.92507,39.2,1004550603,3,260,360,17.6,F16_GARTNER,2,45T5,Corn,7,1045.99,2000110154
-93.978278,43.925127,38.91,1004550606,3,247,360,18,F16_GARTNER,2,45T5,Corn,7,1044.68,2000110154
-93.978278,43.925185,40.11,1004550609,3,257,360,17.6,F16_GARTNER,2,45T5,Corn,7,1043.37,2000110154
-93.978279,43.925241,37.14,1004550612,3,245,360,17.9,F16_GARTNER,2,45T5,Corn,7,1041.73,2000110154
-93.978281,43.925297,36.19,1004550615,3,238,360,18,F16_GARTNER,2,45T5,Corn,7,1040.42,2000110154
-93.978281,43.925354,39.75,1004550618,3,242,360,17.9,F16_GARTNER,2,45T5,Corn,7,1039.43,2000110154
-93.978281,43.925409,40.47,1004550621,3,239,360,17.8,F16_GARTNER,2,45T5,Corn,7,1038.12,2000110154
-93.978282,43.925465,43.55,1004550624,3,235,360,17.9,F16_GARTNER,2,45T5,Corn,7,1036.81,2000110154
-93.978284,43.925521,40.73,1004550627,3,236,360,17.1,F16_GARTNER,2,45T5,Corn,7,1035.5,2000110154
-93.978285,43.925577,38.95,1004550630,3,248,360,17.3,F16_GARTNER,2,45T5,Corn,7,1034.84,2000110154
-93.978286,43.925632,42.28,1004550633,3,239,360,17.2,F16_GARTNER,2,45T5,Corn,7,1034.18,2000110154
-93.978287,43.925689,39.98,1004550636,3,244,360,17.2,F16_GARTNER,2,45T5,Corn,7,1032.87,2000110154
-93.978288,43.925744,39.96,1004550639,3,244,360,17.2,F16_GARTNER,2,45T5,Corn,7,1032.22,2000110154
-93.97829,43.9258,42.22,1004550642,3,238,360,17.2,F16_GARTNER,2,45T5,Corn,7,1031.23,2000110154
-93.97829,43.925857,43.33,1004550645,3,247,360,16.9,F16_GARTNER,2,45T5,Corn,7,1030.25,2000110154
-93.978291,43.925913,43.65,1004550648,3,243,360,17.2,F16_GARTNER,2,45T5,Corn,7,1029.59,2000110154
-93.978293,43.925969,42.93,1004550651,3,243,360,17.1,F16_GARTNER,2,45T5,Corn,7,1028.94,2000110154
-93.978294,43.926026,39.82,1004550654,3,245,360,17.2,F16_GARTNER,2,45T5,Corn,7,1028.28,2000110154
-93.978295,43.926083,41.51,1004550657,3,247,360,17.3,F16_GARTNER,2,45T5,Corn,7,1027.62,2000110154
-93.978296,43.92614,42.26,1004550660,3,245,360,17.4,F16_GARTNER,2,45T5,Corn,7,1027.3,2000110154
-93.978298,43.926195,41.16,1004550663,3,245,360,17.6,F16_GARTNER,2,45T5,Corn,7,1026.97,2000110154
-93.9783,43.92625,41.76,1004550666,3,241,360,17.7,F16_GARTNER,2,45T5,Corn,7,1026.97,2000110154
-93.978302,43.926307,39.14,1004550669,3,241,360,17.8,F16_GARTNER,2,45T5,Corn,7,1026.97,2000110154
-93.978304,43.926363,38.7,1004550672,3,242,360,17.6,F16_GARTNER,2,45T5,Corn,7,1026.64,2000110154
-93.978304,43.926418,36.87,1004550675,3,241,360,17.2,F16_GARTNER,2,45T5,Corn,7,1026.64,2000110154
-93.978306,43.926475,33.59,1004550678,3,242,360,17.6,F16_GARTNER,2,45T5,Corn,7,1026.31,2000110154
-93.978307,43.92653,35.83,1004550681,3,239,360,17.5,F16_GARTNER,2,45T5,Corn,7,1026.31,2000110154
-93.978306,43.926585,35.69,1004550684,3,243,360,17.7,F16_GARTNER,2,45T5,Corn,7,1025.98,2000110154
-93.978306,43.92664,38.22,1004550687,3,241,360,17.7,F16_GARTNER,2,45T5,Corn,7,1025.98,2000110154
-93.978306,43.926695,32.84,1004550690,3,241,360,17.7,F16_GARTNER,2,45T5,Corn,7,1025.98,2000110154
-93.978308,43.92675,20.88,1004550693,3,241,360,17.4,F16_GARTNER,2,45T5,Corn,7,1025.66,2000110154
-93.978309,43.926804,25.34,1004550696,3,239,360,17.1,F16_GARTNER,2,45T5,Corn,7,1026.31,2000110154
-93.97831,43.926861,31.05,1004550699,3,241,360,17.4,F16_GARTNER,2,45T5,Corn,7,1026.31,2000110154
-93.97831,43.926916,32.21,1004550702,3,251,360,17.7,F16_GARTNER,2,45T5,Corn,7,1025.98,2000110154
-93.97831,43.926971,31.11,1004550705,3,231,360,17.9,F16_GARTNER,2,45T5,Corn,7,1025.98,2000110154
-93.978312,43.927026,28.67,1004550708,3,239,360,17.6,F16_GARTNER,2,45T5,Corn,7,1025.98,2000110154
-93.978313,43.927082,20.55,1004550711,3,245,360,18.5,F16_GARTNER,2,45T5,Corn,7,1025.66,2000110154
-93.978315,43.927139,21.39,1004550714,3,246,360,17.6,F16_GARTNER,2,45T5,Corn,7,1025.33,2000110154
-93.978315,43.927195,12.08,1004550717,3,244,360,18,F16_GARTNER,2,45T5,Corn,7,1025.66,2000110154
